"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15908	24493	"Tanneurs"	47.21389	-1.55722	1065	"AWI"	1065	3720	5606	4824	0	0	88	14	0	9	2	0	5	0	0	0	0	0	0	1	0	0	49	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0	0	2	0	0	71	0	29	0	0	0	1	0	0	0	0	0	0	1	16	7	0	0	0	4
15908	24493	"Tanneurs"	47.21389	-1.55722	1080	"AWI"	1080	3789	5662	4895	0	0	103	10	0	1	2	0	3	0	0	0	0	0	0	0	0	0	28	0	9	1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	12	0	0	0	148	1	18	0	0	0	0	2	0	0	0	0	0	0	9	2	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1100	"AWI"	1100	3949	5700	4989	0	0	68	10	0	5	3	0	4	0	1	0	0	0	0	1	1	0	17	0	11	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	23	3	0	0	0	0	0	117	0	17	0	0	0	1	0	0	0	0	0	0	0	8	3	0	0	1	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1135	"AWI"	1135	4178	5782	5157	0	0	49	24	4	0	4	0	2	0	0	0	0	0	0	0	0	0	30	0	10	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	27	2	1	0	3	0	0	151	1	1	0	0	0	0	2	0	0	0	0	1	0	22	1	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1160	"AWI"	1160	4277	5887	5281	5	1	53	10	2	0	0	0	9	0	1	0	0	0	0	0	1	0	21	0	10	0	0	0	0	3	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	122	0	3	0	0	0	1	1	0	0	0	0	0	0	15	1	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1185	"AWI"	1185	4486	5953	5392	3	0	46	16	2	0	3	0	3	0	0	0	0	0	0	0	0	0	28	0	8	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	1	0	1	0	34	1	0	0	0	0	0	122	0	1	0	0	0	2	2	0	0	0	1	0	0	8	3	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1215	"AWI"	1215	4691	5995	5522	1	1	88	12	0	0	1	0	4	0	0	0	0	0	0	1	0	0	25	0	8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	113	0	2	0	0	0	0	2	0	0	0	0	0	0	14	4	1	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1230	"AWI"	1230	4754	6028	5595	3	1	99	5	0	1	3	0	6	0	1	0	0	0	0	0	0	0	49	0	9	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	10	0	0	0	113	1	3	0	0	0	0	5	0	0	0	0	0	0	9	5	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1250	"AWI"	1250	4853	6085	5686	0	0	59	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	18	0	8	1	0	0	0	3	2	0	0	0	1	0	1	0	0	0	0	0	1	0	27	1	0	0	0	0	0	168	0	1	0	0	0	1	2	0	0	0	1	0	0	14	1	0	0	0	3
15908	24493	"Tanneurs"	47.21389	-1.55722	1285	"AWI"	1285	5236	6145	5810	1	1	52	16	0	3	1	0	2	0	0	0	1	0	0	1	0	0	43	0	4	0	0	0	0	12	4	0	1	0	0	0	0	0	0	1	0	0	0	0	28	1	0	10	0	0	0	119	0	3	0	0	0	0	1	0	0	0	1	0	0	10	1	0	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	1310	"AWI"	1310	5528	6179	5898	1	1	87	10	1	2	0	3	9	0	1	0	0	0	0	0	0	0	43	0	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	20	1	0	0	0	0	1	114	0	1	0	0	0	0	2	0	0	0	0	0	0	10	6	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1325	"AWI"	1325	5671	6203	5954	0	0	50	24	2	0	0	0	9	0	0	0	0	0	0	0	0	0	18	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	1	0	19	0	0	0	159	0	0	0	0	0	2	2	0	0	0	0	0	0	12	2	1	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1345	"AWI"	1345	5807	6249	6037	0	0	48	10	0	0	2	0	2	0	0	0	1	0	0	0	0	0	24	0	8	0	1	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	35	2	0	0	0	0	1	149	0	5	0	0	0	1	3	0	0	0	0	0	0	15	4	0	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	1365	"AWI"	1365	5914	6283	6092	1	0	31	7	0	0	1	0	4	0	0	0	0	0	0	0	0	0	179	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	1	0	0	0	0	0	60	0	4	0	0	0	0	0	0	0	0	1	0	0	7	8	0	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	1415	"AWI"	1415	5991	6567	6241	0	0	51	23	0	1	0	0	3	0	0	0	0	0	0	0	0	0	22	0	5	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	42	0	0	0	0	0	1	121	0	2	0	0	0	0	0	0	0	0	0	1	0	22	4	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1435	"AWI"	1435	6010	6716	6294	0	0	44	29	0	2	2	0	2	0	0	0	0	0	0	1	0	0	28	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2	0	0	0	0	0	134	0	5	0	0	0	1	4	0	0	0	0	0	0	22	8	0	1	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1460	"AWI"	1460	6070	6780	6365	0	2	61	28	1	0	1	0	5	0	0	0	0	0	0	0	0	0	27	0	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	9	4	0	0	0	0	0	122	3	1	0	0	0	1	6	0	0	0	0	1	0	11	6	0	2	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1485	"AWI"	1485	6110	6871	6440	0	2	63	18	1	0	3	0	5	0	0	0	0	0	0	0	0	0	21	0	17	0	0	0	2	0	7	0	0	0	0	1	3	0	0	0	0	0	0	0	15	5	0	0	0	1	1	84	0	2	0	0	0	1	3	0	0	0	0	0	1	7	0	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1515	"AWI"	1515	6150	7021	6521	0	0	41	22	3	1	4	0	8	0	0	0	0	0	0	0	0	0	22	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	107	0	1	1	0	0	3	4	0	0	0	0	1	0	17	4	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1530	"AWI"	1530	6184	7087	6564	0	0	53	20	1	0	1	0	1	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	1	128	0	1	0	0	0	8	1	0	0	0	0	0	0	12	5	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1550	"AWI"	1550	6242	7119	6624	0	0	53	17	2	1	1	0	3	0	0	0	0	2	0	0	0	0	39	0	6	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	33	1	0	15	0	0	0	126	1	1	0	0	0	0	1	0	0	0	0	0	0	16	4	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1565	"AWI"	1565	6273	7152	6672	0	0	52	23	1	1	2	0	1	0	0	0	0	0	0	0	0	0	25	0	14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	48	1	0	13	0	0	1	125	0	2	0	0	0	3	3	0	0	1	0	0	0	20	9	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1585	"AWI"	1585	6307	7211	6733	0	1	40	24	0	1	2	0	5	0	1	0	0	0	0	0	0	0	23	0	3	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	11	0	0	1	159	1	1	1	0	0	0	1	0	0	0	0	0	0	20	5	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1610	"AWI"	1610	6336	7306	6804	0	0	40	37	0	0	3	0	5	0	2	0	0	0	0	0	0	0	29	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	15	1	0	0	0	0	0	159	0	3	0	0	0	0	2	0	0	0	0	0	0	13	6	1	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1665	"AWI"	1665	6484	7429	6969	0	0	40	37	0	0	0	0	4	0	1	1	0	0	0	0	0	0	33	0	3	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	27	2	0	19	0	0	1	143	0	2	0	0	0	0	3	0	0	0	0	0	0	12	7	0	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	1670	"AWI"	1670	6495	7435	6983	0	0	45	20	0	0	2	0	4	0	1	0	2	0	0	0	0	0	38	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	14	0	0	0	166	0	3	0	0	0	2	3	0	0	0	0	0	0	3	3	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1680	"AWI"	1680	6510	7467	7012	0	0	25	22	1	1	1	0	4	0	0	0	0	0	0	0	0	0	29	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	131	0	1	0	0	0	1	5	0	0	0	0	0	0	10	5	0	0	0	3
15908	24493	"Tanneurs"	47.21389	-1.55722	1700	"AWI"	1700	6537	7542	7072	1	0	64	27	2	0	3	0	3	0	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1	0	12	0	0	0	122	1	1	0	0	0	2	5	0	0	0	0	0	0	9	9	1	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	1735	"AWI"	1735	6680	7587	7164	0	0	29	26	0	1	1	0	1	0	0	0	1	0	0	0	0	0	25	0	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	34	0	0	27	0	0	0	118	0	3	0	0	1	0	1	0	0	0	0	0	0	26	5	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1750	"AWI"	1750	6731	7612	7206	0	0	42	20	0	0	3	0	4	0	0	0	1	0	0	0	0	0	28	0	4	0	1	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	2	0	33	0	0	11	0	0	1	129	0	4	0	0	0	1	2	0	0	0	0	0	0	15	4	2	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1765	"AWI"	1765	6776	7644	7251	1	0	33	18	1	0	4	0	2	0	0	0	0	0	0	0	0	0	25	0	13	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	33	1	1	20	0	0	0	118	0	6	0	0	0	2	1	0	0	0	0	0	0	5	9	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1815	"AWI"	1815	6947	7751	7390	1	0	25	33	0	0	3	0	4	0	0	0	0	1	0	0	0	0	31	0	10	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	30	0	0	17	0	0	0	151	0	1	0	0	0	0	1	0	0	0	0	0	1	15	11	1	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	1830	"AWI"	1830	7005	7768	7432	0	0	41	34	1	0	0	3	4	0	0	0	0	0	0	0	0	0	43	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	136	0	6	0	0	0	0	5	0	0	0	0	0	0	20	4	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1850	"AWI"	1850	7069	7801	7493	0	0	31	16	1	0	0	0	3	0	1	0	0	0	0	1	0	0	29	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	15	0	0	0	113	0	2	0	0	0	4	4	0	0	0	0	0	1	13	4	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1885	"AWI"	1885	7150	7877	7589	0	1	58	27	1	1	1	0	0	0	1	0	1	0	0	0	0	0	48	0	5	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	25	0	0	0	0	0	0	124	0	4	0	0	0	2	1	0	0	0	0	0	0	14	12	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1910	"AWI"	1910	7324	7901	7646	0	0	48	36	1	0	1	0	5	0	0	0	0	0	0	0	0	0	63	0	5	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	133	0	0	0	0	0	0	2	0	0	0	0	0	1	10	8	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1935	"AWI"	1935	7479	7928	7707	0	0	54	26	1	1	3	0	5	0	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	1	95	0	2	0	0	0	1	3	0	1	0	1	0	0	15	3	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1965	"AWI"	1965	7597	8003	7787	0	0	38	27	1	0	3	0	3	0	1	0	0	0	0	0	0	0	46	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	2	0	0	122	1	2	0	0	0	0	1	0	0	0	1	0	0	21	13	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	1980	"AWI"	1980	7632	8055	7834	1	0	52	24	1	1	1	0	5	0	0	0	1	0	0	0	0	0	67	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	109	0	3	0	0	0	1	1	0	0	0	0	0	0	11	0	3	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	2005	"AWI"	2005	7684	8169	7920	1	0	87	28	2	1	5	0	3	0	0	0	1	0	0	0	0	0	124	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	1	0	0	0	0	0	87	0	1	0	0	0	1	0	0	0	0	0	0	0	18	19	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	2035	"AWI"	2035	7727	8385	8011	1	0	33	31	0	2	2	0	4	0	0	0	0	0	0	0	0	0	45	0	6	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	37	1	0	0	0	0	1	99	0	5	0	0	0	0	1	0	0	0	0	0	0	14	9	1	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	2060	"AWI"	2060	7756	8590	8089	0	0	31	25	1	0	1	0	1	0	3	0	0	0	0	0	0	0	43	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	84	0	4	0	0	1	1	0	0	0	0	0	0	0	15	5	1	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	2085	"AWI"	2085	7831	8663	8173	0	0	40	28	1	0	0	0	2	0	0	0	0	1	0	1	0	0	64	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	15	1	0	12	0	0	0	128	0	3	0	0	0	1	2	0	0	0	0	0	0	21	5	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	2115	"AWI"	2115	7889	8738	8273	0	0	44	17	2	1	1	0	4	0	0	0	0	0	0	1	0	0	47	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	1	0	0	0	0	0	136	2	0	0	0	0	3	0	0	0	0	0	0	1	16	25	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	2130	"AWI"	2130	7914	8798	8321	0	0	100	9	1	0	2	0	2	0	0	0	0	0	0	0	0	0	53	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	9	0	0	0	63	0	4	0	0	0	1	2	0	0	0	0	0	0	7	14	0	1	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	2150	"AWI"	2150	7935	8889	8383	0	0	131	10	1	3	1	0	6	0	0	0	0	1	0	0	0	0	37	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	77	0	3	0	0	0	0	2	0	0	0	0	0	0	13	10	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	2170	"AWI"	2170	8026	8929	8452	0	0	88	20	0	1	1	0	4	0	0	0	1	0	0	0	0	0	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	25	0	0	15	0	0	0	64	0	5	0	0	0	0	1	0	0	0	1	0	0	20	8	1	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	2185	"AWI"	2185	8081	8950	8508	0	0	177	9	0	0	2	0	4	0	1	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	77	1	3	0	0	0	0	0	0	0	0	1	0	1	16	7	0	2	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	2210	"AWI"	2210	8146	9008	8606	1	0	93	13	0	3	2	0	5	0	1	0	0	0	0	0	0	0	39	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	78	0	2	0	0	0	1	0	0	0	0	0	0	0	23	2	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	2235	"AWI"	2235	8204	9101	8696	0	2	120	8	7	0	5	0	5	0	0	0	0	0	0	0	0	0	60	0	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	2	0	0	0	0	0	95	0	0	0	0	0	0	5	0	0	0	0	0	0	11	13	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	2265	"AWI"	2265	8372	9163	8787	0	0	63	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	86	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	33	0	0	0	0	0	0	70	0	2	0	0	0	0	1	0	0	0	0	0	0	13	7	0	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	2280	"AWI"	2280	8468	9185	8836	0	0	40	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	47	0	6	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	36	3	0	0	0	0	0	135	0	1	0	0	0	1	4	0	0	0	1	0	0	12	18	0	1	0	3
15908	24493	"Tanneurs"	47.21389	-1.55722	2305	"AWI"	2305	8583	9230	8923	1	0	74	1	2	0	1	0	6	0	1	0	0	0	0	1	0	0	50	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	36	1	0	24	0	0	1	100	0	6	0	0	0	1	4	0	0	0	0	0	0	22	6	0	1	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	2330	"AWI"	2330	8655	9308	9014	0	0	89	1	1	1	3	0	1	0	0	0	0	0	0	1	0	0	55	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	114	0	1	0	0	0	2	4	0	0	0	0	0	1	5	26	0	0	0	3
15908	24493	"Tanneurs"	47.21389	-1.55722	2340	"AWI"	2340	8720	9322	9042	0	0	90	6	0	1	2	0	5	0	1	0	0	0	0	0	0	0	60	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	24	2	0	0	0	0	0	82	0	4	0	0	0	1	4	0	0	0	0	0	0	13	11	0	0	0	2
15908	24493	"Tanneurs"	47.21389	-1.55722	2350	"AWI"	2350	8790	9336	9070	0	0	90	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	65	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	10	0	0	0	0	0	0	87	0	2	0	0	1	1	1	0	0	0	0	0	0	0	12	0	3	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	2355	"AWI"	2355	8823	9341	9086	0	0	119	3	2	0	1	0	3	0	0	0	0	0	0	0	0	0	62	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	75	0	3	0	0	0	1	1	0	0	0	0	0	0	12	7	0	1	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	2360	"AWI"	2360	8860	9349	9100	0	0	96	9	0	2	3	0	4	0	0	0	0	0	0	0	0	0	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	72	0	1	0	0	0	2	4	0	0	0	0	0	0	6	7	1	0	0	1
15908	24493	"Tanneurs"	47.21389	-1.55722	2363	"AWI"	2363	8878	9353	9109	1	0	74	13	2	0	0	0	1	0	0	0	0	0	0	0	0	0	67	0	5	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	99	0	3	0	0	0	1	10	0	0	0	0	0	0	8	7	0	0	0	2
