"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3006	3913	"Belle Lake"	52.18333	-7.03333	190	"AWI"	190	5779	6380	6140	21.4532871972318	0	0	0.69204152249135	0	0	0	0	0	0	0	36.3321799307958	4.84429065743945	0	0	0	0	0.346020761245675	2.42214532871972	0	0	0	0	6.57439446366782	0	0	2.42214532871972	0	0	12.4567474048443	0	0	0	0	10.3806228373702	0	0	0	0	0	2.07612456747405	0
3006	3913	"Belle Lake"	52.18333	-7.03333	196	"AWI"	196	5944	6427	6224	30.1639344262295	0	0	0.983606557377049	0.327868852459016	0	0	0	0	0	0	29.8360655737705	5.24590163934426	0	0	0	0	0	0.327868852459016	0	0	0	0	14.4262295081967	0	0	1.31147540983607	0	0	13.4426229508197	0	0	0	0	0.983606557377049	0	0.327868852459016	0	0	0	2.62295081967213	0
3006	3913	"Belle Lake"	52.18333	-7.03333	204	"AWI"	204	6045	6560	6322	38.6018237082067	0	0	0.911854103343465	0	0	0	0	0	0	0	24.3161094224924	4.55927051671733	0	0	0	0	0	1.21580547112462	0	0	0	0	14.5896656534954	0	0	0.303951367781155	0	0	11.5501519756839	0.303951367781155	0	0	0	0.303951367781155	0	0	0	0	0	3.3434650455927	0
3006	3913	"Belle Lake"	52.18333	-7.03333	216	"AWI"	216	6179	6698	6452	44.5945945945946	0	0	0	0	0	0	0	0	0	0	20.9459459459459	5.74324324324324	0	0	0	0	0	1.68918918918919	0	0	0	0	11.4864864864865	0	0	1.68918918918919	0	0.337837837837838	6.08108108108108	0.337837837837838	0	0	0	2.36486486486486	0	3.04054054054054	0	0	0	1.68918918918919	0
3006	3913	"Belle Lake"	52.18333	-7.03333	226	"AWI"	226	6367	6808	6577	38.8489208633094	0	0	0.719424460431655	0	0	0	0	0	0	0	27.6978417266187	7.9136690647482	0	0	0.359712230215827	0	0.359712230215827	1.43884892086331	0	0	0	0	5.39568345323741	0	0	0.719424460431655	0	0	10.431654676259	0	0	0	0.359712230215827	0.359712230215827	0	0.359712230215827	0	0	0	5.03597122302158	0
3006	3913	"Belle Lake"	52.18333	-7.03333	236	"AWI"	236	6485	6986	6727	28.030303030303	0	0	0.252525252525253	0	0	0	0	0	0	0	28.7878787878788	10.1010101010101	0	0	0	0	0	1.26262626262626	0	0	0	0	14.3939393939394	0	0	0.757575757575758	0	0	11.6161616161616	0.252525252525253	0	0	0	2.52525252525253	0	0.505050505050505	0	0	0	1.51515151515152	0
3006	3913	"Belle Lake"	52.18333	-7.03333	247	"AWI"	247	6620	7201	6898	28.2258064516129	0	0	0.806451612903226	0	0	0	0	0	0	0	25.5376344086022	7.25806451612903	0	0	0	0	0	1.61290322580645	0.268817204301075	0	0	0	16.3978494623656	0	0	0.806451612903226	0	0	14.247311827957	0	0	0	0	2.41935483870968	0	0	0.268817204301075	0	0	2.1505376344086	0
3006	3913	"Belle Lake"	52.18333	-7.03333	260	"AWI"	260	6832	7390	7107	44.7115384615385	0.240384615384615	0	0.480769230769231	0	0	0	0	0	0	0	24.0384615384615	4.08653846153846	0	0	0	0	0	0	0	0	0	0	14.9038461538462	0	0	0.961538461538462	0	0	5.28846153846154	0	0	0	0	1.44230769230769	0	0	0	0	0	3.84615384615385	0
3006	3913	"Belle Lake"	52.18333	-7.03333	268	"AWI"	268	6968	7527	7247	47.953216374269	0	0	0.584795321637427	0	0	0	0	0	0	0	20.7602339181287	2.04678362573099	0	0	0	0	0	1.46198830409357	0	0	0	0	10.8187134502924	0	0	0.292397660818713	0	0	11.6959064327485	0	0	0	0	2.63157894736842	0	0	0	0	0	1.75438596491228	0
3006	3913	"Belle Lake"	52.18333	-7.03333	278	"AWI"	278	7199	7924	7553	28.2051282051282	0	0	0.56980056980057	0	0	0	0	0	0	0	22.5071225071225	5.12820512820513	0	0	0	0	0	1.13960113960114	0	0	0	0	17.3789173789174	0	0	0.854700854700855	0	0	20.2279202279202	0	0	0	0	0.284900284900285	0	0	0	0	0	3.7037037037037	0
