"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Staphylea"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16151	24964	"Watten"	50.83361	2.21333	1690	"AWI"	1690	7918	8675	8266	0	3.46666666666667	11.2	0.266666666666667	0.266666666666667	0.8	0	2.93333333333333	0	0	0	0	0	0	47.2	4.53333333333333	0.533333333333333	0	0	0	0.266666666666667	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	12.2666666666667	0	0	0.266666666666667	0	0	0	0	0	0.266666666666667	0	0	0	0	0	0	0	1.86666666666667	0	10.6666666666667	0	0	0
16151	24964	"Watten"	50.83361	2.21333	1716	"AWI"	1716	7943	8708	8302	0	3.13199105145414	6.26398210290828	0.447427293064877	0.223713646532438	0.671140939597315	0	2.9082774049217	0	0	0	0	0	0	57.0469798657718	1.11856823266219	0	0	0	0	0.223713646532438	0	0	0	0	0	0	0	0	0.894854586129754	0	0.223713646532438	9.39597315436242	0	0	0	10.9619686800895	0	0	0	0	0	0	0	0	0.223713646532438	0	0	0	0	0	0	0.223713646532438	1.56599552572707	0	4.47427293064877	0	0	0
16151	24964	"Watten"	50.83361	2.21333	1741	"AWI"	1741	7964	8739	8336	0	2.92553191489362	6.38297872340426	0.265957446808511	0.265957446808511	0.531914893617021	0	2.3936170212766	0	0	0	0	0	0	55.3191489361702	2.3936170212766	0	0	0.265957446808511	0	0.265957446808511	0	0	0	0	0.265957446808511	0	0	0.265957446808511	1.32978723404255	0	0	4.52127659574468	0	0	0	13.563829787234	0	0	0	0	0	0	0	0	0.265957446808511	0	0	0	0.265957446808511	0	0	0	0.531914893617021	0	7.97872340425532	0	0	0
16151	24964	"Watten"	50.83361	2.21333	1767	"AWI"	1767	7984	8778	8370	0	3.45528455284553	6.91056910569106	0.40650406504065	0.203252032520325	0.203252032520325	0	6.30081300813008	0	0	0	0	0	0	48.780487804878	1.6260162601626	0	0	0	0	0.203252032520325	0	0	0	0	0	0	0	0.203252032520325	0.813008130081301	0	0.203252032520325	11.3821138211382	0	0	0	5.69105691056911	0	0	0	0	0	0	0	0	0.203252032520325	0	0	0	0	0	0.203252032520325	0	1.82926829268293	0	11.3821138211382	0	0	0
16151	24964	"Watten"	50.83361	2.21333	1812	"AWI"	1812	8028	8831	8433	0	2.72536687631027	6.91823899371069	0.209643605870021	0.209643605870021	0.419287211740042	0	4.82180293501048	0	0	0	0	0	0.209643605870021	59.1194968553459	1.0482180293501	0	0	0	0	0.209643605870021	0	0	0	0	0	0	0	0.209643605870021	0.838574423480084	0	0.209643605870021	9.64360587002096	0	0	0	4.40251572327044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209643605870021	0	1.46750524109015	0	7.12788259958071	0	0	0
16151	24964	"Watten"	50.83361	2.21333	1838	"AWI"	1838	8052	8865	8468	0	1.23456790123457	8.14814814814815	0.246913580246914	0.246913580246914	0.246913580246914	0	3.95061728395062	0	0	0	0	0	0	69.1358024691358	0.740740740740741	0	0	0	0.246913580246914	0.246913580246914	0	0	0	0	0	0	0	0.246913580246914	5.67901234567901	0	0	3.7037037037037	0	0	0	0.493827160493827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987654320987654	0	4.19753086419753	0	0.246913580246914	0
16151	24964	"Watten"	50.83361	2.21333	1863	"AWI"	1863	8076	8901	8502	0	1.3840830449827	8.30449826989619	0.346020761245675	0.346020761245675	0.346020761245675	0	2.42214532871972	0.346020761245675	0	0	0	0	0	74.0484429065744	1.03806228373702	0	0	0	0	0.346020761245675	0	0	0	0	0	0	0	0	3.80622837370242	0	0	0	0	0	0	1.3840830449827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03806228373702	0	4.84429065743945	0	0	0
16151	24964	"Watten"	50.83361	2.21333	1889	"AWI"	1889	8103	8923	8540	0	4.46428571428571	4.24107142857143	0.223214285714286	0.223214285714286	0.446428571428571	0	3.57142857142857	0.223214285714286	0	0	0	0	0	57.1428571428571	2.23214285714286	0	0	0	0	0.223214285714286	0	0	0	0	0.223214285714286	0	0	0.223214285714286	3.34821428571429	0	0.223214285714286	10.0446428571429	0	0	0	6.69642857142857	0.223214285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5625	0	4.24107142857143	0	0.223214285714286	0
16151	24964	"Watten"	50.83361	2.21333	1914	"AWI"	1914	8131	8950	8576	0.271739130434783	3.80434782608696	4.6195652173913	0.271739130434783	0.271739130434783	0.543478260869565	0	1.90217391304348	0	0	0	0	0	0	69.5652173913043	1.90217391304348	0	0	0	0	0.271739130434783	0	0	0	0	0.271739130434783	0	0	0.271739130434783	2.44565217391304	0	0	0	0	0	0	7.06521739130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271739130434783	0	0	0.543478260869565	0	5.43478260869565	0	0.271739130434783	0
16151	24964	"Watten"	50.83361	2.21333	1940	"AWI"	1940	8149	8996	8613	0	3.07167235494881	6.14334470989761	2.38907849829352	0.341296928327645	1.36518771331058	0	1.70648464163823	0	0	0	0	0	0	54.9488054607508	7.16723549488055	0	0	0	0	0	0	0	0	0	0	0	0	0.341296928327645	3.07167235494881	0	0	0	0	0	0	10.580204778157	0	0	0	0	0	0	0	0	0.341296928327645	0	0	0	0.341296928327645	0	0	0	0.68259385665529	0	7.50853242320819	0	0	0
