"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15909	24495	"Ilot Sully"	47.2225	-1.55139	475	"AWI"	475	550	870	679	0	16	5	14	0	4	0	0	49	2	1	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	8	71	0	0	0	1	0	88	0	0	0	1	0	7	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	485	"AWI"	485	564	1023	725	0	9	3	10	0	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	7	0	0	0	0	0	1	0	15	148	0	0	0	0	0	103	0	0	0	2	11	2	1	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	505	"AWI"	505	643	1272	887	0	8	4	10	0	1	1	0	17	3	1	0	0	0	0	0	0	0	1	0	9	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	23	117	0	0	0	1	0	68	0	0	0	3	3	3	0	0	0	1	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	530	"AWI"	530	694	1833	1078	0	22	2	24	0	0	0	17	30	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	1	2	2	1	0	0	0	0	27	151	0	0	0	1	0	49	0	0	0	2	1	1	1	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	550	"AWI"	550	727	2330	1218	5	15	9	10	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	1	20	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	122	1	0	0	0	0	53	0	2	0	2	1	1	0	0	0	1	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	575	"AWI"	575	882	2495	1457	3	8	3	16	1	1	4	0	28	3	0	0	0	0	0	0	0	0	0	1	11	0	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	34	122	0	1	0	0	0	46	0	0	0	1	1	3	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	595	"AWI"	595	946	2735	1639	1	14	4	12	0	0	0	0	25	1	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	36	113	0	0	0	0	0	88	0	0	0	0	0	4	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	620	"AWI"	620	1081	3043	1861	3	9	6	5	0	0	0	0	49	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	5	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	20	113	0	0	0	0	0	99	0	0	0	2	0	5	1	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	640	"AWI"	640	1224	3168	2054	0	14	7	16	1	3	2	0	18	0	0	0	0	0	0	0	0	0	0	1	10	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	27	168	0	0	0	3	0	59	0	0	0	1	0	1	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	665	"AWI"	665	1352	3414	2312	1	10	2	16	1	2	0	0	43	1	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	12	0	1	0	0	0	4	0	28	119	0	0	0	0	0	52	0	0	0	1	0	1	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	680	"AWI"	680	1453	3577	2445	1	10	9	10	0	0	1	0	43	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	114	0	0	0	0	1	87	0	0	0	1	0	6	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	685	"AWI"	685	1499	3599	2488	0	12	9	24	0	1	2	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	159	0	0	0	0	0	50	0	0	0	1	0	2	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	705	"AWI"	705	1660	3717	2674	0	15	2	10	0	2	2	0	24	2	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	35	149	1	0	0	0	0	48	0	0	0	2	0	4	0	0	1	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	720	"AWI"	720	1740	3843	2809	1	7	4	7	1	2	0	0	179	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	60	1	0	0	0	0	31	0	0	0	1	0	8	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	725	"AWI"	725	1765	3902	2857	0	22	3	23	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	42	121	0	1	0	0	0	51	0	0	0	0	1	4	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	745	"AWI"	745	1917	4107	3034	0	22	2	29	0	0	0	0	28	2	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	43	134	0	0	0	0	1	44	1	0	0	2	0	8	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	755	"AWI"	755	2035	4154	3122	0	11	5	28	0	0	1	0	27	1	0	0	0	0	0	0	0	0	0	1	9	0	0	1	0	2	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	122	0	0	0	0	0	61	2	0	1	4	0	6	3	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	770	"AWI"	770	2153	4232	3264	0	7	5	18	0	0	0	0	21	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	7	0	15	84	0	0	0	0	0	63	0	0	0	5	0	0	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	775	"AWI"	775	2191	4258	3316	0	17	8	22	0	0	1	0	22	4	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	107	0	0	0	1	0	41	0	0	0	1	0	4	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	795	"AWI"	795	2312	4429	3489	0	12	1	20	0	0	1	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	32	128	0	0	0	0	0	53	0	0	0	0	0	5	0	1	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	800	"AWI"	800	2337	4481	3532	0	16	3	17	0	0	2	0	39	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	5	0	33	126	0	0	0	0	0	53	0	0	0	1	0	4	1	0	0	0	1
15909	24495	"Ilot Sully"	47.2225	-1.55139	815	"AWI"	815	2560	4529	3653	0	20	1	23	0	1	1	0	25	2	0	0	0	0	0	0	0	0	0	0	14	0	0	3	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	48	125	0	1	0	0	0	52	0	0	1	1	0	9	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	845	"AWI"	845	2896	4663	3923	0	20	5	24	0	1	2	0	23	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	37	159	0	0	0	0	0	40	0	0	0	1	0	5	1	0	1	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	865	"AWI"	865	3056	4808	4105	0	13	5	37	0	0	0	0	29	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	159	0	0	0	0	0	40	0	0	1	1	0	6	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	890	"AWI"	890	3429	4877	4317	0	12	4	37	0	2	2	0	33	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	27	143	0	0	0	0	0	40	0	0	0	2	0	7	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	910	"AWI"	910	3634	4963	4508	0	3	4	20	0	1	0	0	38	2	0	0	0	0	0	0	0	0	0	0	6	0	0	2	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	166	0	0	0	0	0	45	0	0	0	0	0	3	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	935	"AWI"	935	3960	5107	4704	0	10	4	22	0	3	1	0	29	1	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	35	131	0	0	0	0	1	25	0	0	0	0	0	5	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	955	"AWI"	955	4367	5150	4821	1	9	3	27	0	2	1	0	30	3	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	40	122	0	0	0	0	0	64	0	0	0	1	0	9	1	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	980	"AWI"	980	4703	5261	4980	0	26	1	26	0	0	0	0	25	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	34	118	1	0	0	0	0	29	0	0	0	0	0	5	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1000	"AWI"	1000	4788	5385	5080	0	15	4	20	0	0	0	0	28	3	0	0	0	0	0	0	0	0	0	2	6	0	0	1	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	33	129	0	0	0	0	0	42	0	0	0	0	0	4	0	0	1	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1025	"AWI"	1025	4870	5541	5168	1	5	2	18	0	1	1	0	25	4	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	33	118	1	0	0	0	1	33	0	0	1	1	0	9	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1045	"AWI"	1045	4912	5705	5231	1	15	4	33	0	2	2	0	31	3	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	30	151	2	0	0	0	0	25	0	0	0	0	0	11	0	0	1	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1065	"AWI"	1065	4964	5790	5299	0	20	4	34	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	136	1	0	0	0	1	41	0	0	0	0	0	4	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1090	"AWI"	1090	5015	5909	5390	0	13	3	16	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	1	4	0	0	4	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	19	113	0	0	0	0	0	31	0	0	0	0	0	4	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1115	"AWI"	1115	5057	6044	5474	0	14	0	27	0	0	0	0	48	1	0	0	0	0	0	0	0	0	0	0	5	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	25	124	1	1	0	0	0	58	0	0	0	0	0	12	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1145	"AWI"	1145	5139	6151	5581	0	10	5	36	0	1	2	0	63	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	133	0	0	0	0	0	48	0	0	0	0	1	8	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1160	"AWI"	1160	5170	6222	5632	0	15	5	26	1	0	1	0	39	3	0	0	0	0	0	0	1	0	0	0	6	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	95	1	0	0	0	0	54	0	0	0	0	0	3	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1180	"AWI"	1180	5216	6324	5700	0	21	3	27	1	1	4	0	46	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	122	0	0	0	0	0	38	0	0	1	0	0	13	1	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1205	"AWI"	1205	5295	6410	5797	1	11	5	24	0	2	3	0	67	1	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	109	0	1	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1225	"AWI"	1225	5343	6498	5874	1	18	3	28	0	1	2	0	124	5	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	87	0	0	0	0	0	87	0	0	0	1	0	19	0	0	1	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1250	"AWI"	1250	5418	6583	5966	1	14	4	31	0	1	5	0	45	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	37	99	0	0	0	0	0	33	0	0	0	1	0	9	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1270	"AWI"	1270	5480	6653	6040	0	15	1	25	0	2	1	0	43	1	0	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	84	0	0	0	0	0	31	0	0	0	1	0	5	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1315	"AWI"	1315	5630	6818	6203	0	21	2	28	0	0	1	0	64	0	1	0	0	1	0	0	0	0	0	0	11	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	15	128	0	0	0	0	0	40	0	0	0	1	0	5	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1340	"AWI"	1340	5715	6890	6294	0	16	4	17	0	0	1	0	47	1	1	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	136	0	0	0	0	0	44	0	0	0	1	0	25	2	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1360	"AWI"	1360	5767	6963	6368	0	7	2	9	0	2	0	0	53	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	32	63	0	0	0	0	0	100	1	0	0	0	0	14	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1385	"AWI"	1385	5871	7036	6459	0	13	6	10	0	0	3	0	37	1	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	33	77	0	0	0	0	0	131	0	0	0	0	0	10	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1405	"AWI"	1405	5925	7094	6532	0	20	4	20	1	0	0	0	44	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	64	1	1	0	0	0	88	0	0	1	0	0	8	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1430	"AWI"	1430	6014	7189	6618	0	16	4	9	1	0	1	0	33	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	77	0	0	0	0	0	177	2	0	0	0	0	7	1	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1450	"AWI"	1450	6107	7232	6693	1	23	5	13	0	1	1	0	39	2	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	16	78	0	0	0	0	2	93	0	0	0	0	0	2	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1475	"AWI"	1475	6198	7309	6779	0	11	5	8	0	0	0	0	60	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	95	1	0	0	0	0	120	0	0	0	2	0	13	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1485	"AWI"	1485	6226	7354	6816	0	13	2	8	0	1	1	0	86	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	33	70	0	0	0	0	0	63	0	1	0	0	0	7	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1495	"AWI"	1495	6270	7382	6850	0	12	1	10	1	3	0	0	47	1	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	135	0	0	0	0	0	40	1	0	0	3	0	18	0	0	1	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1520	"AWI"	1520	6383	7451	6941	1	22	6	1	0	1	0	0	50	1	1	0	1	0	0	0	0	0	0	0	7	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	100	0	1	0	0	0	74	1	0	1	1	0	6	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1540	"AWI"	1540	6456	7520	7016	0	5	1	1	0	3	0	0	55	3	1	0	0	0	0	0	0	0	0	0	6	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	114	0	0	0	0	0	89	0	0	0	0	0	26	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1565	"AWI"	1565	6580	7589	7100	0	13	5	6	0	2	2	0	60	2	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	82	0	0	0	0	0	90	0	0	0	2	0	11	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1585	"AWI"	1585	6680	7642	7167	0	0	2	0	0	0	0	0	65	0	0	0	0	0	0	0	0	1	0	0	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	87	0	1	0	0	0	90	3	0	0	0	0	12	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1610	"AWI"	1610	6774	7734	7255	0	12	3	3	0	1	3	0	62	1	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	75	0	0	0	0	0	119	1	0	0	0	0	7	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1630	"AWI"	1630	6906	7803	7327	0	6	4	9	0	1	1	0	62	3	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	72	0	1	0	0	1	96	0	0	2	0	0	7	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1655	"AWI"	1655	7021	7903	7424	1	8	1	13	0	2	0	0	67	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	99	0	0	0	0	0	74	0	0	0	0	0	7	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	1675	"AWI"	1675	7076	7999	7504	0	1	3	0	0	0	1	0	59	1	0	0	0	0	0	0	0	0	0	0	9	0	0	4	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	35	115	0	0	0	0	0	2	2	0	0	1	0	11	0	0	1	1	0
