"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14524	22757	"Plešné jezero"	48.775332	13.864648	3	"AWI"	3	-55	230	83	77	2	0	1	0	0	1	0	0	3	0	0	0	0	0	16	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	71	0	0	0	13	0	0	0	0	0	0	0	0	0	1	1	1	0	0
14524	22757	"Plešné jezero"	48.775332	13.864648	6	"AWI"	6	-35	477	199	92	0	0	1	0	0	0	0	0	2	0	0	0	0	0	15	6	0	0	6	0	46	2	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	3	0	0	0	1	1	1	0
14524	22757	"Plešné jezero"	48.775332	13.864648	9	"AWI"	9	-21	733	316	37	0	0	2	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	3	0	0
14524	22757	"Plešné jezero"	48.775332	13.864648	12	"AWI"	12	-10	992	434	32	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14524	22757	"Plešné jezero"	48.775332	13.864648	15	"AWI"	15	-1	1254	552	27	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	54	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	1	1	0
14524	22757	"Plešné jezero"	48.775332	13.864648	18	"AWI"	18	7	1513	670	45	0	0	0	0	0	0	0	0	3	0	2	0	0	0	16	0	0	0	0	0	105	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	5	0	1
14524	22757	"Plešné jezero"	48.775332	13.864648	21	"AWI"	21	139	1583	773	54	3	0	0	0	0	2	0	80	0	0	3	0	0	0	22	0	0	0	0	0	145	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14524	22757	"Plešné jezero"	48.775332	13.864648	24	"AWI"	24	229	1613	881	62	0	0	1	0	0	2	0	0	0	0	1	0	0	0	15	3	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	4	0	0
14524	22757	"Plešné jezero"	48.775332	13.864648	27	"AWI"	27	305	1661	1004	73	0	0	0	0	0	2	0	0	2	0	2	0	0	0	6	1	0	0	0	0	68	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	35	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0
14524	22757	"Plešné jezero"	48.775332	13.864648	30	"AWI"	30	370	1718	1137	92	1	0	0	0	0	3	0	0	1	0	4	0	0	0	17	6	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	2	10	0
