"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3083	4017	"Dlinnoe"	62.31667	33.85	25	"AWI"	25	-61	460	112	0	0	1.14285714285714	1.14285714285714	0.571428571428571	0.571428571428571	0	0	0	0	7.42857142857143	0	0.571428571428571	0	0	0	0	21.7142857142857	60	0.571428571428571	2.28571428571429	0	0	0	0.571428571428571	0	1.14285714285714	1.71428571428571	0	0	0.571428571428571	0
3083	4017	"Dlinnoe"	62.31667	33.85	50	"AWI"	50	40	683	317	0.72463768115942	0	2.17391304347826	0	1.44927536231884	0.72463768115942	0	0	0	0	10.1449275362319	0	0.72463768115942	0.72463768115942	0	0	0	15.9420289855072	60.1449275362319	0.72463768115942	5.07246376811594	0	0	0	0	0.72463768115942	0	0	0	0	0	0.72463768115942
3083	4017	"Dlinnoe"	62.31667	33.85	75	"AWI"	75	188	858	519	0.956937799043062	0	0.478468899521531	0	0.478468899521531	0	0	0	0	1.91387559808612	10.5263157894737	0	2.39234449760766	0.478468899521531	0	0	0	20.0956937799043	58.3732057416268	0	1.43540669856459	0.478468899521531	0.478468899521531	0	0	0	0.956937799043062	0.478468899521531	0	0	0	0.478468899521531
3083	4017	"Dlinnoe"	62.31667	33.85	100	"AWI"	100	399	1011	722	0	0	0	0	0.641025641025641	0	0	0	0	0.641025641025641	10.2564102564103	0	1.28205128205128	0.641025641025641	0	0	0	26.2820512820513	51.2820512820513	0	5.76923076923077	0	1.28205128205128	0	0	0	0	0.641025641025641	0	0	0	1.28205128205128
3083	4017	"Dlinnoe"	62.31667	33.85	125	"AWI"	125	658	1154	922	0.552486187845304	0	1.10497237569061	0	1.65745856353591	0.552486187845304	0	0	0	2.20994475138122	3.86740331491713	0	1.65745856353591	0	0	0	0	29.2817679558011	49.7237569060773	0	6.07734806629834	0	0.552486187845304	1.10497237569061	0	0	0	0.552486187845304	0	0	0.552486187845304	0.552486187845304
3083	4017	"Dlinnoe"	62.31667	33.85	150	"AWI"	150	915	1449	1137	0	0	0	0	0.458715596330275	0	0	0	0	3.6697247706422	4.58715596330275	0	0.458715596330275	0	0	0	0	32.5688073394495	52.7522935779816	0	3.21100917431193	0	0.458715596330275	0	0	0.458715596330275	0	0	0	0	0.917431192660551	0.458715596330275
3083	4017	"Dlinnoe"	62.31667	33.85	175	"AWI"	175	1053	2053	1412	0.740740740740741	0	0.37037037037037	0	1.48148148148148	0	0	0	0	1.85185185185185	5.92592592592593	0	0.740740740740741	0	0	0	0	30.3703703703704	53.7037037037037	0	3.33333333333333	0	0.740740740740741	0	0.37037037037037	0	0	0.37037037037037	0	0	0	0
3083	4017	"Dlinnoe"	62.31667	33.85	200	"AWI"	200	1228	2478	1716	0.609756097560976	0	0.609756097560976	0	1.82926829268293	0.609756097560976	0	0	0	1.21951219512195	8.53658536585366	0	0	0	0	0	0	30.4878048780488	51.219512195122	0	1.82926829268293	0.609756097560976	0.609756097560976	0	0	0.609756097560976	0	0.609756097560976	0	0	0	0.609756097560976
3083	4017	"Dlinnoe"	62.31667	33.85	225	"AWI"	225	1413	2872	2023	0	0	0	0	0.606060606060606	0	0	0	0	0.606060606060606	15.7575757575758	0	0.606060606060606	0	0	0	0	26.6666666666667	50.9090909090909	0	1.81818181818182	0	0.606060606060606	0	0	0	0	0.606060606060606	0	0	0	1.81818181818182
3083	4017	"Dlinnoe"	62.31667	33.85	250	"AWI"	250	1640	3191	2333	0.636942675159236	0	0.636942675159236	0.636942675159236	0	0.636942675159236	0	0	0	0.636942675159236	12.1019108280255	0	0	0.636942675159236	0	0	0	31.2101910828025	47.1337579617834	0	1.91082802547771	0	1.27388535031847	0.636942675159236	1.27388535031847	0	0	0	0	0	0.636942675159236	0
