"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3397	4402	"Saldropo"	43.05	-2.71667	0	"AWI"	0	-144	32	-56	1	8	0	0	0	3	0	3	0	0	0	0	0	1	4	0	0	8	0	21	0	60	1	0	1	18	0	1	0	0	0	2	0	0	1	6	0	0	0	0	40	0	0	82	1	0	17	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	5	"AWI"	5	-120	157	80	0	10	2	1	0	6	0	2	0	1	0	1	0	0	0	0	0	20	0	30	0	42	0	0	1	67	0	0	0	0	0	1	0	0	0	1	0	0	0	0	12	0	0	0	1	0	33	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	10	"AWI"	10	-110	296	216	1	9	0	2	0	3	0	1	0	0	0	0	0	0	1	0	0	11	0	14	0	53	0	0	0	89	0	0	0	0	0	2	0	0	1	0	0	0	0	0	10	0	0	0	0	0	32	14	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	15	"AWI"	15	-101	449	352	2	23	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	14	0	13	0	40	0	0	0	150	0	0	0	0	0	2	0	0	0	1	0	0	0	0	9	0	0	17	0	0	29	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0
3397	4402	"Saldropo"	43.05	-2.71667	20	"AWI"	20	-92	609	484	1	19	2	0	0	2	0	5	0	0	0	1	0	0	0	0	0	20	0	11	0	22	0	0	0	144	0	0	0	0	0	7	0	0	0	1	0	0	0	0	6	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	25	"AWI"	25	-88	772	617	0	33	0	0	0	2	0	3	0	0	0	0	0	0	2	0	0	17	0	15	0	0	0	0	0	165	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3397	4402	"Saldropo"	43.05	-2.71667	30	"AWI"	30	-65	898	728	0	30	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	17	0	13	0	36	0	1	0	156	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	35	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2
3397	4402	"Saldropo"	43.05	-2.71667	35	"AWI"	35	-30	988	789	0	19	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	13	0	10	0	34	0	0	1	189	1	0	0	0	0	1	0	0	7	1	0	0	0	0	6	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	40	"AWI"	40	-11	1139	834	0	17	1	1	0	0	0	13	0	1	0	0	0	0	0	0	0	25	0	6	0	26	0	0	0	151	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	43	0	0	0	0	0	3	1	1	0	0	0	0	2	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	45	"AWI"	45	7	1303	882	0	34	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	17	0	1	0	81	0	0	0	143	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	36	0	0	0	0	0	2	0	1	0	0	0	0	5	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	50	"AWI"	50	22	1478	924	0	34	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	28	0	0	0	86	0	0	0	134	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	23	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0
