"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
3502	4527	"Vracov"	48.977644	17.199456	15	"AWI"	15	-2	417	183	10	1	93	12	0	0	0	70	0	0	0	0	0	16	0	0	0	0	0	31	87	0	0	0	0	70	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	26	0	27	0	0	0	0	0	0	0	37	0	0	2	0	3	0	2	14	0	15	5
3502	4527	"Vracov"	48.977644	17.199456	20	"AWI"	20	32	527	275	0	0	53	26	0	0	0	67	0	0	0	3	0	14	0	0	0	1	0	26	52	0	0	0	0	18	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	11	0	19	0	0	0	0	0	0	1	57	0	0	0	0	6	0	2	3	0	19	18
3502	4527	"Vracov"	48.977644	17.199456	25	"AWI"	25	147	561	364	3	2	48	5	0	0	0	6	0	0	0	0	0	16	0	0	0	0	0	26	44	0	0	0	0	18	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	11	0	0	0	0	0	0	0	41	0	0	2	0	8	0	2	1	0	15	10
3502	4527	"Vracov"	48.977644	17.199456	35	"AWI"	35	391	649	535	4	7	102	11	0	0	0	130	0	0	0	0	0	34	0	0	0	0	0	84	103	0	0	0	0	99	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	55	0	28	0	0	0	0	0	0	1	57	0	0	2	0	6	0	0	3	0	93	28
3502	4527	"Vracov"	48.977644	17.199456	40	"AWI"	40	556	678	620	2	11	65	19	0	0	0	164	0	0	0	0	0	12	0	0	0	0	0	48	356	0	0	0	0	70	0	1	0	0	4	0	4	0	0	0	1	0	0	0	0	0	47	0	9	0	0	0	0	0	0	0	54	0	0	4	0	6	0	3	1	0	26	61
3502	4527	"Vracov"	48.977644	17.199456	45	"AWI"	45	580	871	681	6	0	51	34	0	0	0	81	0	0	0	0	0	7	0	0	0	0	0	27	57	0	0	0	0	52	0	1	0	0	0	0	2	1	0	1	1	0	0	0	0	0	35	0	13	0	0	0	0	0	0	0	44	0	0	0	0	2	0	1	0	0	13	16
3502	4527	"Vracov"	48.977644	17.199456	49	"AWI"	49	588	1059	724	9	0	89	31	0	0	0	138	0	0	0	0	0	9	0	0	0	0	0	29	49	0	0	0	0	146	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	35	0	8	0	0	0	0	0	1	0	107	0	0	2	0	3	0	0	2	0	26	1
3502	4527	"Vracov"	48.977644	17.199456	52	"AWI"	52	615	1122	765	6	0	56	33	0	0	0	114	0	0	0	0	0	1	0	0	0	0	0	28	63	0	0	0	0	88	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	11	0	0	0	0	0	0	0	40	0	0	1	0	1	0	0	3	0	30	1
3502	4527	"Vracov"	48.977644	17.199456	53	"AWI"	53	624	1135	780	19	0	54	14	0	0	0	79	0	0	0	0	0	3	0	0	0	0	0	13	130	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	44	0	21	0	0	0	0	0	0	0	26	0	0	2	0	7	0	1	1	0	11	6
3502	4527	"Vracov"	48.977644	17.199456	56	"AWI"	56	640	1197	824	33	0	73	11	0	0	0	38	0	0	0	0	0	2	0	0	0	0	0	24	93	0	0	0	0	65	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	18	0	0	0	0	0	0	0	49	0	0	1	0	2	0	0	1	0	12	1
3502	4527	"Vracov"	48.977644	17.199456	60	"AWI"	60	657	1273	879	13	0	49	11	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	21	94	0	0	0	0	75	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	38	0	29	0	0	0	0	0	0	0	42	0	0	1	0	1	0	0	1	0	12	0
3502	4527	"Vracov"	48.977644	17.199456	62	"AWI"	62	688	1299	909	18	2	113	15	0	0	0	120	0	0	0	2	0	3	0	0	0	0	0	50	30	0	0	0	0	104	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	57	0	18	0	0	0	0	0	1	0	92	0	0	2	0	2	0	1	1	0	14	5
3502	4527	"Vracov"	48.977644	17.199456	65	"AWI"	65	716	1337	955	33	1	77	3	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	39	78	0	0	0	0	91	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	49	0	2	0	0	0	0	0	1	0	87	0	0	2	0	1	0	2	1	0	11	3
3502	4527	"Vracov"	48.977644	17.199456	69	"AWI"	69	749	1407	1016	16	1	114	4	0	0	0	51	0	0	0	0	0	0	0	0	0	0	2	18	36	1	0	0	0	124	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	36	0	3	0	0	0	0	0	0	1	80	0	0	3	0	7	0	1	1	0	17	1
3502	4527	"Vracov"	48.977644	17.199456	72	"AWI"	72	788	1447	1058	42	1	81	16	0	0	0	63	0	0	0	0	0	9	0	0	0	0	0	15	63	0	0	0	0	39	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	22	0	0	0	0	0	1	1	50	0	0	0	0	8	0	2	2	0	24	2
3502	4527	"Vracov"	48.977644	17.199456	73	"AWI"	73	798	1460	1072	21	0	34	1	1	0	0	31	0	0	0	3	0	2	0	0	0	0	0	4	42	0	0	0	0	49	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	19	0	0	1	0	5	0	1	2	1	6	0
3502	4527	"Vracov"	48.977644	17.199456	75	"AWI"	75	820	1485	1102	30	0	79	10	1	0	0	54	0	0	0	0	0	7	0	0	0	0	0	10	45	0	0	0	0	83	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	21	0	0	0	0	0	0	0	35	0	0	0	0	7	0	0	1	0	8	4
3502	4527	"Vracov"	48.977644	17.199456	80	"AWI"	80	864	1569	1173	19	0	36	4	0	0	0	35	0	0	0	0	0	4	0	0	0	0	0	9	27	0	0	0	0	115	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	36	0	0	1	0	2	0	1	0	0	5	1
3502	4527	"Vracov"	48.977644	17.199456	85	"AWI"	85	942	1622	1254	39	2	44	26	1	0	0	105	0	0	0	0	0	10	0	0	1	0	0	9	86	0	0	0	0	130	2	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	16	1	27	0	0	0	0	0	1	2	50	0	0	2	0	3	0	5	0	0	14	3
3502	4527	"Vracov"	48.977644	17.199456	90	"AWI"	90	986	1722	1331	11	0	82	7	0	0	0	69	0	0	0	0	0	1	0	0	0	0	0	14	16	0	0	0	0	93	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	62	0	6	0	0	0	0	0	0	0	66	0	0	0	0	4	0	0	0	0	8	13
