"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3109	4045	"Flögeln"	53.669394	8.762382	1	"AWI"	1	-127	50	-37	0	0	3.12239800166528	0.291423813488759	0.0416319733555371	0	0.0416319733555371	0	6.82764363030808	0.208159866777685	0	0	0	0	3.3721898417985	0.457951706910908	0	0	0.749375520399667	0	0	0	0	0.0416319733555371	0	0	2.03996669442132	0	0	0	0.333055786844296	6.36969192339717	0	0	72.1898417985012	0	0	2.95587010824313	0	0	0.374687760199833	0.166527893422148	0.166527893422148	0	0	0	0.249791840133222	0
3109	4045	"Flögeln"	53.669394	8.762382	6	"AWI"	6	-88	243	30	0	0	10.9507640067912	0.424448217317487	0	0	0	0	15.195246179966	0	0	0	0	0	9.9320882852292	0.764006791171477	0	0	3.98981324278438	0	0	0	0	0	0	0	5.17826825127335	0	0	0.764006791171477	0.0848896434634974	6.96095076400679	0	0	10.6960950764007	0	0	3.82003395585739	0	0	0	30.5602716468591	0.169779286926995	0	0	0.0848896434634974	0.424448217317487	0
3109	4045	"Flögeln"	53.669394	8.762382	11	"AWI"	11	-52	417	101	0	0	19.2256341789052	0.400534045393859	0	0	0.133511348464619	0	11.4819759679573	0.400534045393859	0	0	0	0	14.018691588785	10.8144192256342	0	0	16.154873164219	0	0	0	0	0	0	0	2.53671562082777	0	0	3.33778371161549	0.267022696929239	8.14419225634179	0	0	0	0	0.133511348464619	7.61014686248331	0	0	0	4.8064085447263	0.133511348464619	0	0	0.133511348464619	0.267022696929239	0
3109	4045	"Flögeln"	53.669394	8.762382	16	"AWI"	16	-15	511	186	0	0	16.9926650366748	0.488997555012225	0	0	0.122249388753056	0	16.6259168704156	0.122249388753056	0	0	0	0	11.0024449877751	3.66748166259169	0	0	11.3691931540342	0	0.122249388753056	0	0	0	0	0	14.9144254278729	0	0.122249388753056	1.71149144254279	0	2.07823960880196	0	0	7.45721271393643	0	0	11.1246943765281	0	0	0	0.97799511002445	0.488997555012225	0	0	0.244498777506112	0.366748166259169	0
3109	4045	"Flögeln"	53.669394	8.762382	21	"AWI"	21	33	614	264	0	0	7.60416666666667	0.520833333333333	0.104166666666667	0.104166666666667	0.3125	0	11.7708333333333	0.520833333333333	0	0	0	0	12.8125	6.77083333333333	0	0	3.54166666666667	0	0.3125	0	0	0	0	0	15.8333333333333	0	0	0.833333333333333	0.625	7.1875	0	0	9.47916666666667	0	0	19.4791666666667	0	0	0	1.66666666666667	0.3125	0	0	0	0.208333333333333	0
3109	4045	"Flögeln"	53.669394	8.762382	26	"AWI"	26	80	701	347	0	0	17.3316708229426	0.498753117206983	0.124688279301746	0	0.249376558603491	0	21.8204488778055	0.124688279301746	0	0	0	0	19.9501246882793	4.73815461346633	0	0	2.9925187032419	0	0.124688279301746	0	0	0	0	0	11.2219451371571	0	0	1.99501246882793	0	8.85286783042394	0	0	0	0	0	8.7281795511222	0	0	0	0.748129675810474	0.374064837905237	0	0	0	0.124688279301746	0
3109	4045	"Flögeln"	53.669394	8.762382	31	"AWI"	31	141	789	427	0	0	16.0233918128655	0.935672514619883	0	0	0.233918128654971	0	21.9883040935673	0.233918128654971	0	0	0	0	23.625730994152	5.02923976608187	0	0	5.84795321637427	0	0.116959064327485	0	0	0	0	0	10.0584795321637	0	0	2.57309941520468	0.350877192982456	2.57309941520468	0	0	0	0	0	7.95321637426901	0	0	0	1.40350877192982	0.350877192982456	0	0	0	0.701754385964912	0
3109	4045	"Flögeln"	53.669394	8.762382	36	"AWI"	36	197	865	511	0	0	15.521327014218	1.54028436018957	0	0	0	0	24.5260663507109	0	0	0	0	0	8.05687203791469	20.8530805687204	0	0	6.87203791469194	0	0.355450236966825	0	0	0	0	0	2.8436018957346	0	0	2.48815165876777	0	4.85781990521327	0	0	6.99052132701422	0	0	4.02843601895735	0	0	0	0.4739336492891	0.355450236966825	0	0	0	0.23696682464455	0
3109	4045	"Flögeln"	53.669394	8.762382	41	"AWI"	41	266	941	590	0	0	11.519364448858	0.794438927507448	0.099304865938431	0	0.198609731876862	0	13.0089374379345	0	0	0	0	0	12.3138033763654	14.2999006951341	0	0	8.83813306852036	0	0	0	0	0	0	0	17.4776564051639	0	0.099304865938431	2.38331678252234	0	3.17775571002979	0	0	3.77358490566038	0	0	9.53326713008937	0	0	0	1.2909632571996	0.695134061569017	0	0	0	0.496524329692155	0
3109	4045	"Flögeln"	53.669394	8.762382	46	"AWI"	46	322	1016	675	0	0.0646412411118293	9.2436974789916	0.258564964447317	0	0	0.0646412411118293	0	8.79120879120879	0.258564964447317	0	0	0	0	3.03813833225598	61.6677440206852	0	0	4.91273432449903	0	0	0	0	0	0	0	1.29282482223659	0	0	2.45636716224952	0	2.97349709114415	0	0	0	0	0	4.33096315449257	0	0	0	0.452488687782805	0.0646412411118293	0	0	0	0.129282482223659	0
