"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Droseraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3423	4436	"Sluggan Moss"	54.77694	-6.25833	112	"AWI"	112	2190	2941	2547	54	0	0	0	0	20	0	0	0	161	15	0	0	0	0	7	0	0	0	0	0	0	1	1	12	0	0	38	0	0	0	0	7	0	2	0	0	0	16	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	116	"AWI"	116	2426	3041	2712	68	0	0	0	0	14	0	0	0	162	5	0	0	0	0	7	0	0	0	0	0	0	1	4	6	0	0	52	0	0	0	1	1	0	0	0	0	0	8	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	120	"AWI"	120	2605	3166	2889	69	0	0	0	2	16	0	0	0	154	247	0	0	0	1	6	0	0	0	0	0	0	1	32	133	0	0	46	1	0	0	4	0	0	0	0	0	1	6	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	124	"AWI"	124	2773	3283	3024	60	1	0	0	0	10	1	0	0	193	3	0	0	0	0	9	0	0	0	0	0	0	0	6	8	0	0	30	0	0	0	0	0	0	0	0	0	0	4	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	128	"AWI"	128	2878	3433	3146	81	0	0	0	0	3	0	0	0	154	8	0	0	0	0	7	0	0	0	0	0	0	1	2	3	0	0	51	0	0	0	0	3	0	0	0	0	0	5	0	3
3423	4436	"Sluggan Moss"	54.77694	-6.25833	132	"AWI"	132	2978	3605	3258	106	0	0	0	0	9	0	0	0	145	6	0	0	0	0	3	0	0	0	0	0	0	0	14	9	0	0	35	0	0	0	0	2	0	0	0	0	0	4	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	134	"AWI"	134	3025	3674	3315	58	0	0	0	0	70	0	0	0	121	59	0	0	0	0	8	0	0	0	0	0	0	0	5	47	0	0	28	1	4	0	0	14	0	1	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	136	"AWI"	136	3060	3759	3372	70	0	0	0	0	15	0	0	0	147	18	0	0	0	0	9	0	0	0	0	0	0	1	16	17	0	0	54	1	0	0	0	3	0	0	0	0	0	1	1	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	140	"AWI"	140	3136	3943	3486	63	0	0	0	0	13	0	0	0	102	5	0	0	0	0	5	0	0	0	0	0	0	1	12	15	0	0	56	0	0	0	0	2	0	0	0	0	0	13	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	144	"AWI"	144	3237	4028	3616	53	1	0	0	1	21	0	0	0	162	7	0	0	0	0	3	0	0	0	0	0	0	3	3	12	0	0	50	0	0	0	1	1	0	1	0	0	0	9	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	148	"AWI"	148	3312	4179	3737	69	0	0	0	0	15	0	0	0	145	4	0	0	0	0	6	0	0	0	0	0	0	1	5	2	0	0	55	1	0	0	0	0	0	0	0	0	0	12	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	152	"AWI"	152	3437	4235	3868	58	0	0	0	0	19	0	0	0	162	31	0	0	0	0	3	0	0	0	0	0	0	1	0	9	0	0	47	0	0	0	0	1	0	0	0	0	0	12	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	156	"AWI"	156	3521	4367	4000	47	0	0	0	0	19	0	0	0	145	14	0	0	0	0	4	0	0	0	0	0	0	4	2	9	0	0	74	0	0	0	0	0	0	0	0	0	0	8	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	160	"AWI"	160	3801	4404	4129	61	0	0	0	0	14	1	0	0	171	10	0	0	0	0	0	0	0	0	0	0	0	2	5	7	0	0	49	0	0	0	0	2	0	0	0	0	0	2	0	2
3423	4436	"Sluggan Moss"	54.77694	-6.25833	164	"AWI"	164	3971	4486	4268	72	0	0	0	0	7	0	0	0	137	14	0	0	0	0	4	0	0	0	0	0	0	1	9	5	0	0	90	0	0	0	0	1	0	0	0	0	0	8	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	168	"AWI"	168	4076	4558	4352	78	0	0	0	0	17	0	0	0	126	10	0	0	0	0	3	0	0	0	0	0	0	10	2	7	0	0	71	0	0	0	0	1	0	0	0	0	0	5	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	176	"AWI"	176	4249	4720	4496	63	0	1	0	0	18	0	0	0	139	20	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	64	1	0	0	0	1	0	0	0	0	0	8	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	184	"AWI"	184	4413	4831	4630	47	0	0	0	0	14	0	0	0	181	22	0	0	0	0	0	0	0	0	0	0	0	14	4	3	0	0	46	0	0	0	0	0	0	0	0	0	0	5	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	192	"AWI"	192	4508	5014	4752	44	1	0	0	0	13	0	0	0	160	9	0	0	0	0	1	0	0	0	0	0	0	12	2	0	0	0	56	1	0	0	0	1	0	0	0	0	0	27	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	200	"AWI"	200	4603	5125	4868	62	0	2	0	0	12	0	0	0	151	15	0	0	0	0	3	0	0	0	0	0	0	16	2	4	0	0	37	0	0	0	0	0	0	0	0	0	0	21	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	208	"AWI"	208	4701	5252	4992	89	0	0	0	0	13	0	0	0	142	43	0	0	0	0	1	0	0	0	0	0	0	3	0	3	0	0	29	1	0	0	0	3	0	0	0	0	0	28	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	216	"AWI"	216	4828	5339	5110	73	0	0	0	0	13	0	0	0	149	15	0	0	0	0	0	0	0	0	0	0	0	10	1	2	0	0	47	0	0	0	0	2	0	0	0	0	1	16	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	220	"AWI"	220	4905	5373	5167	85	1	0	0	0	8	0	0	0	148	25	0	0	0	0	0	0	0	0	0	0	0	8	2	7	0	0	54	0	0	0	0	3	0	0	0	0	0	4	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	224	"AWI"	224	4957	5408	5226	103	0	0	0	0	18	0	0	0	128	14	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	44	0	0	0	1	2	0	0	0	0	0	5	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	228	"AWI"	228	5052	5443	5288	82	0	0	0	0	15	0	0	0	135	18	0	0	0	0	1	0	0	0	0	0	0	6	0	6	0	0	57	0	0	0	0	1	0	0	0	0	1	5	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	232	"AWI"	232	5141	5498	5390	81	0	0	0	0	9	0	0	0	140	13	0	0	0	0	0	0	0	0	0	0	0	8	7	6	0	0	67	1	0	0	0	2	0	0	0	0	0	4	1	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	236	"AWI"	236	5248	5589	5466	63	0	0	0	0	8	0	0	0	151	30	0	0	0	0	0	0	0	0	0	0	0	12	2	6	0	0	75	0	0	0	0	2	0	0	0	0	0	4	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	240	"AWI"	240	5348	5758	5594	66	0	0	0	0	14	0	0	0	127	15	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	62	1	0	0	0	4	0	0	0	0	0	15	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	244	"AWI"	244	5392	5924	5693	54	0	0	0	0	26	0	0	0	120	21	0	0	0	0	0	0	1	0	0	0	0	27	0	9	0	0	53	0	0	0	0	1	0	0	0	0	0	31	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	246	"AWI"	246	5417	5943	5720	71	0	0	0	0	16	0	0	0	105	10	0	0	0	0	0	0	0	0	0	1	0	19	0	1	0	0	58	0	0	0	0	1	0	0	0	0	0	27	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	248	"AWI"	248	5441	5967	5746	59	0	0	0	0	15	0	0	0	115	10	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	29	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	250	"AWI"	250	5462	6005	5772	66	1	0	0	0	15	0	0	0	153	13	0	0	0	0	1	0	0	0	0	0	0	18	0	1	0	0	90	0	0	0	0	2	0	0	0	0	0	29	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	252	"AWI"	252	5496	6039	5801	66	0	0	0	0	28	0	0	0	126	17	0	0	0	0	1	0	0	0	0	0	0	11	0	1	0	0	56	0	0	0	0	0	0	0	0	0	0	13	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	256	"AWI"	256	5593	6078	5861	77	0	0	0	0	23	0	0	0	133	38	0	0	0	0	2	0	2	0	0	0	0	28	0	1	0	0	40	1	0	0	0	4	0	0	0	0	0	43	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	260	"AWI"	260	5638	6138	5923	62	0	0	0	0	19	0	0	0	117	12	0	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	49	0	0	0	0	3	0	0	0	0	0	30	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	264	"AWI"	264	5757	6162	5980	102	0	0	0	0	19	0	0	2	145	24	0	0	0	0	1	0	0	0	0	0	0	28	0	3	0	0	42	1	0	0	0	4	0	0	0	0	0	35	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	268	"AWI"	268	5830	6213	6039	71	0	0	0	0	25	0	0	0	129	12	0	0	1	0	2	0	1	0	0	0	0	16	1	2	0	0	39	0	0	0	0	3	0	0	0	0	0	23	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	272	"AWI"	272	5996	6261	6149	60	0	0	0	0	27	0	0	0	120	36	1	0	1	0	1	0	0	0	0	0	0	22	0	1	0	0	50	0	0	0	0	0	0	0	0	0	0	30	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	280	"AWI"	280	6230	6773	6488	57	0	0	0	0	13	0	0	0	161	26	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	24	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	288	"AWI"	288	6602	7498	7017	47	0	0	0	0	17	0	0	0	161	15	0	0	0	0	0	0	0	0	0	0	0	44	1	2	0	0	40	0	0	0	0	2	0	0	0	0	0	26	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	292	"AWI"	292	6976	7567	7285	45	1	0	0	0	16	0	0	0	143	7	0	0	0	0	0	0	0	0	0	0	0	21	0	4	0	0	53	0	0	0	0	4	0	0	0	0	0	38	0	2
3423	4436	"Sluggan Moss"	54.77694	-6.25833	298	"AWI"	298	7330	7790	7604	48	0	0	0	0	15	0	0	0	170	18	0	0	0	0	1	0	0	0	0	0	0	13	1	1	0	0	44	0	0	0	0	2	0	0	0	0	0	30	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	300	"AWI"	300	7395	7905	7675	52	0	0	0	0	12	0	0	0	177	8	0	0	0	0	1	0	0	0	0	0	0	9	0	4	0	0	18	0	0	0	0	0	0	0	0	0	0	36	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	302	"AWI"	302	7438	8061	7743	4	0	0	0	0	14	0	0	0	212	10	0	0	0	0	0	0	0	0	0	0	0	43	0	1	0	0	21	0	0	0	0	1	0	0	0	0	0	13	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	304	"AWI"	304	7485	8201	7806	2	0	0	0	0	11	0	0	0	232	4	0	0	0	0	0	0	0	0	0	0	0	30	0	1	0	0	14	0	0	0	0	1	0	0	0	0	0	21	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	312	"AWI"	312	7627	8423	8036	4	0	0	0	0	28	0	0	0	193	19	0	0	0	0	0	1	0	0	0	0	0	50	0	6	0	0	25	0	0	0	0	1	0	0	0	0	0	19	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	320	"AWI"	320	7851	8624	8270	2	0	0	0	0	103	0	0	4	143	30	0	0	0	0	0	0	0	0	0	0	2	15	0	15	0	0	22	2	0	0	16	4	0	1	0	0	0	17	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	328	"AWI"	328	8207	8763	8489	0	0	0	0	0	38	1	0	0	167	69	0	0	0	0	0	0	0	0	0	0	0	20	0	11	0	0	46	0	0	0	0	2	0	6	0	0	0	32	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	336	"AWI"	336	8400	8921	8647	1	0	0	0	0	25	2	0	8	204	64	0	0	0	0	0	0	0	0	1	0	1	9	0	21	0	0	39	1	0	0	2	3	0	6	0	0	0	31	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	344	"AWI"	344	8516	9060	8790	1	0	0	0	0	26	0	0	0	222	23	0	0	0	0	0	0	0	0	0	0	0	5	0	31	0	0	26	4	0	0	0	0	0	1	0	0	0	30	0	1
3423	4436	"Sluggan Moss"	54.77694	-6.25833	352	"AWI"	352	8654	9173	8924	0	0	0	0	0	114	1	0	1	154	16	0	0	0	0	0	0	0	0	0	0	0	4	0	42	0	0	12	3	0	0	3	4	0	0	0	0	0	19	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	360	"AWI"	360	8839	9276	9051	0	0	0	0	0	12	0	0	0	173	14	0	0	0	0	0	0	0	0	0	0	0	6	0	26	0	0	26	0	0	0	0	5	0	4	0	0	0	41	0	4
3423	4436	"Sluggan Moss"	54.77694	-6.25833	368	"AWI"	368	9026	9395	9188	0	0	0	0	0	54	0	0	1	183	29	0	0	0	0	0	1	0	0	0	0	4	2	0	36	0	0	13	0	0	0	0	32	0	6	0	0	0	25	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	376	"AWI"	376	9111	9575	9323	1	0	0	0	0	60	0	0	1	187	50	0	0	0	0	0	0	0	0	1	0	0	8	0	77	0	0	4	1	0	0	1	4	0	0	0	0	0	41	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	384	"AWI"	384	9195	9783	9451	1	0	0	0	0	59	4	0	0	213	92	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	7	10	0	0	0	2	0	0	0	0	0	13	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	392	"AWI"	392	9295	9939	9586	2	0	1	0	0	33	0	0	0	226	280	0	0	0	0	0	0	0	0	0	0	0	9	0	18	0	0	7	0	0	0	0	5	0	1	0	0	0	22	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	400	"AWI"	400	9412	10076	9730	1	0	0	0	0	38	0	0	0	238	70	0	0	0	0	0	0	0	0	0	0	5	5	0	77	0	1	7	0	0	0	1	3	0	0	0	0	0	10	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	408	"AWI"	408	9543	10195	9882	2	0	0	0	0	55	0	0	0	233	30	0	0	0	0	0	0	0	0	0	0	0	3	0	50	0	0	2	0	0	0	0	3	0	5	0	0	0	7	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	416	"AWI"	416	9698	10475	10113	0	0	0	0	0	69	0	0	0	242	54	0	0	0	0	0	0	0	0	0	0	0	4	0	43	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	420	"AWI"	420	9893	10529	10213	0	0	0	0	0	74	0	0	0	242	59	0	0	0	0	0	0	0	0	0	0	0	2	0	35	0	0	0	0	0	0	1	8	0	0	0	0	0	2	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	424	"AWI"	424	9988	10640	10319	0	0	0	0	0	68	0	0	0	233	33	0	0	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	0	0	0	9	3	0	1	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	428	"AWI"	428	10091	10714	10406	0	1	0	0	0	186	0	0	0	67	153	0	2	0	0	0	0	0	0	0	0	0	11	0	171	0	1	0	0	0	0	72	43	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	432	"AWI"	432	10195	10811	10490	0	0	0	0	0	20	1	0	0	19	230	0	0	0	0	0	0	0	6	0	0	0	2	0	152	0	4	0	1	0	0	106	65	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	436	"AWI"	436	10294	10888	10558	0	0	0	0	0	225	1	0	0	8	294	0	0	0	0	0	0	0	0	0	0	0	6	0	71	0	4	0	0	0	0	112	63	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	440	"AWI"	440	10353	10949	10624	0	0	0	0	0	234	0	0	0	6	469	0	0	0	0	0	0	0	4	0	0	0	5	1	25	0	2	0	0	0	0	13	50	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	444	"AWI"	444	10457	11018	10692	0	0	0	0	0	316	0	0	1	2	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	448	"AWI"	448	10549	11082	10764	0	0	0	0	0	393	0	0	3	0	65	0	0	0	0	0	0	0	7	0	0	0	3	0	8	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	452	"AWI"	452	10630	11209	10859	1	0	0	0	0	61	0	0	3	2	255	0	0	0	0	0	0	0	94	0	0	1	3	0	22	0	7	0	1	0	0	6	28	0	7	0	1	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	456	"AWI"	456	10706	11391	10965	1	0	0	0	0	4	0	0	0	3	362	0	0	0	0	0	0	0	59	2	0	0	3	0	49	0	0	0	0	18	0	2	22	0	2	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	460	"AWI"	460	10784	11606	11088	0	0	0	0	0	1	0	0	0	0	356	0	0	0	0	0	0	0	71	0	0	0	5	0	44	0	14	0	0	0	0	3	12	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	464	"AWI"	464	10918	11828	11295	0	0	0	0	0	4	0	0	0	0	261	0	0	0	0	0	0	0	13	1	0	1	3	0	102	0	0	0	2	0	1	68	7	0	0	0	2	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	468	"AWI"	468	10995	12189	11482	0	0	0	1	0	3	0	0	0	0	273	0	0	0	0	0	0	1	2	3	0	0	2	0	12	0	0	0	3	0	0	171	5	1	0	0	9	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	472	"AWI"	472	11230	12319	11798	1	1	0	0	5	8	7	0	8	2	302	0	0	0	0	0	0	0	3	1	0	0	5	0	54	0	1	0	15	0	3	49	26	0	2	0	5	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	476	"AWI"	476	11356	12607	12111	0	0	0	0	0	1	1	0	0	0	441	0	0	0	0	0	0	0	0	4	0	0	2	0	13	0	0	0	6	0	1	4	23	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	478	"AWI"	478	11596	12690	12248	0	1	0	0	2	4	8	0	1	0	399	0	0	0	0	0	0	0	0	0	0	0	2	0	55	0	1	0	16	0	1	1	0	0	0	0	1	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	480	"AWI"	480	11926	12720	12390	0	0	0	0	3	6	0	0	1	0	401	0	0	0	0	0	0	0	0	5	0	0	2	0	69	2	1	0	3	0	0	0	0	0	0	0	2	0	0	1	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	484	"AWI"	484	12469	12823	12678	0	18	0	0	0	3	0	0	3	0	356	0	0	0	0	0	0	0	0	1	0	0	0	1	74	2	0	0	6	0	1	3	0	0	0	0	6	0	0	0	0
