"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cercis"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Frankeniaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Malus"	"Malvaceae"	"Myrtus"	"Olea"	"Oleaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15736	24161	"Abant Gölü"	40.6	31.28333	60	"AWI"	60	-10	463	189	75	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	3	0	0	86	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	331	0	0	1	0	0	1	0	0	0	17	2	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	1
15736	24161	"Abant Gölü"	40.6	31.28333	70	"AWI"	70	8	525	230	60	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	163	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	306	1	0	2	0	0	0	0	0	0	13	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
15736	24161	"Abant Gölü"	40.6	31.28333	90	"AWI"	90	86	596	322	21	1	14	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	5	0	3	149	0	0	0	0	0	0	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	214	0	0	3	17	0	0	0	0	0	51	1	0	0	0	0	8	0	0	5	1	0	0	0	0	0	2	3	0	0	1	0	0
15736	24161	"Abant Gölü"	40.6	31.28333	110	"AWI"	110	137	697	413	69	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	9	0	1	589	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	0	0	2	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1
15736	24161	"Abant Gölü"	40.6	31.28333	130	"AWI"	130	241	751	505	61	0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	1	359	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	19	0	0	307	1	0	5	0	0	0	0	0	0	32	3	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
15736	24161	"Abant Gölü"	40.6	31.28333	150	"AWI"	150	312	832	594	23	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	139	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	259	0	0	2	0	0	0	0	0	0	16	1	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2
15736	24161	"Abant Gölü"	40.6	31.28333	170	"AWI"	170	468	873	680	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	107	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
15736	24161	"Abant Gölü"	40.6	31.28333	190	"AWI"	190	608	951	776	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	70	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	429	0	0	2	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	1	0	0	0	1	0
15736	24161	"Abant Gölü"	40.6	31.28333	200	"AWI"	200	697	1007	836	3	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	142	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	258	0	0	5	0	0	0	0	0	0	78	1	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
15736	24161	"Abant Gölü"	40.6	31.28333	215	"AWI"	215	735	1203	921	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	20	0	0	0	0	0	0	6	0	3	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	161	1	0	0	0	0	0	0	0	0	25	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
