"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Aristolochiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	265	"AWI"	265	1311	2927	2363	67	3	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	233	1	7	0	0	0	0	0	0	0	0	0	0	1	82	78	0	0	0	0	0	0	0	88	0	0	0	3	0	1	0	0	0	0	1	4	10	7	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	270	"AWI"	270	1651	2972	2486	55	1	0	3	0	0	1	0	5	0	0	0	1	0	2	0	0	0	0	0	21	0	0	0	0	0	0	169	0	6	0	0	0	0	0	0	0	0	0	0	0	43	48	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	0	0	1	10	12	0	0	1
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	275	"AWI"	275	1901	3038	2609	57	6	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	0	0	0	223	0	4	0	0	0	0	0	0	0	0	0	0	0	76	67	0	0	0	0	0	1	0	59	0	0	0	8	0	1	0	0	0	0	1	7	21	2	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	280	"AWI"	280	2082	3129	2736	23	5	0	1	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	16	0	0	0	0	0	0	194	0	7	0	0	0	0	0	0	0	0	0	0	0	26	75	0	0	0	0	0	0	0	19	0	0	0	4	0	4	0	0	0	0	2	3	15	5	0	1
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	285	"AWI"	285	2387	3193	2827	25	3	0	4	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	219	0	13	0	0	0	0	0	0	0	0	0	0	0	55	91	0	0	0	0	0	0	0	45	0	0	0	2	0	3	0	0	0	0	1	8	17	6	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	290	"AWI"	290	2560	3291	2931	14	2	0	1	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	31	0	0	0	0	0	0	166	0	5	0	0	0	0	0	0	0	0	0	0	0	41	91	0	0	0	0	0	0	0	19	0	0	0	2	0	3	0	0	0	0	1	6	19	6	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	295	"AWI"	295	2686	3422	3045	12	2	0	2	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	297	0	6	0	0	0	0	0	0	0	0	0	0	0	47	119	0	0	0	0	0	0	0	39	0	0	0	0	0	3	0	0	1	0	0	0	17	5	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	300	"AWI"	300	2798	3549	3153	7	3	0	4	0	0	0	0	15	0	0	0	1	0	2	0	0	0	0	0	36	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	33	84	0	0	0	0	0	0	0	32	0	0	0	2	0	2	0	0	0	0	1	3	8	5	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	305	"AWI"	305	2867	3729	3250	3	6	0	8	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	228	0	12	0	0	0	0	0	0	0	0	1	0	0	34	79	0	0	0	0	0	1	0	30	0	0	0	1	0	1	0	0	0	0	1	0	10	12	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	310	"AWI"	310	2939	3906	3347	4	1	0	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	159	0	2	0	0	0	0	0	0	0	0	0	0	0	35	87	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	13	2	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	315	"AWI"	315	3033	3990	3456	0	7	0	3	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	31	0	0	0	0	0	0	208	0	10	0	0	0	0	0	0	0	0	4	0	0	49	94	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	6	20	2	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	320	"AWI"	320	3091	4107	3559	1	1	0	1	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	199	0	12	1	0	0	0	0	0	0	0	0	0	0	61	115	0	0	0	0	0	1	0	39	0	0	0	1	0	1	0	0	0	0	2	12	16	9	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	325	"AWI"	325	3178	4213	3659	1	3	0	1	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	195	0	3	0	0	0	0	0	0	0	0	0	0	0	65	132	0	0	0	0	0	0	0	22	0	0	0	2	0	1	1	0	0	0	0	7	21	0	2	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	330	"AWI"	330	3290	4289	3756	1	2	0	1	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	208	6	7	0	0	0	0	0	0	0	0	0	0	0	72	79	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	1	0	25	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	335	"AWI"	335	3371	4395	3862	1	2	0	1	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	103	4	2	0	0	0	0	0	0	0	0	0	0	0	53	52	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	13	15	0	1	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	340	"AWI"	340	3511	4493	3956	0	0	0	2	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	44	0	0	0	0	0	0	111	3	2	0	0	0	0	0	0	0	0	0	0	0	53	53	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	9	13	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	345	"AWI"	345	3674	4568	4053	1	2	0	2	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	89	3	1	0	0	0	0	0	0	0	0	0	0	0	31	55	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	7	8	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	350	"AWI"	350	3783	4668	4163	0	2	0	2	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	0	0	0	86	8	6	0	0	0	0	0	0	0	0	1	0	0	49	50	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	16	20	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	355	"AWI"	355	4004	4772	4329	0	2	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	62	2	6	0	0	0	0	0	1	0	1	0	0	0	35	105	0	0	0	0	0	0	0	27	0	0	0	1	0	1	0	0	0	0	1	10	15	3	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	360	"AWI"	360	4229	4861	4532	0	4	0	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	33	5	4	1	0	1	0	0	0	0	0	0	0	0	24	142	0	0	0	0	0	0	0	31	0	0	0	0	0	2	1	0	0	0	0	17	16	4	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	365	"AWI"	365	4342	5080	4754	0	2	0	3	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	27	2	4	0	0	0	0	0	0	0	0	0	0	0	14	109	0	0	0	0	1	0	0	24	0	0	0	1	0	0	1	0	0	0	0	9	21	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	370	"AWI"	370	4469	5245	4903	0	1	0	3	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	45	0	0	0	0	0	0	9	7	8	0	0	0	0	0	0	0	0	0	0	0	8	194	0	0	0	0	1	0	0	31	0	0	0	0	0	1	0	0	0	0	3	0	59	0	0	1
