"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Aristolochiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	375	"AWI"	375	4561	5440	5021	0	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	4	221	0	0	0	0	0	0	0	40	0	0	0	4	0	0	0	0	0	0	1	0	42	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	380	"AWI"	380	4619	5766	5129	0	1	0	3	0	0	1	3	4	0	0	0	1	0	0	0	0	0	0	0	147	0	0	0	0	0	0	2	7	12	1	0	0	0	0	0	0	0	0	0	0	2	218	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	2	0	70	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	385	"AWI"	385	4701	5922	5236	1	1	0	1	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	2	5	14	0	0	0	0	0	0	0	0	0	0	0	6	199	0	0	0	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	3	13	59	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	390	"AWI"	390	4773	6077	5339	0	0	0	3	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	2	9	0	0	0	0	0	0	0	0	0	0	1	6	259	0	0	0	0	0	1	0	35	0	0	0	2	0	0	0	0	0	0	2	0	59	0	0	1
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	395	"AWI"	395	4826	6269	5437	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0	0	3	0	44	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	400	"AWI"	400	4926	6395	5540	0	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	3	0	3	0	72	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	405	"AWI"	405	4990	6500	5641	1	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1	169	0	0	0	0	0	0	0	42	0	0	0	0	0	6	0	0	1	0	7	0	130	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	410	"AWI"	410	5040	6653	5739	0	3	0	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	2	1	175	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	4	1	0	60	0	0	1
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	605	"AWI"	605	9252	10575	9813	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	119	166	0	0	0	0	0	0	4	0	0	0	3	0	7	0	0	0	0	5	0	124	3	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	610	"AWI"	610	9396	10651	9918	0	0	5	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	174	280	0	0	0	0	0	0	1	0	0	0	2	0	6	0	0	0	0	0	26	90	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	615	"AWI"	615	9632	10757	10093	0	1	0	5	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	8	0	3	0	0	2	0	0	0	0	0	0	0	253	221	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	5	19	187	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	620	"AWI"	620	10013	10892	10364	0	0	8	8	0	0	0	0	20	0	72	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	105	238	0	0	0	0	1	0	3	0	0	0	1	0	8	0	0	0	0	4	0	228	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	623	"AWI"	623	10173	11000	10537	0	0	4	7	1	0	0	0	19	0	85	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	180	300	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	4	0	171	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	625	"AWI"	625	10243	11078	10651	0	0	0	14	0	0	0	0	29	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	63	417	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	6	0	35	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	630	"AWI"	630	10546	11370	10959	0	0	4	12	0	0	0	0	21	0	154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	76	388	0	0	0	0	0	0	0	0	0	0	4	0	20	0	0	0	0	4	0	32	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	633	"AWI"	633	10745	11570	11171	0	0	3	18	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	28	0	26	0	0	0	0	0	0	0	44	454	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	2	0	2	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	635	"AWI"	635	10851	11728	11314	0	0	0	26	0	0	0	0	70	0	59	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	35	0	48	0	0	0	0	0	0	0	22	532	0	0	0	0	0	0	1	0	0	0	2	0	12	0	0	0	0	10	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	638	"AWI"	638	10983	11996	11518	0	0	0	14	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	0	0	0	0	0	0	0	0	47	0	46	0	0	0	0	1	0	0	43	541	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	1	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	640	"AWI"	640	11053	12199	11656	0	0	0	12	0	0	0	0	45	0	33	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	51	0	40	0	0	0	0	0	0	0	24	501	0	0	0	0	1	0	0	0	0	0	6	0	23	0	0	0	0	6	0	2	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	643	"AWI"	643	11192	12425	11833	0	0	0	48	1	0	0	0	74	0	28	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	32	0	0	0	0	0	0	0	18	467	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	1	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	645	"AWI"	645	11314	12458	11910	0	0	0	16	0	0	0	0	49	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	86	0	18	0	0	0	0	0	0	0	22	406	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	3	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	648	"AWI"	648	11449	12524	12027	0	0	0	42	0	0	0	0	103	0	92	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	76	0	19	0	0	0	0	0	0	0	9	461	0	0	0	0	0	0	0	0	0	0	5	0	22	0	0	0	1	12	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	650	"AWI"	650	11512	12583	12106	0	0	0	26	0	0	0	0	94	0	61	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	98	0	29	0	0	0	0	0	0	0	25	471	0	1	0	0	0	0	0	0	0	0	3	0	32	0	0	0	0	10	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	653	"AWI"	653	11591	12683	12224	0	0	2	28	0	0	0	0	35	0	38	0	5	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	34	0	40	0	0	0	0	0	0	0	30	413	0	0	0	0	0	0	0	0	0	0	6	0	22	0	1	0	0	9	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	655	"AWI"	655	11638	12774	12306	0	0	0	21	0	0	0	0	64	0	65	0	3	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	30	0	39	0	0	0	0	0	0	0	26	393	0	0	0	0	0	0	0	0	0	0	6	0	26	0	1	0	0	7	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	658	"AWI"	658	11775	12883	12408	0	0	0	25	0	0	0	0	66	0	43	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	48	0	45	0	0	0	0	0	0	0	27	480	0	0	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	7	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	660	"AWI"	660	11914	12905	12469	0	0	0	19	0	0	0	0	36	0	36	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	33	0	19	0	1	0	0	0	0	0	25	316	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	5	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	663	"AWI"	663	12111	12948	12563	0	0	0	6	0	0	0	0	9	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	9	115	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	665	"AWI"	665	12229	12977	12628	0	0	0	29	0	0	0	0	95	0	46	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	31	0	28	0	0	0	0	0	0	0	31	460	0	0	0	0	0	0	1	0	0	0	9	0	31	0	0	0	0	20	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	668	"AWI"	668	12355	13041	12723	0	0	0	32	0	0	0	0	69	0	30	0	2	0	0	0	0	0	0	0	0	577	3	0	0	0	0	0	0	0	0	0	22	1	16	0	1	0	0	0	0	0	25	477	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	9	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	670	"AWI"	670	12420	13105	12787	0	0	0	40	0	0	0	0	71	0	29	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	34	605	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	3	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	673	"AWI"	673	12549	13189	12886	0	0	0	17	0	0	0	0	12	0	24	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	34	0	0	0	0	0	0	0	73	439	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	675	"AWI"	675	12645	13240	12957	0	0	0	14	0	0	0	0	16	0	40	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	7	0	60	0	0	0	0	0	0	0	102	580	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	678	"AWI"	678	12740	13345	13065	0	0	0	3	0	0	0	0	14	0	33	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	0	64	0	0	0	0	0	0	0	40	531	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	6	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	680	"AWI"	680	12774	13437	13129	0	0	0	6	0	0	0	0	12	0	82	0	0	0	0	0	0	3	0	0	2	0	6	3	0	0	0	0	0	0	0	0	13	0	49	0	0	0	0	0	0	0	22	598	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	683	"AWI"	683	12822	13614	13221	0	0	0	7	0	0	0	0	11	0	23	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	47	0	0	0	0	0	0	0	5	572	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	685	"AWI"	685	12843	13749	13282	0	0	0	6	0	0	0	0	17	0	28	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	13	0	43	0	0	0	0	0	0	0	8	530	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	1	2	0	0	1	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	688	"AWI"	688	12899	13856	13361	0	0	0	9	0	0	0	0	13	0	29	0	2	0	0	0	0	3	0	0	1	0	5	0	0	0	0	0	0	0	0	0	38	0	35	0	0	0	0	0	0	0	4	581	0	0	0	0	0	0	0	0	0	0	1	0	8	0	3	0	0	4	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	690	"AWI"	690	12931	13954	13409	0	0	0	5	0	0	0	0	12	0	11	0	3	0	0	0	0	2	0	0	1	0	9	0	0	0	0	0	0	0	0	0	34	0	78	0	0	0	0	0	0	0	4	551	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	695	"AWI"	695	12991	14228	13521	0	0	0	3	0	0	0	0	15	0	34	0	1	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	65	0	49	0	0	0	0	0	0	0	3	519	0	0	0	0	0	0	0	0	0	0	0	0	23	0	2	0	0	3	0	0	0	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	700	"AWI"	700	13036	14582	13628	0	0	0	2	0	0	0	0	8	0	13	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	9	0	0	0	0	0	0	0	1	240	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0
