"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Phytolaccaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	110	"AWI"	110	6422	6693	6553	3	0	74	2	1	0	1	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	40	0	7	0	0	0	0	0	2	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	36	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	51	2	0	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	120	"AWI"	120	6435	6706	6567	11	0	63	2	0	0	2	0	0	0	3	0	0	0	0	2	3	0	0	0	0	0	40	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	28	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	44	2	2	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	130	"AWI"	130	6453	6720	6581	2	0	71	1	1	0	2	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	41	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	34	4	1	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	140	"AWI"	140	6468	6734	6596	0	0	50	1	2	0	0	0	1	0	2	0	0	0	0	1	2	0	0	0	0	0	24	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	1	0	0	0	0	7	0	3	0	0	1	0	0	78	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	48	1	0	0	0	1
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	160	"AWI"	160	6501	6760	6624	2	0	62	0	2	0	1	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	30	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	36	0	7	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	170	"AWI"	170	6516	6776	6640	2	0	48	2	1	1	2	0	4	0	2	0	0	0	0	0	3	0	0	0	0	0	24	0	6	1	3	0	0	0	2	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	49	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	37	2	0	0	0	1
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	200	"AWI"	200	6558	6823	6683	3	1	52	1	1	2	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	35	0	5	0	3	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	78	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	42	2	0	0	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	210	"AWI"	210	6574	6837	6698	2	0	48	2	2	2	2	0	2	0	2	0	1	1	0	2	2	0	0	0	0	0	32	0	19	0	0	0	0	0	6	0	0	0	1	1	0	0	0	3	0	0	0	1	2	0	0	0	0	3	0	2	0	0	0	0	0	92	0	0	0	0	0	0	2	0	2	2	0	0	0	1	0	50	2	2	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	220	"AWI"	220	6592	6852	6713	3	1	90	2	2	2	2	0	2	0	2	0	1	0	0	2	2	0	0	0	0	0	36	0	6	0	3	0	0	0	3	0	0	1	0	1	1	1	0	2	1	0	0	0	1	0	0	2	0	2	0	1	0	0	0	0	2	63	0	0	0	0	0	0	0	0	1	2	2	0	1	1	0	40	2	2	2	1	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	230	"AWI"	230	6608	6866	6727	2	2	60	2	2	2	1	0	4	0	0	0	0	0	0	2	3	0	0	0	0	0	23	0	4	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	160	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	20	1	1	0	0	3
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	240	"AWI"	240	6623	6881	6743	6	2	41	2	2	2	1	0	0	0	2	0	0	0	0	2	4	0	0	0	0	0	14	0	3	0	4	0	3	0	3	0	0	1	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	4	0	2	4	0	0	0	0	166	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	18	2	2	1	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	260	"AWI"	260	6652	6911	6773	2	2	43	2	2	1	2	0	5	1	0	0	1	0	0	0	2	0	0	2	0	0	40	0	2	0	3	0	2	0	3	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	2	131	0	0	0	0	0	4	2	1	1	0	2	0	1	0	1	33	2	1	0	1	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	300	"AWI"	300	6711	6972	6831	2	2	65	2	2	2	2	0	7	0	1	0	0	0	0	2	2	0	0	0	0	0	35	0	2	1	0	0	0	0	2	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	94	0	0	2	0	0	3	2	0	1	0	2	0	0	0	0	44	2	2	0	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	310	"AWI"	310	6727	6987	6846	5	2	61	2	2	2	2	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	57	0	14	1	0	1	0	0	4	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	2	0	3	0	2	0	0	1	0	0	82	0	0	1	0	1	0	2	0	2	2	2	0	0	2	0	30	3	0	2	2	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	320	"AWI"	320	6740	7003	6861	4	2	38	2	2	1	2	0	5	0	2	0	1	0	0	1	2	0	0	0	0	1	28	0	2	0	4	1	2	0	8	0	0	2	0	2	0	0	0	1	4	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	2	157	0	0	0	0	0	0	2	0	2	1	2	0	0	2	1	22	2	1	1	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	330	"AWI"	330	6756	7017	6875	5	2	17	10	0	2	2	0	6	0	2	0	0	1	0	2	2	1	0	0	0	1	13	0	5	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	1	1	0	2	0	0	0	0	1	197	0	0	0	0	0	0	2	1	0	0	3	0	0	2	0	23	2	1	1	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	340	"AWI"	340	6771	7033	6890	2	2	72	2	2	1	3	0	3	0	0	1	0	1	0	1	3	0	0	0	0	0	35	1	10	0	0	0	0	4	2	1	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	1	0	2	0	2	0	0	0	3	1	110	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	30	2	2	2	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	350	"AWI"	350	6784	7048	6906	3	2	70	2	2	1	2	0	3	0	2	2	0	0	0	2	2	0	0	0	0	0	35	0	10	0	0	0	0	0	6	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	116	0	0	0	0	1	5	2	0	2	1	1	0	0	1	2	36	2	1	2	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	375	"AWI"	375	6823	7086	6942	2	2	68	2	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	35	0	3	0	3	0	0	0	6	2	0	0	0	1	1	0	0	2	2	0	0	1	0	0	0	1	0	1	0	3	0	0	0	0	2	146	0	0	2	0	0	0	3	0	2	1	2	0	1	1	2	22	3	0	2	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	385	"AWI"	385	6837	7100	6957	5	2	57	2	0	1	2	0	3	0	2	0	2	0	0	0	1	0	0	0	0	1	21	0	4	0	0	0	0	0	4	3	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	2	175	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	10	2	0	2	0	3
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	390	"AWI"	390	6845	7109	6965	3	2	75	2	2	2	2	0	6	1	2	0	2	3	0	1	2	1	0	0	0	0	27	0	5	0	0	1	0	0	2	2	0	0	2	0	0	0	0	2	2	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	140	0	0	0	6	1	0	5	0	0	0	2	0	2	2	0	24	2	2	2	0	4
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	395	"AWI"	395	6853	7116	6972	6	2	99	0	1	2	2	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	66	0	9	0	0	0	0	0	5	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	107	3	0	0	0	1	0	0	1	2	0	1	0	0	0	0	65	7	0	0	0	4
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	400	"AWI"	400	6861	7123	6979	10	4	71	0	0	2	1	0	4	0	0	1	0	0	0	0	2	0	0	0	0	0	31	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	181	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	1	0	0	0	1
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	405	"AWI"	405	6868	7131	6986	9	1	136	2	0	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	71	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	54	3	0	0	0	1
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	410	"AWI"	410	6874	7138	6994	0	1	18	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	415	"AWI"	415	6882	7145	7002	5	0	129	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	5	0	0	0	5
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	420	"AWI"	420	6889	7152	7009	4	1	53	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	112	0	6	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	3	0	0	0	0	0	1	1	1	0	1	0	0	0	0	6	5	0	0	0	1
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	425	"AWI"	425	6896	7159	7017	9	0	108	2	1	1	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	60	0	4	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	81	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	63	4	0	0	0	7
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	430	"AWI"	430	6901	7165	7024	5	1	155	2	1	2	5	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	91	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	13	0	0	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	435	"AWI"	435	6908	7173	7031	7	1	123	2	1	2	2	0	17	0	1	0	0	0	0	0	1	0	0	0	0	0	58	0	2	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	4	0	1	0	7
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	440	"AWI"	440	6915	7181	7039	1	0	44	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	48	0	1	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	450	"AWI"	450	6927	7200	7054	18	0	68	1	0	2	0	0	6	0	1	0	0	0	0	0	2	0	0	0	0	0	53	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	67	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	77	5	0	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	455	"AWI"	455	6934	7208	7061	0	2	50	2	3	3	2	0	2	0	2	0	1	0	0	2	2	0	0	0	0	0	37	0	0	0	4	0	0	0	3	2	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	124	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	1	7	1	0	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	460	"AWI"	460	6940	7217	7069	0	1	37	1	3	2	1	0	3	0	1	0	0	0	0	0	2	0	1	0	0	0	52	0	2	0	0	0	0	0	4	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	88	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	36	2	0	0	0	1
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	465	"AWI"	465	6947	7224	7076	0	1	57	3	0	1	1	0	4	0	0	0	0	0	0	3	2	0	0	0	0	0	51	0	1	0	4	0	0	0	5	0	4	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	39	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	79	3	1	1	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	470	"AWI"	470	6952	7234	7083	3	0	54	3	2	2	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	1	36	0	4	0	5	0	0	0	7	2	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	52	0	0	0	0	0	0	2	0	0	0	4	0	0	1	0	46	6	1	2	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	475	"AWI"	475	6960	7241	7091	1	2	42	3	3	2	2	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	47	0	4	0	0	0	0	0	2	2	0	0	0	0	0	1	0	6	2	1	0	0	0	0	0	0	0	0	0	3	0	0	1	4	2	62	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	60	3	2	1	0	2
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	480	"AWI"	480	6966	7249	7098	1	0	67	1	2	1	0	0	7	1	0	0	0	0	0	2	2	0	0	0	0	0	47	0	6	1	0	0	0	0	4	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	44	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	32	2	3	0	0	1
