"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	350	"AWI"	350	4255	5448	4992	44	0	25	1	0	0	6	0	0	61	0	0	2	1	0	0	0	0	0	17	0	19	0	0	0	0	0	9	2	0	0	1	4	0	67	0	0	0	2	0	0	30	559	0	29	0	0	26	0	0	0	2	8	0	0	0	2	2	1	3	1	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	360	"AWI"	360	4451	5550	5138	34	1	29	0	0	0	8	0	0	63	0	0	0	0	0	0	0	0	0	9	0	35	0	0	0	0	0	10	1	1	1	0	8	0	60	0	0	0	0	0	0	50	505	0	33	0	0	22	0	0	0	1	7	1	0	0	0	1	2	5	3	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	370	"AWI"	370	4748	5639	5265	38	0	37	0	0	0	12	0	0	92	0	1	2	0	0	0	0	0	0	11	0	60	0	0	0	0	0	11	3	0	0	0	7	0	44	0	0	0	0	0	0	39	561	0	0	0	0	33	0	0	0	0	2	1	0	0	0	1	0	1	2	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	380	"AWI"	380	5005	5733	5395	44	1	28	1	0	0	13	0	0	62	0	1	3	0	0	0	1	0	0	13	0	131	0	0	0	0	0	8	1	0	0	0	2	0	65	0	0	0	1	0	0	12	670	0	0	0	0	26	0	0	0	1	1	1	0	0	0	0	3	3	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	390	"AWI"	390	5164	5877	5544	39	0	0	0	0	0	8	0	0	56	0	0	1	0	0	0	3	0	0	8	0	15	0	0	0	0	0	7	1	0	0	0	4	0	47	0	0	0	0	0	0	7	527	0	0	0	0	15	0	0	0	1	0	0	0	0	0	2	2	8	2	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	400	"AWI"	400	5258	6158	5680	13	0	0	0	0	0	3	0	0	35	0	0	1	0	0	0	0	1	0	11	0	21	0	0	0	0	0	1	3	0	0	0	1	0	30	0	0	0	0	0	0	4	253	0	0	0	0	12	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	410	"AWI"	410	5386	6362	5830	45	2	33	0	0	0	13	0	0	100	0	0	4	0	0	0	0	0	0	22	0	111	0	0	0	0	0	15	4	0	0	0	7	0	67	0	0	0	1	0	0	25	701	0	31	0	0	38	0	0	0	1	3	1	0	0	0	3	2	15	4	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	420	"AWI"	420	5496	6525	5989	59	2	0	0	0	0	11	0	0	78	0	0	2	0	0	0	0	1	0	11	0	44	0	0	0	0	0	7	1	0	1	0	2	0	53	0	0	0	0	0	0	14	864	0	0	0	0	23	0	0	0	0	2	0	0	0	0	1	3	19	2	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	430	"AWI"	430	5643	6677	6147	57	4	0	0	0	0	11	0	0	81	0	0	3	0	0	0	0	0	0	18	0	80	0	0	0	0	0	3	5	0	1	0	13	0	44	0	1	0	2	0	0	14	493	0	30	0	0	34	0	0	0	0	2	2	0	0	1	2	3	11	2	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	440	"AWI"	440	5754	6818	6310	79	2	0	0	0	0	10	0	0	77	0	0	4	0	0	0	0	1	0	17	0	64	0	0	0	0	0	3	6	0	0	0	5	0	53	0	0	0	0	0	0	5	674	0	22	0	0	21	0	0	0	0	0	2	0	0	1	0	4	18	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	450	"AWI"	450	5929	6940	6462	39	1	0	0	0	0	4	0	0	75	0	0	1	0	0	0	0	0	0	7	0	286	0	0	0	0	0	5	2	0	0	1	5	0	35	0	0	0	0	0	0	7	424	0	28	0	0	26	0	0	0	0	0	4	0	0	0	0	2	18	1	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	460	"AWI"	460	6079	7053	6623	41	10	0	0	0	0	7	0	0	74	0	1	1	0	0	0	0	4	0	9	0	55	0	0	0	0	0	4	1	0	0	0	4	0	32	0	0	0	2	0	0	7	455	0	40	0	0	18	0	0	0	0	2	3	0	0	0	0	2	7	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	470	"AWI"	470	6384	7164	6781	26	0	0	0	0	0	1	0	0	23	0	0	1	1	0	0	0	0	0	7	0	35	0	0	0	0	0	2	2	0	0	0	7	0	23	0	1	0	1	0	0	0	266	0	0	0	0	6	0	0	0	0	3	0	0	0	1	0	2	4	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	480	"AWI"	480	6659	7287	6955	44	2	0	1	0	0	5	0	0	55	0	0	2	0	0	0	0	1	0	20	0	41	0	0	0	0	0	1	16	0	1	0	5	0	71	0	0	0	7	0	0	0	710	0	0	0	0	26	0	1	0	0	0	2	0	0	0	1	7	24	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	490	"AWI"	490	6855	7615	7225	42	2	0	0	0	0	5	0	0	54	0	0	3	0	0	0	0	1	0	16	0	30	0	0	0	0	0	1	7	0	1	0	9	0	90	0	0	1	8	0	0	0	567	0	0	0	0	29	0	0	0	1	2	1	0	0	0	3	3	31	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	500	"AWI"	500	6968	8227	7535	7	0	0	1	0	0	5	0	0	168	0	0	1	0	0	0	0	0	0	21	0	48	0	0	0	0	0	0	7	0	0	0	8	0	53	0	0	0	0	0	0	1	353	0	0	0	0	21	0	0	0	0	6	2	0	0	1	1	4	21	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	505	"AWI"	505	7028	8553	7680	4	0	0	0	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	109	0	0	0	0	6	0	0	0	0	1	0	1	0	0	3	4	7	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	510	"AWI"	510	7259	8624	7851	3	0	0	0	0	0	1	0	0	25	0	0	1	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	2	0	1	0	3	0	31	0	0	0	1	0	0	0	117	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	1	8	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	515	"AWI"	515	7384	8718	8034	4	0	0	0	0	0	5	0	0	79	0	0	1	0	0	0	0	0	0	23	0	34	0	0	0	0	0	0	1	0	0	0	21	0	33	0	0	0	0	0	0	0	318	0	0	0	0	17	0	0	0	0	2	0	0	0	0	2	2	18	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	520	"AWI"	520	7485	8842	8218	4	1	0	0	0	0	1	0	0	56	0	0	2	0	0	0	0	0	0	15	0	37	0	0	0	0	0	0	2	0	0	0	3	0	31	0	0	1	1	0	0	0	161	0	0	0	0	11	0	0	0	0	4	0	0	0	0	1	2	14	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	525	"AWI"	525	7578	9023	8394	2	0	0	1	0	0	6	0	0	135	0	0	5	0	0	0	0	3	0	44	0	105	0	0	0	0	0	0	3	0	0	0	17	0	55	0	0	0	0	0	0	0	414	0	0	0	0	36	0	0	0	1	7	3	0	0	0	1	9	36	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	530	"AWI"	530	8035	9095	8573	4	1	0	0	0	0	2	0	0	51	0	0	1	0	0	0	0	0	0	23	0	35	0	0	0	0	0	1	0	0	1	0	2	0	35	0	0	0	0	0	0	0	113	0	0	0	0	4	0	0	0	0	3	0	0	0	0	1	4	8	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	535	"AWI"	535	8401	9221	8765	2	0	0	0	0	0	3	0	0	83	0	0	1	0	0	0	0	3	0	55	0	50	0	0	0	0	0	0	0	0	0	0	7	0	65	0	0	0	0	0	0	0	328	0	0	0	0	23	0	0	0	0	6	0	0	0	0	4	6	28	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	540	"AWI"	540	8586	9458	8974	1	0	0	0	1	0	1	0	0	114	0	0	0	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	1	0	0	0	0	0	27	0	0	1	0	0	0	0	143	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	2	8	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	545	"AWI"	545	8684	9861	9165	1	0	0	0	0	0	5	1	0	83	0	0	3	0	0	0	0	0	0	36	0	51	0	0	0	0	0	0	1	0	0	0	8	0	37	0	0	0	1	0	0	0	243	0	0	0	0	7	0	0	0	0	7	1	0	0	1	0	3	13	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	550	"AWI"	550	8866	10096	9404	0	0	0	0	0	0	5	0	0	53	0	0	0	0	0	0	0	2	0	12	0	33	0	0	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0	0	0	0	234	0	0	0	0	4	0	0	0	0	7	1	1	0	0	3	1	3	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	555	"AWI"	555	8981	10441	9636	0	0	0	0	0	0	21	0	0	151	0	0	3	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	38	0	7	0	0	0	0	0	0	0	907	0	0	0	0	1	0	0	0	1	39	9	0	0	2	2	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	560	"AWI"	560	9054	10904	9846	0	0	0	0	0	0	12	0	0	37	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	25	0	5	0	0	1	0	0	0	0	245	0	0	0	0	3	0	0	0	0	12	2	0	0	0	0	2	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	564	"AWI"	564	9100	11318	10025	0	0	0	0	0	0	5	0	0	52	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	13	0	17	0	0	0	0	0	0	0	196	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	2	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	565	"AWI"	565	9112	11421	10066	1	0	0	1	0	0	6	0	0	96	0	0	1	0	0	0	0	0	0	9	0	36	0	0	0	0	0	0	0	0	0	0	19	0	17	0	0	0	0	0	0	0	355	0	0	0	0	4	0	0	0	1	17	2	0	0	1	5	1	1	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	566	"AWI"	566	9173	11456	10111	1	0	0	1	0	0	16	0	0	119	0	0	3	0	0	0	0	0	0	8	0	16	0	0	0	0	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	679	0	0	0	0	6	0	0	0	0	21	3	0	0	0	2	0	2	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	567	"AWI"	567	9226	11473	10163	0	0	0	0	0	0	14	0	0	89	0	0	2	0	0	0	0	0	0	20	0	30	1	0	0	0	0	0	0	0	0	0	16	0	12	0	0	0	0	0	0	0	424	0	0	0	0	1	0	0	0	2	16	0	0	0	0	2	0	4	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	568	"AWI"	568	9284	11495	10215	0	0	0	0	0	0	21	0	0	92	0	0	1	0	0	0	0	0	0	5	0	17	2	0	0	0	0	0	0	0	1	0	23	0	7	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	30	1	0	0	0	2	0	1	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	569	"AWI"	569	9344	11524	10272	0	0	0	1	0	0	21	0	0	45	0	0	1	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	342	0	0	0	0	1	0	0	0	0	23	1	0	0	0	3	0	1	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	570	"AWI"	570	9391	11554	10326	0	1	0	4	0	0	18	0	0	109	0	0	6	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	2	0	0	0	0	695	0	0	0	0	7	0	0	0	0	50	4	0	0	1	2	0	2	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	571	"AWI"	571	9435	11578	10384	0	0	0	2	0	0	31	0	0	85	0	0	12	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	50	0	0	0	0	2	0	0	0	0	657	0	0	0	0	0	0	0	0	1	28	3	0	0	2	2	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	572	"AWI"	572	9475	11605	10438	0	0	0	3	0	0	37	0	0	100	0	0	12	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	42	0	3	0	0	1	0	0	0	0	799	0	0	0	0	5	0	0	0	1	26	2	0	0	0	3	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	573	"AWI"	573	9516	11629	10497	0	0	0	2	0	0	34	0	0	0	0	0	8	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	63	0	1	0	0	1	0	0	0	0	691	0	0	0	0	0	0	0	0	2	32	2	0	0	0	5	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	574	"AWI"	574	9543	11654	10554	0	0	0	4	0	0	49	0	0	49	0	0	0	0	0	0	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	326	0	0	0	0	2	0	0	0	1	7	1	0	0	2	2	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	575	"AWI"	575	9567	11691	10615	0	0	0	3	0	0	22	0	0	10	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	576	"AWI"	576	9594	11723	10672	0	0	0	5	0	0	30	0	0	20	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	577	"AWI"	577	9619	11761	10730	0	0	0	2	0	0	33	0	0	14	0	0	0	0	0	0	0	1	0	0	0	20	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	254	0	0	0	0	1	0	0	0	1	3	1	0	0	3	1	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	578	"AWI"	578	9645	11798	10785	0	0	0	2	0	0	30	0	0	15	0	0	0	0	0	0	0	1	0	0	0	16	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	176	0	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	579	"AWI"	579	9674	11838	10834	0	0	0	5	0	0	33	0	0	33	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	319	0	0	0	0	2	0	0	0	0	6	1	0	0	0	4	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	580	"AWI"	580	9701	11890	10890	0	0	0	2	0	0	31	0	0	24	0	0	0	0	0	0	0	0	0	0	0	15	1	3	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	180	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0
3030	3946	"Boehnigsee Goldmoos"	46.25917	7.84306	581	"AWI"	581	9721	11950	10946	0	0	0	1	0	0	52	0	0	32	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	494	0	0	0	0	2	0	0	0	2	9	1	0	0	0	1	0	0	0	0	0
