"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16654	26431	"Fuschlsee"	47.8042	13.27474	3	"AWI"	3	-121	47	-34	0	0.870827285921626	9.72423802612482	0.290275761973875	1.30624092888244	0.290275761973875	1.30624092888244	0	0	6.09579100145138	0.145137880986938	0	0	0	0	0	0	3.04789550072569	0	4.20899854862119	0	0	0	0	0	8.27285921625544	0	2.46734397677794	0	0.290275761973875	0.58055152394775	0	0	0	0	2.17706821480406	16.8359941944848	19.0130624092888	10.0145137880987	0	0	0	0	4.78955007256894	0	0	0	0.725689404934688	6.966618287373	0.290275761973875	0	0	0	0	0	0	0.290275761973875	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	8	"AWI"	8	-105	121	-7	4.75206611570248	1.03305785123967	10.5371900826446	0	0	0	0.619834710743802	0	0	8.47107438016529	0.206611570247934	0	1.03305785123967	0	0	0.826446280991736	0	3.92561983471074	0	4.13223140495868	0	0	0	0	0	11.9834710743802	0	3.71900826446281	0	0.206611570247934	1.44628099173554	0	0	0	0	1.44628099173554	22.9338842975207	0	8.26446280991736	0	0	0	0	8.05785123966942	0	0	0	0.619834710743802	4.95867768595041	0	0	0	0	0	0	0	0.413223140495868	0.413223140495868	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	13	"AWI"	13	-91	212	20	1.14942528735632	0.328407224958949	7.7175697865353	0.821018062397373	0.328407224958949	0	0	0	0	7.22495894909688	0.656814449917898	0	0.164203612479475	0	0	0	0	2.13464696223317	0	3.28407224958949	0	0	0	0	0	8.3743842364532	0	1.47783251231527	0	0.492610837438424	0.164203612479475	0	0	0	0	1.64203612479475	23.6453201970443	23.8095238095238	5.58292282430213	0	0	0	0	7.22495894909688	0	0	0	0.328407224958949	1.64203612479475	0.492610837438424	0	0	0	0	0	0	1.3136288998358	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	23	"AWI"	23	-45	300	90	1.08564535585042	0.60313630880579	6.99638118214717	0.482509047044632	0.844390832328106	0	0.482509047044632	0	0	3.98069963811821	1.32689987937274	0	0.120627261761158	0	0	0	0.120627261761158	1.93003618817853	0	2.17129071170084	0	0	0	0	0	6.75512665862485	0	1.93003618817853	0	0	0.361881785283474	0	0	0	0	0.844390832328106	18.0940892641737	12.5452352231604	7.4788902291918	22.5572979493366	0	0	0	4.94571773220748	0	0	0	0.361881785283474	2.41254523522316	0.361881785283474	0	0	0	0	0	0	0.965018094089264	0.241254523522316	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	33	"AWI"	33	-7	400	157	1.28617363344051	0	9.0032154340836	0.160771704180064	0.160771704180064	0	0.482315112540193	0	0	6.27009646302251	1.28617363344051	0	1.28617363344051	0	0	0	0	22.0257234726688	0	4.18006430868167	0	0	0	0	0	7.39549839228296	0	1.76848874598071	0	0	0.160771704180064	0	0	0	0	0.964630225080386	22.9903536977492	0	9.64630225080386	0	0	0	0	8.19935691318328	0	0	0	0.643086816720257	0	0.643086816720257	0	0	0.321543408360129	0	0	0	0.482315112540193	0.643086816720257	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	43	"AWI"	43	33	474	223	1.35135135135135	0.27027027027027	8.51351351351351	0.540540540540541	1.21621621621622	0.135135135135135	0.945945945945946	0	0	7.56756756756757	1.08108108108108	0	0	0	0	0	0	2.7027027027027	0	5.54054054054054	0.27027027027027	0	0	0	0	6.89189189189189	0	1.62162162162162	0	0	0.675675675675676	0	0	0	0	1.48648648648649	17.027027027027	20.8108108108108	6.75675675675676	0	0	0	0	6.08108108108108	0	0	0	0.405405405405405	5.94594594594595	1.08108108108108	0	0	0	0	0	0	0.540540540540541	0.540540540540541	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	48	"AWI"	48	58	511	257	3.2312925170068	0.850340136054422	9.69387755102041	0.340136054421769	0.170068027210884	0	0	0	0	8.16326530612245	0.340136054421769	0.170068027210884	2.38095238095238	0	0	0.170068027210884	0	2.2108843537415	0	2.89115646258503	0	0	0	0	0	11.734693877551	0	1.36054421768707	0	0.340136054421769	3.06122448979592	0	0.170068027210884	0	0	1.19047619047619	14.6258503401361	0	4.42176870748299	22.6190476190476	0	0	0	6.12244897959184	0	0	0	0.340136054421769	2.04081632653061	0.680272108843537	0	0	0	0	0	0	0.340136054421769	0.340136054421769	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	53	"AWI"	53	86	542	290	1.6	0.64	7.68	0.32	0	0	0.16	0	0	4.8	0.64	0	0.64	0	0	0	0	5.28	0	3.84	0	0	0	0	0	11.2	0	0.32	0	0.32	0.16	0	0	0	0	2.88	21.44	21.44	3.68	0	0	0	0	12.48	0	0	0	0.16	0	0	0	0	0.16	0	0	0	0.16	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	58	"AWI"	58	104	585	323	3.96551724137931	0.344827586206897	12.4137931034483	0	0	0	0.517241379310345	0	0	5	0.344827586206897	0	1.89655172413793	0	0	0	0	3.96551724137931	0	3.62068965517241	0	0	0	0	0	5.86206896551724	0	0	0	0.689655172413793	1.20689655172414	0	0	0	0	1.72413793103448	16.2068965517241	30.8620689655172	1.72413793103448	0	0	0	0	8.96551724137931	0	0	0	0	0	0.344827586206897	0	0	0	0.172413793103448	0	0	0.172413793103448	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	63	"AWI"	63	129	620	357	1.96936542669584	0.87527352297593	12.472647702407	0.218818380743982	0	0	0.656455142231947	0	0	16.4113785557987	0.656455142231947	0	1.53172866520788	0	0	0	0	4.81400437636762	0	2.62582056892779	0	0	0	0	0	15.3172866520788	0	0.218818380743982	0	0.437636761487965	2.40700218818381	0	0	0	0	1.09409190371991	10.9409190371991	0	6.12691466083151	0	0	0	0	20.5689277899344	0	0	0	0	0	0.437636761487965	0	0	0	0	0	0	0.218818380743982	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	68	"AWI"	68	159	648	392	1.8957345971564	0	9.47867298578199	0	0	0	0	0	0	9.24170616113744	0.23696682464455	0	2.3696682464455	0	0	0	0	5.92417061611374	0	7.34597156398104	0	0	0	0	0	15.4028436018957	0	0.4739336492891	0.23696682464455	0.23696682464455	4.02843601895735	0	0	0	0	1.65876777251185	12.7962085308057	0	3.7914691943128	0	0	0	0	24.1706161137441	0	0	0	0	0	0.23696682464455	0	0	0	0	0	0	0.4739336492891	0	0	0
