"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Urticaceae"
13446	20165	"Bosscherheide"	51.57861	6.09472	10.5	"AWI"	10.5	12777.5	13067.5	12882	0	0	1	0	0	2	0	0	0	0	0	0	41	0	0	0	0	0	0	0	66	0	10	0	0	0	0	1	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	11.5	"AWI"	11.5	12806	13079	12905	0	0	0	0	0	4	0	0	0	0	0	0	160	0	0	0	0	0	0	0	116	0	20	0	0	0	0	0	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	12.5	"AWI"	12.5	12831.5	13092	12929	0	0	0	0	0	11	0	0	0	0	0	0	145	0	0	0	0	0	0	0	99	0	45	0	0	0	0	0	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	13.5	"AWI"	13.5	12854.5	13108.5	12953.5	0	0	0	1	0	7	0	0	0	0	0	1	146	0	0	0	0	0	0	0	121	0	22	0	1	0	0	0	0	1	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	14.5	"AWI"	14.5	12877.5	13129	12978.5	0	1	0	0	0	10	0	0	0	0	0	0	147	0	0	0	0	0	1	0	113	0	27	0	0	0	0	0	0	1	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	15.5	"AWI"	15.5	12898	13153	13002.5	1	1	0	1	0	5	0	0	0	0	0	0	156	0	0	0	0	0	1	0	94	0	8	0	2	0	0	0	0	2	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	16.5	"AWI"	16.5	12916	13184	13026	0	0	0	4	0	5	0	0	0	0	0	0	36	0	0	0	0	0	1	0	44	0	11	0	0	0	0	0	0	1	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	17.5	"AWI"	17.5	12934	13221.5	13049.5	0	0	0	1	0	8	0	0	0	0	0	0	92	0	0	0	1	0	0	0	115	0	16	0	0	0	0	2	0	4	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	18.5	"AWI"	18.5	12950.5	13258	13072.5	0	0	0	0	0	35	0	0	0	1	0	0	153	0	0	0	0	0	0	0	85	0	26	0	0	0	0	0	0	1	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	19.5	"AWI"	19.5	12965	13294	13094.5	0	1	0	0	0	26	0	0	0	0	0	0	172	0	0	0	0	0	0	0	62	0	37	0	0	0	0	1	0	2	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	20.5	"AWI"	20.5	13018.5	13340	13144	0	0	1	1	0	132	1	0	0	0	0	0	117	0	0	0	0	0	0	0	30	0	20	0	0	0	0	2	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	21.5	"AWI"	21.5	13109.5	13396	13221.5	0	0	4	3	0	45	0	0	0	0	0	0	165	0	0	0	0	0	0	0	34	0	51	0	0	0	0	0	0	2	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	22.5	"AWI"	22.5	13195.5	13453.5	13298.5	0	0	1	2	0	103	0	0	0	0	0	0	126	0	0	0	0	0	0	0	27	0	40	0	0	0	0	0	0	2	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	23.5	"AWI"	23.5	13275.5	13513	13375.5	0	0	2	8	0	74	0	0	0	0	0	0	130	0	0	0	0	0	0	0	10	0	73	0	0	0	0	2	0	5	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	24.5	"AWI"	24.5	13351	13580	13453	0	0	1	4	0	61	0	0	0	0	0	0	114	0	0	0	0	0	0	0	8	0	105	0	0	0	0	1	0	8	0	3	0
13446	20165	"Bosscherheide"	51.57861	6.09472	25.5	"AWI"	25.5	13421.5	13655.5	13530.5	0	0	1	7	0	79	0	0	0	0	0	0	85	0	0	0	0	0	0	0	7	0	111	0	0	2	0	7	0	11	0	4	0
13446	20165	"Bosscherheide"	51.57861	6.09472	26.5	"AWI"	26.5	13487	13736	13606	1	1	1	5	2	66	0	0	0	0	0	0	64	0	0	0	0	0	0	0	6	0	127	0	0	0	0	3	0	30	0	1	0
13446	20165	"Bosscherheide"	51.57861	6.09472	27.5	"AWI"	27.5	13549.5	13820.5	13681.5	0	0	6	8	0	57	0	1	0	0	3	2	94	0	0	0	6	0	0	0	26	0	107	0	0	1	0	5	2	22	0	3	0
13446	20165	"Bosscherheide"	51.57861	6.09472	28.5	"AWI"	28.5	13608	13910.5	13758	0	0	5	10	0	100	2	0	0	0	0	0	100	0	0	0	9	0	0	0	22	0	200	8	0	6	0	6	2	52	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	29.5	"AWI"	29.5	13664	14004.5	13834.5	0	0	1	2	0	186	0	0	0	0	1	8	26	0	0	0	14	0	0	0	13	0	60	1	0	0	0	1	2	13	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	30.5	"AWI"	30.5	13721	14066.5	13891.5	0	0	1	5	0	149	0	0	0	0	1	0	12	0	0	0	22	0	0	0	4	0	127	0	0	1	0	1	0	4	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	31.5	"AWI"	31.5	13774.5	14101.5	13929	0	0	1	5	2	174	0	0	0	0	1	4	12	0	0	0	32	1	0	0	3	0	93	0	0	0	0	1	1	11	1	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	32.5	"AWI"	32.5	13812.5	14147.5	13968.5	0	1	1	8	3	159	0	0	0	0	2	0	20	1	0	0	21	0	0	0	2	0	146	0	0	1	0	1	0	17	0	4	0
13446	20165	"Bosscherheide"	51.57861	6.09472	33.5	"AWI"	33.5	13836	14207	14007.5	0	0	3	4	0	164	0	0	0	0	0	0	19	0	0	0	18	0	0	0	5	0	160	0	0	1	0	2	0	24	0	2	0
13446	20165	"Bosscherheide"	51.57861	6.09472	34.5	"AWI"	34.5	13855	14280.5	14042	0	0	14	12	0	168	0	1	0	0	1	0	45	0	0	0	87	0	0	0	7	2	244	0	0	4	0	4	4	41	0	2	2
13446	20165	"Bosscherheide"	51.57861	6.09472	35.5	"AWI"	35.5	13869.5	14361.5	14073	1	0	6	28	5	126	0	0	0	2	3	0	27	0	0	0	184	0	0	0	1	2	213	0	0	5	0	4	2	100	0	6	0
13446	20165	"Bosscherheide"	51.57861	6.09472	36.5	"AWI"	36.5	13879.5	14447	14102	1	0	6	39	0	157	1	0	0	0	3	0	28	0	0	0	65	0	0	0	1	4	177	5	1	8	0	3	2	30	0	27	0
13446	20165	"Bosscherheide"	51.57861	6.09472	37.5	"AWI"	37.5	13888.5	14535	14130	0	1	11	130	4	127	0	4	0	0	4	0	136	3	0	1	165	1	0	0	4	7	456	2	0	9	11	8	4	36	0	12	0
