"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Laurus"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15895	24463	"Lastioulles"	45.38611	2.63611	5	"AWI"	5	474	1986	1234	0	0	2.78745644599303	0	0.696864111498258	0	0	0	2.4390243902439	0	0	0	0	2.78745644599303	0	0	0.348432055749129	1.39372822299652	0	0.696864111498258	15.6794425087108	2.09059233449477	0	0	0	0	13.588850174216	0	0.348432055749129	0	0	1.04529616724739	0.696864111498258	0	0	0	0	0	0	0	0	0	0.696864111498258	0	0	0	0	32.7526132404181	0	0	0	0	14.9825783972125	0	0.348432055749129	0	0	0	5.92334494773519	0.348432055749129	0	0	0	0	0	0	0.348432055749129	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	10	"AWI"	10	643	2123	1405	0.230414746543779	0	4.3778801843318	0.230414746543779	0.230414746543779	0	0.460829493087558	0	2.76497695852535	0	0	0	0	0.921658986175115	0	0	0	2.53456221198157	0	0	4.60829493087558	39.1705069124424	0	0	0	0	14.0552995391705	0.460829493087558	0	0	0	0	0.921658986175115	0	0	0	0	0	0	0.460829493087558	0	0	0.460829493087558	0.691244239631336	0	0	0	16.3594470046083	0	0	0	0	6.68202764976959	0	0	0	0	0	2.53456221198157	1.15207373271889	0.230414746543779	0	0	0	0	0	0	0.460829493087558	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	15	"AWI"	15	844	2267	1581	0.574712643678161	0	10.0574712643678	0	0	0	1.14942528735632	0	23.2758620689655	0	0	0	0	0.28735632183908	0	0	0	0.28735632183908	0	0	6.60919540229885	1.14942528735632	0	0	0	0	20.1149425287356	0.28735632183908	0	0	0	0	0	0.28735632183908	0	0	0.28735632183908	0	0	0	0	0	0	0.28735632183908	0	0	0	20.6896551724138	0	0.28735632183908	0	0	10.9195402298851	0	0.574712643678161	0	0	0	2.01149425287356	0	0	0	0	0	0	0	0.28735632183908	0.574712643678161	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	20	"AWI"	20	1037	2424	1750	0.920245398773006	0	3.98773006134969	0.306748466257669	0	0	1.22699386503067	0	12.5766871165644	0	0	0	0	0	0	0	0	0	0	0.306748466257669	15.6441717791411	1.84049079754601	0	0	0	0	42.9447852760736	0	0.306748466257669	0	0	0	0.306748466257669	0	0	0	0	0.306748466257669	0	0	0	0	1.22699386503067	0	0	0	0	9.8159509202454	0	0	0	0	6.13496932515337	0	0.613496932515337	0	0	0	1.53374233128834	0	0	0	0	0	0	0	0	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	25	"AWI"	25	1242	2568	1921	1.99501246882793	0	21.1970074812968	0.498753117206983	0	0	0	0	37.4064837905237	0	0	0	0	0	0	0	0	0	0	0	6.48379052369077	0.249376558603491	0	0	0	0	14.9625935162095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498753117206983	0	0	0	7.73067331670823	0	0	0	0	5.7356608478803	0	0.498753117206983	0	0	0	2.49376558603491	0	0	0	0	0	0	0	0.249376558603491	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	30	"AWI"	30	1434	2723	2092	10.5431309904153	0	16.2939297124601	0	0	0	0.319488817891374	0	12.779552715655	0	0	0	0	0	0	0	0	0	0	0	6.38977635782748	1.91693290734824	0	0	0	0	22.3642172523962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.638977635782748	0	0	0	18.2108626198083	0	0	0	0	9.90415335463259	0	0	0	0	0	0.319488817891374	0	0	0	0	0	0	0	0.319488817891374	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	35	"AWI"	35	1635	2880	2269	9.17721518987342	0	13.9240506329114	0	0	0	0	0	24.6835443037975	0	0	0	0	0	0	0	0	0	0	0	13.2911392405063	0.316455696202532	0	0	0	0	21.8354430379747	0.632911392405063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43037974683544	0	0	0	0	11.3924050632911	0	0	0	0	0	0.316455696202532	0	0	0	0	0	0	0	0	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	40	"AWI"	40	1828	3038	2438	13.1736526946108	0	20.3592814371257	0	0.29940119760479	0	0	0	11.9760479041916	0	0	0	0	0	0	0	0	0	0	0	13.4730538922156	0.598802395209581	0	0	0	0	18.8622754491018	0.898203592814371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19760479041916	0	0	0	0	0	0	0	0	17.3652694610778	0	0	0	0	0	0.29940119760479	0	0	0	0	0	0	1.19760479041916	0.29940119760479	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	45	"AWI"	45	2021	3185	2609	18.7861271676301	0	7.80346820809249	0	0	0	0	0	3.75722543352601	0	0	0	0	0	0	0	0	0	0	0	6.06936416184971	3.46820809248555	0	0	0	0	34.6820809248555	1.15606936416185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44508670520231	0	0	0	6.35838150289017	0	0	0	0	14.4508670520231	0	0	0	0	0	0	0.578034682080925	0	0	0	0	0	1.15606936416185	0.289017341040462	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	50	"AWI"	50	2184	3356	2774	9.3841642228739	0	15.2492668621701	0	0.293255131964809	0	0	0	32.5513196480938	0	0	0	0	0	0	0	0	0	0	0.293255131964809	6.158357771261	0.586510263929619	0	0	0	0	18.1818181818182	0.586510263929619	0	0	0	0	0	0	0	0	0	0.586510263929619	0	0	0	0	0	0.293255131964809	0	0	0	0	0	0	0	0	12.0234604105572	0	0	2.05278592375367	0	0.293255131964809	0	0.293255131964809	0	0	0	0	0	0.879765395894428	0.293255131964809	0	0	0
