"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15910	24497	"Couëdic"	47.21389	-1.55722	657	"AWI"	657	1156	2907	1906	1	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	717	"AWI"	717	1370	3348	2230	0	0	13	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	747	"AWI"	747	1529	3448	2406	0	0	19	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	777	"AWI"	777	1657	3588	2584	0	0	36	29	0	0	1	0	2	1	0	0	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	0	0	0	0	30	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	797	"AWI"	797	1713	3707	2693	2	0	33	19	0	0	1	0	6	0	0	0	0	1	0	0	0	0	15	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	0	0	70	0	0	0	0	0	0	1	0	0	0	0	6	6	0	8
15910	24497	"Couëdic"	47.21389	-1.55722	810	"AWI"	810	1755	3809	2764	2	2	42	12	0	1	1	0	3	0	0	0	0	0	0	0	0	1	15	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	17	0	0	0	0	0	102	0	1	0	0	0	0	0	0	0	0	0	3	7	0	28
15910	24497	"Couëdic"	47.21389	-1.55722	845	"AWI"	845	2023	3910	2958	2	0	36	12	0	2	2	0	3	0	0	0	0	1	0	0	0	0	21	0	5	0	0	0	0	8	1	0	0	0	0	1	0	0	1	0	0	2	19	0	0	0	2	0	124	0	1	0	0	0	0	0	0	0	0	0	8	2	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	875	"AWI"	875	2180	4019	3135	3	0	45	21	1	1	1	0	8	0	0	0	0	1	0	0	0	1	20	0	8	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	3	22	0	0	0	2	0	133	0	1	0	0	1	0	2	0	0	0	0	9	2	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	915	"AWI"	915	2316	4229	3368	0	1	48	10	1	1	1	0	5	0	0	0	3	1	0	0	0	0	20	0	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	6	0	2	15	0	0	121	0	0	0	0	1	0	0	0	1	0	0	9	2	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	975	"AWI"	975	2939	4417	3672	0	0	48	15	1	1	1	0	1	1	0	0	0	1	0	0	0	0	17	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	1	16	0	0	9	3	0	108	1	1	0	0	1	0	0	0	0	0	0	12	2	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1005	"AWI"	1005	3162	4516	3838	1	0	46	17	1	2	0	0	5	0	0	0	0	1	0	0	0	0	16	0	6	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	17	0	0	10	2	0	88	0	0	0	0	0	0	0	0	0	0	0	7	2	0	2
15910	24497	"Couëdic"	47.21389	-1.55722	1035	"AWI"	1035	3333	4672	4013	2	0	51	2	2	1	1	0	3	0	0	0	0	2	0	0	0	0	75	0	3	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	1	12	0	0	7	4	0	62	0	1	0	0	0	0	0	0	0	0	0	11	3	0	3
15910	24497	"Couëdic"	47.21389	-1.55722	1065	"AWI"	1065	3863	4837	4298	2	0	54	15	0	1	2	0	3	0	1	0	0	2	0	0	0	0	20	0	1	0	0	0	0	7	1	0	0	0	6	1	0	0	0	0	0	1	11	0	0	13	0	0	101	0	2	0	0	0	0	0	0	0	0	0	9	1	0	2
15910	24497	"Couëdic"	47.21389	-1.55722	1085	"AWI"	1085	4009	5119	4511	2	0	55	9	0	1	0	0	11	0	0	0	0	0	0	0	0	0	60	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	5	6	0	2
15910	24497	"Couëdic"	47.21389	-1.55722	1125	"AWI"	1125	4163	6003	4888	0	0	83	34	2	1	2	0	2	0	0	0	0	2	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	69	1	0	0	0	0	0	0	0	0	0	0	10	2	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1155	"AWI"	1155	4406	6515	5208	1	0	31	31	0	1	1	0	2	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	2	0	63	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1185	"AWI"	1185	4789	6672	5643	0	0	87	27	0	1	1	0	2	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	6	1	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1205	"AWI"	1205	4966	6813	5948	1	0	40	17	0	0	1	0	1	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	7	2	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1235	"AWI"	1235	5145	7082	6395	0	1	111	32	0	1	0	0	2	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1275	"AWI"	1275	5506	7408	6779	0	0	43	29	0	8	3	0	3	0	0	1	0	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	6	0	0	36	0	0	0	0	0	0	0	0	0	0	0	18	7	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1305	"AWI"	1305	5801	7473	6979	0	0	80	40	0	3	2	0	7	0	0	0	0	0	0	0	0	0	30	0	3	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	26	0	0	0	0	0	108	0	1	0	0	0	0	0	0	0	0	0	9	2	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1335	"AWI"	1335	6011	7588	7192	0	0	63	42	0	2	4	0	5	0	0	2	0	1	0	0	0	0	21	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	21	0	0	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0	16	8	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1355	"AWI"	1355	6154	7767	7315	2	0	72	40	0	2	2	0	2	0	0	10	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	16	0	0	0	0	0	86	1	1	0	2	1	0	0	1	0	0	0	11	3	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1385	"AWI"	1385	6276	7929	7416	2	1	21	35	0	2	1	0	6	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	35	0	2	10	0	0	93	0	0	0	0	0	0	0	0	0	0	0	16	3	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1415	"AWI"	1415	6371	8005	7473	4	1	67	29	0	2	2	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	33	0	0	0	0	0	113	0	1	0	0	0	0	3	0	0	0	0	14	7	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1445	"AWI"	1445	6449	8107	7532	2	0	23	49	0	1	2	0	1	0	0	1	0	1	0	0	0	0	18	1	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	19	0	0	0	0	0	134	0	1	0	0	0	0	0	0	0	0	0	15	8	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1475	"AWI"	1475	6522	8217	7587	0	1	30	57	1	2	3	0	5	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	22	0	2	0	0	0	92	0	0	0	0	1	0	1	2	0	0	0	16	4	0	2
15910	24497	"Couëdic"	47.21389	-1.55722	1505	"AWI"	1505	6630	8278	7658	2	0	11	31	0	0	2	0	2	0	0	0	0	1	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	7	0	0	75	0	1	0	0	0	0	2	0	0	0	0	7	1	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1534	"AWI"	1534	6706	8348	7726	0	0	33	41	1	1	2	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	98	0	0	1	0	0	0	0	0	0	0	0	18	3	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1564	"AWI"	1564	6792	8441	7791	2	0	17	24	1	1	1	0	2	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40	0	0	12	0	0	123	0	0	0	0	0	0	0	0	0	0	0	22	6	1	1
15910	24497	"Couëdic"	47.21389	-1.55722	1603	"AWI"	1603	6908	8560	7876	4	0	17	47	1	1	1	0	5	0	0	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	92	0	0	1	0	1	0	5	0	0	0	1	17	2	1	3
15910	24497	"Couëdic"	47.21389	-1.55722	1635	"AWI"	1635	7020	8628	7948	2	0	18	35	1	0	2	0	2	0	0	0	0	0	0	0	0	0	22	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	72	0	0	0	0	0	72	0	1	0	0	1	0	1	0	0	0	0	9	3	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1665	"AWI"	1665	7105	8695	8012	1	0	29	51	0	0	1	0	3	0	0	0	0	0	0	0	0	0	26	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	8	0	0	108	0	0	0	0	0	0	2	2	0	0	0	18	6	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1695	"AWI"	1695	7168	8785	8080	1	0	31	47	0	2	1	0	3	0	0	0	0	0	0	0	0	1	29	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	39	0	0	0	0	0	108	0	1	0	0	0	0	0	0	0	0	0	17	9	0	4
15910	24497	"Couëdic"	47.21389	-1.55722	1725	"AWI"	1725	7269	8837	8142	1	0	77	13	0	2	1	0	1	0	0	0	0	0	0	1	0	0	79	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	12	26	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1755	"AWI"	1755	7357	8887	8213	1	0	26	58	0	2	3	0	2	0	0	0	0	1	0	0	0	0	30	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	0	0	16	0	0	75	0	0	0	0	0	0	0	0	0	0	0	11	12	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1785	"AWI"	1785	7454	8965	8284	0	0	17	41	1	2	2	0	1	0	0	3	0	0	0	0	0	0	19	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	18	8	0	4
15910	24497	"Couëdic"	47.21389	-1.55722	1815	"AWI"	1815	7534	9040	8355	0	0	26	57	1	2	2	0	6	0	0	1	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	84	0	0	0	0	1	0	0	0	0	0	0	22	3	0	2
15910	24497	"Couëdic"	47.21389	-1.55722	1845	"AWI"	1845	7638	9093	8424	0	1	162	9	0	6	0	0	3	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	64	0	0	0	0	0	0	0	1	0	0	0	7	3	0	1
15910	24497	"Couëdic"	47.21389	-1.55722	1870	"AWI"	1870	7739	9140	8481	0	0	40	18	2	1	2	0	9	0	0	0	0	0	0	0	0	0	40	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	34	0	0	0	0	0	80	0	1	0	0	0	0	0	0	0	0	0	5	6	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1900	"AWI"	1900	7837	9216	8551	0	0	44	14	2	0	1	0	5	0	0	1	0	0	0	0	0	1	32	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	1930	"AWI"	1930	7919	9284	8619	0	0	38	16	2	2	3	0	4	0	0	0	0	0	0	0	0	1	36	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	95	0	1	0	0	0	0	0	0	0	0	0	19	9	0	2
15910	24497	"Couëdic"	47.21389	-1.55722	1960	"AWI"	1960	8029	9326	8689	1	0	47	16	1	1	3	0	7	0	0	0	0	0	0	1	0	0	47	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	16	0	0	107	0	2	0	0	0	0	0	2	0	0	1	7	6	1	1
15910	24497	"Couëdic"	47.21389	-1.55722	1990	"AWI"	1990	8127	9382	8760	0	0	43	22	1	0	1	0	7	0	0	0	0	0	0	0	0	0	53	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	93	0	3	0	0	0	0	0	0	0	0	0	19	18	0	3
15910	24497	"Couëdic"	47.21389	-1.55722	2030	"AWI"	2030	8234	9481	8857	0	0	38	8	0	2	2	0	6	0	0	0	0	0	0	0	0	0	67	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	94	0	2	0	0	0	0	1	0	0	0	0	10	12	0	2
15910	24497	"Couëdic"	47.21389	-1.55722	2050	"AWI"	2050	8315	9509	8902	0	0	43	7	1	2	2	0	3	0	0	0	0	0	0	1	0	0	43	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	19	0	0	18	0	0	142	0	1	0	0	0	0	0	0	0	0	0	17	9	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	2090	"AWI"	2090	8455	9589	9001	0	1	43	1	1	1	0	0	6	0	0	1	0	0	0	0	0	0	83	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	21	0	0	0	0	0	113	0	0	0	0	0	0	1	0	0	0	0	13	11	2	2
15910	24497	"Couëdic"	47.21389	-1.55722	2120	"AWI"	2120	8525	9661	9074	0	0	10	1	1	0	2	0	2	0	0	0	0	0	0	1	0	0	57	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	93	0	2	0	0	1	0	0	0	0	0	0	6	13	2	3
15910	24497	"Couëdic"	47.21389	-1.55722	2140	"AWI"	2140	8558	9731	9125	0	0	9	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	65	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	0	0	0	0	0	140	0	1	0	0	2	0	4	0	0	0	0	7	9	0	5
