"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrtus"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Trachycarpus"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23901	41460	"Lago di Origlio"	46.05152	8.94329	6.25	"AWI"	6.25	-36.75	-31.5	-34.5	0	0	0	110	0	0	2	3	0	17	0	0	0	0	7	0	0	69	0	0	9	8	0	0	5	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	2	0	0	1	0	0	22	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	6.75	"AWI"	6.75	-36.25	-30.5	-33.5	0	0	0	122	0	0	0	1	0	14	0	0	0	0	4	0	0	75	0	0	9	6	0	0	0	0	3	0	5	0	0	0	0	0	4	3	0	0	0	0	0	0	0	1	0	0	9	2	0	0	0	2	0	0	0	0	0	16	2	0	0	0	0	5	1	0	0	0	0	0	1	0	0	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	7.25	"AWI"	7.25	-35.75	-29.75	-32.75	0	0	0	141	0	0	0	0	0	22	0	0	0	0	7	0	0	108	1	0	15	3	0	0	2	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	1	0	0	25	1	0	0	0	0	6	5	0	0	0	0	0	3	0	0	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	7.75	"AWI"	7.75	-35.25	-29.25	-32.25	0	0	0	0	0	0	0	0	0	15	0	0	0	0	10	0	0	93	1	0	7	4	0	0	0	0	3	0	10	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	20	0	0	0	0	0	1	3	0	0	0	0	0	3	0	1	1	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	8.25	"AWI"	8.25	-34.5	-28.5	-31.5	0	0	0	137	0	0	0	2	0	18	0	0	0	0	6	0	0	103	1	0	15	7	0	0	0	0	3	0	0	0	0	0	0	0	7	3	0	0	0	1	0	1	0	1	0	0	0	1	11	0	0	2	0	0	3	0	0	16	0	0	0	0	0	5	2	0	1	0	0	0	1	0	1	6	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	8.75	"AWI"	8.75	-33.5	-27.5	-30.5	0	1	0	126	2	0	0	2	0	25	0	0	0	0	4	0	0	108	1	0	11	1	0	0	0	0	11	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	1	0	0	0	0	0	26	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	9.25	"AWI"	9.25	-32.75	-26.5	-29.75	0	1	0	120	0	0	1	0	0	14	0	1	0	1	8	0	0	78	0	1	11	1	0	0	0	0	6	0	0	0	0	1	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	1	12	0	0	1	0	0	1	0	0	22	0	0	0	1	0	7	3	0	0	0	0	0	0	0	0	3	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	9.75	"AWI"	9.75	-32.25	-25.5	-29.25	0	0	0	107	0	0	0	1	0	17	0	1	0	0	5	0	0	91	1	0	12	4	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	2	0	0	20	2	0	0	1	0	4	2	0	0	0	0	0	2	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	10.25	"AWI"	10.25	-31.5	-24.5	-28.5	0	0	0	0	3	0	0	0	0	13	0	0	0	0	5	0	0	77	0	0	6	2	0	0	4	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	2	0	0	0	0	0	27	0	0	0	1	0	3	5	1	0	0	0	0	3	0	0	2	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	10.75	"AWI"	10.75	-30.5	-23.5	-27.5	0	1	0	121	1	0	2	1	0	18	0	0	1	0	3	0	0	62	0	0	13	2	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	14	1	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	11.25	"AWI"	11.25	-29.75	-22.75	-26.5	1	0	0	115	1	0	1	3	0	19	0	0	0	0	6	0	0	73	1	0	8	5	0	0	0	0	2	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	1	0	0	23	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	11.75	"AWI"	11.75	-29.25	-22.25	-25.5	1	0	0	104	0	0	0	1	0	22	0	0	0	0	7	0	0	85	0	0	13	4	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	3	10	0	0	0	0	0	3	0	0	34	0	0	0	0	0	4	3	0	0	0	0	0	2	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	12.25	"AWI"	12.25	-28.5	-21.5	-24.75	0	0	0	106	0	0	1	1	0	19	0	0	0	0	7	0	0	85	1	0	12	5	0	0	0	0	5	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	3	9	0	0	0	0	0	1	0	0	13	1	0	0	0	0	9	1	0	0	0	0	0	2	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	12.75	"AWI"	12.75	-27.5	-20.5	-24.25	0	0	0	0	1	0	1	1	0	13	0	1	0	0	9	0	0	68	1	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	17	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	13.25	"AWI"	13.25	-26.75	-19.5	-23.5	0	0	0	0	0	0	0	0	0	24	0	0	0	0	9	0	0	96	1	0	19	5	0	0	7	0	3	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	11	8	9	1	0	0	0	0	1	0	0	24	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	4	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	13.75	"AWI"	13.75	-26.25	-18.5	-22.5	1	0	0	0	0	0	1	2	0	15	0	1	0	0	10	0	0	89	0	0	9	7	0	0	0	0	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	16	0	0	0	0	0	4	4	0	0	0	0	0	1	0	1	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	14.25	"AWI"	14.25	-25.75	-17.75	-21.75	0	1	0	104	0	0	0	1	0	20	0	1	0	0	15	0	0	69	0	0	6	3	0	0	0	0	1	0	6	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	6	3	0	0	0	1	0	0	1	0	0	17	0	0	0	0	0	3	3	0	0	0	0	1	2	0	1	1	1	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	14.75	"AWI"	14.75	-25.25	-17.25	-21.25	0	0	0	136	0	0	0	1	0	18	0	0	0	0	11	0	0	81	0	0	8	7	0	0	0	0	3	0	7	0	0	0	0	0	4	7	0	1	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	8	3	0	0	0	0	0	0	0	1	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	15.25	"AWI"	15.25	-24.5	-16.5	-20.5	0	0	0	102	0	0	2	1	0	7	0	0	0	0	11	0	0	94	1	0	12	5	0	0	7	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	15.75	"AWI"	15.75	-23.5	-15.5	-19.5	0	0	0	121	2	0	0	0	0	17	0	0	0	0	17	0	0	67	0	0	15	4	0	0	0	0	1	0	7	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	1	56	0	2	0	0	14	0	0	0	0	0	4	1	0	0	0	0	0	2	0	0	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	16.25	"AWI"	16.25	-22.75	-14.5	-18.5	0	0	0	0	0	0	1	3	0	11	0	0	0	0	8	0	0	93	0	0	6	2	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	1	11	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	16.75	"AWI"	16.75	-22.25	-13.5	-17.5	0	0	0	109	2	0	0	2	0	9	0	0	0	0	8	0	0	83	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	2	0	0	4	1	0	0	0	1	0	0	1	0	0	8	0	0	0	0	0	5	1	0	1	0	0	1	0	0	1	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	17.25	"AWI"	17.25	-21.5	-12.5	-16.75	0	0	0	125	0	0	1	0	0	14	0	0	0	0	14	0	0	97	1	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	13	0	0	2	0	0	0	0	1	18	0	0	0	0	0	5	2	0	0	0	0	0	1	0	0	4	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	17.75	"AWI"	17.75	-20.5	-11.5	-16.25	0	0	0	0	0	0	0	1	0	5	0	1	0	0	5	0	0	92	0	0	13	5	0	0	0	0	1	0	6	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	12	1	0	0	0	0	5	0	0	0	0	2	0	1	0	2	4	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	18.25	"AWI"	18.25	-19.75	-10.5	-15.5	0	0	0	119	0	0	0	3	0	21	0	1	0	0	13	0	0	96	1	0	16	7	0	0	0	0	1	0	6	0	0	0	0	1	7	1	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	1	46	0	0	0	0	31	0	0	0	0	0	4	5	0	0	0	0	0	1	0	0	0	1	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	18.75	"AWI"	18.75	-19.25	-9.5	-14.5	0	1	0	108	0	0	0	0	0	11	0	1	1	0	8	0	2	68	0	0	10	6	0	0	0	0	2	0	8	0	0	0	0	0	3	4	0	1	0	0	0	0	0	0	0	0	0	6	12	0	0	2	0	0	1	0	0	15	0	0	0	1	0	1	5	0	0	0	0	0	1	0	1	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	19.25	"AWI"	19.25	-18.5	-8.75	-13.75	0	0	0	0	0	0	0	0	0	15	0	0	0	0	10	0	0	74	1	0	11	7	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	5	4	9	0	0	6	0	0	1	0	0	19	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	19.75	"AWI"	19.75	-17.5	-8.25	-13.25	0	2	0	138	0	0	0	3	0	10	0	0	0	0	10	0	0	66	0	0	16	11	0	0	0	0	3	1	4	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	4	9	0	0	2	0	0	1	0	0	9	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	20.25	"AWI"	20.25	-16.75	-7.5	-12.5	0	0	0	110	0	0	0	2	0	13	0	0	0	0	9	0	0	90	2	0	15	7	0	0	0	0	5	0	5	0	0	0	0	0	5	2	0	1	0	0	0	1	0	0	0	0	0	1	9	0	0	3	0	0	0	0	0	16	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	20.75	"AWI"	20.75	-16.25	-6.5	-11.5	0	0	0	0	0	0	0	1	0	15	0	0	0	0	12	0	0	118	0	0	14	2	0	0	0	0	2	0	5	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	4	4	0	0	0	4	0	0	1	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	21.25	"AWI"	21.25	-15.75	-5.5	-10.75	0	0	0	128	0	0	1	1	0	14	0	1	0	0	13	0	0	93	1	0	15	4	0	0	0	0	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	4	0	0	0	0	0	10	2	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	1	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	21.75	"AWI"	21.75	-15.25	-4.5	-10.25	0	0	0	0	0	0	1	1	0	15	0	1	0	0	15	0	0	61	0	0	8	2	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	22.25	"AWI"	22.25	-14.5	-3.5	-9.5	1	0	0	99	1	0	0	1	0	9	0	1	0	0	15	0	0	76	1	0	15	6	0	0	3	0	0	0	5	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	6	2	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	22.75	"AWI"	22.75	-13.5	-2.5	-8.5	0	0	0	112	2	0	0	0	0	16	0	0	0	0	12	0	0	88	0	0	24	4	0	0	0	0	0	0	10	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	7	1	0	0	0	0	0	2	0	1	1	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	23.25	"AWI"	23.25	-12.75	-1.75	-7.5	0	0	0	98	1	0	0	0	0	17	0	0	0	0	20	0	0	84	2	0	14	7	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	7	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	3	0	0	0	1	2	1	0	1	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	23.75	"AWI"	23.75	-12.25	-1.25	-6.5	0	0	0	95	0	0	0	4	0	15	0	0	0	0	17	0	0	82	0	0	12	5	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	7	1	0	0	0	2	0	0	0	0	0	19	1	0	0	0	0	4	2	0	0	0	0	0	2	0	1	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	24.25	"AWI"	24.25	-11.5	-0.5	-5.75	1	0	0	101	0	0	0	0	0	6	0	0	0	0	18	0	0	73	0	0	15	4	0	0	0	0	0	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	4	0	0	7	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	24.75	"AWI"	24.75	-10.5	0.5	-5.25	0	0	0	91	0	0	1	2	0	6	0	0	0	0	23	0	0	82	1	0	12	3	0	0	0	0	3	0	0	0	0	0	0	0	9	1	0	0	0	0	0	1	0	1	0	0	0	3	11	0	0	1	0	0	0	0	0	14	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	1	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	25.25	"AWI"	25.25	-9.75	1.5	-4.5	0	0	0	0	1	0	0	0	0	10	0	1	1	1	14	0	0	86	1	0	15	11	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	25.75	"AWI"	25.75	-9.25	2.5	-3.5	0	0	0	90	0	0	0	2	0	11	0	1	0	0	27	0	0	77	1	0	9	4	0	0	0	0	5	0	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	13	1	0	0	3	0	0	3	0	0	0	0	1	0	0	0	1	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	26.25	"AWI"	26.25	-8.5	3.25	-2.75	0	0	0	0	0	0	0	3	0	3	0	0	0	0	17	0	0	91	0	0	7	8	0	0	0	0	2	0	4	0	0	0	0	0	4	3	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	1	0	0	1	0	0	17	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	26.75	"AWI"	26.75	-7.5	3.75	-2.25	0	0	0	0	1	0	0	2	0	5	0	0	0	0	20	0	0	69	0	0	18	9	0	0	4	0	5	0	5	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0	0	2	8	0	0	2	0	0	0	0	0	12	0	0	0	1	0	5	2	0	0	0	0	1	0	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	27.25	"AWI"	27.25	-6.75	4.5	-1.5	0	0	0	99	2	0	0	0	0	13	0	0	0	0	22	0	0	73	0	0	12	7	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	17	0	0	0	1	0	5	1	0	0	0	1	0	1	0	0	0	0	3
23901	41460	"Lago di Origlio"	46.05152	8.94329	27.75	"AWI"	27.75	-6.25	5.5	-0.5	0	0	0	107	1	0	0	2	0	12	0	1	0	0	36	0	0	118	1	1	25	11	0	0	8	0	3	0	6	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	4	11	0	0	2	0	0	0	0	0	9	0	0	0	0	0	2	4	0	0	0	1	0	3	0	1	4	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	28.25	"AWI"	28.25	-5.5	6.5	0.5	1	0	0	81	0	0	1	4	0	8	0	0	0	0	32	0	0	74	1	0	7	5	1	0	4	0	3	0	6	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	4	7	0	0	1	0	0	0	0	0	19	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	28.75	"AWI"	28.75	-4.5	7.5	1.5	0	1	0	81	0	0	0	0	0	5	0	0	0	0	23	0	0	78	0	0	14	3	0	0	0	0	4	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	22	5	0	0	0	0	1	2	0	1	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	29.25	"AWI"	29.25	-3.75	8.5	2.25	0	2	0	0	0	0	0	0	0	14	0	0	0	0	34	0	0	68	0	0	9	5	0	0	0	0	1	0	3	0	0	0	0	0	3	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	29.75	"AWI"	29.75	-3.25	9.5	2.75	0	0	0	73	0	0	0	3	0	10	0	0	1	0	25	0	0	70	1	0	19	4	0	0	0	0	2	0	3	0	0	0	0	0	7	2	0	1	0	0	0	0	0	1	0	0	5	1	0	0	0	2	0	0	1	0	0	10	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	30.25	"AWI"	30.25	-2.5	10.25	3.5	0	0	0	79	1	0	0	1	0	11	0	0	0	0	26	0	0	67	1	0	15	7	0	0	9	0	1	0	4	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
23901	41460	"Lago di Origlio"	46.05152	8.94329	30.75	"AWI"	30.75	-1.5	10.75	4.5	1	0	0	71	1	0	0	1	0	6	0	0	0	0	28	0	0	64	1	0	8	11	0	0	0	0	2	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	12	0	0	0	1	0	1	2	1	0	0	0	2	3	0	0	2	1	0
