"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Lamiaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Tilia"	"Ulmus"	"Urticaceae"
13398	20068	"Leerdam"	51.88806	5.07556	221	"AWI"	221	2144	2572	2370	0	0.145878920495988	53.8293216630197	0	0	0.0729394602479942	0	0.729394602479942	0.948212983223924	0	0.948212983223924	1.38584974471189	1.02115244347192	0.0729394602479942	2.26112326768782	0	0.0729394602479942	0	0	0.0729394602479942	0	0	1.2399708242159	0.0729394602479942	28.1546316557257	5.54339897884756	0.437636761487965	0.291757840991977	0.145878920495988	0	2.18818380743982	0	0.145878920495988	0.218818380743982	0
13398	20068	"Leerdam"	51.88806	5.07556	225	"AWI"	225	2274	2689	2492	0	0.103815208928108	89.410848689333	0.077861406696081	0	0.051907604464054	0	0.337399429016351	0.285491824552297	0	0.570983649104594	1.11601349597716	0.415260835712432	0	0.648845055800675	0	0	0	0	0	0	0.0129769011160135	0.220607318972229	0.129769011160135	0	2.90682584998702	0.155722813392162	0.207630417856216	0.389307033480405	0	2.77705683882689	0	0	0.155722813392162	0.025953802232027
13398	20068	"Leerdam"	51.88806	5.07556	229	"AWI"	229	2405	2800	2615	0.0282246683601468	0	85.3231724527237	0.0846740050804403	0	0.141123341800734	0	0.338696020321761	0.451594693762348	0	0.225797346881174	0.987863392605137	0.395145357042055	0.0846740050804403	0.423370025402202	0	0	0	0.112898673440587	0.0564493367202935	0.0282246683601468	0.0282246683601468	0.451594693762348	0.169348010160881	4.26192492238216	2.34264747389218	0.338696020321761	0.197572678521027	1.07253739768558	0	2.1732994637313	0.112898673440587	0.0282246683601468	0.112898673440587	0.0282246683601468
13398	20068	"Leerdam"	51.88806	5.07556	233	"AWI"	233	2535	2913	2736	0.0576867608883761	0	56.0715315835016	0.230747043553504	0	0.173060282665128	0	0.807614652437266	2.30747043553504	0	0.807614652437266	5.19180847995385	1.09604845687915	0.692241130660513	2.71127776175368	0	0	0	0.288433804441881	0.0576867608883761	0	0.14421690222094	1.61522930487453	0.173060282665128	16.9599077011826	5.48024228439573	0.288433804441881	0.230747043553504	0.576867608883761	0	3.8650129795212	0.0576867608883761	0	0.0576867608883761	0.0576867608883761
13398	20068	"Leerdam"	51.88806	5.07556	237	"AWI"	237	2662	3029	2854	0	0.041407867494824	76.1076604554866	0.082815734989648	0	0.124223602484472	0	0.455486542443064	0.331262939958592	0.041407867494824	1.78053830227743	2.77432712215321	0.869565217391304	0.082815734989648	1.61490683229814	0	0.082815734989648	0	0	0.041407867494824	0	0	0.869565217391304	0.082815734989648	8.6128364389234	2.60869565217391	0.082815734989648	0.20703933747412	0.248447204968944	0	2.40165631469979	0	0.041407867494824	0.41407867494824	0
13398	20068	"Leerdam"	51.88806	5.07556	239	"AWI"	239	2728	3087	2914	0	0	79.346012679346	0.1001001001001	0	0.0333667000333667	0	0.834167500834167	5.00500500500501	0	1.33466800133467	4.07073740407074	0	0.166833500166833	0.667334000667334	0	0	0.0333667000333667	0.0333667000333667	0	0	0	0.600600600600601	0.0667334000667334	2.5025025025025	2.6026026026026	0.0667334000667334	0.333667000333667	0.133466800133467	0.133466800133467	1.6016016016016	0.1001001001001	0.0333667000333667	0.2002002002002	0
13398	20068	"Leerdam"	51.88806	5.07556	241	"AWI"	241	2789	3146	2974	0.0467289719626168	0.14018691588785	76.3084112149533	0	0	0.0934579439252337	0	0.841121495327103	1.4018691588785	0.0467289719626168	1.07476635514019	4.34579439252336	0.560747663551402	0.0467289719626168	2.71028037383178	0	0.0934579439252337	0	0	0.186915887850467	0	0.0233644859813084	1.70560747663551	0.0934579439252337	0	7.14953271028037	0.420560747663551	0.186915887850467	0.560747663551402	0.327102803738318	1.35514018691589	0	0	0.280373831775701	0
13398	20068	"Leerdam"	51.88806	5.07556	245	"AWI"	245	2917	3258	3094	0.027972027972028	0.0559440559440559	69.6503496503497	0.111888111888112	0	0	0.167832167832168	0.447552447552448	3.52447552447552	0	1.23076923076923	4.6993006993007	0	0.111888111888112	2.23776223776224	0	0.111888111888112	0	0.27972027972028	0.27972027972028	0	0.167832167832168	1.95804195804196	0.167832167832168	0	7.32867132867133	0.671328671328671	0.335664335664336	2.40559440559441	0.503496503496504	3.07692307692308	0	0.27972027972028	0.167832167832168	0
13398	20068	"Leerdam"	51.88806	5.07556	249	"AWI"	249	3047	3374	3213	0	0.15459933006957	57.253285235764	0	0	0.0515331100231899	0.10306622004638	0.412264880185519	4.68951301211028	0	1.0306622004638	1.90672507085803	0	0.412264880185519	1.59752641071889	0	0.20613244009276	0	0.20613244009276	0.10306622004638	0	0.0515331100231899	1.57175985570729	0.15459933006957	12.6256119556815	8.60602937387271	0.20613244009276	0.20613244009276	1.08219531048699	0.463797990208709	6.44163875289874	0	0.20613244009276	0.257665550115949	0
13398	20068	"Leerdam"	51.88806	5.07556	253	"AWI"	253	3180	3483	3331	0	0.116890707188778	46.7562828755114	0.116890707188778	0	0.467562828755114	0	1.16890707188778	9.81881940385739	0.116890707188778	4.20806545879603	2.22092343658679	0	0.935125657510228	4.55873758036236	0	0.350672121566335	0	0.233781414377557	0	0.233781414377557	0.233781414377557	1.57802454704851	0.584453535943892	0	14.3775569842198	0.935125657510228	0	2.92226767971946	1.51957919345412	5.61075394506137	0	0.350672121566335	0.584453535943892	0
