"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3014	3928	"Bezdonnoe"	62.03333	32.76667	25	"AWI"	25	-50	733	200	3	0	0	0	2	0	0	0	0	0	0	1	82	0	0	0	0	0	0	1	0	0	28	87	1	5	0	1	0	3	0	0	1	3	0	0	0	0	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	50	"AWI"	50	-11	1521	466	1	0	0	0	3	1	0	0	0	0	0	0	35	0	0	0	0	0	0	1	1	0	30	148	1	15	0	2	1	0	0	0	2	1	0	0	0	0	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	75	"AWI"	75	25	2321	735	0	0	0	0	1	0	0	0	0	0	0	1	22	0	0	0	1	0	0	1	1	0	28	129	0	9	0	2	2	2	0	1	3	1	0	0	0	0	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	100	"AWI"	100	165	2855	1009	2	0	0	1	2	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	16	113	0	9	1	0	0	4	0	0	0	1	0	0	0	0	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	125	"AWI"	125	302	3090	1313	0	0	0	0	0	1	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	15	131	0	2	0	0	1	1	0	0	0	1	1	0	0	0	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	150	"AWI"	150	395	3362	1603	3	0	0	0	6	1	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	47	137	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	175	"AWI"	175	484	3821	1884	1	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	1	0	1	55	105	0	12	0	0	0	2	0	0	0	0	0	0	1	4	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	200	"AWI"	200	771	4030	2195	5	0	0	0	3	1	0	0	0	0	0	1	12	0	0	0	0	1	0	0	0	0	63	123	0	1	0	0	2	0	2	0	0	1	0	0	0	1	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	225	"AWI"	225	991	4161	2535	3	0	0	0	2	0	0	0	0	0	1	3	7	0	0	1	0	0	0	0	0	0	77	89	0	0	0	0	1	1	0	0	0	2	1	0	1	1	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	250	"AWI"	250	1176	4378	2845	2	0	0	0	1	0	0	0	0	0	0	5	17	0	0	2	0	0	0	0	0	0	47	107	0	2	0	0	3	1	2	0	0	1	0	0	0	3	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	275	"AWI"	275	1409	4704	3157	2	0	0	0	1	0	0	0	0	0	0	7	17	0	0	0	0	0	0	1	0	0	83	85	0	1	0	0	3	1	0	0	0	1	0	0	0	5	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	300	"AWI"	300	1869	4831	3484	2	0	0	0	5	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	64	138	1	6	0	2	1	2	0	1	0	0	0	1	1	5	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	325	"AWI"	325	2180	5029	3873	1	0	0	1	2	1	0	0	0	0	0	10	9	0	0	1	0	0	0	0	0	0	40	83	0	5	1	0	4	0	2	0	0	0	2	0	1	5	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	350	"AWI"	350	2383	5304	4222	2	0	0	0	1	1	0	0	0	0	0	6	13	1	0	0	0	0	0	0	0	0	45	65	0	0	1	0	3	0	0	1	1	0	0	0	2	7	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	375	"AWI"	375	2867	5503	4511	1	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	20	103	0	3	0	1	4	1	0	0	0	1	0	0	3	4	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	400	"AWI"	400	3527	5579	4767	3	0	0	0	4	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	30	77	0	4	0	0	1	1	0	0	0	0	0	0	0	1	0
3014	3928	"Bezdonnoe"	62.03333	32.76667	425	"AWI"	425	4025	5673	5057	2	0	0	0	0	0	0	0	0	0	0	10	28	0	0	0	0	0	0	0	0	0	47	100	0	1	0	0	1	0	0	0	0	1	0	0	1	7	0
