"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Myrica"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26046	45173	"Lake Sapanca"	40.71667	30.25	18.5	"AWI"	18.5	-85	119.5	13	1	0	52	6	0	0	14	0	1	0	2	0	0	0	0	3	0	0	0	0	6	16	4	0	0	0	5	0	0	82	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	68	0	0	8	0	0	0	94	3	2	0	4	0	0	5	0	0	0	2	8	3	0	2
26046	45173	"Lake Sapanca"	40.71667	30.25	40	"AWI"	40	-23	208	90	3	0	21	1	0	0	3	0	4	0	0	0	0	0	0	1	1	0	0	0	4	3	4	0	0	0	1	0	0	11	0	0	1	4	3	0	0	0	0	0	0	1	0	0	0	0	34	3	7	1	0	0	1	15	0	0	4	0	1	0	1	0	0	0	1	5	3	0	2
26046	45173	"Lake Sapanca"	40.71667	30.25	74	"AWI"	74	93	325	213	3	0	8	2	1	0	3	0	0	0	1	0	0	0	0	4	0	0	0	0	6	0	1	0	0	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	23	0	0	1	0	0	0	11	2	0	2	0	0	0	0	0	0	0	1	1	1	0	3
26046	45173	"Lake Sapanca"	40.71667	30.25	102.5	"AWI"	102.5	197.5	413	315	1	0	50	1	1	0	6	0	0	0	1	0	0	0	0	2	0	0	0	0	8	19	6	0	0	0	6	0	1	41	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	27	1	0	4	0	0	0	73	6	0	1	0	0	0	6	0	0	0	0	3	0	0	1
26046	45173	"Lake Sapanca"	40.71667	30.25	128.5	"AWI"	128.5	308.5	481.5	409.5	0	0	41	2	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	6	4	1	0	0	0	1	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	56	0	0	6	0	0	0	140	2	0	0	0	1	0	0	0	1	0	3	6	0	0	3
26046	45173	"Lake Sapanca"	40.71667	30.25	157.5	"AWI"	157.5	445.5	640.5	552	0	1	55	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	3	0	0	0	3	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	0	0	13	0	0	0	127	0	0	0	0	0	0	2	0	0	0	1	13	0	0	0
26046	45173	"Lake Sapanca"	40.71667	30.25	194.5	"AWI"	194.5	643	793.5	728.5	4	0	30	2	2	1	3	0	0	0	0	0	0	0	0	7	0	0	0	0	3	3	17	0	0	0	7	0	1	34	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	80	0	0	4	0	0	0	76	0	0	12	0	1	0	5	0	0	0	5	3	2	0	1
26046	45173	"Lake Sapanca"	40.71667	30.25	217.25	"AWI"	217.25	724	873	802.75	2	0	56	1	0	1	5	0	0	0	0	0	0	0	0	14	0	0	0	0	3	0	3	0	0	0	2	0	0	23	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	70	0	0	8	0	0	0	58	0	0	5	0	0	0	1	0	0	0	0	2	2	0	3
26046	45173	"Lake Sapanca"	40.71667	30.25	263	"AWI"	263	824	1009	929	0	0	39	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	2	0	1	33	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	110	0	0	13	0	0	0	104	1	0	0	0	1	0	7	0	0	0	0	6	2	0	7
26046	45173	"Lake Sapanca"	40.71667	30.25	298.5	"AWI"	298.5	908.5	1088.5	1000	1	0	43	1	0	0	6	0	1	0	2	0	0	0	0	15	0	0	0	0	4	3	5	0	0	0	4	0	0	25	4	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	43	0	0	6	0	0	0	96	0	0	1	3	0	0	1	0	0	0	1	6	0	0	0
26046	45173	"Lake Sapanca"	40.71667	30.25	329.5	"AWI"	329.5	981.5	1161.5	1068	4	0	7	2	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	6	0	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	1	0	0	0	35	0	0	3	0	0	0	1	1	0	0	1	1	0	0	2
26046	45173	"Lake Sapanca"	40.71667	30.25	362.5	"AWI"	362.5	1057.5	1239.5	1147	1	0	23	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	7	8	0	0	0	2	0	0	22	0	0	0	9	4	1	0	0	0	0	0	0	0	19	0	0	57	0	0	6	0	0	0	103	2	0	0	0	0	0	3	0	0	0	2	2	0	0	5
26046	45173	"Lake Sapanca"	40.71667	30.25	394	"AWI"	394	1136	1308	1226	1	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	6	0	0	0	3	0	0	110	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	128	0	0	2	0	0	1	80	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
26046	45173	"Lake Sapanca"	40.71667	30.25	402.5	"AWI"	402.5	1161	1332	1246.5	0	0	46	2	0	0	5	0	1	0	0	0	0	0	0	3	0	0	0	0	9	14	7	0	0	0	4	0	0	37	0	0	0	0	2	0	0	0	0	0	0	4	0	49	0	0	91	0	0	11	15	0	0	194	0	0	0	0	1	0	0	0	0	0	0	13	1	0	1
