"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
23934	41589	"Iffigsee"	46.38679	7.40589	0	"AWI"	0	-132	14	-55	0	0	47.1153846153846	0	0	0	0	0.961538461538462	0	0.961538461538462	2.88461538461538	0	0	0	0	3.84615384615385	0	0	14.4230769230769	0	5.76923076923077	0	0	0	0	0	4.80769230769231	0.961538461538462	0	0	0	0	0.961538461538462	4.80769230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80769230769231	0	0	0	0	0.961538461538462	0	0	0	0	0	0	0	0	1.92307692307692	4.80769230769231	0
23934	41589	"Iffigsee"	46.38679	7.40589	8	"AWI"	8	-97	72	-17	0	0	38.2352941176471	1.47058823529412	0	0	0	5.88235294117647	0	0	2.94117647058824	2.94117647058824	0	0	0	1.47058823529412	0	0	7.35294117647059	0	7.35294117647059	0	0	0	0	0	7.35294117647059	1.47058823529412	0	0	0	0	1.47058823529412	7.35294117647059	0	0	0	0	0	0	1.47058823529412	0	0	0	0	0	0	0	0	7.35294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47058823529412	4.41176470588235	0
23934	41589	"Iffigsee"	46.38679	7.40589	24	"AWI"	24	-49	192	56	0	0	30.8411214953271	0.934579439252336	0	0	0	1.86915887850467	0	2.80373831775701	2.80373831775701	1.86915887850467	0	0	0	2.80373831775701	0	0	14.9532710280374	0	8.41121495327103	0	0	0	0	0	1.86915887850467	1.86915887850467	0	0	0	0	0.934579439252336	3.73831775700935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60747663551402	0	0	0	0	0.934579439252336	5.60747663551402	0	0	0	0	0.934579439252336	0	0.934579439252336	1.86915887850467	8.41121495327103	0
23934	41589	"Iffigsee"	46.38679	7.40589	40	"AWI"	40	13	278	131	0	0	39.4495412844037	0	0	0	0	0	0	0.917431192660551	0	1.8348623853211	0	0	0	2.75229357798165	0	0	11.9266055045872	0	8.25688073394496	0	0	0	0	0	0.917431192660551	0.917431192660551	0	0.917431192660551	0	0	1.8348623853211	7.3394495412844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6697247706422	0	0	0	0	0	0	0	0	0	0	0	0.917431192660551	0	1.8348623853211	16.5137614678899	0
23934	41589	"Iffigsee"	46.38679	7.40589	56	"AWI"	56	81	336	210	0	0	36.8421052631579	0	0	0	0	2.63157894736842	0	1.75438596491228	0	0	0	0	0	4.3859649122807	0	0	13.1578947368421	0	9.64912280701754	0	0	0	0	0	0	0.87719298245614	0	0.87719298245614	0	0	1.75438596491228	0.87719298245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87719298245614	0	0	0	0	0	2.63157894736842	0.87719298245614	0	0	0	0	0.87719298245614	0	3.50877192982456	18.4210526315789	0
23934	41589	"Iffigsee"	46.38679	7.40589	72	"AWI"	72	158	403	291	0	0	33.3333333333333	0.925925925925926	0	0	0	1.85185185185185	0	0.925925925925926	0	0	0	0	0	7.40740740740741	0	0	9.25925925925926	0	5.55555555555556	0	0	0	0	0	0.925925925925926	1.85185185185185	0	0	0	0	0	6.48148148148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48148148148148	0	0	0.925925925925926	0	0.925925925925926	7.40740740740741	0	0	0	0	0	1.85185185185185	0	0	13.8888888888889	0
23934	41589	"Iffigsee"	46.38679	7.40589	88	"AWI"	88	267	456	372	0	1.03092783505155	22.680412371134	0	0	0	0	0	0	1.03092783505155	0	3.09278350515464	0	0	0	11.340206185567	0	0	10.3092783505155	0	9.27835051546392	0	0	0	0	0	0	1.03092783505155	0	1.03092783505155	0	0	3.09278350515464	3.09278350515464	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03092783505155	0	9.27835051546392	0	1.03092783505155	0	0	2.06185567010309	6.18556701030928	0	0	0	0	0	2.06185567010309	0	5.15463917525773	6.18556701030928	0
23934	41589	"Iffigsee"	46.38679	7.40589	96	"AWI"	96	318	493	417	0	0	21.2765957446809	0	0	0	0	0	0	0.709219858156028	0.709219858156028	2.83687943262411	0	0	0	1.41843971631206	0	0	16.3120567375887	0	7.09219858156028	0	0	0	0	0	0	2.12765957446809	0	0	0	0	0.709219858156028	4.25531914893617	0	0	0	0	0	0	0.709219858156028	0	0	0	14.1843971631206	0	0	0	0	8.51063829787234	0	0	0	0	0	3.54609929078014	0	0	0	0	0.709219858156028	1.41843971631206	0.709219858156028	4.25531914893617	8.51063829787234	0
23934	41589	"Iffigsee"	46.38679	7.40589	104	"AWI"	104	343	582	460	0	0.763358778625954	39.6946564885496	1.52671755725191	0	0	0	2.29007633587786	0	0	1.52671755725191	0.763358778625954	0	0	0	4.58015267175572	0	0	8.3969465648855	0	6.87022900763359	0	0	0	0	0	0.763358778625954	1.52671755725191	0	0	0	0	2.29007633587786	2.29007633587786	0	0	0	0	0	0.763358778625954	0	0	0	0	0	0	0	0	0	3.81679389312977	0	0	0	0	0.763358778625954	0	0	0	0	0	0	1.52671755725191	0	7.63358778625954	12.2137404580153	0
23934	41589	"Iffigsee"	46.38679	7.40589	112	"AWI"	112	397	637	517	0	1.8348623853211	22.0183486238532	0	0	0	0	2.75229357798165	0	0	0.917431192660551	0	0	0	0	6.42201834862385	0	0.917431192660551	13.7614678899083	0	16.5137614678899	0	0	0	0	0	1.8348623853211	0.917431192660551	0	0	0	0.917431192660551	4.58715596330275	8.25688073394496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42201834862385	0	0	0.917431192660551	0	0	0	0	0	1.8348623853211	0	0	2.75229357798165	0	2.75229357798165	3.6697247706422	0
