"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Violaceae"
23793	41220	"Hornchurch marshes"	51.52028	0.17694	145	"AWI"	145	2982	3784	3455	43.2835820895522	7.46268656716418	0	0	2.98507462686567	0	7.46268656716418	0	0	0	0	7.46268656716418	5.97014925373134	0	0	0	0	0	0	0	0	0	0	0	13.4328358208955	0	0	0	0	1.49253731343284	4.47761194029851	0	0	0	0	1.49253731343284	0	1.49253731343284	0	2.98507462686567	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	149	"AWI"	149	3090	3813	3507	43.4343434343434	4.04040404040404	0.505050505050505	0	0.505050505050505	0	1.01010101010101	0	0	0	0	13.1313131313131	14.6464646464646	0	0.505050505050505	0	0	2.02020202020202	0	0.505050505050505	0	0	0	0	3.53535353535354	0	0	0	0	0	1.51515151515152	0	0	0	0	6.56565656565657	0	3.03030303030303	0	0.505050505050505	4.54545454545455	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	153	"AWI"	153	3172	3844	3565	63.8888888888889	0.694444444444444	2.08333333333333	2.08333333333333	0	0	1.38888888888889	0.694444444444444	0	0	0	4.16666666666667	0.694444444444444	0	0	0	0	0.694444444444444	0	0	0	0	0.694444444444444	0	6.25	0	0	0	0	0.694444444444444	9.72222222222222	0	0	0	0	0	0	2.08333333333333	0	3.47222222222222	0.694444444444444	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	157	"AWI"	157	3254	3879	3614	49.5652173913044	2.60869565217391	0	0	0	0	6.95652173913043	0	0	0	0	1.73913043478261	0.869565217391304	0	0	0	0	1.73913043478261	0	0	0	0	0	0	2.60869565217391	0	0	20.8695652173913	0	0	6.95652173913043	0.869565217391304	0	0	0	2.60869565217391	0	1.73913043478261	0.869565217391304	0	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	161	"AWI"	161	3337	3907	3663	55.5555555555556	5.92592592592593	0.740740740740741	1.48148148148148	0.740740740740741	0	3.7037037037037	0.740740740740741	1.48148148148148	0	0	6.66666666666667	2.96296296296296	0	0	0	0	0	0	1.48148148148148	0	0	0	0	2.96296296296296	0	0	0	0	0.740740740740741	6.66666666666667	0	0	0.740740740740741	0	0.740740740740741	1.48148148148148	0	0	2.22222222222222	2.96296296296296	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	165	"AWI"	165	3396	3945	3715	60.091743119266	4.12844036697248	0.458715596330275	0	1.8348623853211	0	0.458715596330275	0	0	0	0	5.04587155963303	9.1743119266055	0	0	0	0	0	0	0	0	0	0	0	4.12844036697248	0	0	0	0	0	4.58715596330275	0	0	0.458715596330275	0	5.96330275229358	0	0	0	1.8348623853211	1.8348623853211	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	169	"AWI"	169	3528	3975	3761	57.6	1.6	0.8	0.8	0	0	3.2	0	0	0	0	5.6	4.8	0	0	0	0	0	0	0.8	0	0.8	0	0	0.8	0	0	0	0.8	0	11.2	0	0	0	0	0	0	0.8	1.6	1.6	5.6	0	1.6	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	173	"AWI"	173	3619	4011	3812	43.6974789915966	4.20168067226891	0.840336134453782	0	0	0	4.20168067226891	0.840336134453782	0	0	0	3.36134453781513	1.68067226890756	0	0	0	0	3.36134453781513	0	0	0	0	0	0	0.840336134453782	0	0.840336134453782	5.88235294117647	0	0	14.2857142857143	0	0	0	0	0.840336134453782	0	6.72268907563025	0	4.20168067226891	4.20168067226891	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	177	"AWI"	177	3691	4057	3867	58.6805555555556	0	0.694444444444444	0	0.347222222222222	0	1.73611111111111	0	0	0	0	7.63888888888889	1.73611111111111	0	0	0	0	0.347222222222222	0	0	0	0	0	0	1.04166666666667	0	0	0	0	0	15.625	2.43055555555556	0	0	0	1.73611111111111	0	5.20833333333333	0	2.43055555555556	0.347222222222222	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	181	"AWI"	181	3743	4123	3925	59.2592592592593	0	0	0.925925925925926	0	0	3.7037037037037	0	0	0	0	2.77777777777778	0	0	0	0	0	0.925925925925926	0	0	0	0	0	0	0	0	0	0	0	0	15.7407407407407	0	0	0	0	0	0.925925925925926	12.962962962963	0	1.85185185185185	0.925925925925926	0	0	0
