"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Iridaceae"	"Juglans"	"Ligustrum"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Verbenaceae"	"Violaceae"
15946	24576	"La Grande Brousse"	47.48667	0.67417	95	"AWI"	95	1690	2137	1946	0	0	1	5	0	5	0	5	0	2	0	0	0	0	1	2	0	1	0	3	0	0	14	0	0	0	0	0	0	2	0	1	0	3	0	7	1	0	12	19	0	13	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	100	"AWI"	100	1749	2211	2021	0	1	2	3	0	2	0	4	0	3	0	0	0	0	0	2	0	0	0	2	0	0	2	1	0	0	0	1	0	3	0	1	0	6	0	9	2	0	19	14	0	8	0	0	0	1	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	105	"AWI"	105	1811	2243	2058	0	1	0	7	0	4	0	8	0	1	0	0	2	0	0	1	1	0	0	0	1	1	0	0	1	0	0	5	0	1	0	1	0	4	0	16	1	0	42	28	0	8	0	0	0	1	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	110	"AWI"	110	1855	2285	2095	0	1	2	5	0	3	0	11	0	4	0	0	0	0	0	3	1	3	0	1	0	0	0	0	0	0	0	10	0	3	0	0	0	3	0	9	0	0	17	34	0	18	0	1	1	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	115	"AWI"	115	1890	2339	2129	0	0	0	10	0	5	0	9	0	1	0	0	3	0	0	0	1	2	0	0	0	0	1	0	0	0	6	3	0	3	0	0	0	4	0	13	5	0	34	20	0	15	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	120	"AWI"	120	1932	2357	2157	0	1	0	6	0	4	0	6	0	2	0	0	0	0	0	1	2	2	0	3	1	0	1	0	0	0	0	2	0	1	0	0	0	7	0	24	1	6	34	23	0	12	3	2	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	125	"AWI"	125	1963	2381	2187	0	0	1	0	0	3	0	7	0	3	0	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	1	0	1	29	0	0	11	0	15	1	0	19	9	1	13	1	0	1	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	135	"AWI"	135	2036	2439	2242	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	2	0	6	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	145	"AWI"	145	2101	2505	2301	0	1	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	18	0	0	8	11	0	20	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	155	"AWI"	155	2193	2556	2352	0	1	0	0	0	5	0	49	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	7	0	0	0	6	0	1	0	4	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	165	"AWI"	165	2269	2618	2408	0	0	1	0	1	1	0	100	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	4	0	0	0	1	0	1	0	6	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	170	"AWI"	170	2336	2635	2438	0	1	0	0	0	3	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	3	0	0	0	10	0	0	0	2	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	175	"AWI"	175	2371	2654	2470	0	1	1	0	0	22	0	8	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	169	0	0	0	0	0	2	0	0	0	3	0	6	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	185	"AWI"	185	2423	2691	2540	0	0	2	0	0	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	226	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	195	"AWI"	195	2458	2744	2618	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	205	"AWI"	205	2533	2840	2697	0	0	3	9	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	7	280	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	215	"AWI"	215	2602	2960	2772	0	0	3	7	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	180	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	220	"AWI"	220	2660	2993	2809	0	0	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	16	0	1	0	0	3	0	0	0	0	0	21	126	0	0	0	0	0	0	37	0	0	0	0	5	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	225	"AWI"	225	2704	3040	2847	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	7	136	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	0	1
15946	24576	"La Grande Brousse"	47.48667	0.67417	230	"AWI"	230	2745	3097	2886	0	0	10	0	0	3	0	0	0	0	0	2	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	17	138	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	235	"AWI"	235	2791	3150	2933	0	0	13	0	0	1	0	2	0	0	0	2	0	0	0	0	0	14	0	4	0	0	0	0	0	0	0	0	2	99	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	240	"AWI"	240	2811	3232	2978	0	0	15	11	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	1	0	0	1	3	0	6	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	245	"AWI"	245	2826	3328	3019	0	0	1	0	0	9	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	30	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0
