"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Ericales"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
26568	46462	"Novoalex peatland"	55.11806	41.03972	5	"AWI"	5	-68	206	37	1.90114068441065	1.33079847908745	0.380228136882129	1.14068441064639	0.950570342205323	33.2699619771863	0	0.570342205323194	9.6958174904943	3.04182509505703	46.5779467680608	0.190114068441065	0	0	0.380228136882129	0.380228136882129	0.190114068441065	0	0	0	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	10	"AWI"	10	-12	322	127	0.380952380952381	0.571428571428571	0	2.0952380952381	0	44.5714285714286	0	0.19047619047619	0.952380952380952	5.52380952380952	45.3333333333333	0	0	0	0.19047619047619	0	0	0.19047619047619	0	0	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	15	"AWI"	15	52	424	216	1.44404332129964	1.985559566787	0	3.06859205776173	0	34.2960288808664	0.180505415162455	0	2.88808664259928	1.62454873646209	54.3321299638989	0	0	0	0	0	0	0	0	0	0.180505415162455
26568	46462	"Novoalex peatland"	55.11806	41.03972	20	"AWI"	20	131	515	308	0.99009900990099	1.18811881188119	0.198019801980198	2.97029702970297	0	16.039603960396	0	0.198019801980198	3.56435643564356	3.36633663366337	69.3069306930693	0	0.792079207920792	0.198019801980198	1.18811881188119	0	0	0	0	0	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	25	"AWI"	25	240	604	400	1.28205128205128	0.732600732600733	0	4.76190476190476	0	29.4871794871795	0	6.04395604395604	12.0879120879121	3.11355311355311	37.3626373626374	0.549450549450549	4.57875457875458	0	0	0	0	0	0	0	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	30	"AWI"	30	380	803	544	2.82485875706215	1.88323917137476	0	8.47457627118644	0	26.7419962335217	0	0.564971751412429	22.5988700564972	2.44821092278719	28.2485875706215	0	3.76647834274953	0.188323917137476	0.564971751412429	0	1.31826741996234	0	0.188323917137476	0.188323917137476	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	35	"AWI"	35	531	1330	832	7.3943661971831	0.528169014084507	0	1.23239436619718	0	24.1197183098592	0	6.51408450704225	9.85915492957746	2.99295774647887	44.3661971830986	0	0.880281690140845	0	0.880281690140845	0	0	0	1.23239436619718	0	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	40	"AWI"	40	761	1655	1216	5.47945205479452	0.684931506849315	0.171232876712329	1.1986301369863	0	28.9383561643836	0	1.88356164383562	7.70547945205479	5.13698630136986	38.8698630136986	0	0	0	4.79452054794521	0	0	0	3.76712328767123	1.36986301369863	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	45	"AWI"	45	1168	1853	1554	8.29187396351576	0.66334991708126	0.165837479270315	1.49253731343284	0	30.016583747927	0	4.47761194029851	1.99004975124378	6.96517412935323	35.3233830845771	0	0	0	6.30182421227197	0	0	0	4.31177446102819	0	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	50	"AWI"	50	1649	2360	1931	8.95008605851979	0.516351118760757	0	0.172117039586919	0	18.0722891566265	0	4.64716006884682	2.06540447504303	21.5146299483649	34.4234079173838	0	0	0	3.27022375215146	0	0	0	4.13080895008606	2.23752151462995	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	55	"AWI"	55	1854	3049	2347	7.64925373134328	1.11940298507463	0	1.86567164179104	0	34.8880597014925	0	11.5671641791045	2.61194029850746	5.03731343283582	15.2985074626866	0	0	0	10.0746268656716	0	0	0	9.88805970149254	0	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	60	"AWI"	60	2163	3470	2818	6.77361853832442	0.17825311942959	0	1.06951871657754	0	20.1426024955437	0.17825311942959	5.3475935828877	0.35650623885918	5.16934046345811	45.9893048128342	0	0	0	4.99108734402852	0	0	0	5.70409982174688	4.09982174688057	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	65	"AWI"	65	2600	3739	3273	12.6142595978062	0.36563071297989	0.548446069469835	2.74223034734918	0	20.4753199268739	0	8.04387568555759	0.548446069469835	1.09689213893967	32.3583180987203	0	0	0.182815356489945	10.4204753199269	0	0	0	7.86106032906764	2.74223034734918	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	70	"AWI"	70	3281	3961	3672	12.5925925925926	0.37037037037037	0.185185185185185	1.85185185185185	0	25.1851851851852	0	3.33333333333333	2.40740740740741	1.85185185185185	25.5555555555556	0	0	0	13.1481481481481	0	0	0	7.59259259259259	5.92592592592593	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	75	"AWI"	75	3638	4328	3950	9.70873786407767	0.161812297734628	0.161812297734628	2.10355987055016	0	13.1067961165049	0	2.10355987055016	0.970873786407767	1.94174757281553	45.1456310679612	0	0	0	11.0032362459547	0	0	0	6.14886731391586	7.44336569579288	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	80	"AWI"	80	3787	4697	4172	11.6564417177914	0.766871165644172	0.153374233128834	0.766871165644172	0	30.6748466257669	0	1.53374233128834	1.38036809815951	0.460122699386503	35.8895705521472	0	0	0	6.74846625766871	0	0	0	7.66871165644172	2.30061349693252	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	85	"AWI"	85	3931	4995	4400	9.94940978077572	0.843170320404722	0	1.34907251264755	0	25.2951096121417	0	1.68634064080944	3.37268128161889	1.18043844856661	36.9308600337268	0.337268128161889	0	0	8.93760539629005	0	0	0	7.75716694772344	2.36087689713322	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	90	"AWI"	90	4123	5232	4640	10.8856088560886	0.3690036900369	0.3690036900369	1.66051660516605	0	48.3394833948339	0	1.4760147601476	0.3690036900369	0.738007380073801	15.6826568265683	0	0	0	6.82656826568266	0	0	0	7.01107011070111	6.27306273062731	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	95	"AWI"	95	4316	5467	4884	8.10313075506446	0.368324125230203	0	1.28913443830571	0	25.414364640884	0	0.920810313075507	0	0.368324125230203	46.2246777163904	0.184162062615101	0	0	6.26151012891344	0	0	0	7.18232044198895	3.68324125230203	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	100	"AWI"	100	4512	5643	5123	10.2376599634369	0	0	1.09689213893967	0	27.4223034734918	0	0.548446069469835	1.27970749542962	0.914076782449726	44.0585009140768	0	0	0	5.30164533820841	0	0	0	4.38756855575868	4.75319926873857	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	105	"AWI"	105	4735	5850	5357	4.68468468468468	0.540540540540541	0	0.720720720720721	0	48.4684684684685	0	0.36036036036036	0.540540540540541	0.36036036036036	37.4774774774775	0	0	0	2.16216216216216	0	0	0	1.8018018018018	2.88288288288288	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	110	"AWI"	110	4989	6011	5581	4.94505494505495	0.549450549450549	0	2.56410256410256	0	51.0989010989011	0.183150183150183	0.915750915750916	0.366300366300366	0.732600732600733	16.8498168498169	0.183150183150183	0	0	8.97435897435897	0	0	0.549450549450549	5.86080586080586	6.22710622710623	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	115	"AWI"	115	5270	6161	5807	8.42293906810036	0.537634408602151	0	2.8673835125448	0	26.8817204301075	0	1.4336917562724	0.17921146953405	0.537634408602151	34.4086021505376	0	0	0	7.52688172043011	0	0	0	11.4695340501792	5.73476702508961	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	120	"AWI"	120	5625	6296	6019	8.49220103986135	0	0	0.693240901213172	0	44.0207972270364	0	0.519930675909879	0.519930675909879	0.346620450606586	29.2894280762565	0	0	0	5.89254766031196	0	0	0.866551126516464	4.15944540727903	5.19930675909879	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	125	"AWI"	125	5799	6437	6166	12.1673003802281	0.190114068441065	0	1.33079847908745	0	39.1634980988593	0	3.61216730038023	0.380228136882129	0	28.8973384030418	0.380228136882129	0	0	6.27376425855513	0	0	0	3.80228136882129	3.80228136882129	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	130	"AWI"	130	5912	6582	6278	5.5045871559633	0.36697247706422	0	1.65137614678899	0	57.7981651376147	0	0.36697247706422	0.36697247706422	0.36697247706422	19.6330275229358	0	0	0	4.58715596330275	0	0	0	4.03669724770642	5.32110091743119	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	135	"AWI"	135	6039	6698	6386	6.87732342007435	0.371747211895911	0	2.23048327137546	0	38.6617100371747	0	0.371747211895911	0.557620817843866	0.557620817843866	37.546468401487	0.185873605947955	0	0	3.90334572490706	0	0	0	5.39033457249071	3.3457249070632	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	140	"AWI"	140	6151	6818	6496	10.3505843071786	0.333889816360601	0	2.17028380634391	0	34.8914858096828	0	0.667779632721202	0	0.333889816360601	33.0550918196995	0	0	0	4.84140233722871	0	0	0	7.84641068447412	5.50918196994992	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	145	"AWI"	145	6250	6919	6601	8.8929219600726	0	0.362976406533575	3.81125226860254	0	41.923774954628	0	6.35208711433757	0.181488203266788	0.362976406533575	23.4119782214156	0	0	0	1.81488203266788	0	0	0.181488203266788	6.71506352087114	5.98911070780399	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	150	"AWI"	150	6367	7016	6709	5.2536231884058	0.36231884057971	0.181159420289855	1.44927536231884	0	46.5579710144928	0	0.36231884057971	0.543478260869565	0.181159420289855	36.5942028985507	0	0	0	0.72463768115942	0	0	0.181159420289855	3.80434782608696	3.80434782608696	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	155	"AWI"	155	6478	7103	6814	6.12612612612613	0	0.18018018018018	2.34234234234234	0	32.4324324324324	0	8.64864864864865	0.18018018018018	0.720720720720721	36.3963963963964	0	0	0	1.8018018018018	0	0	0.18018018018018	4.5045045045045	6.48648648648649	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	160	"AWI"	160	6603	7184	6919	7.64925373134328	0.373134328358209	0	2.05223880597015	0	48.8805970149254	0	0.559701492537313	0	0.186567164179104	27.9850746268657	0	0	0	3.17164179104478	0	0	0.186567164179104	5.22388059701492	3.73134328358209	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	165	"AWI"	165	6734	7266	7031	5.25328330206379	0.75046904315197	0	3.56472795497186	0	33.7711069418386	0	3.00187617260788	0	0.187617260787992	45.7786116322702	0.187617260787992	0	0	1.31332082551595	0	0	0	3.37711069418387	2.81425891181989	0
