"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Ericales"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
26568	46462	"Novoalex peatland"	55.11806	41.03972	170	"AWI"	170	6875	7343	7142	4.18250950570342	0.380228136882129	0.190114068441065	1.90114068441065	0	52.851711026616	0	0	0	0	30.7984790874525	0.190114068441065	0	0	2.6615969581749	0	0	0	4.37262357414449	2.47148288973384	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	175	"AWI"	175	6982	7430	7234	2.5	0.192307692307692	0.192307692307692	0.769230769230769	0	52.5	0	1.34615384615385	0	0	38.6538461538462	0	0	0	0.384615384615385	0	0	0	2.88461538461538	0.576923076923077	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	180	"AWI"	180	7072	7525	7318	2.79329608938547	0.558659217877095	0.186219739292365	3.1657355679702	0	51.2104283054004	0	0	0	0	36.4990689013035	0.186219739292365	0	0	0.931098696461825	0	0	0.37243947858473	1.48975791433892	2.60707635009311	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	185	"AWI"	185	7158	7606	7405	1.70132325141777	0.189035916824197	0	1.13421550094518	0	35.3497164461248	0	2.26843100189036	0.189035916824197	0.189035916824197	52.930056710775	0	0	0.189035916824197	0.189035916824197	0	0	0	3.02457466918715	2.64650283553875	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	190	"AWI"	190	7258	7676	7489	1.88323917137476	0.188323917137476	0	1.88323917137476	0	67.0433145009416	0	0.376647834274953	0	0	23.1638418079096	0.188323917137476	0	0	0.564971751412429	0	0	0	3.2015065913371	1.50659133709981	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	195	"AWI"	195	7368	7747	7580	1.42857142857143	0.612244897959184	0	2.44897959183673	0	52.2448979591837	0	2.44897959183673	0	0	28.3673469387755	0.816326530612245	0	0.204081632653061	1.02040816326531	0	0	0	8.57142857142857	1.83673469387755	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	200	"AWI"	200	7447	7812	7649	0.378071833648393	0.378071833648393	0	1.13421550094518	0	31.3799621928166	0	0.189035916824197	0	0.756143667296786	60.1134215500945	0.189035916824197	0	1.13421550094518	0	0	0	0	1.89035916824197	2.45746691871456	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	205	"AWI"	205	7499	7890	7701	1.53846153846154	0	0	0.961538461538462	0	46.1538461538462	0	0.769230769230769	0	0.192307692307692	48.2692307692308	0.192307692307692	0	0	0.576923076923077	0	0	0	0.576923076923077	0.769230769230769	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	210	"AWI"	210	7553	7959	7753	0.19047619047619	0.380952380952381	0	1.33333333333333	0	30.4761904761905	0	0	0	0	64.7619047619048	0.19047619047619	0	0.952380952380952	0.19047619047619	0	0	0	0.19047619047619	1.33333333333333	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	215	"AWI"	215	7609	8017	7809	0.571428571428571	0	0.19047619047619	2.0952380952381	0	40.3809523809524	0	0.380952380952381	0	0	55.2380952380952	0.380952380952381	0	0	0.19047619047619	0	0	0	0	0.571428571428571	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	220	"AWI"	220	7663	8072	7862	0.575815738963532	0.191938579654511	0.191938579654511	1.34357005758157	0	34.5489443378119	0	0	0	0	61.8042226487524	0.575815738963532	0	0.383877159309021	0.191938579654511	0	0	0	0	0.191938579654511	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	225	"AWI"	225	7718	8132	7915	0.594059405940594	0	0	3.36633663366337	0	37.2277227722772	0	0	0	0	57.8217821782178	0.396039603960396	0	0	0	0	0	0	0	0.594059405940594	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	230	"AWI"	230	7785	8195	7966	1.35922330097087	0.776699029126214	0	1.35922330097087	0	44.8543689320388	0	0.194174757281553	0	0	50.2912621359223	0	0	0	0.194174757281553	0	0	0	0.194174757281553	0.776699029126214	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	235	"AWI"	235	7849	8266	8015	0.191570881226054	0.574712643678161	0	2.10727969348659	0	59.9616858237548	0	1.34099616858238	0.191570881226054	0.191570881226054	32.3754789272031	0.191570881226054	0.957854406130268	0	0	0	0	1.14942528735632	0	0.766283524904214	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	240	"AWI"	240	7903	8353	8091	0.185528756957328	0.742115027829314	0.185528756957328	1.85528756957328	0	44.8979591836735	0	0.556586270871985	0	0.371057513914657	49.3506493506493	0.185528756957328	0.371057513914657	0	0.185528756957328	0	0	0.371057513914657	0	0.742115027829314	0
26568	46462	"Novoalex peatland"	55.11806	41.03972	245	"AWI"	245	7952	8462	8167	1.2589928057554	0.359712230215827	0.179856115107914	2.33812949640288	0	39.3884892086331	0	1.07913669064748	1.97841726618705	0.179856115107914	50.1798561151079	0	0	0	0.179856115107914	0	0.359712230215827	0.359712230215827	1.07913669064748	1.07913669064748	0
