"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Olea"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Taxus"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24032	41746	"Peña Negra"	40.33472	-5.79222	0	"AWI"	0	-140	33	-42	0	1.8348623853211	1.14678899082569	0.458715596330275	0	0	0	0	1.60550458715596	1.8348623853211	0	0	4.35779816513761	1.37614678899083	0.688073394495413	5.5045871559633	0	16.9724770642202	0	0	1.60550458715596	0	0	0	0	0	0.688073394495413	0	9.1743119266055	0	22.4770642201835	0	0	0	0	1.14678899082569	16.5137614678899	3.44036697247706	0.458715596330275	2.75229357798165	0.229357798165138	2.98165137614679	1.14678899082569	0.688073394495413	0.688073394495413	0	0	0.229357798165138	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	4	"AWI"	4	-107	94	-4	0	1.43884892086331	1.67865707434053	0.479616306954436	0	0	0	0	0.959232613908873	1.67865707434053	0	0	3.35731414868106	0.959232613908873	0.479616306954436	7.43405275779376	0	15.5875299760192	0	0	1.19904076738609	0	0	0	0	0	0.479616306954436	0	11.2709832134293	0	26.6187050359712	0	0	0	0	1.19904076738609	11.5107913669065	2.87769784172662	0.239808153477218	3.35731414868106	0	4.79616306954436	0.719424460431655	0.239808153477218	1.43884892086331	0	0	0	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	8	"AWI"	8	-85	190	31	0	2.21674876847291	1.47783251231527	0.246305418719212	0	0	0	0	0.738916256157635	1.47783251231527	0	0	4.43349753694581	1.23152709359606	0.738916256157635	12.3152709359606	0	16.7487684729064	0	0	1.47783251231527	0	0	0.492610837438424	0	0	0.738916256157635	0	9.35960591133005	0	16.5024630541872	0	0.246305418719212	0	0	1.47783251231527	12.3152709359606	3.69458128078818	0.246305418719212	1.97044334975369	0	6.89655172413793	0.246305418719212	0.246305418719212	1.97044334975369	0	0	0.492610837438424	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	12	"AWI"	12	-57	257	67	0	2.63157894736842	0.526315789473684	0	0	0	0	0	0.263157894736842	3.68421052631579	0	0.263157894736842	3.94736842105263	1.05263157894737	1.05263157894737	8.68421052631579	0	17.1052631578947	0.263157894736842	0	1.31578947368421	0	0	0.526315789473684	0	0	0.526315789473684	0	14.4736842105263	0	14.2105263157895	0	0	0	0	0.789473684210526	15	2.89473684210526	0.263157894736842	1.05263157894737	0	5.78947368421053	0.526315789473684	0.526315789473684	2.10526315789474	0	0	0.263157894736842	0	0.263157894736842
24032	41746	"Peña Negra"	40.33472	-5.79222	16	"AWI"	16	-26	305	111	0	2.98850574712644	0.459770114942529	0	0	0	0	0	2.29885057471264	1.60919540229885	0	0	3.67816091954023	0.689655172413793	0.689655172413793	21.3793103448276	6.4367816091954	16.0919540229885	0.459770114942529	0	0	0	0	0.689655172413793	0	0	1.37931034482759	0	9.19540229885057	0	5.74712643678161	0	0	0	0	0.689655172413793	13.3333333333333	2.75862068965517	0.459770114942529	0.459770114942529	0	6.20689655172414	0.229885057471264	0.229885057471264	1.83908045977011	0	0	0	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	20	"AWI"	20	-9	371	150	0	2.44648318042813	0	0.611620795107034	0	0.305810397553517	0	0	0.611620795107034	0.917431192660551	0	0.611620795107034	7.03363914373089	1.22324159021407	0.917431192660551	14.3730886850153	0	19.8776758409786	0.305810397553517	0	1.22324159021407	0	0	0.305810397553517	0	0	1.22324159021407	0	10.3975535168196	0	0	0	0	0	0	0.611620795107034	16.8195718654434	4.89296636085627	0.305810397553517	2.75229357798165	0	8.25688073394496	1.22324159021407	0.305810397553517	2.14067278287462	0	0	0	0.305810397553517	0
24032	41746	"Peña Negra"	40.33472	-5.79222	24	"AWI"	24	41	401	187	0	2.97029702970297	0.33003300330033	0.66006600660066	0	0	0	0	0.33003300330033	0.66006600660066	0	0.99009900990099	4.62046204620462	0.66006600660066	2.31023102310231	10.5610561056106	0	19.4719471947195	0	0	0.99009900990099	0	0	0.66006600660066	0	0	0.99009900990099	0	11.8811881188119	0	0	0	0	0	0	1.32013201320132	20.7920792079208	4.95049504950495	0.33003300330033	2.64026402640264	0	7.59075907590759	0.33003300330033	0.66006600660066	2.97029702970297	0	0	0.33003300330033	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	28	"AWI"	28	69	438	227	0	1.95530726256983	0.558659217877095	0.279329608938547	0	0	0	0	0	1.11731843575419	0	1.11731843575419	5.8659217877095	0.837988826815642	2.51396648044693	11.1731843575419	0	24.0223463687151	0	0	1.11731843575419	0	0	0.558659217877095	0	0	0.837988826815642	0	4.74860335195531	0	0	0	0	0	0	2.23463687150838	23.7430167597765	4.46927374301676	0	3.07262569832402	0	6.98324022346369	0.837988826815642	0	1.67597765363128	0	0	0.279329608938547	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	32	"AWI"	32	129	512	297	0	1.10497237569061	0.276243093922652	0.552486187845304	0	0	0	0	0	1.65745856353591	0	0.276243093922652	4.69613259668508	0.552486187845304	1.38121546961326	14.6408839779006	11.878453038674	19.8895027624309	0	0	0.828729281767956	0	0.276243093922652	0.276243093922652	0	0	1.38121546961326	0	2.76243093922652	0	0	0	0	0	0	1.65745856353591	21.5469613259669	5.52486187845304	0	2.76243093922652	0	4.41988950276243	0	0	1.10497237569061	0.276243093922652	0	0.276243093922652	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	34	"AWI"	34	160	575	347	0	1.3745704467354	0.343642611683849	0.343642611683849	0	0	0	0	0.343642611683849	2.74914089347079	0	1.71821305841924	8.24742268041237	0	1.71821305841924	15.1202749140893	0	19.2439862542955	0	0	1.03092783505155	0	0	0.343642611683849	0	0	1.71821305841924	0	5.49828178694158	0	0	0	0	0	0	1.3745704467354	22.3367697594502	5.49828178694158	0	4.46735395189003	0	4.81099656357388	0.687285223367698	0.343642611683849	0.687285223367698	0	0	0	0	0
