"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Ceratonia"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Datiscaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Laurus"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15838	24373	"Lake Xinias"	39.0585	22.24997	0	"AWI"	0	-147	23	-67	2.41610738255034	0	0	1.54362416107383	0	0	0	0	0.604026845637584	0	0	0	0	0	0	0	0	0	0	0	0	0.0671140939597315	0	0	0	0	0	0	1.0738255033557	0	3.42281879194631	0	0	0	0.805369127516779	0	0	0.939597315436242	0.201342281879195	0	0	0	0	0	0.201342281879195	0	0	0	0	0	0	0	0	0	0.268456375838926	2.5503355704698	0	0	8.38926174496644	0	1.14093959731544	0	4.49664429530201	0.604026845637584	0	0.335570469798658	0	11.006711409396	0	0	0	48.3892617449664	9.26174496644295	0	0	0	0.201342281879195	0.134228187919463	0	0	0.335570469798658	0	0	0.134228187919463	0	0.0671140939597315	1.14093959731544	0	0	0.268456375838926
15838	24373	"Lake Xinias"	39.0585	22.24997	10	"AWI"	10	0	2003	628	2.35294117647059	0.336134453781513	0	0.504201680672269	0	0	0	0	0.840336134453782	0	0	0	0	0	0	0	0	0	0	0	0	0.336134453781513	0	0	0	0	0	0	3.36134453781513	0	4.53781512605042	0	0	0	0.840336134453782	0	0	0.840336134453782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18487394957983	0	0	0	8.90756302521008	0	0	0	8.57142857142857	0.336134453781513	0	0	0	9.41176470588235	0	0	0	42.0168067226891	12.7731092436975	0	0	0	0	0	0	0	0.336134453781513	0	0	0	0	0	1.51260504201681	0	0	0
15838	24373	"Lake Xinias"	39.0585	22.24997	30	"AWI"	30	468	5305	2171	1.99386503067485	0	0	1.22699386503067	0	0	0	0.153374233128834	1.22699386503067	0	0	0	0	0.153374233128834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53374233128834	0	4.60122699386503	0.153374233128834	0	0	1.22699386503067	0	0	0.766871165644172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153374233128834	0	0	0	11.1963190184049	0	0.153374233128834	0	8.89570552147239	0.153374233128834	0	0	0	16.5644171779141	0	0	0	39.1104294478528	9.50920245398773	0	0	0	0	0.153374233128834	0	0	0	0	0	0.153374233128834	0	0.306748466257669	0.613496932515337	0	0	0
15838	24373	"Lake Xinias"	39.0585	22.24997	50	"AWI"	50	1174	7447	3977	7.0631970260223	0	0	1.61090458488228	0	0	0	0	0.371747211895911	0	0	0	0	0.371747211895911	0	0	0	0	0	0	0	0	0	0.123915737298637	0	0	0	0	2.72614622057001	0	3.09789343246592	0	0	0	0.743494423791822	0	0	0.495662949194548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123915737298637	0	0	0	10.4089219330855	0	0	0	12.3915737298637	0	0	0	0	13.3828996282528	0	0	0	43.6183395291202	1.61090458488228	0	0	0	0.495662949194548	0	0	0	0	0	0	0	0	0.867410161090459	0.371747211895911	0	0	0.123915737298637
15838	24373	"Lake Xinias"	39.0585	22.24997	73	"AWI"	73	2402	9638	5946	4.62833099579243	0	0.140252454417952	1.68302945301543	0	0	0	0	0	0	0	0	0	0.280504908835905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82328190743338	0	4.34782608695652	0	0	0	0.981767180925666	0	0	0	0.280504908835905	0	0	0.140252454417952	0	0	0.280504908835905	0	0	0	0.140252454417952	0	0.140252454417952	0	0	0	0.140252454417952	0	0	0	10.0981767180926	0	0	0.140252454417952	9.1164095371669	0.420757363253857	0	0	0	13.8849929873773	0	0	0	43.6185133239832	6.1711079943899	0	0	0	0.280504908835905	0	0	0	0.280504908835905	0	0	0.140252454417952	0	0.280504908835905	0.140252454417952	0	0	0.420757363253857
15838	24373	"Lake Xinias"	39.0585	22.24997	80	"AWI"	80	3176	9952	6586	2.85006195786865	0.247831474597274	0	1.23915737298637	0	0	0	0.123915737298637	0	0	0	0	0	0	0	0	0	0	0.123915737298637	0	0	0	0	0	0	0	0	0	2.85006195786865	0	2.60223048327138	0	0	0	1.85873605947955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1524163568773	0	0	0	8.17843866171004	0.123915737298637	0	0	0	9.66542750929368	0	0	0	51.6728624535316	5.20446096654275	0	0	0	0.371747211895911	0	0	0	0	0	0	0	0	0.371747211895911	1.23915737298637	0	0	0.123915737298637
15838	24373	"Lake Xinias"	39.0585	22.24997	90	"AWI"	90	3791	10682	7553	3.81526104417671	0.301204819277108	0	1.20481927710843	0	0	0	0	0.903614457831325	0	0	0	0	0.502008032128514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71887550200803	0	1.70682730923695	0	0	0	1.20481927710843	0	0	0.100401606425703	2.71084337349398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.63855421686747	0	0	0	8.23293172690763	0.803212851405622	0	0	0	11.6465863453815	0	0	0	44.6787148594378	3.01204819277108	0	0	0	0.70281124497992	0.100401606425703	0	0	0	0.100401606425703	0	0.100401606425703	0	0.903614457831325	2.20883534136546	0	0	0.70281124497992
15838	24373	"Lake Xinias"	39.0585	22.24997	100	"AWI"	100	4759	11402	8427	3.41113105924596	0.359066427289048	0	0.897666068222621	0	0	0	0	0.718132854578097	0	0	0	0	0.179533213644524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38599640933573	0	2.51346499102334	0	0	0.359066427289048	0	0	0	0.179533213644524	2.51346499102334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0538599640934	0	0.359066427289048	0	9.33572710951526	1.07719928186715	0	0	0	16.1579892280072	0	0	0	41.8312387791741	2.15439856373429	0	0	0	0	0.179533213644524	0	0	0	0	0	0	0	0.897666068222621	1.25673249551167	0	0	0.179533213644524
15838	24373	"Lake Xinias"	39.0585	22.24997	110	"AWI"	110	5908	11728	9333	3.6837376460018	0.179694519317161	0	1.25786163522013	0	0	0	0.0898472596585804	1.52740341419587	0	0	0	0	0.179694519317161	0	0	0	0	0	0	0	0	0	0.269541778975741	0	0	0	0	7.8167115902965	0	2.51572327044025	0	0	0	0	0	0	0.179694519317161	3.23450134770889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539083557951483	0	5.92991913746631	2.51572327044025	0	0	0	24.2587601078167	0	0	0	40.5211141060198	1.43755615453729	0	0	0	0	0	0	0	0	0.179694519317161	0	0	0	0.898472596585804	2.24618149146451	0	0	0.539083557951483
15838	24373	"Lake Xinias"	39.0585	22.24997	130	"AWI"	130	8718	12377	10950	3.55329949238579	0.101522842639594	0	1.7258883248731	0	0	0	0.101522842639594	0.913705583756345	0	0	0	0	0.101522842639594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.34010152284264	0	2.23350253807107	0	0	0	0	0	0	0.101522842639594	2.43654822335025	0	0	0	0	0	0	0	0	0	0	0	0.101522842639594	0	0	0	0	0	0	0	5.27918781725888	0	0.304568527918782	0	6.09137055837564	1.21827411167513	0	0.101522842639594	0	23.6548223350254	0	0	0	39.8984771573604	0.812182741116751	0	0	0	0	0	0	0	0.101522842639594	0	0	0	0	0.609137055837563	1.11675126903553	0.101522842639594	0	0
