"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Aristolochiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	300	"AWI"	300	7276	10094	8456	0	5	281	0	0	4	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	133	0	55	0	0	4	0	0	15	0	1	0	20	0	1	0	0	0	0	27	302	0	64	0	0	0	0	23	0	0	0	0	8	4	0	0	0	0	0	0	2	15	0	51	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	302.5	"AWI"	302.5	7437	10158.5	8587.5	0	3	238	1	0	9	0	0	0	0	0	64	0	0	0	3	0	0	0	0	0	0	102	0	52	0	0	0	0	0	6	0	0	0	14	0	3	0	0	0	0	24	337	0	55	0	0	0	0	13	0	0	0	0	1	4	0	0	0	0	0	0	4	4	0	44	6	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	305	"AWI"	305	7598	10206	8739	0	1	273	1	0	14	1	0	2	0	0	42	0	1	0	0	0	0	0	0	0	0	147	0	57	0	0	0	0	0	5	0	0	0	15	0	2	0	0	0	0	46	382	0	61	0	0	0	0	17	0	0	0	0	4	1	0	0	0	0	0	0	4	10	0	52	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	307.5	"AWI"	307.5	7763	10267	8897	0	1	260	1	0	9	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	105	1	43	0	0	0	0	0	8	0	1	0	15	0	2	0	0	0	0	14	228	0	40	0	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	4	8	0	55	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	310	"AWI"	310	7889	10324	9053	0	1	321	0	0	8	0	0	4	0	0	43	0	0	0	0	0	0	0	0	0	0	80	0	88	0	0	0	0	0	4	0	0	0	14	0	3	0	0	0	0	5	360	0	61	0	0	0	0	11	0	0	0	1	7	1	0	0	0	0	1	0	4	5	0	29	4	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	312.5	"AWI"	312.5	8004	10380	9220.5	0	4	245	0	0	9	0	0	1	0	0	60	0	0	0	0	0	0	0	0	0	0	109	0	57	0	0	0	0	1	7	0	0	0	16	0	1	0	0	0	0	16	250	0	65	0	0	0	0	17	0	0	0	1	3	2	0	0	0	0	0	0	2	10	0	50	11	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	315	"AWI"	315	8096	10450	9388	0	2	304	0	1	14	0	0	3	0	0	56	0	0	0	0	0	0	0	0	0	0	88	0	48	0	0	0	0	0	0	0	0	0	22	0	3	0	0	0	0	8	284	0	53	0	0	0	0	17	0	1	0	0	5	5	0	0	0	0	0	0	6	9	0	44	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	317.5	"AWI"	317.5	8169	10540	9538.5	0	5	261	1	0	7	0	0	1	0	0	69	0	0	0	0	0	0	0	0	0	0	107	0	39	0	0	0	0	0	6	0	0	0	18	0	4	0	0	0	0	8	311	0	65	0	0	0	0	20	0	0	0	0	7	1	0	0	0	0	0	0	2	8	0	39	11	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	320	"AWI"	320	8243	10672	9678	0	2	272	0	0	9	1	0	3	0	0	68	0	0	0	0	0	0	0	0	0	0	128	0	36	0	0	0	0	0	3	0	0	0	21	0	0	0	0	0	0	7	278	0	64	0	0	0	0	18	0	0	0	0	5	4	0	0	0	0	0	0	3	9	0	68	15	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	322.5	"AWI"	322.5	8310.5	10822	9821.5	1	1	236	0	0	8	0	0	4	0	0	81	0	0	0	0	0	0	0	0	0	0	97	0	53	0	0	0	0	0	1	0	1	0	24	0	1	0	0	0	0	1	326	0	83	0	0	0	0	17	0	0	0	0	7	4	0	0	0	0	0	0	6	8	0	50	15	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	325	"AWI"	325	8512	10944	9965	0	0	246	0	0	9	1	0	2	0	0	97	0	0	0	0	0	0	0	0	0	0	99	0	48	0	0	0	0	0	1	0	0	0	33	0	2	0	0	0	2	1	309	0	84	0	0	0	0	17	0	0	0	0	4	4	0	0	0	0	0	0	4	7	0	49	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	327.5	"AWI"	327.5	8844.5	10973.5	10106.5	0	0	85	0	0	7	0	0	4	0	0	109	0	0	0	0	0	0	0	0	0	0	80	0	39	0	0	0	0	0	0	0	1	0	65	0	3	0	0	0	3	1	395	0	112	0	1	0	0	10	0	0	0	0	15	8	0	0	0	0	0	0	3	9	0	41	25	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	330	"AWI"	330	9188	11006	10248	0	1	55	0	0	14	0	0	5	0	0	104	0	0	0	0	0	0	0	0	0	0	69	0	41	0	0	4	0	0	1	0	0	0	76	0	3	0	0	0	3	0	589	0	158	0	0	0	0	6	0	0	0	1	15	4	0	0	0	0	1	0	7	12	0	34	8	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	332.5	"AWI"	332.5	9528	11040.5	10387.5	0	0	62	1	0	9	0	0	6	0	0	131	0	0	0	0	0	0	0	0	0	0	31	1	21	0	0	3	0	0	1	0	0	0	79	0	1	0	0	0	1	2	375	0	137	0	0	0	0	8	0	0	0	1	22	8	0	0	0	0	0	0	5	9	0	26	20	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	335	"AWI"	335	9870	11081	10530	0	1	52	0	0	10	0	0	9	0	0	132	0	0	0	0	0	0	0	0	0	0	43	1	27	0	0	3	0	0	0	0	0	0	69	4	3	0	0	0	1	0	469	0	152	0	0	0	0	7	0	0	0	1	13	5	0	0	0	0	0	0	5	7	0	27	15	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	337.5	"AWI"	337.5	10172.5	11133.5	10672.5	0	0	23	1	0	4	0	0	6	0	0	224	0	0	0	0	0	0	0	1	0	0	5	1	24	0	0	0	0	0	1	0	0	0	64	0	3	0	0	0	2	0	485	0	150	0	0	0	0	7	0	0	0	1	17	7	0	0	0	0	0	0	5	2	0	8	14	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	340	"AWI"	340	10429	11195	10822	0	0	21	2	0	5	0	0	18	0	0	141	0	1	0	0	0	0	0	1	0	0	3	1	23	0	0	0	0	0	0	0	0	0	51	0	2	0	0	0	0	0	565	0	155	0	0	0	0	5	0	0	0	1	17	6	0	0	0	0	0	0	7	1	0	2	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	342.5	"AWI"	342.5	10596.5	11322	10975	0	0	16	4	0	8	0	0	18	0	0	90	0	0	0	0	0	0	0	0	0	0	2	1	11	0	0	0	0	0	1	0	0	0	35	0	2	0	0	0	1	0	576	0	102	0	0	0	0	2	0	0	0	3	23	7	0	0	0	3	0	0	9	3	0	2	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	345	"AWI"	345	10699	11593	11131	0	0	22	1	0	12	0	0	55	0	0	289	0	1	0	0	0	0	0	0	1	0	9	1	0	1	0	0	0	0	0	1	0	0	13	0	0	0	0	0	2	0	309	0	169	1	0	0	0	7	0	0	0	3	30	11	0	0	0	0	0	0	14	1	0	4	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	347	"AWI"	347	10751	11832	11242	0	0	13	28	0	26	0	0	128	0	0	241	0	0	0	0	0	0	0	0	2	0	26	1	20	1	6	0	0	0	0	0	0	0	127	0	0	0	0	0	5	1	612	0	349	0	0	0	0	6	0	0	0	20	31	7	0	0	0	0	0	0	40	3	1	3	22	0	0
