"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Vitaceae"
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	0	"AWI"	0	-134	27	-50	0.246305418719212	0	0.492610837438424	0.492610837438424	0.369458128078818	0.738916256157635	0.246305418719212	0.246305418719212	0.492610837438424	18.4729064039409	0.61576354679803	0.246305418719212	4.55665024630542	0	1.35467980295567	0	30.2955665024631	2.46305418719212	26.8472906403941	3.81773399014778	2.70935960591133	0.862068965517241	1.35467980295567	1.97044334975369	0.862068965517241	0.246305418719212
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	10	"AWI"	10	-49	237	72	0.505050505050505	0	0.303030303030303	0.505050505050505	0.404040404040404	1.01010101010101	0.101010101010101	0.404040404040404	0.303030303030303	22.5252525252525	0.404040404040404	0.202020202020202	4.14141414141414	0.505050505050505	0.808080808080808	1.81818181818182	20	4.14141414141414	28.989898989899	5.95959595959596	3.03030303030303	0.505050505050505	1.01010101010101	1.61616161616162	0.707070707070707	0.101010101010101
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	20	"AWI"	20	49	380	202	0.177777777777778	0	0.177777777777778	0.622222222222222	1.86666666666667	1.95555555555556	0.0888888888888889	1.33333333333333	0.444444444444444	21.6	0.266666666666667	0.8	3.28888888888889	0.622222222222222	0.622222222222222	3.82222222222222	12.8	8.53333333333333	23.7333333333333	9.77777777777778	4.35555555555556	0.444444444444444	0.533333333333333	0.888888888888889	1.15555555555556	0.0888888888888889
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	30	"AWI"	30	159	508	329	0.106326422115896	0.106326422115896	0.106326422115896	0.744284954811271	1.43540669856459	6.48591174906964	0	3.29611908559277	0.106326422115896	36.1509835194046	0.212652844231792	1.01010101010101	2.39234449760766	0.106326422115896	0.531632110579479	2.71132376395534	6.69856459330144	19.1387559808612	7.60233918128655	5.74162679425837	2.07336523125997	0.318979266347687	0.903774587985114	1.11642743221691	0.797448165869218	0.106326422115896
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	40	"AWI"	40	287	612	457	0.408163265306122	0	0.408163265306122	0	0.204081632653061	1.02040816326531	0	0.408163265306122	0.408163265306122	7.75510204081633	0	0	1.42857142857143	0	0	0	55.5102040816327	1.02040816326531	20.8163265306122	9.38775510204082	0.204081632653061	0	0.612244897959184	0	0.204081632653061	0.204081632653061
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	50	"AWI"	50	451	720	590	0.515995872033024	0.103199174406605	0.515995872033024	0.619195046439629	0.412796697626419	2.1671826625387	0	0.722394220846233	0.309597523219814	23.6326109391125	0.103199174406605	0.309597523219814	3.92156862745098	0	0	2.99277605779154	14.7574819401445	1.03199174406605	30.2373581011352	12.4871001031992	1.03199174406605	1.96078431372549	0.825593395252838	0.619195046439629	0.619195046439629	0.103199174406605
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	60	"AWI"	60	570	1001	749	13.2762312633833	0	0.214132762312634	1.07066381156317	0.642398286937901	0.642398286937901	0.642398286937901	0.642398286937901	0.642398286937901	22.0556745182013	0	0.214132762312634	8.13704496788009	0	0	2.99785867237687	30.6209850107066	0.214132762312634	4.06852248394004	12.4197002141328	0.214132762312634	0	0	0.642398286937901	0.642398286937901	0
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	70	"AWI"	70	701	1225	931	24.2352941176471	0	0.705882352941177	0	1.41176470588235	0	0	0.470588235294118	0.941176470588235	6.82352941176471	0	0.941176470588235	3.29411764705882	0	0	2.11764705882353	37.8823529411765	0.235294117647059	8.23529411764706	9.41176470588235	0.705882352941177	0.705882352941177	1.41176470588235	0.235294117647059	0.235294117647059	0
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	80	"AWI"	80	850	1426	1115	17.7105831533477	0	0.647948164146868	0	0.215982721382289	0	0	0.215982721382289	0.215982721382289	6.0475161987041	0	0.215982721382289	2.80777537796976	0	0.215982721382289	1.72786177105832	44.7084233261339	0	16.6306695464363	7.99136069114471	0	0	0	0.431965442764579	0.215982721382289	0
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	90	"AWI"	90	1007	1607	1301	3.29368709972553	0	1.09789569990851	0.0914913083257091	0.365965233302836	1.18938700823422	0	0.274473924977127	0.548947849954254	29.2772186642269	0.182982616651418	0.274473924977127	6.49588289112534	0	0.731930466605673	2.19579139981702	11.9853613906679	0.914913083257091	30.7410795974382	8.0512351326624	0.274473924977127	1.18938700823422	0.274473924977127	0.274473924977127	0.182982616651418	0.0914913083257091
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	100	"AWI"	100	1185	1781	1480	4.26929392446634	0	0.985221674876847	0.164203612479475	0.492610837438424	1.14942528735632	0.328407224958949	0	0.492610837438424	11.1658456486043	0.164203612479475	0.492610837438424	8.3743842364532	0	2.29885057471264	0	32.512315270936	0.328407224958949	26.6009852216749	8.86699507389163	0	0.328407224958949	0.164203612479475	0.328407224958949	0	0.492610837438424
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	110	"AWI"	110	1373	1941	1661	16.9491525423729	0	0.211864406779661	0.423728813559322	0.423728813559322	0	0.423728813559322	1.0593220338983	6.77966101694915	11.6525423728814	0.211864406779661	0	5.29661016949153	0	0.847457627118644	0	33.8983050847458	0.211864406779661	8.05084745762712	10.8050847457627	0.211864406779661	1.27118644067797	0.211864406779661	0.423728813559322	0.211864406779661	0.423728813559322
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	120	"AWI"	120	1604	2100	1840	11.3594040968343	0	0.558659217877095	0	0.558659217877095	0.37243947858473	0.931098696461825	0.186219739292365	15.2700186219739	16.7597765363128	0.186219739292365	0.37243947858473	3.35195530726257	0	1.48975791433892	0	27.0018621973929	0.74487895716946	5.77281191806332	10.2420856610801	0.186219739292365	0.558659217877095	0.37243947858473	2.04841713221601	1.48975791433892	0.186219739292365
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	130	"AWI"	130	1755	2341	2018	19.1780821917808	0	0.782778864970646	0	0.782778864970646	1.36986301369863	0.587084148727984	0.391389432485323	21.9178082191781	7.43639921722114	0.195694716242661	0.391389432485323	0.782778864970646	0	0	1.56555772994129	24.26614481409	0.391389432485323	2.73972602739726	13.6986301369863	0	1.17416829745597	0.195694716242661	0.782778864970646	1.36986301369863	0
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	140	"AWI"	140	1891	2596	2199	10.3508771929825	0	0.701754385964912	0.350877192982456	0.175438596491228	2.98245614035088	0.175438596491228	0.701754385964912	24.3859649122807	7.54385964912281	0	0.701754385964912	1.05263157894737	0	1.40350877192982	1.92982456140351	26.4912280701754	0.87719298245614	2.45614035087719	14.7368421052632	0.175438596491228	1.05263157894737	0.350877192982456	0.175438596491228	1.05263157894737	0.175438596491228
15824	24343	"Flambouro-Pieria mountains"	40.25944	22.17083	150	"AWI"	150	2026	2838	2381	15.5357142857143	0.178571428571429	0.535714285714286	0.714285714285714	1.07142857142857	3.57142857142857	0.178571428571429	1.25	18.3928571428571	12.1428571428571	0	0.535714285714286	2.85714285714286	1.07142857142857	0.892857142857143	0	22.6785714285714	0.178571428571429	3.75	11.4285714285714	0	0.178571428571429	0.535714285714286	0.535714285714286	1.78571428571429	0
