"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
16042	24753	"Les Naudières"	47.5375	0.70222	5	"AWI"	5	-114	50	-26	1.36363636363636	0	20.4545454545455	0.454545454545455	1.36363636363636	0	0	0	1.81818181818182	0	1.36363636363636	0	0	0.909090909090909	0	0	2.72727272727273	0	6.36363636363636	0.454545454545455	17.7272727272727	0	0	0	0	0.454545454545455	0.454545454545455	0	0	0	0	0	0	0.909090909090909	0	0	0	0	0	0	0	20.4545454545455	0.909090909090909	0	0	0	0	15.4545454545455	3.63636363636364	0	0	0	0	1.36363636363636	0	0	1.36363636363636	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	10	"AWI"	10	-100	77	6	0.497512437810945	0.497512437810945	15.9203980099502	0.995024875621891	0.497512437810945	0	0.497512437810945	0	0.497512437810945	0	1.49253731343284	0	0	2.48756218905473	0	0	1.99004975124378	0	7.96019900497512	0	19.4029850746269	0.995024875621891	0	0	0	0	0.497512437810945	0	0	0	0	0	0	0.995024875621891	0	0	0	0	0	0	0	19.4029850746269	5.97014925373134	0	0	0	0	13.4328358208955	2.98507462686567	0	0	0	0	0.497512437810945	0	0.497512437810945	0	0	0	0.497512437810945	0.497512437810945	0.497512437810945	0.497512437810945
16042	24753	"Les Naudières"	47.5375	0.70222	15	"AWI"	15	-88	111	35	0	0	9.86842105263158	0	2.63157894736842	0.657894736842105	2.63157894736842	0	1.31578947368421	0	2.63157894736842	0	0	1.31578947368421	0	0	1.97368421052632	0	12.5	0	30.9210526315789	0	0	0	0	0.657894736842105	0.657894736842105	0	0	0	0.657894736842105	0	0	0.657894736842105	0	0	0	0	0	0	0	3.28947368421053	4.60526315789474	0	0	0	0	19.7368421052632	0	0	0	0	0	0.657894736842105	0	2.63157894736842	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	20	"AWI"	20	-73	145	60	0	0	14.4329896907216	0	1.54639175257732	1.03092783505155	0	0	1.03092783505155	0	0.515463917525773	0	0	2.57731958762887	0	0	0.515463917525773	0	6.70103092783505	0.515463917525773	22.1649484536082	1.03092783505155	0	0	0	0	0	0	0	0	0	0.515463917525773	0	1.03092783505155	0	0	0	0	0	0.515463917525773	0	5.67010309278351	5.15463917525773	0	0	0	0	31.9587628865979	0.515463917525773	0	0	0.515463917525773	0	0	0	0.515463917525773	0	0	0	0.515463917525773	0.515463917525773	0.515463917525773	0
16042	24753	"Les Naudières"	47.5375	0.70222	25	"AWI"	25	-52	165	77	0	0	8.48214285714286	0	0.446428571428571	0.446428571428571	0	0	23.6607142857143	0	1.33928571428571	0.446428571428571	0	1.33928571428571	0	0	0.446428571428571	0	12.0535714285714	0	13.8392857142857	5.35714285714286	0	0	0	0.446428571428571	0.446428571428571	0	0	0	0	0.446428571428571	0	1.33928571428571	0	0	0	0	0	0	0	1.33928571428571	2.67857142857143	0	0	0	0	19.6428571428571	0	0.892857142857143	0	0	0	0.892857142857143	0	0.446428571428571	0	0	0	0	0.446428571428571	0	3.125
16042	24753	"Les Naudières"	47.5375	0.70222	30	"AWI"	30	-39	187	98	0	0	4.90196078431373	0.980392156862745	1.47058823529412	0	0	0	4.41176470588235	0	0.980392156862745	0	0	2.94117647058824	0	0	0.490196078431373	0	7.84313725490196	0	25.9803921568627	0.980392156862745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490196078431373	0	0	9.31372549019608	0	0	0	0	36.7647058823529	0.980392156862745	0	0	0	0	0	0.490196078431373	0.490196078431373	0	0	0	0	0.490196078431373	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	35	"AWI"	35	-28	219	121	0	0	19.7530864197531	0.617283950617284	0.617283950617284	0	0	0	0.617283950617284	1.23456790123457	1.23456790123457	0	0	0.617283950617284	0	0	0	0	8.64197530864197	0.617283950617284	23.4567901234568	1.85185185185185	0	0	0	0	0	0	0	0	0	0	0	2.46913580246914	0	0	0	0	0	0	0	1.23456790123457	3.7037037037037	0	0	0	0	29.0123456790123	3.08641975308642	0	0	0	0	0	0	0	0	0	0	0.617283950617284	0.617283950617284	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	40	"AWI"	40	-2	234	152	0	0	21.4953271028037	0	2.80373831775701	0	1.86915887850467	0	1.86915887850467	0	0.934579439252336	0	0	1.86915887850467	0	0	1.86915887850467	0	8.41121495327103	1.86915887850467	11.214953271028	0	0	0	0	0	1.86915887850467	0	0	0	0	0	0	0	0	0	0.934579439252336	0	0	0.934579439252336	0	1.86915887850467	8.41121495327103	0	0	0	0	26.1682242990654	0.934579439252336	1.86915887850467	0	1.86915887850467	0	0.934579439252336	0	0	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	45	"AWI"	45	27	240	187	0	0	32.2222222222222	0.555555555555556	0.555555555555556	0.555555555555556	0	0	1.11111111111111	0	0	0	0	0	0	0	0	0	14.4444444444444	0	12.2222222222222	0	0	0	0	0.555555555555556	0.555555555555556	0	0	0.555555555555556	0	0	0	0.555555555555556	0	0	0	0	0	0	0	0.555555555555556	3.88888888888889	0	0	0	0	30.5555555555556	0.555555555555556	0	0	0	0	0	0	0	0	0	0	0.555555555555556	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	50	"AWI"	50	45	247	221	0	0	30.0970873786408	0	1.45631067961165	0	0.970873786407767	0	0.970873786407767	0	0.485436893203883	0	0	4.85436893203883	0	0	0.485436893203883	0	4.36893203883495	0.970873786407767	6.31067961165049	0.485436893203883	0	0	0	0.485436893203883	0.485436893203883	0	0	0	0	1.45631067961165	0	0	0	0	0	0	0	0	0	0.485436893203883	5.33980582524272	0	0	0	0	25.7281553398058	1.45631067961165	8.25242718446602	0	0	0	3.39805825242718	0	0.970873786407767	0	0	0	0	0	0	0.485436893203883
16042	24753	"Les Naudières"	47.5375	0.70222	55	"AWI"	55	61	276	248	0	0	13.4948096885813	0.346020761245675	1.73010380622837	0.346020761245675	0.346020761245675	0	2.42214532871972	0	0	0	0	0.346020761245675	0	0	0	0	7.26643598615917	0	17.3010380622837	1.03806228373702	0	0	0	0	0	0	0	0	0	0	0	0.346020761245675	0	0	0	0	0	0	0	1.03806228373702	2.42214532871972	30.1038062283737	0	0	0	19.0311418685121	1.73010380622837	0	0	0	0	0	0	0	0	0	0	0.346020761245675	0.346020761245675	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	60	"AWI"	60	129	367	293	0	0	25.7309941520468	1.16959064327485	1.75438596491228	0	2.33918128654971	0	1.16959064327485	0	0.584795321637427	0	0	0.584795321637427	0	0	0	0	9.35672514619883	1.16959064327485	25.7309941520468	1.16959064327485	0	0	0	0	0	0	0	0	0	0	0	1.75438596491228	0.584795321637427	0	0	0	0	0.584795321637427	0.584795321637427	2.92397660818713	3.50877192982456	0	0	0	0	15.2046783625731	1.16959064327485	0	0	1.16959064327485	0	0.584795321637427	0	0	0	0	0	0.584795321637427	0.584795321637427	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	65	"AWI"	65	164	475	344	1.09289617486339	0	13.6612021857924	0	2.73224043715847	0	0	0	1.63934426229508	0	2.73224043715847	0	0	2.18579234972678	0	0	1.63934426229508	0	6.55737704918033	0	28.9617486338798	2.18579234972678	1.09289617486339	0	0	0.546448087431694	0	0.546448087431694	0	0	0	0	0	1.09289617486339	0	0	0	0	0	0	0.546448087431694	1.09289617486339	9.83606557377049	0	0	0	0	13.1147540983607	1.63934426229508	0.546448087431694	0	0.546448087431694	0	3.82513661202186	0	0.546448087431694	0	0	0	0	0.546448087431694	0	1.09289617486339
16042	24753	"Les Naudières"	47.5375	0.70222	70	"AWI"	70	188	585	402	0	0	10.0558659217877	0.558659217877095	1.11731843575419	1.11731843575419	0.558659217877095	0	1.67597765363128	0	2.79329608938547	0	0	1.67597765363128	0	0	1.11731843575419	0	5.02793296089385	0	37.9888268156425	0	0	0	0	0	0	0	0	0	0.558659217877095	0.558659217877095	0	1.67597765363128	0	0	0	0	0	0.558659217877095	0	0	10.0558659217877	0	0	0	0	19.5530726256983	2.23463687150838	0	0	0.558659217877095	0	0	0	0	0	0	0	0.558659217877095	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	75	"AWI"	75	241	666	464	0	0	14.9700598802395	0.598802395209581	1.19760479041916	0	0.598802395209581	0	0	0	0.598802395209581	0	0.598802395209581	0.598802395209581	0	0	1.79640718562874	0	4.79041916167665	0	38.9221556886228	1.19760479041916	0	0	0	0	0	0	0	0	0	0	0	1.79640718562874	0	0.598802395209581	0	0	0	0	0	0.598802395209581	8.98203592814371	0	0	0	0	17.9640718562874	1.79640718562874	0.598802395209581	0	0.598802395209581	0	0.598802395209581	0	0	0	0	0	0	0.598802395209581	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	80	"AWI"	80	359	684	526	0	0	10.9289617486339	1.09289617486339	5.46448087431694	0	0	0	0.546448087431694	0	2.18579234972678	0	0	1.09289617486339	0	0	0	0	6.55737704918033	0.546448087431694	38.2513661202186	2.18579234972678	0	0	0	0.546448087431694	0	0	0	0	0	0	0	0	0.546448087431694	0	0	0	0	0	0	0	4.91803278688525	0	0	0	0	21.8579234972678	1.09289617486339	0	0	0	0	0.546448087431694	0	0	0	0	0	0.546448087431694	0.546448087431694	0.546448087431694	0
