"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
2972	3872	"Ampoix"	45.63333	2.93333	190	"AWI"	190	1549	4310	2860	50	1	87	0	1	0	2	0	36	0	0	0	1	1	0	0	0	71	12	0	1	0	1	1	165	8	0	0	0	0	0	0	3	0	8	0	29	0	0	47	0	0	0	1	3	2	0	0	0	0	0	5	1	0	0
2972	3872	"Ampoix"	45.63333	2.93333	200	"AWI"	200	1700	4473	3023	100	1	42	1	2	0	2	0	22	0	0	0	2	0	0	0	0	45	27	0	0	0	0	0	217	10	0	0	0	0	0	0	4	0	5	0	33	0	1	29	0	1	0	0	1	0	0	0	0	0	2	1	1	0	0
2972	3872	"Ampoix"	45.63333	2.93333	210	"AWI"	210	1853	4588	3195	50	2	41	2	0	0	0	0	80	0	0	0	0	0	0	0	0	21	8	0	0	0	0	0	185	4	0	0	0	0	0	0	4	0	4	0	0	0	1	35	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0
2972	3872	"Ampoix"	45.63333	2.93333	220	"AWI"	220	1974	4766	3362	67	0	40	0	0	1	3	0	85	0	1	0	0	0	0	3	3	53	43	0	0	0	0	0	200	5	0	0	0	0	0	0	10	0	3	0	38	0	0	55	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	230	"AWI"	230	2113	4938	3512	14	1	23	0	0	0	1	0	237	0	0	0	0	0	0	0	1	52	9	0	0	0	0	1	102	6	0	0	0	0	0	0	7	0	3	0	0	0	0	101	0	0	0	2	0	2	0	0	1	0	6	3	3	0	0
2972	3872	"Ampoix"	45.63333	2.93333	240	"AWI"	240	2286	5038	3668	34	0	21	0	0	0	0	0	102	0	0	0	0	0	0	0	0	48	5	0	0	3	0	0	165	2	0	0	0	0	0	0	6	0	0	0	0	0	0	51	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	250	"AWI"	250	2397	5182	3822	17	0	7	0	0	0	1	0	11	0	0	0	0	0	0	0	0	49	1	0	0	0	0	0	313	9	0	0	0	0	0	0	2	0	0	0	0	0	0	60	0	0	0	0	1	1	0	0	0	0	1	25	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	260	"AWI"	260	2516	5339	3973	5	0	3	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	140	1	0	0	0	0	0	0	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	270	"AWI"	270	2727	5432	4143	30	1	16	0	1	0	0	0	30	1	0	0	0	0	0	0	1	53	1	0	0	0	0	0	350	13	0	0	0	0	0	0	5	0	0	0	0	0	0	70	0	0	0	1	0	0	0	0	1	0	5	27	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	290	"AWI"	290	2983	5752	4484	13	0	10	0	0	0	0	0	10	0	0	0	0	0	1	0	0	38	1	0	0	6	0	0	300	0	0	0	0	0	0	0	8	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	4	13	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	300	"AWI"	300	3227	5839	4634	6	1	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	17	2	0	0	0	1	0	205	1	0	0	0	0	0	0	8	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	310	"AWI"	310	3429	5958	4797	1	0	9	0	1	0	1	0	24	0	0	0	0	0	0	0	0	63	2	0	0	0	0	0	210	9	0	0	0	0	0	0	15	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	320	"AWI"	320	3574	6089	4953	4	0	5	0	2	0	4	0	12	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	180	16	0	0	0	0	1	0	9	0	0	0	0	0	0	65	0	1	0	0	1	1	0	0	2	0	28	20	0	1	0
2972	3872	"Ampoix"	45.63333	2.93333	330	"AWI"	330	3779	6197	5111	2	2	3	0	3	0	1	0	11	1	0	0	0	0	0	0	0	99	5	0	0	0	0	0	32	12	0	0	0	0	0	0	21	0	0	0	0	0	1	71	2	2	0	0	0	0	0	0	1	0	38	31	1	0	0
2972	3872	"Ampoix"	45.63333	2.93333	340	"AWI"	340	3983	6284	5279	0	0	11	0	0	3	2	0	26	0	2	0	0	0	1	0	0	180	10	0	0	0	0	0	14	22	0	0	0	0	0	0	33	0	0	0	0	0	0	89	0	9	0	0	0	0	0	0	2	0	30	42	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	350	"AWI"	350	4131	6404	5447	1	1	14	0	0	0	0	0	14	0	0	0	0	0	0	0	0	168	4	0	0	0	0	0	20	20	0	0	0	1	0	0	10	0	0	0	0	0	1	85	0	2	0	0	0	0	1	0	2	0	31	38	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	360	"AWI"	360	4318	6506	5602	0	4	8	0	1	2	0	0	21	0	0	0	0	0	1	0	1	127	9	0	0	0	0	0	1	31	0	0	0	0	0	0	15	0	0	0	0	0	0	96	0	0	0	1	0	0	0	0	2	0	60	44	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	370	"AWI"	370	4558	6573	5755	0	2	8	0	1	0	1	0	16	0	0	0	0	0	0	0	0	145	35	0	0	0	0	0	5	23	0	0	1	0	0	0	27	0	0	0	0	0	0	105	1	1	0	0	0	1	0	0	2	0	56	32	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	380	"AWI"	380	4763	6677	5920	2	0	1	0	1	0	0	0	12	0	0	0	1	0	0	0	0	153	18	0	0	0	0	1	5	20	0	1	0	0	0	0	24	0	0	1	0	0	0	71	0	2	0	0	1	1	0	0	4	0	38	35	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	390	"AWI"	390	4937	6798	6077	1	2	4	1	1	0	0	0	5	0	0	0	0	0	0	0	0	150	15	0	0	0	0	0	5	16	0	0	0	0	0	0	14	0	0	0	0	0	0	85	0	1	0	1	0	0	0	0	0	0	45	36	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	400	"AWI"	400	5313	6859	6214	0	1	10	0	3	0	1	0	16	0	7	0	0	0	1	0	2	170	27	0	0	0	1	0	1	18	1	0	0	1	0	0	20	0	0	0	0	0	0	82	0	0	0	0	1	0	0	0	0	0	59	48	0	1	0
2972	3872	"Ampoix"	45.63333	2.93333	410	"AWI"	410	5610	6935	6364	1	0	3	0	0	0	0	0	13	0	26	0	0	0	0	0	0	88	12	0	0	0	0	0	1	20	2	0	0	0	0	0	10	0	0	0	0	0	0	42	0	4	0	0	0	0	0	0	1	0	52	21	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	420	"AWI"	420	5775	7046	6523	0	2	6	0	1	1	1	0	19	0	2	0	0	0	0	0	0	200	34	0	0	0	0	0	0	28	0	0	0	0	0	0	16	0	0	0	0	0	0	115	0	3	0	1	1	0	2	0	0	0	84	65	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	430	"AWI"	430	6121	7117	6649	1	1	8	1	0	2	0	0	10	0	0	0	0	0	1	0	0	150	9	0	0	0	1	0	0	25	0	0	0	0	0	0	16	0	0	0	0	0	0	84	0	4	0	0	0	1	0	0	1	0	29	36	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	440	"AWI"	440	6381	7203	6787	0	0	0	0	3	2	1	0	14	0	0	0	0	0	0	0	1	125	9	0	0	0	0	0	0	34	0	0	0	0	0	0	22	0	0	0	0	0	0	104	0	1	0	0	1	0	1	0	0	0	68	30	0	1	0
2972	3872	"Ampoix"	45.63333	2.93333	450	"AWI"	450	6489	7375	6932	0	1	5	0	3	1	3	0	11	1	0	0	0	0	0	0	1	90	37	0	0	0	0	0	0	26	0	0	0	0	0	0	33	0	0	0	0	0	0	100	2	1	0	0	0	1	1	0	0	0	64	27	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	460	"AWI"	460	6601	7526	7056	0	1	5	1	0	3	1	0	17	0	0	0	0	0	1	0	1	237	45	0	0	0	0	1	14	39	0	0	0	0	0	0	56	0	0	0	0	0	0	182	0	2	0	1	0	1	0	0	1	0	146	70	0	0	1
2972	3872	"Ampoix"	45.63333	2.93333	470	"AWI"	470	6676	7678	7170	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	70	19	0	0	0	0	0	1	13	0	0	0	0	0	0	11	0	0	0	0	0	0	58	0	0	0	0	0	0	1	0	0	0	48	28	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	480	"AWI"	480	6721	7885	7280	0	1	2	0	1	0	2	0	10	0	10	0	0	0	0	0	0	120	26	0	0	0	0	0	0	9	0	0	0	0	0	0	27	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	78	44	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	490	"AWI"	490	6813	8054	7396	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	31	35	0	0	0	0	0	0	10	0	0	0	0	0	0	15	0	0	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	30	11	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	500	"AWI"	500	6919	8138	7519	0	0	1	0	0	1	2	0	8	0	0	0	0	0	0	0	0	77	24	0	0	0	0	0	12	5	0	0	0	0	0	0	11	0	0	0	0	0	0	66	0	0	0	0	1	0	0	0	0	0	48	29	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	505	"AWI"	505	6968	8194	7580	3	3	1	0	1	0	0	0	13	0	1	0	0	0	0	0	0	120	87	0	0	0	0	0	15	10	0	0	0	0	0	0	21	0	0	0	0	0	0	86	0	0	0	0	1	0	0	0	0	0	60	18	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	510	"AWI"	510	7002	8265	7639	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	84	117	0	0	0	0	0	1	10	0	0	0	0	0	0	14	0	0	0	0	0	0	71	3	2	0	0	0	0	1	0	0	0	46	28	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	520	"AWI"	520	7081	8415	7752	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	42	7	0	0	0	1	0	1	3	0	0	0	0	0	0	8	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	8	3	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	525	"AWI"	525	7164	8447	7812	0	2	4	0	0	2	2	0	12	0	0	0	0	0	1	0	0	180	8	0	0	0	1	0	0	5	0	0	0	0	0	0	30	0	0	0	8	0	0	78	1	2	0	0	0	0	0	0	0	0	75	43	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	530	"AWI"	530	7238	8480	7878	0	0	1	0	1	0	1	0	6	0	0	1	0	0	0	0	0	160	17	0	0	0	2	0	3	5	0	0	1	0	0	0	11	0	0	0	0	0	0	105	0	0	0	0	0	2	0	0	0	0	50	24	0	0	1
2972	3872	"Ampoix"	45.63333	2.93333	535	"AWI"	535	7286	8519	7941	0	1	1	1	1	4	0	0	13	0	1	0	0	0	0	0	0	300	18	0	0	0	0	0	0	14	0	0	0	0	0	0	21	0	0	0	0	0	0	126	0	0	0	0	0	1	1	0	0	0	48	40	1	0	0
2972	3872	"Ampoix"	45.63333	2.93333	540	"AWI"	540	7340	8572	8001	0	1	1	0	0	2	0	0	16	0	1	0	0	0	0	0	0	260	21	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	96	0	1	0	1	1	0	0	0	0	0	60	42	0	0	1
2972	3872	"Ampoix"	45.63333	2.93333	545	"AWI"	545	7381	8627	8065	0	0	0	0	2	1	1	0	24	0	1	0	0	0	0	0	0	265	23	0	0	0	0	0	0	3	0	0	0	0	0	0	80	0	0	0	0	0	0	125	0	1	0	0	0	2	0	0	0	0	51	18	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	550	"AWI"	550	7412	8699	8124	0	2	2	0	3	1	0	0	36	0	0	0	0	0	0	0	0	250	25	0	0	0	0	0	0	3	0	0	0	0	0	0	25	0	0	0	0	0	2	120	0	0	0	0	0	0	0	0	0	0	37	25	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	555	"AWI"	555	7522	8730	8179	0	3	1	0	0	0	1	0	21	0	0	0	0	0	0	0	0	280	16	0	0	0	0	0	0	3	0	0	0	0	0	0	30	1	0	0	0	0	0	136	0	1	0	0	3	2	0	0	0	0	31	35	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	560	"AWI"	560	7607	8758	8236	0	2	1	0	2	0	0	0	25	0	1	0	0	0	0	0	0	180	16	0	0	0	0	0	0	5	0	0	0	0	0	0	44	1	0	0	0	0	4	150	0	0	0	0	0	0	0	0	0	0	37	45	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	565	"AWI"	565	7699	8794	8295	0	1	1	0	2	0	0	0	21	0	0	0	1	0	0	0	0	190	23	0	0	0	0	0	0	6	0	0	0	0	0	0	52	0	0	0	0	0	2	160	0	3	0	0	0	0	1	0	0	0	38	41	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	570	"AWI"	570	7773	8832	8357	0	2	0	0	0	0	3	0	79	0	0	0	0	0	0	0	0	610	30	0	0	0	0	0	0	3	0	0	0	0	0	0	67	0	0	0	0	0	8	321	0	2	0	1	2	2	0	0	0	0	16	53	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	575	"AWI"	575	7824	8877	8420	0	3	0	0	1	1	2	0	38	0	0	0	0	0	0	0	0	300	14	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	4	139	0	0	0	0	1	0	0	0	0	0	8	15	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	580	"AWI"	580	7864	8927	8482	1	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	300	8	0	0	0	0	0	0	2	0	0	0	0	0	0	37	0	0	0	0	0	0	123	0	0	0	0	0	1	0	0	0	0	3	26	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	585	"AWI"	585	7952	8976	8533	0	1	0	0	2	0	1	0	57	0	0	0	0	0	1	0	0	600	28	0	0	0	0	0	0	1	0	0	0	0	0	0	65	0	0	0	0	0	3	261	0	0	0	0	0	0	0	0	0	0	10	41	0	0	1
2972	3872	"Ampoix"	45.63333	2.93333	590	"AWI"	590	8084	9001	8581	0	1	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	310	9	0	0	0	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0	4	153	0	1	0	0	1	2	0	0	0	0	2	31	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	595	"AWI"	595	8207	9042	8629	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	300	7	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	0	0	137	0	0	0	0	0	3	1	0	0	0	0	21	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	625	"AWI"	625	8578	9325	8930	0	3	0	0	2	1	0	0	15	0	0	0	0	0	0	0	0	300	2	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	123	0	0	0	1	0	1	0	0	0	0	1	23	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	630	"AWI"	630	8612	9374	8976	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	635	"AWI"	635	8643	9443	9019	0	1	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	133	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	640	"AWI"	640	8664	9519	9061	0	3	0	1	0	1	1	0	18	0	0	0	0	0	0	0	0	300	3	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	107	0	0	0	0	0	1	0	0	0	0	0	31	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	645	"AWI"	645	8682	9612	9101	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	330	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	100	0	1	0	0	0	1	0	0	0	0	0	29	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	650	"AWI"	650	8724	9667	9144	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	250	2	0	0	0	0	0	0	1	0	0	0	0	0	0	15	1	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	655	"AWI"	655	8776	9692	9190	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	250	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	660	"AWI"	660	8806	9721	9237	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	300	2	0	0	0	0	0	3	1	0	0	0	0	0	0	13	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	670	"AWI"	670	8866	9804	9330	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	73	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	680	"AWI"	680	8912	9948	9418	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	250	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	690	"AWI"	690	9045	9988	9509	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	700	"AWI"	700	9134	10049	9603	0	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	370	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	86	0	0	0	0	3	1	0	0	0	0	0	21	0	1	0
2972	3872	"Ampoix"	45.63333	2.93333	705	"AWI"	705	9166	10091	9651	0	0	0	0	0	1	0	0	32	1	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	60	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	710	"AWI"	710	9194	10142	9696	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	230	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	57	0	0	0	0	3	0	0	0	0	0	1	21	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	715	"AWI"	715	9261	10182	9738	0	3	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	56	0	0	0	0	0	2	0	0	0	0	1	10	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	725	"AWI"	725	9411	10236	9823	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	614	6	0	0	0	0	0	0	2	0	0	1	0	0	0	20	0	0	0	0	0	5	138	0	0	0	0	2	1	0	0	0	0	0	53	0	1	0
2972	3872	"Ampoix"	45.63333	2.93333	730	"AWI"	730	9478	10267	9868	0	0	0	0	0	1	0	0	27	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	60	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	740	"AWI"	740	9566	10346	9960	0	0	0	0	1	1	1	0	67	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	70	0	0	0	0	2	8	0	0	0	0	0	32	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	745	"AWI"	745	9602	10404	10006	0	0	0	0	1	0	0	0	40	0	0	0	0	0	0	0	0	400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	4	66	0	1	0	0	0	2	0	0	0	0	0	29	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	755	"AWI"	755	9712	10486	10094	0	0	0	0	1	0	1	0	36	1	0	0	0	0	0	0	0	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	55	2	1	0	0	0	1	0	0	0	0	0	28	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	765	"AWI"	765	9778	10625	10185	0	0	0	0	1	0	1	0	39	0	0	0	0	0	0	1	0	400	0	0	0	0	0	0	0	0	0	0	2	1	0	0	45	0	0	0	0	0	1	70	0	1	0	0	0	5	0	0	0	0	0	65	0	1	0
2972	3872	"Ampoix"	45.63333	2.93333	775	"AWI"	775	9825	10812	10262	0	0	0	0	1	0	0	0	75	0	0	0	0	0	0	0	0	300	1	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	2	35	0	0	0	1	0	6	0	0	0	0	0	40	0	2	0
