"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26514	"Schwemm"	47.65811	12.299518	720	"AWI"	720	8417	9679	8948	0	2	28	1	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	348	141	2	0	0	0	0	0	0	0	102	0	0	0	0	0	0	1	1	0	0	0	0	251	0	0	0	0	0	43	0	0	0	0	0	7	0	0	0	0	0	0	20	124	0	0
16674	26514	"Schwemm"	47.65811	12.299518	730	"AWI"	730	8887	10060	9376	0	1	35	1	2	0	0	0	0	0	40	0	1	0	0	0	0	0	0	0	0	387	66	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	122	0	0	0	0	2	24	0	0	0	0	1	4	0	0	0	0	0	0	21	90	0	0
16674	26514	"Schwemm"	47.65811	12.299518	740	"AWI"	740	9970	10788	10337	0	3	34	0	0	0	2	0	0	0	60	0	0	0	0	0	0	0	0	0	0	462	81	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	49	0	0	0	2	0	4	0	0	0	0	0	0	29	161	0	1
16674	26514	"Schwemm"	47.65811	12.299518	750	"AWI"	750	10715	11751	11331	0	1	44	1	0	0	6	0	0	0	350	0	0	0	0	0	0	0	0	0	0	33	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	669	0	0	0	0	0	0	0	0	2	3	5	0	0	0	0	0	4	8	12	4	0
16674	26514	"Schwemm"	47.65811	12.299518	760	"AWI"	760	11236	12399	11949	0	0	17	0	3	0	1	0	0	0	251	0	0	0	0	0	0	0	0	0	0	16	23	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0
16674	26514	"Schwemm"	47.65811	12.299518	770	"AWI"	770	11450	12755	12202	0	0	6	1	6	0	14	0	0	0	124	0	1	0	0	0	0	0	0	0	0	11	29	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	694	0	0	0	0	0	0	1	0	2	2	5	0	0	0	0	0	2	0	0	0	0
16674	26514	"Schwemm"	47.65811	12.299518	781	"AWI"	781	11558	13529	12443	0	0	0	0	9	0	8	0	0	0	44	0	2	0	0	0	0	0	0	0	0	19	114	0	1	0	0	0	0	0	0	0	0	0	0	37	0	2	0	0	1	0	0	0	0	763	0	0	0	2	0	0	1	0	3	0	16	0	0	0	0	0	4	0	0	0	0
16674	26514	"Schwemm"	47.65811	12.299518	786	"AWI"	786	11631	13731	12541	0	0	3	2	14	0	1	0	0	0	56	0	2	0	0	0	0	0	0	0	0	18	161	0	5	0	0	0	0	0	0	0	0	0	0	51	0	2	0	0	0	0	0	0	2	675	0	0	0	1	0	0	0	0	4	0	14	0	0	0	0	0	1	0	0	0	0
16674	26514	"Schwemm"	47.65811	12.299518	801	"AWI"	801	11819	14095	12801	1	0	2	6	7	0	12	0	0	0	198	0	4	0	0	0	0	0	0	1	0	47	0	24	0	0	0	0	0	1	0	0	0	0	0	144	0	0	23	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	15	2	99	0	0	1	0	0	13	0	0	0	0
16674	26514	"Schwemm"	47.65811	12.299518	811	"AWI"	811	11917	14472	12956	0	0	0	3	3	0	6	0	0	0	32	0	0	0	0	0	0	0	0	1	0	7	469	7	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	4	2	40	0	0	0	0	0	8	0	0	0	0
16674	26514	"Schwemm"	47.65811	12.299518	821	"AWI"	821	12072	14680	13138	0	0	1	3	3	0	6	0	0	0	88	0	0	0	0	0	0	0	0	1	0	14	0	17	0	0	0	0	0	1	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	1	61	0	0	2	0	0	4	0	0	0	0
16674	26514	"Schwemm"	47.65811	12.299518	831	"AWI"	831	12153	14979	13318	0	0	0	4	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	1	0	3	442	5	0	0	0	0	0	0	0	0	0	0	0	42	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	1	0	0	0	0
16674	26514	"Schwemm"	47.65811	12.299518	839	"AWI"	839	12205	15245	13455	0	0	0	3	3	0	7	0	0	0	20	0	0	0	0	0	0	0	0	4	0	1	577	6	0	0	0	0	0	3	0	0	0	0	0	36	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	55	0	0	0	0	0	7	0	0	1	0
