"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	20	"AWI"	20	-49	699	191	2.84697508896797	0	1.42348754448399	0	0	0	0.711743772241993	0	0	0	0	0	0	0	0	0	0	0	2.13523131672598	32.0284697508897	0	0	0	0	0	0.711743772241993	0.711743772241993	1.42348754448399	1.42348754448399	0	2.13523131672598	0	0	3.55871886120996	2.13523131672598	17.0818505338078	0	21.7081850533808	0	5.69395017793594	0	0.711743772241993	0	0	0.711743772241993	0	0.711743772241993	0	0	0	0	0	0	0	0	2.13523131672598
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	25	"AWI"	25	12	756	265	5.68720379146919	0	1.8957345971564	0	0	0	0	0	0.947867298578199	0	0	0	0	0	0	0	0.947867298578199	0	3.7914691943128	33.175355450237	0	0	0.947867298578199	0	0	1.8957345971564	0	9.47867298578199	0	0	0	0	0	0	0.947867298578199	20.3791469194313	0	6.63507109004739	0	5.68720379146919	0	0	0	0	0	0	2.8436018957346	0	0	0	0	0	1.8957345971564	2.8436018957346	0	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	30	"AWI"	30	50	811	344	3.26086956521739	0	1.08695652173913	0	0	0	0	0	1.08695652173913	0	0	0	0	0	0	0	2.17391304347826	0	3.26086956521739	48.9130434782609	0	0	0	0	0	0	1.08695652173913	8.69565217391304	1.08695652173913	0	0	0	0	0	0	9.78260869565217	0	11.9565217391304	0	5.43478260869565	0	0	0	0	1.08695652173913	0	1.08695652173913	0	0	0	0	0	0	0	0	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	35	"AWI"	35	78	874	421	8.33333333333333	0	0	0	0	0	2.38095238095238	0	1.19047619047619	0	0	0.595238095238095	0	0	0	0	0	0	1.19047619047619	13.0952380952381	0	0	0	0	0	0	1.19047619047619	11.9047619047619	2.38095238095238	0	0	0	0	0	2.38095238095238	20.8333333333333	0	13.0952380952381	0	14.2857142857143	0	1.19047619047619	0	0	1.19047619047619	2.38095238095238	0	0	0	0	0	0	0	2.38095238095238	0	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	40	"AWI"	40	101	975	492	2.96052631578947	0	0	0	0	0	0	0	0	0	0	0.657894736842105	0	4.27631578947368	0	0	0.986842105263158	0	4.60526315789474	11.8421052631579	0	0	0.328947368421053	0.657894736842105	0	4.60526315789474	0	17.4342105263158	0	0	0	0	0	1.64473684210526	2.63157894736842	9.21052631578947	0	14.1447368421053	0	19.4078947368421	1.64473684210526	0	0	0	0	0.657894736842105	1.31578947368421	0	0	0	0	0	0	0	0.986842105263158	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	45	"AWI"	45	181	1035	562	1.17647058823529	0	0.588235294117647	0.294117647058824	0	0.294117647058824	0.294117647058824	0	1.17647058823529	0	0	0.294117647058824	0	0	0	0	0.588235294117647	0	0.882352941176471	47.6470588235294	0	0	0	0	0	2.94117647058824	0	9.11764705882353	1.17647058823529	0	0	0	0	1.47058823529412	1.76470588235294	4.41176470588235	0	5.88235294117647	0	11.1764705882353	1.17647058823529	4.41176470588235	0	0	0	0.294117647058824	0.882352941176471	0	0	0	0	0.294117647058824	0	0	1.76470588235294	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	50	"AWI"	50	253	1081	636	1.5527950310559	0	0.62111801242236	0	0	0	0	0	0.93167701863354	0	0	0	0	0	0	0	0.62111801242236	0	2.17391304347826	43.167701863354	0	0	0	0	0	2.79503105590062	0	12.111801242236	0.93167701863354	0	0	0	0	0.62111801242236	0.62111801242236	3.1055900621118	0	9.3167701863354	0	13.3540372670807	0	6.2111801242236	0	0	0	1.24223602484472	0.62111801242236	0	0	0	0	0	0	0	0	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	55	"AWI"	55	304	1148	710	2.36686390532544	0	0.591715976331361	0	0	0	0	0	0	0	0	0	0	2.9585798816568	0	0	0.591715976331361	0	2.36686390532544	17.1597633136095	0	0	0.591715976331361	0	0	1.77514792899408	0	14.2011834319527	0	0	0	0	0	1.77514792899408	0.591715976331361	7.10059171597633	0	16.5680473372781	0	30.1775147928994	0	1.18343195266272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	60	"AWI"	60	341	1215	782	5.94059405940594	0	0.99009900990099	0.495049504950495	0	0	0	0	0.99009900990099	0	0	0	0	0	0	0.495049504950495	1.48514851485149	0	3.96039603960396	29.7029702970297	0	0	0	0	0	1.98019801980198	0	5.94059405940594	0	0	0	0	0	0	1.48514851485149	23.7623762376238	0	8.91089108910891	0	12.3762376237624	0	0.495049504950495	0	0	0.495049504950495	0	0.495049504950495	0	0	0	0	0	0	0	0	0
3374	4375	"Grand Ratz le Pellet"	45.425	5.60833	65	"AWI"	65	455	1289	853	7.95847750865052	1.03806228373702	1.03806228373702	0.346020761245675	0	0	0	0	0.69204152249135	0	0	0.69204152249135	0	0	0	0	1.73010380622837	0	5.19031141868512	20.7612456747405	0	0	0	0	0	2.07612456747405	0	8.65051903114187	0	0	0	0	0	0	1.73010380622837	11.4186851211073	0	15.2249134948097	0	14.878892733564	0.69204152249135	1.73010380622837	0	0	1.03806228373702	0.69204152249135	2.42214532871972	0	0	0	0	0	0	0	0	0
