"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Iridaceae"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
3096	4031	"Lake Ermistu"	58.36667	23.96667	209	"AWI"	209	3448	5725	4562	0	76	0	0	2	0	0	144	0	0	0	0	15	0	0	9	0	1	0	8	0	0	1	63	80	0	0	0	2	0	19	0	0	0	0	2	0	0	2	4	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	214	"AWI"	214	3576	5838	4679	0	118	0	0	3	1	0	141	0	0	0	0	22	3	0	7	0	1	0	6	0	0	2	86	122	0	0	0	3	0	21	0	2	0	0	0	0	0	3	16	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	219	"AWI"	219	3662	5951	4791	0	92	0	0	0	0	0	106	0	1	0	0	13	2	0	5	0	0	0	4	0	0	2	71	101	0	6	0	0	0	18	0	0	0	0	0	0	0	5	8	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	224	"AWI"	224	3777	6054	4902	0	81	0	0	3	0	0	113	0	1	0	0	14	0	0	8	0	0	0	1	0	0	2	99	68	0	0	0	3	0	11	0	0	0	0	0	0	0	3	1	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	229	"AWI"	229	3880	6173	5021	0	71	0	0	0	0	0	116	0	0	0	0	8	2	0	4	0	0	0	3	0	0	1	89	82	0	4	0	1	0	17	0	0	0	0	0	0	0	4	5	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	234	"AWI"	234	3986	6269	5135	0	61	0	0	0	0	0	98	0	0	0	0	9	0	0	2	0	0	0	3	0	0	1	92	107	0	2	0	1	0	16	0	0	0	0	2	0	0	7	4	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	239	"AWI"	239	4068	6389	5241	0	76	0	0	3	0	0	124	0	0	0	0	11	1	0	2	0	0	0	3	0	0	1	81	90	0	2	0	4	0	13	0	0	0	0	1	0	0	2	4	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	244	"AWI"	244	4198	6480	5348	1	89	0	0	1	1	0	117	0	0	0	0	32	3	0	4	1	0	0	12	0	0	2	44	64	0	0	1	1	0	27	0	0	0	0	0	0	0	6	19	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	249	"AWI"	249	4299	6585	5462	0	76	0	0	3	0	0	78	0	0	0	0	41	0	0	3	0	0	0	1	0	0	0	45	93	0	0	0	0	0	14	0	0	0	0	0	0	0	5	24	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	254	"AWI"	254	4419	6682	5570	0	90	0	0	0	0	0	61	0	0	0	0	43	0	0	4	0	0	0	0	0	0	0	52	87	0	0	0	2	0	14	1	0	0	0	0	0	0	8	16	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	259	"AWI"	259	4498	6785	5682	0	106	0	0	4	0	0	69	0	0	0	0	34	0	0	2	0	0	0	1	0	0	0	70	67	0	6	0	2	0	23	2	0	0	0	0	0	0	7	24	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	264	"AWI"	264	4623	6889	5790	0	88	0	0	0	0	0	68	0	3	0	0	32	0	0	1	0	0	0	9	0	0	0	104	67	0	0	0	2	0	20	1	0	0	0	1	0	0	7	18	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	269	"AWI"	269	4729	7020	5899	1	83	0	0	1	0	0	101	0	2	0	0	21	0	0	2	0	0	0	6	0	0	0	58	91	0	0	0	1	0	17	0	0	0	0	2	0	0	12	21	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	274	"AWI"	274	4857	7117	6009	0	82	0	0	0	0	0	104	0	4	0	0	36	0	0	3	0	0	0	6	0	0	0	64	90	0	3	0	4	0	17	0	0	0	0	0	0	0	6	29	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	279	"AWI"	279	4966	7229	6123	0	92	0	0	0	1	0	97	0	1	0	0	30	0	0	2	0	0	0	8	0	0	0	36	90	0	0	0	2	0	20	0	0	0	0	0	0	0	12	20	4
3096	4031	"Lake Ermistu"	58.36667	23.96667	284	"AWI"	284	5086	7320	6234	0	88	0	0	0	0	0	97	0	0	0	0	20	0	0	0	0	0	0	10	0	0	0	33	58	0	0	0	2	0	31	0	0	0	0	0	0	0	7	10	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	289	"AWI"	289	5189	7432	6340	0	138	0	0	0	0	0	110	0	3	0	0	40	0	0	3	0	0	0	6	0	0	0	37	85	0	6	0	3	0	29	0	0	0	0	0	0	0	10	19	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	294	"AWI"	294	5315	7531	6458	2	81	0	0	0	0	0	91	0	1	0	0	12	0	0	2	0	0	0	4	0	0	0	20	87	0	0	0	3	0	21	0	0	0	4	0	0	0	11	17	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	299	"AWI"	299	5431	7635	6576	0	80	0	1	0	0	0	108	0	0	0	0	19	0	0	1	0	0	0	5	0	0	0	26	86	0	0	0	0	0	19	0	0	0	0	1	0	0	16	9	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	304	"AWI"	304	5549	7733	6682	0	86	2	1	1	1	0	97	0	0	0	0	23	0	0	4	0	0	0	8	0	0	0	29	79	0	3	0	0	0	24	1	2	0	0	0	0	0	13	17	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	309	"AWI"	309	5657	7840	6793	0	128	0	0	2	0	0	118	0	1	0	0	17	0	0	3	0	0	0	4	0	0	0	15	75	0	5	0	0	0	23	0	0	0	0	1	0	0	20	26	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	314	"AWI"	314	5799	7927	6901	2	98	1	0	1	1	0	112	0	2	0	0	25	0	0	1	0	0	0	6	0	0	0	11	51	0	3	0	1	0	18	0	0	0	0	0	0	0	13	21	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	319	"AWI"	319	5897	8036	7015	1	97	0	0	0	0	0	128	0	3	0	0	17	0	0	0	0	0	0	4	0	0	0	30	67	0	0	0	2	0	16	0	0	0	0	0	0	0	14	39	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	324	"AWI"	324	6026	8115	7130	0	110	0	0	0	0	0	110	0	0	0	0	14	0	0	1	0	0	0	2	0	0	1	15	61	0	0	0	1	0	4	1	0	0	0	0	0	0	12	24	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	334	"AWI"	334	6247	8300	7350	1	80	0	0	1	0	0	165	0	1	0	0	24	2	0	0	0	0	0	9	0	0	0	9	56	0	3	0	1	1	5	0	0	0	0	2	0	0	13	34	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	339	"AWI"	339	6366	8390	7460	0	97	0	0	0	0	0	149	0	0	0	0	8	1	0	0	0	0	0	2	0	0	0	5	63	0	6	0	1	1	9	0	0	0	0	1	0	0	8	35	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	344	"AWI"	344	6512	8477	7583	1	105	0	0	0	0	0	171	0	0	0	0	13	1	0	0	0	0	0	3	0	0	0	3	79	0	0	0	1	0	2	0	0	0	0	0	0	0	10	32	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	349	"AWI"	349	6621	8576	7688	1	104	0	0	0	0	0	143	0	1	0	0	15	2	0	0	0	0	0	9	0	0	0	7	67	0	5	0	1	0	4	0	0	0	0	1	0	0	8	44	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	354	"AWI"	354	6761	8663	7798	0	111	0	0	0	0	0	167	0	1	0	0	19	0	0	0	0	0	0	4	0	0	0	3	80	0	0	0	1	0	7	0	0	0	0	0	0	0	7	38	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	359	"AWI"	359	6883	8755	7913	0	82	1	0	0	0	0	172	0	1	0	0	8	0	0	0	0	0	0	2	0	0	0	0	86	0	6	0	0	0	3	0	0	0	0	0	0	0	5	35	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	364	"AWI"	364	7019	8833	8017	0	65	0	0	1	0	0	180	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	104	0	0	0	2	0	0	1	2	0	0	0	0	0	7	26	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	369	"AWI"	369	7140	8935	8128	1	144	0	0	2	0	0	359	0	0	0	0	28	3	0	0	0	0	0	0	0	0	0	4	191	0	12	0	2	0	6	0	4	0	0	2	0	0	7	47	2
3096	4031	"Lake Ermistu"	58.36667	23.96667	374	"AWI"	374	7287	9010	8238	0	200	0	0	3	0	0	336	0	1	0	0	40	3	0	0	0	0	0	2	0	0	0	2	124	0	13	0	6	0	6	0	0	0	0	5	0	0	12	35	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	379	"AWI"	379	7388	9096	8350	0	180	2	0	3	0	0	365	0	0	0	0	42	4	0	1	0	0	0	2	0	0	0	4	159	0	0	0	4	0	4	0	0	0	0	1	0	0	5	41	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	384	"AWI"	384	7543	9174	8453	0	179	0	0	2	0	0	353	0	0	0	0	43	0	0	1	1	0	0	0	0	0	0	2	142	0	0	0	2	0	2	0	0	0	0	0	0	0	4	47	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	389	"AWI"	389	7674	9276	8565	0	175	0	0	0	0	0	341	0	0	0	0	46	2	0	0	0	0	0	0	0	0	0	2	153	0	11	0	3	0	4	1	0	0	0	3	0	0	3	38	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	394	"AWI"	394	7810	9352	8672	0	102	0	0	0	0	0	176	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	2	86	0	0	0	1	0	3	0	0	0	0	0	0	0	2	27	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	399	"AWI"	399	7914	9447	8786	0	80	0	0	2	0	0	184	0	1	0	0	27	2	0	0	0	0	0	1	0	1	0	1	104	0	0	0	0	0	2	0	0	0	0	1	0	1	0	20	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	404	"AWI"	404	8098	9526	8896	0	89	0	0	0	0	0	166	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	1	0	0	1	19	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	409	"AWI"	409	8225	9614	9011	0	84	0	0	2	0	0	184	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	2	0	0	0	0	1	0	0	2	23	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	414	"AWI"	414	8396	9683	9121	0	80	0	0	1	0	0	187	0	0	0	0	22	2	0	0	0	0	0	1	0	0	0	2	135	0	0	0	1	0	3	0	3	0	0	3	0	0	1	16	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	419	"AWI"	419	8524	9769	9231	0	70	0	0	1	0	0	204	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	3	151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	424	"AWI"	424	8720	9839	9332	0	81	0	0	1	0	0	170	0	0	1	0	8	3	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	3	0	4	0	0	1	0	0	2	17	1
3096	4031	"Lake Ermistu"	58.36667	23.96667	429	"AWI"	429	8863	9915	9436	0	76	0	0	0	0	0	181	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	111	0	0	0	0	0	1	0	0	0	0	1	0	0	5	18	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	434	"AWI"	434	9107	9987	9527	0	62	0	0	1	0	0	137	0	0	0	0	15	1	0	1	0	0	0	0	0	0	0	0	99	0	0	0	1	0	0	0	0	0	0	1	0	0	1	13	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	439	"AWI"	439	9292	10074	9623	0	65	0	0	0	0	0	160	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	3	0	0	3	23	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	444	"AWI"	444	9406	10165	9744	0	50	0	0	0	0	0	174	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	1	99	0	0	0	0	0	1	0	0	0	0	1	0	0	1	14	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	449	"AWI"	449	9487	10303	9862	0	29	0	0	0	0	0	176	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	1	162	0	0	0	1	0	2	0	0	0	0	2	0	0	0	14	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	454	"AWI"	454	9598	10403	9982	0	5	0	0	2	0	0	162	0	0	0	0	6	10	1	0	0	0	0	0	0	0	0	1	188	0	0	0	1	0	2	0	0	0	0	3	0	0	0	9	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	459	"AWI"	459	9676	10510	10103	0	2	0	0	1	0	0	172	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	464	"AWI"	464	9814	10593	10226	0	5	0	0	2	0	0	221	0	0	0	0	6	7	1	3	0	0	0	0	0	0	0	0	173	0	0	0	2	1	0	0	0	0	0	6	0	0	0	18	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	468	"AWI"	468	9891	10658	10332	0	0	0	0	1	0	0	147	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	162	0	0	0	1	0	0	0	2	0	0	5	0	0	0	6	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	474	"AWI"	474	10090	10749	10469	0	1	1	1	3	0	0	160	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	140	0	0	0	0	0	2	0	0	0	0	4	0	0	0	3	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	477	"AWI"	477	10178	10784	10539	0	0	1	0	2	0	0	156	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	1	0	0	0	7	0	0	0	6	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	480	"AWI"	480	10235	10847	10607	0	1	0	0	1	0	0	80	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	482	"AWI"	482	10272	10866	10637	0	0	1	0	1	0	0	126	0	0	0	0	1	12	0	0	0	0	0	0	0	0	1	0	185	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	486	"AWI"	486	10341	10902	10695	0	1	1	0	1	0	0	159	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	1	0	0	0	0	9	0	0	0	3	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	491	"AWI"	491	10419	10973	10763	0	0	2	0	1	0	0	185	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	496	"AWI"	496	10486	11007	10812	0	1	0	0	2	1	0	195	0	0	0	0	2	8	1	4	0	0	0	0	0	0	0	0	136	0	0	0	0	0	1	0	5	0	0	3	1	0	0	7	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	501	"AWI"	501	10546	11058	10860	0	0	0	0	1	1	0	180	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	114	0	0	0	1	1	0	0	0	0	0	11	0	0	0	2	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	504	"AWI"	504	10589	11075	10892	0	2	1	0	0	0	0	153	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	506	"AWI"	506	10610	11087	10912	0	0	2	0	5	0	0	151	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	509	"AWI"	509	10638	11115	10944	0	0	1	0	0	1	0	30	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	5	0	0	6	0	2	0	0	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	513	"AWI"	513	10689	11141	10987	0	1	0	0	0	0	0	11	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	292	0	0	0	0	0	0	0	0	1	0	5	0	0	0	2	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	519	"AWI"	519	10755	11188	11053	0	1	0	0	4	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	264	0	0	0	1	0	0	0	2	0	0	8	0	0	0	3	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	524	"AWI"	524	10816	11227	11101	0	0	1	0	0	0	1	12	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	529	"AWI"	529	10868	11294	11145	0	3	0	0	1	0	0	19	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	1	176	0	0	0	0	0	0	0	0	1	0	6	0	0	1	0	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	531	"AWI"	531	10891	11330	11168	0	1	0	0	3	0	0	67	0	0	0	1	0	178	43	0	0	0	3	0	0	0	0	1	204	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	532	"AWI"	532	10903	11359	11183	0	0	4	1	5	0	0	41	0	0	0	0	0	163	32	0	0	0	0	0	0	0	0	1	241	0	0	0	1	0	0	0	8	1	0	5	0	0	0	0	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	533	"AWI"	533	10912	11392	11196	0	1	0	0	1	0	0	18	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	2	181	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	537	"AWI"	537	10945	11549	11245	0	3	1	0	1	0	0	7	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	2	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	542	"AWI"	542	10992	11720	11312	0	5	1	0	5	0	0	15	0	0	0	1	8	3	0	0	0	0	0	0	0	0	1	0	29	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
3096	4031	"Lake Ermistu"	58.36667	23.96667	545	"AWI"	545	11019	11787	11360	0	2	1	0	1	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
