"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Olea"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	10	"AWI"	10	28	867	331	0	0	26	0	3	4	0	5	1	0	0	1	0	9	2	1	261	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	8	0	14	118	1	2	0	0	0	1	4	0	0	0	0	0	0	1
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	20	"AWI"	20	288	1231	718	3	0	0	1	0	1	0	4	0	1	0	0	6	0	2	1	200	0	0	0	2	0	0	3	0	5	1	0	0	0	0	0	58	0	0	0	0	7	0	0	0	0	1	0	54	0	0	1	1	1
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	30	"AWI"	30	632	1553	1108	5	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1	13	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	38	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	35	"AWI"	35	836	1702	1300	11	1	37	2	1	1	0	7	1	0	0	0	0	0	3	1	71	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	51	0	0	0	0	9	0	2	0	0	1	0	0	1	0	0	1	1
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	40	"AWI"	40	1061	1833	1492	8	0	0	3	2	1	0	9	1	0	0	1	0	0	3	3	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	9	4	0	0	1	1	0	0	1	0	0	1	2
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	45	"AWI"	45	1350	1948	1677	16	0	28	3	6	2	0	5	0	0	0	0	0	1	0	0	108	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	35	0	0	0	0	16	0	0	0	0	1	1	0	1	1	0	0	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	50	"AWI"	50	1644	2176	1876	30	0	43	16	1	2	0	11	5	0	0	4	0	1	5	0	170	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	29	310	0	271	0	13	0	0	0	0	3	0	0	0	0	0	3	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	55	"AWI"	55	1812	2540	2115	19	2	37	31	2	2	0	13	3	1	0	0	0	1	1	1	82	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	13	264	0	0	0	12	0	0	0	0	2	1	0	0	1	0	2	4
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	60	"AWI"	60	1967	2822	2365	39	1	27	1	2	0	0	13	1	0	0	0	0	0	2	0	39	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	222	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	4
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	65	"AWI"	65	2171	3056	2626	46	0	21	0	0	0	0	10	0	0	0	1	0	0	4	0	68	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	213	0	0	0	12	0	0	0	0	0	1	0	0	0	0	3	4
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	70	"AWI"	70	2441	3262	2876	24	0	8	0	0	0	0	2	3	0	0	0	0	0	0	0	106	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	4	219	0	0	1	8	0	0	0	0	0	1	0	0	1	0	4	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	75	"AWI"	75	2845	3658	3210	14	1	16	0	1	1	0	9	0	0	0	0	0	0	1	0	66	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	5	199	0	0	0	4	0	0	0	0	2	1	0	1	0	0	2	1
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	80	"AWI"	80	3124	4782	3678	14	0	21	0	1	1	0	9	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	5	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	85	"AWI"	85	3436	5469	4239	0	2	60	0	13	3	0	13	2	1	0	1	0	1	7	0	4	1	2	0	2	1	0	0	1	2	6	0	0	0	2	1	2	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	6	3
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	90	"AWI"	90	3801	6131	4848	5	0	0	0	15	4	0	27	1	2	0	1	0	0	3	0	2	0	4	0	0	1	0	0	0	2	0	0	0	0	0	0	1	302	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	95	"AWI"	95	4295	6658	5461	7	0	4	1	8	0	0	5	1	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	1	2	0	2	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	100	"AWI"	100	4826	7103	6088	22	1	40	0	4	0	0	17	1	1	0	0	0	0	9	0	2	0	1	0	0	0	0	0	0	2	10	1	0	0	0	0	0	132	0	0	0	5	0	0	0	0	0	7	0	0	0	1	9	6
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	110	"AWI"	110	6462	7754	7289	5	3	10	0	1	1	0	11	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	1	0	44	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	1	7	4
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	115	"AWI"	115	7318	8395	7806	13	1	0	0	2	0	0	4	0	0	0	0	0	1	0	0	7	0	0	1	0	0	0	0	0	1	11	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	2	0	0	1	2	4	1
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	120	"AWI"	120	7713	9281	8329	8	0	0	0	1	1	0	6	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	6	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	125	"AWI"	125	8047	9853	8856	8	0	0	0	2	0	0	8	0	0	0	0	0	1	3	0	9	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	1
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	130	"AWI"	130	8460	10328	9410	18	0	0	0	1	1	0	11	0	0	0	0	0	1	5	0	15	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	208	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	135	"AWI"	135	9057	10736	9924	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	0
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	140	"AWI"	140	9614	11368	10439	3	1	0	0	1	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1
14596	22880	"Tourbière de Santa Anna"	45.86334	7.788702	145	"AWI"	145	9964	12169	10894	3	0	0	0	0	2	0	5	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	4	0	0	0	0	3	0	0	0	1	0	2	0	0	0	2	2	1
