"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26570	46466	"Berezovskoye mire"	53.66192	38.5838	2	"AWI"	2	-131	34	-44	0	3.08056872037915	0	1.8957345971564	10.6635071090047	0	27.9620853080569	1.8957345971564	0	0	0	0.947867298578199	0	0.4739336492891	9.00473933649289	0	0	0	0	0	0	0.23696682464455	0	0	0	0.947867298578199	21.3270142180095	0	15.6398104265403	0	0	2.13270142180095	0	0	0	2.13270142180095	0.23696682464455	0.947867298578199	0.4739336492891	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	5	"AWI"	5	-106	102	-12	0	2.87769784172662	0	4.31654676258993	11.2709832134293	0	13.189448441247	5.03597122302158	0	0	0	0.959232613908873	0	1.19904076738609	12.9496402877698	0	0	0	0	0	0	0.719424460431655	0	0	0	1.43884892086331	15.8273381294964	0	24.4604316546763	0	0	1.67865707434053	0.959232613908873	0	0.479616306954436	1.67865707434053	0	0.719424460431655	0.239808153477218	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	10	"AWI"	10	-85	248	41	0	4.00943396226415	0	6.13207547169811	5.42452830188679	0	8.0188679245283	2.12264150943396	0	0	0	1.65094339622642	0	1.17924528301887	13.6792452830189	0	0	0	0	0	0.235849056603774	0.707547169811321	0	0.707547169811321	0	3.5377358490566	16.9811320754717	0	28.7735849056604	0	0	3.30188679245283	1.65094339622642	0	0	0.943396226415094	0	0.471698113207547	0.471698113207547	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	15	"AWI"	15	-32	298	104	0	3.00925925925926	0	3.00925925925926	6.94444444444444	0	10.8796296296296	3.47222222222222	0	0	0	1.85185185185185	0	0.694444444444444	19.212962962963	0	0	0	0	0	0.231481481481481	0.694444444444444	0	0.694444444444444	0	2.08333333333333	19.212962962963	0	23.6111111111111	0	0	1.62037037037037	0.694444444444444	0	0.231481481481481	1.38888888888889	0	0.462962962962963	0	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	20	"AWI"	20	-6	385	163	0	9.23566878980892	0	2.86624203821656	7.00636942675159	0	7.00636942675159	2.22929936305732	0	0	0	0.636942675159236	0	0	21.9745222929936	0	0	0	0	0	0.318471337579618	0	0	0	0	1.91082802547771	12.1019108280255	0	27.0700636942675	0.318471337579618	0	3.5031847133758	0.955414012738854	0	0	1.27388535031847	0.318471337579618	0.318471337579618	0.955414012738854	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	25	"AWI"	25	84	436	242	0	9.40919037199125	0	4.15754923413567	1.96936542669584	0	11.8161925601751	0.218818380743982	0	0	0	0.656455142231947	0	0.656455142231947	8.09628008752735	0.218818380743982	0	0	0	0	0	0.437636761487965	0	0	0	0.87527352297593	15.7549234135667	0	39.1684901531729	0	0	1.53172866520788	0.656455142231947	0	0	1.31291028446389	0	1.31291028446389	1.53172866520788	0.218818380743982
26570	46466	"Berezovskoye mire"	53.66192	38.5838	30	"AWI"	30	131	562	321	0	10.3286384976526	0	4.92957746478873	2.58215962441315	0	7.981220657277	0.704225352112676	0	0	0	0.469483568075117	0	1.17370892018779	9.15492957746479	0	0	0	0	0.234741784037559	0.234741784037559	0	0	0	0	0.469483568075117	13.849765258216	0	43.1924882629108	0	0	1.64319248826291	0.469483568075117	0	0.234741784037559	0.234741784037559	0.234741784037559	1.40845070422535	0.469483568075117	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	35	"AWI"	35	619	940	792	0	9.32754880694143	0	2.38611713665944	5.85683297180043	0	11.0629067245119	0.867678958785249	0	0	0	0.216919739696312	0	1.7353579175705	5.63991323210412	0	0	0	0	0	0	0.433839479392625	0	0	0	1.30151843817787	9.11062906724512	0	46.6377440347072	0	0	0.867678958785249	0	0	0	1.7353579175705	0	2.16919739696312	0.650759219088937	0
26570	46466	"Berezovskoye mire"	53.66192	38.5838	40	"AWI"	40	949	1416	1266	0	12.621359223301	0	4.85436893203883	5.8252427184466	0	11.3268608414239	0.970873786407767	0	0	0	0.647249190938511	0	1.94174757281553	7.44336569579288	0	0	0	0	0	0	0.970873786407767	0	0	0	2.9126213592233	40.7766990291262	0	0	0	0	3.55987055016181	1.61812297734628	0	0	0.647249190938511	0	3.55987055016181	0	0.323624595469256
26570	46466	"Berezovskoye mire"	53.66192	38.5838	45	"AWI"	45	1175	1497	1363	0.231481481481481	10.1851851851852	0	2.31481481481481	6.25	0	9.49074074074074	1.38888888888889	0	0	0	0.462962962962963	0	1.38888888888889	5.78703703703704	0	0.231481481481481	0	1.62037037037037	0	0	0.462962962962963	0	0	0	1.85185185185185	20.8333333333333	0	31.0185185185185	0	0	0.925925925925926	0.925925925925926	0	0	0.925925925925926	0.231481481481481	2.77777777777778	0.694444444444444	0
