"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3422	4435	"Slopiec"	50.78295	20.77591	10	"AWI"	10	-108	89	-14	5	0	18	1	0	4	6	28	0	3	0	1	2	5	51	0	4	2	3	0	0	0	2	0	0	0	0	2	3	118	9	127	0	0	0	9	4	0	0	16	5	0	1	1	1
3422	4435	"Slopiec"	50.78295	20.77591	20	"AWI"	20	-72	190	33	3	0	13	0	0	2	0	21	0	6	1	7	0	3	40	0	6	3	1	0	0	0	2	0	0	0	1	1	4	140	6	0	0	0	0	9	5	0	1	28	3	1	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	30	"AWI"	30	-35	251	89	1	0	5	1	0	2	0	10	0	0	0	3	0	1	27	0	1	0	1	0	0	0	0	0	0	0	0	3	3	162	0	0	0	0	0	13	3	0	1	5	1	0	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	40	"AWI"	40	18	323	148	3	0	4	0	0	1	0	7	0	2	1	7	0	3	30	0	5	1	4	0	0	2	1	0	0	0	0	2	4	166	0	0	0	0	0	5	0	0	1	4	1	0	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	50	"AWI"	50	68	385	207	2	0	10	1	0	1	0	12	1	0	1	3	0	2	30	0	2	1	4	0	0	41	1	0	0	0	0	4	4	151	9	0	0	0	0	9	0	0	1	13	1	0	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	60	"AWI"	60	132	432	275	1	0	14	1	0	2	0	14	0	1	1	14	0	7	21	0	1	0	15	0	0	12	0	0	0	0	0	3	2	132	5	32	0	0	0	10	1	0	0	8	2	0	0	0	7
3422	4435	"Slopiec"	50.78295	20.77591	70	"AWI"	70	184	497	344	2	0	25	1	1	6	0	21	0	0	0	7	0	12	10	0	17	2	7	0	0	0	0	0	0	0	0	1	7	106	2	0	0	0	0	16	1	0	1	6	1	0	1	1	0
3422	4435	"Slopiec"	50.78295	20.77591	80	"AWI"	80	286	544	412	4	0	14	0	2	1	0	20	0	0	0	4	0	16	129	0	6	0	11	0	0	0	1	0	0	0	0	7	10	95	7	0	0	0	0	20	0	0	0	14	0	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	85	"AWI"	85	314	595	447	5	0	12	0	0	4	0	21	0	0	0	5	0	9	52	0	1	0	11	0	0	0	0	0	0	0	0	2	3	106	0	0	0	0	0	27	0	0	0	26	3	0	0	1	0
3422	4435	"Slopiec"	50.78295	20.77591	90	"AWI"	90	355	639	495	3	0	8	0	0	0	0	20	0	0	0	3	0	4	26	0	1	0	4	1	0	0	0	1	0	0	0	5	4	137	0	0	0	0	0	13	0	0	0	7	1	0	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	95	"AWI"	95	377	729	542	1	0	10	0	0	1	0	29	0	0	0	7	0	3	4	0	2	0	10	0	0	0	0	0	0	0	0	5	4	122	4	0	0	0	0	15	0	0	0	2	0	0	1	0	0
3422	4435	"Slopiec"	50.78295	20.77591	105	"AWI"	105	441	927	642	1	0	24	0	1	2	0	24	0	0	0	1	0	6	17	0	3	0	5	1	2	0	0	1	0	0	0	2	6	107	0	30	0	2	0	14	3	0	0	0	1	0	4	1	0
3422	4435	"Slopiec"	50.78295	20.77591	110	"AWI"	110	483	970	702	2	0	24	0	1	1	0	24	0	0	0	2	0	9	14	0	1	0	1	0	0	0	0	1	0	0	0	3	3	109	0	0	0	0	0	19	0	0	0	4	2	0	2	2	0
3422	4435	"Slopiec"	50.78295	20.77591	115	"AWI"	115	506	1040	760	7	0	27	0	1	0	0	21	0	0	0	1	1	4	2	0	1	0	3	1	0	0	0	0	0	0	0	1	3	113	0	0	0	0	0	18	0	0	0	0	1	0	1	0	0
3422	4435	"Slopiec"	50.78295	20.77591	120	"AWI"	120	532	1134	816	4	0	29	0	2	1	0	25	0	0	0	0	0	9	0	1	2	0	4	0	0	0	0	0	0	0	0	6	3	113	0	22	0	0	0	5	0	0	0	1	0	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	125	"AWI"	125	615	1160	864	7	0	19	0	0	0	0	48	0	0	0	0	0	6	0	0	1	0	6	2	0	0	0	0	0	0	0	3	13	81	0	0	0	0	0	11	0	0	0	0	0	0	2	2	0
3422	4435	"Slopiec"	50.78295	20.77591	130	"AWI"	130	673	1192	919	3	0	19	0	0	0	0	34	0	0	0	0	1	4	1	0	3	0	5	0	0	0	0	0	0	0	0	3	3	116	0	0	0	0	0	11	0	0	0	1	0	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	135	"AWI"	135	716	1242	976	3	0	24	0	0	0	0	12	0	0	0	1	0	6	0	0	5	0	10	2	0	0	0	0	0	0	0	6	3	118	0	0	0	0	0	11	0	0	0	1	3	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	140	"AWI"	140	845	1323	1080	9	0	24	1	0	2	0	33	0	0	0	0	0	10	1	0	2	0	14	2	2	0	0	0	0	0	0	21	8	62	0	0	0	0	0	9	0	0	0	0	1	0	1	4	0
3422	4435	"Slopiec"	50.78295	20.77591	145	"AWI"	145	931	1567	1226	8	0	42	0	1	0	0	25	0	0	0	0	0	7	2	0	4	0	11	1	0	0	0	1	0	0	0	19	4	71	0	0	0	0	0	9	0	0	0	0	0	0	1	2	0
3422	4435	"Slopiec"	50.78295	20.77591	155	"AWI"	155	1056	2248	1484	11	1	51	0	0	4	0	27	0	0	0	1	0	5	1	0	5	0	8	0	1	0	0	0	0	1	0	5	5	71	0	0	0	0	0	10	0	0	1	2	1	0	3	1	0
3422	4435	"Slopiec"	50.78295	20.77591	165	"AWI"	165	1301	2410	1848	5	0	30	0	1	0	0	39	0	0	0	0	0	3	7	0	3	0	9	0	1	0	0	0	0	0	0	17	7	68	0	0	0	0	0	14	0	0	0	1	0	0	4	3	0
3422	4435	"Slopiec"	50.78295	20.77591	175	"AWI"	175	1628	2677	2165	7	1	54	0	0	1	0	16	0	0	0	2	0	9	1	0	2	0	3	1	0	0	0	0	0	0	0	5	7	91	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	185	"AWI"	185	2144	2807	2485	3	0	46	0	0	0	0	53	0	0	0	1	0	7	3	0	2	0	3	0	0	0	0	0	0	0	0	1	3	68	0	0	0	1	1	9	0	0	0	1	3	0	1	2	0
3422	4435	"Slopiec"	50.78295	20.77591	190	"AWI"	190	2373	2914	2656	9	1	39	0	0	4	0	31	0	0	0	0	0	10	1	0	3	0	7	1	0	0	0	0	0	0	0	13	7	63	0	0	0	0	0	14	0	0	0	0	0	0	2	3	0
3422	4435	"Slopiec"	50.78295	20.77591	195	"AWI"	195	2658	3021	2822	3	1	57	0	0	3	0	43	0	0	0	0	0	7	0	0	0	0	2	1	1	0	0	0	0	0	0	19	5	47	0	0	0	0	0	10	0	0	0	0	3	0	0	1	0
3422	4435	"Slopiec"	50.78295	20.77591	205	"AWI"	205	2828	3595	3186	5	1	60	0	0	1	0	41	0	0	0	0	0	16	2	0	1	0	1	0	0	0	0	0	0	0	0	10	10	39	0	0	0	0	0	13	0	0	0	0	1	0	0	3	0
3422	4435	"Slopiec"	50.78295	20.77591	215	"AWI"	215	3285	3743	3499	1	0	68	0	0	0	0	45	0	0	0	0	0	13	0	0	2	0	5	2	1	0	0	0	0	0	2	4	2	38	0	0	0	0	0	5	0	0	0	0	6	0	4	6	0
3422	4435	"Slopiec"	50.78295	20.77591	220	"AWI"	220	3444	3851	3660	1	1	72	0	0	2	0	22	0	0	0	0	0	18	0	0	4	0	2	0	4	0	0	0	0	0	0	10	7	43	0	0	0	0	0	16	0	0	0	0	0	0	2	2	0
3422	4435	"Slopiec"	50.78295	20.77591	225	"AWI"	225	3554	3974	3774	0	0	94	0	0	2	0	29	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	2	6	32	0	0	0	0	0	17	0	0	0	0	6	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	235	"AWI"	235	3746	4111	3910	0	1	109	0	0	1	0	13	0	0	0	0	0	18	0	0	3	0	2	1	1	0	0	0	0	0	0	7	6	24	0	0	0	0	0	14	0	0	0	1	0	0	3	1	0
3422	4435	"Slopiec"	50.78295	20.77591	240	"AWI"	240	3829	4221	3991	0	0	69	0	0	1	0	58	0	0	1	0	0	35	0	0	1	0	0	0	2	1	0	0	0	0	0	2	7	7	0	0	0	0	0	16	0	0	0	1	0	0	2	2	0
3422	4435	"Slopiec"	50.78295	20.77591	245	"AWI"	245	3950	4765	4255	0	0	53	0	0	2	0	27	0	0	1	0	0	23	1	0	3	0	0	1	2	1	0	0	0	0	0	3	17	48	0	0	0	0	0	22	0	0	0	0	1	0	1	5	0
3422	4435	"Slopiec"	50.78295	20.77591	250	"AWI"	250	4001	5476	4501	0	0	108	0	0	1	0	53	0	0	0	0	0	42	0	0	6	0	0	2	0	0	0	0	0	0	0	1	13	46	0	0	0	0	5	24	0	0	0	0	3	0	2	4	0
3422	4435	"Slopiec"	50.78295	20.77591	255	"AWI"	255	4040	6221	4752	0	0	103	0	1	0	0	36	0	0	0	0	0	27	6	0	4	0	0	0	8	0	0	0	0	0	0	1	18	73	0	0	0	0	1	22	0	0	0	0	0	0	5	7	0
3422	4435	"Slopiec"	50.78295	20.77591	260	"AWI"	260	4188	6629	5042	0	0	57	0	0	2	0	24	0	0	0	0	0	16	1	0	2	0	0	1	5	0	0	0	0	0	0	0	14	65	0	0	0	0	0	9	0	0	0	0	0	0	2	6	0
3422	4435	"Slopiec"	50.78295	20.77591	265	"AWI"	265	4300	6940	5362	0	0	57	0	0	1	0	58	0	0	0	0	0	10	4	0	1	1	0	1	0	0	0	0	0	0	0	0	13	35	0	0	0	0	1	15	0	0	1	0	2	0	5	4	0
3422	4435	"Slopiec"	50.78295	20.77591	270	"AWI"	270	4384	7405	5650	0	0	77	0	1	0	0	47	0	0	0	0	0	21	3	0	0	0	1	1	3	0	0	0	0	0	0	1	3	31	0	0	0	0	0	10	0	0	0	0	0	0	1	4	0
3422	4435	"Slopiec"	50.78295	20.77591	275	"AWI"	275	4556	7964	5950	0	0	62	0	0	0	0	38	0	0	0	0	0	21	2	0	1	0	0	0	4	0	0	0	0	0	0	0	7	47	0	0	0	0	1	10	0	0	0	0	1	0	5	5	0
3422	4435	"Slopiec"	50.78295	20.77591	280	"AWI"	280	4844	8142	6264	0	0	60	0	0	0	0	36	0	0	0	1	0	19	1	0	1	0	1	0	0	0	0	0	0	0	0	0	7	55	0	0	0	0	0	10	0	0	0	0	0	2	2	10	0
3422	4435	"Slopiec"	50.78295	20.77591	285	"AWI"	285	5033	8332	6606	0	0	59	0	1	0	0	25	0	0	0	0	0	18	2	0	2	0	0	1	4	0	0	0	0	0	0	1	6	64	0	0	0	0	0	12	0	0	0	0	1	1	4	5	0
3422	4435	"Slopiec"	50.78295	20.77591	295	"AWI"	295	5511	8897	7228	0	0	46	0	1	0	0	43	0	0	0	0	0	10	10	0	0	0	0	0	2	0	0	0	0	0	0	0	12	67	0	0	0	0	0	6	0	0	0	0	1	0	2	11	0
3422	4435	"Slopiec"	50.78295	20.77591	305	"AWI"	305	5956	9299	7882	0	0	30	0	1	1	0	54	0	1	0	0	0	11	28	0	1	0	0	1	2	0	0	0	0	0	0	0	1	93	0	0	0	0	0	1	0	0	0	0	1	0	2	4	0
3422	4435	"Slopiec"	50.78295	20.77591	315	"AWI"	315	6664	9681	8469	0	0	46	0	0	0	0	21	0	0	0	0	0	20	24	0	1	0	0	0	1	0	0	0	0	0	0	0	3	96	0	0	0	0	2	5	0	0	2	0	1	0	1	6	0
3422	4435	"Slopiec"	50.78295	20.77591	325	"AWI"	325	7123	10045	9120	0	0	49	1	1	1	0	17	0	0	0	0	0	15	16	0	0	0	0	0	1	0	0	0	0	0	0	0	3	99	0	0	0	0	0	3	0	0	0	0	3	0	4	6	0
3422	4435	"Slopiec"	50.78295	20.77591	335	"AWI"	335	8662	10186	9602	0	0	28	0	0	2	0	21	0	0	0	0	0	8	14	0	0	0	0	0	2	0	0	0	0	0	0	0	1	128	0	0	0	0	0	2	0	0	0	0	4	0	3	3	0
3422	4435	"Slopiec"	50.78295	20.77591	345	"AWI"	345	9560	10418	10026	0	0	6	0	0	0	0	63	0	0	0	0	0	3	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	119	0	0	0	0	0	1	0	0	1	0	4	0	0	1	0
3422	4435	"Slopiec"	50.78295	20.77591	370	"AWI"	370	9942	10841	10447	0	0	0	0	0	1	0	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	153	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0
3422	4435	"Slopiec"	50.78295	20.77591	380	"AWI"	380	10126	10982	10588	0	0	1	0	0	0	0	26	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	3	0	0	0	0	10	0	0	6	0
3422	4435	"Slopiec"	50.78295	20.77591	390	"AWI"	390	10359	11065	10737	0	0	2	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	162	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	395	"AWI"	395	10467	11135	10824	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	169	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	400	"AWI"	400	10616	11197	10935	0	0	0	0	1	0	0	15	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	21	0	0	3	0
3422	4435	"Slopiec"	50.78295	20.77591	405	"AWI"	405	10699	11338	11062	0	0	1	0	0	0	0	31	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	1	0	0	0	30	0	0	3	0
3422	4435	"Slopiec"	50.78295	20.77591	410	"AWI"	410	10746	11551	11173	0	0	0	0	0	1	0	48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	118	0	0	0	0	0	0	1	0	0	0	30	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	415	"AWI"	415	10817	11626	11255	0	0	0	0	1	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	1	0	0	0	0	0	30	0	0	6	0
3422	4435	"Slopiec"	50.78295	20.77591	420	"AWI"	420	10870	11696	11336	0	0	0	0	1	0	0	68	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	1	0	19	1	0	1	0
3422	4435	"Slopiec"	50.78295	20.77591	425	"AWI"	425	10913	11833	11417	0	0	0	0	0	1	0	53	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	39	0	0	7	0
3422	4435	"Slopiec"	50.78295	20.77591	430	"AWI"	430	10966	11935	11487	0	0	0	2	0	1	0	37	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	1	0	0	0	0	4	0	0	10	0
3422	4435	"Slopiec"	50.78295	20.77591	440	"AWI"	440	11074	12085	11605	0	0	0	0	0	4	0	61	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	118	0	0	0	6	0	0	0	0	1	0	3	0	0	3	0
3422	4435	"Slopiec"	50.78295	20.77591	445	"AWI"	445	11119	12186	11662	0	0	0	0	0	0	0	65	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	2	114	0	0	0	8	0	0	0	0	0	0	8	0	0	2	0
3422	4435	"Slopiec"	50.78295	20.77591	450	"AWI"	450	11197	12230	11723	0	0	0	0	0	0	0	29	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	2	0	0	0	0	159	0	0	0	5	0	0	0	0	0	0	3	0	0	1	0
3422	4435	"Slopiec"	50.78295	20.77591	460	"AWI"	460	11283	12383	11839	0	0	0	0	0	0	0	75	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	2	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	470	"AWI"	470	11421	12512	11959	0	0	0	0	0	1	0	62	0	0	0	0	0	0	12	1	0	0	0	0	0	0	1	0	0	0	0	0	1	133	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	480	"AWI"	480	11532	12662	12079	0	0	0	0	1	2	0	102	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	95	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3422	4435	"Slopiec"	50.78295	20.77591	490	"AWI"	490	11660	12782	12202	0	0	0	0	0	3	0	58	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
