"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acanthaceae"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crataegus"	"Cucurbitaceae"	"Cyperaceae"	"Datiscaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frankeniaceae"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Nerium"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prosopis"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Styrax"	"Tamaricaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3013	3927	"Beysehir Gölü"	37.54167	31.5	5	"AWI"	5	-97	128	5	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	65	0	0	0	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	322	0	28	36	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	20	"AWI"	20	54	383	198	12	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	20	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	40	"AWI"	40	272	682	460	16	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	705	0	2	9	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	60	"AWI"	60	501	965	720	19	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	0	3	8	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	80	"AWI"	80	735	1245	979	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	100	"AWI"	100	975	1516	1239	8	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	1	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	110	"AWI"	110	1098	1649	1370	4	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	155	0	0	5	0	0	0	0	19	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	125	"AWI"	125	1292	1846	1564	6	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	12	1	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	217	0	3	21	0	0	0	0	7	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	140	"AWI"	140	1481	2038	1759	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	251	0	1	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	160	"AWI"	160	1737	2292	2016	5	0	2	0	3	0	0	30	0	2	0	0	0	0	0	0	0	0	30	0	1	1	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	380	0	9	36	0	0	0	0	2	0	0	0	0	4	1	1	0	0	0	0	0	0	14	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	170	"AWI"	170	1868	2428	2147	7	0	0	0	1	0	0	73	0	0	0	0	0	0	0	0	0	0	47	0	1	0	0	0	224	0	0	0	0	0	0	0	0	9	1	0	0	0	24	0	0	0	0	1	0	1	0	0	0	0	0	299	0	8	28	0	0	0	0	19	5	0	0	0	8	0	1	0	1	0	0	0	1	2	0	1	0	0	1
3013	3927	"Beysehir Gölü"	37.54167	31.5	180	"AWI"	180	2001	2554	2275	2	0	0	0	3	0	0	52	0	1	0	0	0	0	0	0	0	1	37	0	0	0	0	0	218	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	278	0	14	27	0	0	0	0	6	0	0	0	0	8	0	2	0	0	0	0	0	0	5	0	0	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	190	"AWI"	190	2140	2678	2405	4	0	1	0	4	0	0	89	0	1	0	6	0	0	0	0	0	0	40	0	0	4	0	0	656	0	0	2	0	6	0	0	0	0	0	0	0	4	17	0	0	0	0	1	0	3	0	0	0	0	0	72	0	17	59	0	1	0	0	94	25	0	0	0	5	0	2	3	0	0	0	0	0	4	0	1	0	0	2
3013	3927	"Beysehir Gölü"	37.54167	31.5	200	"AWI"	200	2274	2793	2537	2	0	0	0	4	0	0	31	0	2	0	0	0	0	0	0	0	6	19	0	2	1	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	2	0	3	0	0	0	0	0	96	0	18	95	0	0	0	0	34	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	3
3013	3927	"Beysehir Gölü"	37.54167	31.5	210	"AWI"	210	2406	2915	2667	1	2	1	1	0	0	0	209	0	0	0	0	0	0	0	0	0	2	19	0	0	2	0	0	32	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	1	0	3	0	0	0	0	0	67	0	26	31	0	0	0	0	29	3	0	0	0	5	0	4	0	0	1	0	0	0	0	1	0	0	0	1
3013	3927	"Beysehir Gölü"	37.54167	31.5	220	"AWI"	220	2547	3035	2797	3	0	0	0	0	0	0	107	0	1	0	0	0	0	0	0	0	2	33	0	0	1	0	1	99	0	0	0	2	0	0	0	0	0	0	0	0	2	9	0	0	0	0	3	0	0	0	0	0	0	1	260	0	74	59	0	0	0	0	38	0	0	0	0	21	0	8	0	0	0	0	0	0	0	0	1	0	0	0
3013	3927	"Beysehir Gölü"	37.54167	31.5	230	"AWI"	230	2684	3159	2927	8	0	0	0	0	0	0	76	0	1	0	6	2	0	0	1	0	2	44	0	0	0	0	0	104	0	0	4	1	0	10	0	0	106	1	0	3	3	78	0	0	0	0	1	0	5	0	0	0	0	0	406	0	35	68	0	0	0	0	36	12	0	0	0	19	0	56	0	2	0	0	0	0	6	1	1	0	0	2
