"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	0	"AWI"	0	-154	15	-59	14.6739130434783	0	0	0	0	0	0	0	0	0	0	1.6304347826087	0	27.7173913043478	0	0	0	0	1.08695652173913	0	2.17391304347826	15.7608695652174	0	0	0	0	0	2.71739130434783	0	1.08695652173913	0	0	27.1739130434783	0	0	0	1.08695652173913	0	0	0	0	0	0	0	0	0	0.543478260869565	0	1.08695652173913	3.26086956521739	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	4	"AWI"	4	-115	96	-11	20.8	0	0	0	0	0	0.4	0	0	0	0	1.2	0	26.8	0	0	0	0	0	0	1.2	19.6	0	0	0.8	0	0	3.2	0	0.4	0	0	19.2	0	0	0	0.8	0	0	0	0	0	0	0	1.6	0	0	0.8	1.6	1.6	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	8	"AWI"	8	-81	179	36	11.7370892018779	0	0	0	0	34.7417840375587	0	0	0	0	0	1.87793427230047	0	19.9530516431925	0	0	0	0	0.234741784037559	0	1.17370892018779	11.5023474178404	0	0	0	0	0.234741784037559	1.17370892018779	0	0.234741784037559	0	0	14.3192488262911	0	0	0	1.17370892018779	0	0	0	0	0	0	0	0.469483568075117	0	0	0	0.938967136150235	0.234741784037559	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	12	"AWI"	12	-50	249	86	16.6666666666667	0	0	0	0	0	0	0	0	0	0	2.03252032520325	0	26.4227642276423	0	0	0	0	0.40650406504065	0	0.40650406504065	17.8861788617886	0	0	0.40650406504065	0	0	3.65853658536585	0	0.813008130081301	0	0	23.1707317073171	0	0	0	2.84552845528455	0	0	0	0	0	0	0	1.6260162601626	0	0.40650406504065	0	2.03252032520325	1.21951219512195	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	16	"AWI"	16	-5	295	136	14.1868512110727	0	0	0	0	0	0.346020761245675	0	0	0	0	2.42214532871972	0	31.4878892733564	0	0	0	0	1.03806228373702	0	0.346020761245675	17.6470588235294	0	0	0	0	0	3.80622837370242	0	0.346020761245675	0	0	22.4913494809689	0	0	0	2.07612456747405	0	0	0	0	0	0	0	1.3840830449827	0	0	0	2.07612456747405	0.346020761245675	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	20	"AWI"	20	43	337	186	19.3717277486911	0	0	0	0	0	0.523560209424084	0	0	0	0	4.71204188481675	0	24.0837696335079	0	0	0	0	0.523560209424084	0	0.523560209424084	10.4712041884817	0.523560209424084	0	0	0	0	4.18848167539267	0	0.523560209424084	0	0	21.4659685863874	0	0	0	4.18848167539267	0	0	0	0	0	0	0	3.1413612565445	0	0	0.523560209424084	3.66492146596859	1.04712041884817	0.523560209424084
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	22	"AWI"	22	60	355	210	24.468085106383	0	0	0	0	0	0	0	0	0	0	7.09219858156028	0	16.3120567375887	0	0	0	0	0.709219858156028	0	0.354609929078014	12.4113475177305	0.354609929078014	0	0.354609929078014	0	0	3.19148936170213	0	0.709219858156028	0	0	24.822695035461	0	0	0	3.19148936170213	0	0	0	0	0	0	0	2.4822695035461	0	0	0.354609929078014	2.4822695035461	0.709219858156028	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	26	"AWI"	26	100	400	258	14.0529531568228	0	0	0	0	30.9572301425662	0	0	0	0	0	5.70264765784114	0	14.4602851323829	0	0	0	0	0	0	0.814663951120163	13.0346232179226	0	0	0	0	0	1.83299389002037	0	0	0	0	14.2566191446028	0	0	0	1.42566191446029	0	0	0	0	0	0	0	0.407331975560081	0	0	0	2.44399185336049	0.610997963340122	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	30	"AWI"	30	137	440	309	28.1407035175879	0	0	0	0	0	0	0	0	0	0	7.53768844221105	0	0	0	0	0	0	0.50251256281407	0.50251256281407	1.50753768844221	14.572864321608	0	0	0	0	0.50251256281407	2.01005025125628	0	1.50753768844221	0	0	26.6331658291457	0	0	0	7.03517587939699	0	0	0	0	0	0	0	3.51758793969849	0	0	0	5.52763819095477	0.50251256281407	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	34	"AWI"	34	187	472	378	16.5289256198347	0	0	0	0	42.1487603305785	0.206611570247934	0	0	0	0	5.16528925619835	0	7.85123966942149	0	0	0	0	0.413223140495868	0.206611570247934	0.619834710743802	4.75206611570248	0	0	0	0	0	1.03305785123967	0	0.206611570247934	0	0	11.7768595041322	0	0	0	3.30578512396694	0	0	0	0	0	0	0	1.44628099173554	0	0.206611570247934	0	3.71900826446281	0.413223140495868	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	38	"AWI"	38	251	581	441	27.5193798449612	0.387596899224806	0	0	0	0	0	0	0	0	0	11.2403100775194	0	16.2790697674419	0	0	0	0	0	0.387596899224806	0.387596899224806	5.81395348837209	0	0	0	0	0	3.87596899224806	0	0.387596899224806	0	0	22.093023255814	0	0	0	4.26356589147287	0	0	0	0	0	0	0	3.10077519379845	0	0	0	3.48837209302326	0.775193798449612	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	42	"AWI"	42	314	771	510	27.3684210526316	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	17.8947368421053	0	0	0	0	0.350877192982456	0.350877192982456	0.350877192982456	12.6315789473684	0	0	0.701754385964912	0	0.350877192982456	2.45614035087719	0	0	0	0	23.5087719298246	0	0	0	3.85964912280702	0	0	0.350877192982456	0	0	0	0	0.701754385964912	0	0	0	3.50877192982456	0.350877192982456	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	46	"AWI"	46	373	863	605	11.5913555992141	0	0.392927308447937	0	0	37.721021611002	0	0	0	0	0	5.10805500982318	0	11.9842829076621	0	0	0	0	0	0	0.392927308447937	9.82318271119843	0	0	0	0	0	1.76817288801572	0	0	0	0	14.9312377210216	0	0	0	3.33988212180747	0	0	0	0	0	0	0	0.982318271119843	0	0	0	1.76817288801572	0.196463654223969	0
