"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	10	"AWI"	10	4216	4643	4423	6.73076923076923	0	0	1.44230769230769	0.961538461538462	7.69230769230769	1.92307692307692	0	3.84615384615385	22.1153846153846	0	30.2884615384615	16.8269230769231	4.80769230769231	1.44230769230769	0	0	0	0	1.44230769230769	0.480769230769231
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	20	"AWI"	20	4414	4987	4660	9.67741935483871	0.537634408602151	0	0	0	5.91397849462366	4.3010752688172	0.537634408602151	0	15.0537634408602	0.537634408602151	31.7204301075269	19.3548387096774	2.1505376344086	5.91397849462366	0	0	0	0	2.68817204301075	1.61290322580645
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	30	"AWI"	30	4563	5274	4929	10.7476635514019	0.467289719626168	0.934579439252336	0.934579439252336	1.86915887850467	12.6168224299065	1.4018691588785	0	5.14018691588785	27.1028037383178	0	17.7570093457944	12.1495327102804	0.467289719626168	3.27102803738318	0	0	1.86915887850467	0	1.86915887850467	1.4018691588785
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	35	"AWI"	35	4743	5311	5018	18.0257510729614	0.429184549356223	0.858369098712446	1.28755364806867	0	19.7424892703863	0	0	6.86695278969957	15.8798283261803	0	11.1587982832618	9.01287553648069	0	8.15450643776824	0	0	0.429184549356223	0.429184549356223	4.72103004291846	3.00429184549356
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	45	"AWI"	45	4917	5474	5208	14.7540983606557	1.63934426229508	0	1.22950819672131	2.04918032786885	19.672131147541	0	0	6.55737704918033	18.4426229508197	0	11.4754098360656	6.9672131147541	0.819672131147541	10.655737704918	0	0.409836065573771	0.409836065573771	0	2.45901639344262	2.45901639344262
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	50	"AWI"	50	5032	5500	5267	12.4352331606218	0.518134715025907	0	1.03626943005181	2.59067357512953	18.6528497409326	0	0	5.18134715025907	19.6891191709845	0	8.80829015544041	10.880829015544	0	7.7720207253886	0	0	0	0	5.69948186528497	6.73575129533679
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	55	"AWI"	55	5114	5531	5331	17.1745152354571	1.10803324099723	0	1.10803324099723	2.21606648199446	16.6204986149584	1.10803324099723	0	3.8781163434903	4.98614958448753	0	13.2963988919668	7.4792243767313	0.554016620498615	21.8836565096953	0	0	0	0	4.98614958448753	3.601108033241
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	65	"AWI"	65	5280	5706	5488	21.3649851632047	0	0	0.593471810089021	5.04451038575668	15.4302670623145	0.890207715133531	0	8.01186943620178	0.593471810089021	0	16.9139465875371	8.30860534124629	0.593471810089021	8.30860534124629	0	0	0	0	8.01186943620178	5.93471810089021
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	70	"AWI"	70	5330	5917	5571	15.4385964912281	0.701754385964912	0	0.701754385964912	3.50877192982456	20.3508771929825	0.701754385964912	0	11.2280701754386	3.85964912280702	0	3.50877192982456	9.82456140350877	2.80701754385965	16.4912280701754	0	0	2.45614035087719	0	4.21052631578947	4.21052631578947
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	80	"AWI"	80	5419	6299	5741	26.8436578171091	0.884955752212389	0	0.294985250737463	0	20.6489675516224	0	0.294985250737463	2.06489675516224	0.884955752212389	0	3.53982300884956	12.3893805309735	0.589970501474926	15.0442477876106	0	0	0.294985250737463	0	6.19469026548673	10.0294985250737
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	85	"AWI"	85	5465	6472	5837	20.4918032786885	0	0	1.91256830601093	0	31.1475409836066	2.18579234972678	0	2.18579234972678	2.45901639344262	0	2.45901639344262	15.5737704918033	3.27868852459016	8.46994535519126	0	0	0	0	4.0983606557377	5.73770491803279
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	90	"AWI"	90	5495	6706	5928	17.3913043478261	0.543478260869565	0	1.08695652173913	0	28.804347826087	0	0	0.543478260869565	0.543478260869565	0	7.60869565217391	22.8260869565217	0.543478260869565	6.52173913043478	0	0	0.543478260869565	0	5.43478260869565	7.60869565217391
1121	4116	"Ivanovskoye Peat Bog"	56.81667	38.76667	95	"AWI"	95	5568	6813	6026	20.5533596837945	0.790513833992095	0	0	1.18577075098814	22.5296442687747	0.395256916996047	0	1.58102766798419	0.790513833992095	0	7.90513833992095	16.600790513834	7.11462450592885	5.92885375494071	1.18577075098814	0	0	0	3.95256916996047	9.48616600790514
