"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	220	"AWI"	220	4743	6538	5555	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	1	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	36	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	240	"AWI"	240	4937	6868	5849	1	0	0	0	0	0	0	0	3	0	6	1	1	0	0	0	1	0	5	0	385	0	0	0	1	0	0	1	0	0	0	0	0	1	0	6	0	0	0	102	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	260	"AWI"	260	5189	7073	6173	3	0	0	0	0	0	0	1	5	0	14	0	0	0	0	0	5	0	4	0	169	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	2	0	126	0	0	18	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	280	"AWI"	280	5442	7335	6451	4	0	17	0	0	0	0	0	2	0	10	0	0	0	0	0	1	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	132	0	0	8	0	0	0	4	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	300	"AWI"	300	5728	7482	6743	2	1	0	0	0	0	0	2	2	0	11	0	0	1	0	0	2	0	4	0	112	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	138	0	0	20	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	320	"AWI"	320	6066	7669	7012	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	79	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	340	"AWI"	340	6381	7781	7291	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	1	0	188	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	148	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	350	"AWI"	350	6472	7889	7434	5	0	26	0	0	0	0	1	0	0	23	0	0	0	0	0	0	0	5	0	234	0	0	0	0	0	0	1	0	0	0	0	0	3	0	13	0	0	0	401	0	0	8	0	0	0	9	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	360	"AWI"	360	6832	7940	7553	7	0	7	0	0	0	0	1	1	0	8	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	1	0	0	1	0	13	0	0	0	220	178	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	370	"AWI"	370	7213	7976	7667	3	0	16	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	1	0	217	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	156	0	0	8	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	380	"AWI"	380	7534	8049	7792	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	2	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	217	185	0	18	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	390	"AWI"	390	7684	8194	7928	2	0	17	0	0	0	0	2	2	0	25	0	0	0	0	0	0	0	7	0	312	0	0	0	0	0	0	1	0	0	0	0	1	1	0	11	0	0	0	358	183	0	16	0	0	0	9	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	400	"AWI"	400	7754	8298	8009	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	405	"AWI"	405	7779	8373	8046	0	0	22	0	0	0	0	3	1	0	35	0	1	0	0	0	0	0	15	0	291	2	0	0	0	0	0	1	0	0	0	0	0	4	0	9	0	2	0	310	166	0	11	0	0	0	16	0	0	0	0	0	3	1	0	1	0	0	0	0	0	4	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	410	"AWI"	410	7799	8461	8083	4	0	17	0	0	0	0	3	4	0	14	0	0	0	0	0	0	0	7	0	188	1	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	179	145	0	20	0	0	0	2	0	0	0	0	1	2	2	0	0	0	0	0	0	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	420	"AWI"	420	7835	8657	8155	2	0	0	0	0	0	0	2	4	0	11	0	1	0	0	0	1	0	6	0	76	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	146	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	425	"AWI"	425	7849	8765	8190	0	1	11	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	12	0	64	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	246	117	0	9	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	430	"AWI"	430	7873	8858	8227	2	0	0	0	0	0	0	1	2	0	13	0	1	0	0	0	0	0	7	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	222	137	0	12	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	435	"AWI"	435	7944	8893	8274	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	7	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	317	69	0	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	440	"AWI"	440	8000	8943	8317	0	0	0	1	0	0	0	1	2	0	17	1	0	0	0	0	0	0	8	0	72	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	252	0	0	6	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	2	4	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	445	"AWI"	445	8048	9010	8362	0	1	7	0	0	0	0	0	3	0	21	0	1	0	0	0	0	0	17	0	108	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	0	0	255	94	0	23	0	0	0	12	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	450	"AWI"	450	8082	9078	8407	1	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	17	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	125	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	455	"AWI"	455	8114	9155	8452	0	0	11	1	0	0	0	1	2	0	15	1	0	0	0	0	0	0	12	0	842	0	0	0	0	0	0	1	0	0	0	1	0	2	0	11	0	1	0	171	96	0	2	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	460	"AWI"	460	8142	9240	8497	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	3	0	74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	47	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	465	"AWI"	465	8165	9335	8538	1	0	5	0	0	0	1	0	1	0	42	1	0	0	0	0	0	0	8	0	178	2	0	0	0	0	0	0	0	0	0	0	0	1	0	32	0	0	0	142	242	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	470	"AWI"	470	8325	9487	8688	0	0	0	0	0	0	0	1	0	0	40	0	0	0	0	0	0	0	18	0	151	1	0	0	0	0	0	0	0	0	0	0	0	1	0	52	0	0	0	69	281	0	10	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	475	"AWI"	475	8626	9720	9005	0	0	10	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	13	0	198	0	0	0	0	0	0	0	0	0	0	0	0	4	0	53	0	0	0	11	426	0	13	0	1	0	2	0	0	0	0	0	4	1	0	0	0	0	0	3	0	9	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	480	"AWI"	480	8869	9965	9329	0	0	0	0	0	0	0	1	4	0	41	0	0	0	0	0	1	0	2	0	91	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43	0	0	0	2	617	0	24	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	9	0	4	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	485	"AWI"	485	9094	10219	9653	0	0	2	0	0	0	0	0	5	0	37	0	1	0	0	0	0	0	3	0	38	0	0	0	0	0	0	0	0	0	1	0	0	5	0	31	1	1	0	2	614	0	5	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	490	"AWI"	490	9289	10521	9972	0	0	0	1	4	0	0	0	4	0	83	0	3	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	0	0	0	7	0	24	0	0	0	1	890	0	67	0	0	0	6	0	0	0	0	0	3	7	0	0	0	0	0	3	0	10	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	495	"AWI"	495	9464	10847	10289	0	0	4	0	0	0	0	0	4	0	58	0	1	0	0	0	0	0	6	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	3	968	0	24	0	0	0	8	0	0	0	0	0	7	1	0	0	0	0	0	1	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	500	"AWI"	500	9651	11201	10599	0	0	0	0	0	0	0	0	4	0	63	0	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	412	0	20	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	11	0	4	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	505	"AWI"	505	9808	11586	10910	0	0	0	0	0	0	0	0	7	0	90	1	2	0	0	0	0	0	8	0	50	3	0	0	0	0	0	0	0	0	0	0	0	4	0	5	1	1	0	5	628	0	26	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	510	"AWI"	510	10002	11781	11099	0	0	0	0	0	0	0	0	7	0	55	0	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	515	"AWI"	515	10146	11862	11221	0	0	0	0	0	0	0	0	20	0	102	0	0	0	0	0	0	0	0	0	51	5	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	4	611	0	52	0	0	0	4	0	0	0	0	0	3	2	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	520	"AWI"	520	10269	11997	11347	0	0	0	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	183	0	16	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	525	"AWI"	525	10359	12216	11460	0	0	0	5	0	0	0	0	78	0	37	2	1	0	0	0	0	0	0	0	92	8	0	0	0	0	0	0	0	0	0	0	0	75	0	1	0	0	0	2	323	0	109	0	0	0	3	0	0	0	0	2	2	14	0	0	0	0	0	5	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	530	"AWI"	530	10443	12526	11564	0	0	0	1	0	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	540	"AWI"	540	10575	13210	11765	1	0	0	1	0	0	0	0	32	0	22	0	1	0	0	0	0	0	0	0	59	1	0	0	0	0	0	0	0	0	0	0	0	33	0	2	0	0	0	4	0	0	104	0	0	0	1	0	0	0	0	0	4	1	0	0	0	1	0	4	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	545	"AWI"	545	10619	13592	11856	0	0	0	0	0	0	0	0	30	0	13	0	0	0	0	0	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	0	22	0	3	0	0	0	1	0	0	61	0	0	0	0	0	0	0	0	1	6	5	0	0	0	0	0	0	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	550	"AWI"	550	10706	13708	11954	1	0	0	0	0	0	0	0	78	0	15	0	0	0	0	0	0	0	4	0	37	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	6	0	0	38	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	2	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	555	"AWI"	555	10785	13812	12051	0	0	0	0	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	0	72	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	8	0	0	36	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	560	"AWI"	560	10849	13920	12142	0	0	0	3	0	0	0	0	19	0	15	0	0	0	0	0	0	0	0	0	81	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	16	419	0	46	0	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	565	"AWI"	565	10918	14039	12230	0	0	0	2	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	3	0	0	35	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	570	"AWI"	570	10971	14215	12318	0	0	0	0	0	0	0	0	28	0	24	0	1	0	0	0	0	0	0	0	39	6	0	0	0	0	0	0	0	0	0	0	0	54	0	4	0	0	0	6	380	0	48	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	575	"AWI"	575	11023	14471	12402	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	580	"AWI"	580	11083	14688	12482	0	0	0	2	0	0	0	0	33	0	17	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	51	0	1	2	0	0	14	0	0	53	0	0	0	1	0	0	0	0	3	4	7	0	0	0	0	0	4	0	0	0	0
14543	22793	"Grünsee Reschenscheideck"	46.86278	10.47806	585	"AWI"	585	11125	14882	12560	1	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
