"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
2974	3876	"Amtkel 1"	43.28333	41.29167	5	"AWI"	5	-36	444	167	4.20168067226891	0	22.6890756302521	0.840336134453782	3.36134453781513	1.68067226890756	0	0	0.420168067226891	0	5.04201680672269	2.10084033613445	0	2.52100840336134	17.2268907563025	0	5.88235294117647	0	0.840336134453782	0	0	0	0	1.68067226890756	13.4453781512605	0	0.420168067226891	5.46218487394958	9.66386554621849	0.840336134453782	0	0.840336134453782	0	0	0	0.840336134453782	0	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	10	"AWI"	10	130	625	441	0.540540540540541	0	49.1891891891892	3.24324324324324	4.32432432432432	3.24324324324324	0	0.540540540540541	0.540540540540541	0	1.62162162162162	1.62162162162162	0	5.94594594594595	0.540540540540541	0	12.972972972973	1.08108108108108	0	0	0	0	0	0.540540540540541	1.62162162162162	1.08108108108108	1.62162162162162	0	7.56756756756757	0	0.540540540540541	0.540540540540541	0	0	0	1.08108108108108	0	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	15	"AWI"	15	538	678	645	9.67741935483871	0	18.9964157706093	6.09318996415771	0.716845878136201	2.8673835125448	0	0.3584229390681	0	0	0	0.3584229390681	0	2.1505376344086	16.8458781362007	0	1.7921146953405	0	0	0.3584229390681	0	0	0	4.3010752688172	26.8817204301075	0.3584229390681	0	0	4.3010752688172	0	1.0752688172043	1.7921146953405	0	0	0	1.0752688172043	0	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	20	"AWI"	20	592	819	704	3.125	0	23.4375	1.5625	9.375	1.953125	0	0	1.171875	0	1.5625	0.390625	0	3.125	20.703125	1.5625	8.59375	0	0	1.171875	0	0	0	1.171875	15.234375	0	0	0	0	0	5.46875	0	0	0	0	0.390625	0	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	25	"AWI"	25	642	891	768	0.890207715133531	0	35.3115727002967	3.85756676557863	6.23145400593472	1.18694362017804	0	0	0	0	0	0.593471810089021	0	5.6379821958457	17.2106824925816	0	9.79228486646884	0	0.29673590504451	0.29673590504451	0	0	0	1.48367952522255	15.727002967359	0.29673590504451	0	0	1.18694362017804	0	0	0	0	0	0	0	0	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	30	"AWI"	30	708	960	837	0	0	36.3321799307958	4.1522491349481	6.57439446366782	3.11418685121107	0	0.346020761245675	0	0	0	0	0	4.84429065743945	22.4913494809689	0	9.68858131487889	0	1.03806228373702	1.03806228373702	0	0	0	0.346020761245675	7.95847750865052	0.346020761245675	0	0	1.03806228373702	0	0.346020761245675	0	0	0	0	0	0.346020761245675	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	35	"AWI"	35	776	1013	903	0.411522633744856	0	30.0411522633745	2.46913580246914	5.34979423868313	2.05761316872428	0	0	0.411522633744856	0	0	0	0	2.05761316872428	33.3333333333333	1.64609053497942	4.52674897119342	0	0	1.23456790123457	0	0	0	0.823045267489712	13.9917695473251	0.411522633744856	0	0	0	0.411522633744856	0	0	0	0	0	0.411522633744856	0.411522633744856	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	42	"AWI"	42	923	1086	991	1.51975683890578	0	36.7781155015198	1.21580547112462	4.86322188449848	1.21580547112462	0	0.303951367781155	0.60790273556231	0	0	0.911854103343465	0	4.55927051671733	23.7082066869301	0	9.72644376899696	0	0	0.60790273556231	0	0	0	0.303951367781155	10.9422492401216	0	0	0	1.51975683890578	0.303951367781155	0.911854103343465	0	0	0	0	0	0	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	48	"AWI"	48	997	1171	1069	0.34965034965035	0	46.5034965034965	2.7972027972028	3.14685314685315	3.14685314685315	0	0.34965034965035	0.34965034965035	0	0.699300699300699	0.34965034965035	0	5.59440559440559	11.5384615384615	0.34965034965035	7.69230769230769	0	0	0	0	0	0	0.34965034965035	14.3356643356643	0.699300699300699	0	0	1.04895104895105	0.34965034965035	0	0	0	0	0	0.34965034965035	0	0	0
2974	3876	"Amtkel 1"	43.28333	41.29167	50	"AWI"	50	1007	1227	1094	0.380228136882129	0	35.7414448669202	1.14068441064639	1.90114068441065	1.90114068441065	0	0.380228136882129	0.380228136882129	0	0	0.380228136882129	0	6.08365019011407	22.4334600760456	1.14068441064639	7.98479087452472	0.380228136882129	1.52091254752852	0	0	0	0	0.380228136882129	4.94296577946768	0.380228136882129	0	11.4068441064639	0	0.380228136882129	0.380228136882129	0	0	0	0	0	0.380228136882129	0	0
