"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	0	"AWI"	0	-131	36	-51	2	0	2	0	0	0	0	2	2	0	0	0	0	16	11	0	0	0	0	0	1	0	0	11	1	14	0	0	7	0	0	0	0	0	0	0	0	1	1	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	5	"AWI"	5	-77	342	59	0	0	18	0	0	0	0	0	10	0	0	0	0	23	17	0	0	0	0	0	1	0	0	18	0	18	0	0	11	0	0	0	0	0	0	0	0	0	2	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	10	"AWI"	10	-54	714	163	0	0	20	0	0	0	0	0	11	1	0	0	0	27	28	0	0	0	0	0	0	0	0	13	0	14	0	0	8	0	0	0	0	0	0	0	0	0	2	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	15	"AWI"	15	-7	997	281	0	0	4	0	0	0	0	0	9	0	0	0	0	26	15	0	0	0	0	0	1	0	0	18	1	25	0	0	9	0	0	0	0	2	0	0	1	0	1	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	25	"AWI"	25	78	1406	537	0	0	8	0	0	0	0	0	8	0	0	0	0	27	16	0	0	0	0	0	0	0	0	16	0	22	0	0	8	0	0	0	0	2	0	0	0	0	2	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	30	"AWI"	30	168	1563	667	0	0	8	0	0	0	0	0	6	1	0	0	0	41	19	0	0	0	0	0	0	0	0	8	0	15	0	0	6	0	0	0	0	0	0	0	0	0	2	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	35	"AWI"	35	223	1760	805	0	1	5	1	2	0	0	0	7	0	0	0	0	33	25	0	0	1	0	0	2	0	0	13	0	16	0	0	6	0	0	0	0	0	0	0	1	0	1	1
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	50	"AWI"	50	443	2243	1196	0	0	0	0	0	0	0	0	2	0	0	0	0	14	8	0	0	0	0	0	1	0	0	13	0	12	0	0	9	0	0	0	0	2	0	0	0	0	0	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	55	"AWI"	55	536	2382	1327	0	0	8	1	0	0	0	0	3	1	0	0	0	18	19	0	0	0	0	0	0	0	0	14	0	12	0	0	7	0	0	0	0	0	0	0	1	0	0	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	60	"AWI"	60	624	2520	1456	0	0	7	0	0	0	0	0	7	0	0	0	0	34	24	0	1	0	0	0	0	0	0	8	0	35	0	0	17	0	0	0	0	0	0	0	0	0	1	0
