"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Dioscoreaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15746	40452	"Etang de la Gruère"	47.24056	7.05	47	"AWI"	47	598	1066	866	14.1903171953255	0.333889816360601	0	0.1669449081803	0	0	0	0.834724540901502	0	0	9.01502504173623	0	0	0	0	0	0	0	0.333889816360601	0	0	0	0	14.0233722871452	0	2.33722871452421	0	0	0	0	0	0	22.8714524207012	0.1669449081803	0	0	0	0	0	0.333889816360601	1.1686143572621	0	0	0	0	0	0	0	0	22.20367278798	0	0	0	0	0	0	0	0.1669449081803	9.18196994991653	0	0	0	0.1669449081803	0	0.834724540901502	0	0	0	0	0.333889816360601	0	0.1669449081803	0	0.667779632721202	0.500834724540901	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	51	"AWI"	51	689	1127	935	23.2704402515723	0.419287211740042	1.67714884696017	0	0	0	0	1.0482180293501	0	0	4.19287211740042	0	0.209643605870021	0	0	0	0	0	0.209643605870021	0	0	0	0	7.12788259958071	0	2.09643605870021	0	0	0	0	0	0	24.7379454926625	0	0	0	0	0	0	0.209643605870021	0.209643605870021	0	0	0	0	0	0	0	0	22.0125786163522	1.67714884696017	0	0	0	0	0	0	0.209643605870021	7.12788259958071	0	0.209643605870021	0	0	0	1.25786163522013	0	0	0	0	0	0	0	0	1.46750524109015	0.628930817610063	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	55	"AWI"	55	880	1159	1003	24.0157480314961	0	6.10236220472441	0	0	0	0	1.37795275590551	0	0	7.28346456692913	0	0	0	0	0	0	0	0.196850393700787	0	0	0	0	6.10236220472441	0	1.37795275590551	0	0	0	0	0	0	25.9842519685039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6850393700787	0	0	0	0	0	0	0	0	5.90551181102362	0	0	0	0.393700787401575	0	0.78740157480315	0	0	0	0	0	0	0	0	0.590551181102362	0.196850393700787	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	59	"AWI"	59	957	1230	1081	17.0258620689655	0	6.89655172413793	0	0	0	0	0.431034482758621	0	0	4.95689655172414	0	0.431034482758621	0	0	0	0	0	0	0	0	0	0	4.0948275862069	0	1.93965517241379	0	0	0	0	0	0	33.4051724137931	0	0	0	0	0.431034482758621	0	0	0	0	0	0	0	0	0	0	0	20.9051724137931	0	0	0	0	0	0	0	0	7.97413793103448	0	0	0	0.21551724137931	0	0.21551724137931	0	0	0	0	0	0	0	0	0.431034482758621	0.431034482758621	0	0	0.21551724137931
15746	40452	"Etang de la Gruère"	47.24056	7.05	63	"AWI"	63	1018	1288	1136	15.4562383612663	0	5.02793296089385	0	0	0	0	0.74487895716946	0	0	2.60707635009311	0	0.186219739292365	0	0	0	0	0	0	0	0	0	0	4.46927374301676	0	1.48975791433892	0	0	0	0	0	0	39.6648044692737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9944134078212	0	0	0	0	0	0	0	0	10.2420856610801	0	0	0	0	0	0.186219739292365	0	0	0	0	0	0	0.186219739292365	0	0.186219739292365	0.37243947858473	0	0	0.186219739292365
15746	40452	"Etang de la Gruère"	47.24056	7.05	67	"AWI"	67	1060	1338	1196	11.4093959731544	0.335570469798658	9.73154362416107	0.167785234899329	0	0	0	0.671140939597315	0	0	5.70469798657718	0	0	0	0	0.671140939597315	0	0	0.167785234899329	0	0	0	0	5.03355704697987	0	1.84563758389262	0	0	0	0	0	0	36.241610738255	0	0	0	0	0	0	0.167785234899329	0	0	0	0	0	0	0	0	0	16.7785234899329	0	0	0	0	0	0	0	0	8.55704697986577	0	0	0	0.335570469798658	0	0.838926174496644	0	0	0	0	0.167785234899329	0	0	0	0.503355704697987	0.503355704697987	0	0	0.167785234899329
15746	40452	"Etang de la Gruère"	47.24056	7.05	71	"AWI"	71	1126	1418	1266	23.7924865831843	0	8.94454382826476	0	0	0	0	0.35778175313059	0	0	3.22003577817531	0	0	0	0	0.35778175313059	0	0	0.894454382826476	0	0	0	0	5.54561717352415	0	1.43112701252236	0	0	0	0	0	0	31.3059033989267	0	0	0	0	0	0	0	0.178890876565295	0	0	0	0	0	0	0	0	15.0268336314848	0	0	0	0	0	0	0	0	6.97674418604651	0	0	0	0	0	0.178890876565295	0	0	0	0	0	0	0.178890876565295	0	1.07334525939177	0.536672629695885	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	75	"AWI"	75	1210	1550	1373	26.6666666666667	0	0	0.229885057471264	0	0	0	0	0	0	5.97701149425287	0	0	0	0	0	0	0	0.229885057471264	0	0	0	0	6.89655172413793	0	0	0	0	0	0	0	0	29.4252873563218	0	0	0	0	0	0	0.229885057471264	0	0	0	0	0	0	0	0	0	22.5287356321839	0	0	0	0	0	0	0	0	6.89655172413793	0	0	0	0	0	0.229885057471264	0	0	0	0	0	0	0	0	0.229885057471264	0.459770114942529	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	79	"AWI"	79	1241	1808	1471	12.8521126760563	0	11.9718309859155	0.176056338028169	0	0	0	0.352112676056338	0	0	7.92253521126761	0	0	0	0	0	0	0	0	0	0	0	0	7.92253521126761	0	1.40845070422535	0	0	0	0	0	0	29.7535211267606	0	0	0	0	0	0	0	0	0	0	0	0.352112676056338	0	0	0	0	14.0845070422535	0	0	0	0	0	0	0	0	12.3239436619718	0	0	0	0	0	0.352112676056338	0	0	0	0	0	0	0	0	0.352112676056338	0.176056338028169	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	83	"AWI"	83	1329	1925	1579	21.6216216216216	0.225225225225225	12.3873873873874	0	0	0	0	0	0	0	6.75675675675676	0	0	0	0	0	0	0	0	0	0	0	0	6.75675675675676	0	2.47747747747748	0	0	0	0	0	0	23.4234234234234	0	0	0	0	0	0	0	0.45045045045045	0	0	0	0	0	0	0	0	15.7657657657658	0	0	0	0	0	0.225225225225225	0	0	9.23423423423423	0	0	0	0.225225225225225	0	0	0	0	0	0	0	0	0	0	0	0.225225225225225	0	0	0.225225225225225
