"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ficus"	"Frangula"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrtus"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	10.5	"AWI"	10.5	-37.5	267	84.5	1.13636363636364	0	0	0	0	0	0	1.13636363636364	0	0	0	0	0	0	0	0	0	0	0	3.40909090909091	0	0	3.40909090909091	0	0	0	0	0	0	0	0	0	0	0	1.13636363636364	21.5909090909091	0	0	25	0	0	0	0	1.13636363636364	0	3.40909090909091	0	0	4.54545454545455	0	12.5	0	0	0	0	0	18.1818181818182	0	0	0	0	3.40909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	26.5	"AWI"	26.5	126.5	512.5	307.5	0	0	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45161290322581	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.3870967741936	0	0	19.3548387096774	0	0	0	0	0	3.2258064516129	0	0	0	6.45161290322581	0	6.45161290322581	0	0	0	0	0	6.45161290322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	42.5	"AWI"	42.5	322.5	706	526.5	0	0	1.42857142857143	0	0	0	0	2.85714285714286	0	0	0	0	0	0	0	0	0	0	8.57142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.8571428571429	0	0	1.42857142857143	0	0	0	0	0	0	1.42857142857143	0	0	0	0	2.85714285714286	2.85714285714286	0	14.2857142857143	0	0	7.14285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42857142857143	0	0	2.85714285714286
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	58.5	"AWI"	58.5	588.5	873	746	0	0	2.41935483870968	0	0	0	0	0.537634408602151	0	0	0	0	0	0.268817204301075	0	0	0.806451612903226	0	0.806451612903226	0	0	0	1.0752688172043	0	0	14.5161290322581	0	0	0.268817204301075	0	0.537634408602151	0.537634408602151	0	0	0	8.06451612903226	0	0	2.1505376344086	0	0	0	0	0	0	2.68817204301075	0	1.34408602150538	0.268817204301075	0	1.61290322580645	0.268817204301075	0	0	0	48.6559139784946	12.0967741935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451612903226	0	0	0.268817204301075
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	88	"AWI"	88	971	1401	1157	0	0	3.87596899224806	0	0	0	0	1.55038759689922	0	0	0	0	0	0.258397932816538	0	0	0	0	0.258397932816538	0	0	0	0.258397932816538	0	0	0	0	0	0	0.258397932816538	0	0	0	0	0	2.32558139534884	0.258397932816538	0	0.775193798449612	0	0	0	0	0	0	1.03359173126615	0.258397932816538	2.32558139534884	0.258397932816538	0	0.258397932816538	0.258397932816538	0	12.1447028423773	0	59.9483204134367	12.4031007751938	0	0	0	0	0	0	0	0	0	0.258397932816538	0	0	0.516795865633075	0	0	0.516795865633075	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	103	"AWI"	103	1143	1656	1370	0	0	2.96495956873315	0	0	0	1.07816711590297	0.808625336927224	0	0	0	0	0	0.269541778975741	0	0	0	0	0.269541778975741	0.539083557951483	0	0	1.61725067385445	0	0	0	0	0	1.61725067385445	0	0	0.539083557951483	0	0	0	8.08625336927224	0	0	1.07816711590297	0	0	0	0	0	0.269541778975741	1.34770889487871	0.808625336927224	2.69541778975741	0.269541778975741	0	0.808625336927224	1.34770889487871	0	26.6846361185984	0	38.8140161725067	7.00808625336927	0	0	0	0	0	0.269541778975741	0	0	0	0	0	0	0.269541778975741	0	0	0.539083557951483	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	119	"AWI"	119	1334	1884	1598	0.277777777777778	0	6.11111111111111	0	0	0	0	0.555555555555556	0	0	0	1.11111111111111	0	0	0	0	0	0	0.277777777777778	0.555555555555556	0	0	1.38888888888889	0	0.277777777777778	0	0	0	0.833333333333333	0	0	0	0	0	0	6.11111111111111	0	0	0.277777777777778	0	0	0	0	0	0	0	0.277777777777778	5.55555555555556	0.277777777777778	0	1.38888888888889	0.277777777777778	0	0	0	63.3333333333333	10	0	0	0	0	0	0.833333333333333	0	0	0	0	0	0	0.277777777777778	0	0	0	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	135	"AWI"	135	1542	2113	1830	0	0	3.13253012048193	0	0	0	0	0.963855421686747	0	0	0	0	0	0.481927710843374	0	0	0	0	0	0	0	0	1.20481927710843	0	0	12.5301204819277	0	0	2.40963855421687	0	0	1.68674698795181	0	0	0	1.44578313253012	0.481927710843374	0	0.240963855421687	0	0	0	0	0	0.240963855421687	0.240963855421687	0	6.02409638554217	0.481927710843374	0	0.963855421686747	0.481927710843374	0	0	0	55.421686746988	10.6024096385542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72289156626506	0	0	0.240963855421687
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	151	"AWI"	151	1769	2322	2054	0.516795865633075	0.258397932816538	1.80878552971576	0	0	0.258397932816538	0.258397932816538	0.516795865633075	0	0	0	0	0	0.516795865633075	0	0	0	0	0	0	0	0.258397932816538	1.80878552971576	0	0	12.4031007751938	0	0	1.29198966408269	0	0	0	0	0	0	1.29198966408269	0.258397932816538	0	1.29198966408269	0	0	0	0	0	0	0.516795865633075	0	6.45994832041344	0.516795865633075	0	0.516795865633075	1.03359173126615	0	0	0	54.0051679586563	13.1782945736434	0	0	0	0	0	0	0	0	0	0	0	0	0.258397932816538	0	0	0.258397932816538	0	0	0.516795865633075
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	167	"AWI"	167	2012	2506	2288	0.274725274725275	0	1.0989010989011	0	0	0.274725274725275	0.824175824175824	0	0	0	0	0.274725274725275	0	0.274725274725275	0	0	0	0	0.274725274725275	0	0	0	0.549450549450549	0	0	0	0	0	3.2967032967033	0	0	0	0	0	0	2.74725274725275	0	0	0	0	0	0	0	0	0	0	0	6.31868131868132	0	0	0	0	0	0	0	59.6153846153846	21.978021978022	0	0	0	0	0	0.274725274725275	0	0	0	0	0	0	0.549450549450549	0	0.274725274725275	0.824175824175824	0	0	0.274725274725275
