"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Montiaceae"	"Onagraceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
14490	22693	"Ellanmore"	58.303104	-3.296514	48	"AWI"	48	6485	10144	8585	0	0	1	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	7	"AWI"	7	152	2569	903	0	0	0	0	0	0	0	0	0	0	0	134	0	0	4	0	0	0	0	0	0	0	268	0	0	0	1	7	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	28	"AWI"	28	2657	7214	4827	0	0	0	0	3	0	0	0	1	0	0	293	0	0	8	0	1	0	0	0	0	0	43	0	0	0	0	2	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	26	"AWI"	26	2337	6921	4493	0	0	0	0	1	0	0	0	0	0	0	147	0	0	1	0	0	0	0	0	0	0	105	0	0	0	2	6	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	46	"AWI"	46	5951	9958	8227	0	0	0	0	1	0	0	0	0	0	0	252	0	1	0	0	0	0	0	1	1	0	35	0	0	0	0	3	0	1
14490	22693	"Ellanmore"	58.303104	-3.296514	24	"AWI"	24	1970	6613	4152	0	0	0	0	2	0	0	0	0	0	0	194	0	0	8	0	1	0	0	0	0	0	113	0	0	0	1	10	0	1
14490	22693	"Ellanmore"	58.303104	-3.296514	38	"AWI"	38	4400	8802	6748	0	0	0	0	1	0	0	0	0	0	0	46	0	1	3	0	2	0	0	2	0	0	513	0	0	0	0	10	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	30	"AWI"	30	2866	7560	5188	0	0	0	0	2	0	0	0	0	0	0	421	0	0	9	0	0	0	0	3	0	0	141	0	0	0	3	13	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	4	"AWI"	4	-36	1795	414	0	0	0	0	6	0	0	0	0	0	0	110	0	0	4	0	0	0	0	1	1	0	164	0	0	0	3	3	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	20	"AWI"	20	1392	5881	3363	0	0	0	0	6	0	0	0	0	0	0	67	0	0	5	0	0	0	0	2	0	0	313	0	0	0	4	8	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	40	"AWI"	40	4655	9186	7108	0	0	2	0	1	0	0	0	0	0	0	106	0	0	1	0	8	0	0	1	0	0	180	0	0	0	4	9	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	44	"AWI"	44	5530	9674	7865	0	0	0	0	1	0	0	0	0	0	0	337	0	0	2	0	0	0	0	2	0	0	29	0	0	0	1	4	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	6	"AWI"	6	88	2375	718	0	0	0	0	5	0	0	0	0	0	0	269	0	1	1	0	0	0	0	1	0	1	58	0	0	0	2	3	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	9	"AWI"	9	239	3371	1223	0	0	0	0	2	0	0	0	0	0	0	54	0	0	7	0	0	0	0	3	0	0	275	0	0	1	10	12	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	22	"AWI"	22	1722	6180	3749	0	0	0	0	5	0	0	0	0	0	0	121	0	0	6	0	0	1	0	1	0	0	221	0	0	0	0	8	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	16	"AWI"	16	997	5036	2506	0	0	0	0	4	0	0	0	0	2	0	325	0	0	7	0	0	0	0	0	0	0	138	0	0	1	0	7	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	33.5	"AWI"	33.5	3577	8059.5	5893	0	0	3	0	0	0	0	0	0	0	0	157	0	0	13	0	0	0	0	20	0	0	163	0	0	0	4	80	0	3
14490	22693	"Ellanmore"	58.303104	-3.296514	42	"AWI"	42	5136	9369	7490	0	0	1	0	1	0	0	0	0	0	0	146	0	0	2	0	0	0	0	3	0	0	134	0	0	0	0	8	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	8	"AWI"	8	197	2960	1065	0	0	1	0	3	0	0	0	0	0	0	35	0	0	6	0	0	0	0	0	0	0	204	0	0	1	1	14	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	5	"AWI"	5	-24	2255	537	0	0	0	0	1	0	0	0	0	0	0	143	0	0	3	0	0	0	0	1	0	0	204	0	0	0	0	4	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	2	"AWI"	2	-66	872	177	0	0	2	0	4	0	0	0	0	2	0	244	0	0	13	0	0	0	0	4	0	0	104	0	0	0	0	7	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	14	"AWI"	14	728	4567	2130	0	0	0	0	6	0	0	0	0	0	1	239	0	0	24	0	0	0	0	0	0	0	61	0	0	0	1	10	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	36.5	"AWI"	36.5	4113	8588	6451	0	0	0	0	1	4	0	0	0	0	0	173	0	0	2	0	27	3	0	1	0	0	992	0	0	0	1	13	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	31.5	"AWI"	31.5	3259.5	7741.5	5484	0	0	0	0	1	0	0	0	0	0	0	89	0	0	10	0	0	0	0	15	0	0	196	0	0	0	6	48	0	5
14490	22693	"Ellanmore"	58.303104	-3.296514	18	"AWI"	18	1231	5358	2935	0	0	1	0	3	0	0	0	0	0	0	126	0	0	9	1	0	0	0	2	0	0	126	0	0	0	8	3	0	0
14490	22693	"Ellanmore"	58.303104	-3.296514	50.5	"AWI"	50.5	6961.5	10456	9040	0	0	1	0	8	0	0	0	0	0	0	103	0	0	3	0	0	0	3	26	0	0	125	0	0	0	2	42	0	0
