"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fraxinus"	"Juniperus"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3022	3937	"Blåvasstjønn"	64.910744	11.6594	230	"AWI"	230	53	1242	459	22	0	0	0	3	161	0	0	3	24	0	13	0	0	1	19	289	0	0	0	0	2	0	1	5	0	1	0	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	235	"AWI"	235	166	1624	748	18	0	0	0	0	129	0	0	3	35	0	67	3	0	0	9	364	0	0	0	0	2	0	1	1	0	0	0	3	2
3022	3937	"Blåvasstjønn"	64.910744	11.6594	240	"AWI"	240	368	1858	1061	44	0	0	0	0	173	0	0	0	34	0	28	0	0	0	22	270	1	0	0	0	3	0	1	1	0	0	0	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	250	"AWI"	250	844	2387	1662	36	0	1	0	0	138	0	0	0	19	0	12	0	0	0	37	304	1	0	0	1	0	0	1	0	0	0	0	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	255	"AWI"	255	1181	2569	1970	65	0	0	0	0	192	0	0	4	29	0	20	0	0	0	17	255	0	0	0	0	1	0	4	2	0	0	0	1	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	260	"AWI"	260	1636	2761	2240	36	0	0	0	0	173	0	0	8	8	0	16	9	3	0	4	267	0	26	0	5	1	0	0	0	0	0	0	4	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	265	"AWI"	265	2038	2981	2518	48	0	0	0	8	226	0	0	4	38	0	6	3	3	0	6	229	0	0	0	0	8	16	0	8	1	0	0	5	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	270	"AWI"	270	2387	3317	2814	63	0	0	0	4	195	0	0	0	10	0	9	0	0	0	1	253	0	0	0	2	1	0	1	5	1	0	0	3	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	275	"AWI"	275	2573	3749	3094	54	0	0	0	0	213	0	0	1	12	0	7	4	0	0	0	252	0	0	0	0	3	0	2	4	0	0	0	3	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	280	"AWI"	280	2732	4253	3367	53	0	0	0	5	195	0	0	0	15	0	7	0	0	0	0	265	0	0	0	0	0	0	1	1	0	0	0	4	1
