"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fraxinus"	"Juniperus"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3022	3937	"Blåvasstjønn"	64.910744	11.6594	290	"AWI"	290	3141	4953	3954	82	0	0	0	7	198	0	0	4	7	0	8	2	0	0	0	223	0	0	0	0	2	0	5	0	0	0	0	2	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	300	"AWI"	300	3578	5578	4535	55	0	0	0	0	228	0	0	12	8	0	5	3	3	0	1	186	0	0	0	0	0	0	0	15	0	0	0	12	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	305	"AWI"	305	3890	5817	4832	64	0	0	0	0	187	0	1	3	11	0	6	0	0	0	0	271	0	0	0	1	7	9	1	2	0	0	0	13	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	310	"AWI"	310	4145	6108	5134	61	0	0	0	0	230	1	0	8	4	0	1	1	13	0	0	201	0	0	0	2	0	0	0	0	0	0	0	10	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	315	"AWI"	315	4373	6377	5444	96	0	0	0	0	193	0	0	29	2	0	4	0	0	0	0	206	0	0	0	1	2	0	1	2	0	0	0	11	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	320	"AWI"	320	4718	6542	5739	89	0	1	0	0	182	0	0	26	14	0	13	3	0	0	0	202	0	0	0	1	1	0	1	3	2	0	0	11	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	330	"AWI"	330	5455	6990	6331	92	0	0	0	0	260	0	0	23	7	0	9	0	2	0	0	195	0	0	2	0	2	0	0	0	3	0	0	10	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	335	"AWI"	335	5986	7115	6592	65	0	1	0	0	240	0	0	10	2	0	12	1	0	0	0	176	0	0	0	0	0	0	0	2	0	0	0	6	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	340	"AWI"	340	6268	7309	6836	127	0	0	0	0	224	0	0	5	4	0	8	0	0	0	0	142	0	0	0	0	0	0	1	5	0	0	0	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	345	"AWI"	345	6442	7624	7044	116	0	0	1	0	208	0	0	9	1	0	7	0	1	0	0	176	0	0	0	2	2	0	2	1	0	0	0	3	1
3022	3937	"Blåvasstjønn"	64.910744	11.6594	350	"AWI"	350	6604	7826	7234	149	0	0	0	0	222	0	0	13	11	0	3	3	0	0	0	120	0	0	0	1	1	0	0	6	0	0	0	5	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	355	"AWI"	355	6777	8034	7417	211	0	0	1	0	247	0	0	23	7	0	9	0	0	0	0	74	0	0	0	0	2	0	1	3	0	0	1	4	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	360	"AWI"	360	6927	8263	7607	161	0	1	0	0	187	0	0	16	19	0	4	7	0	0	0	138	0	0	0	3	0	0	1	1	0	0	0	3	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	365	"AWI"	365	7117	8430	7792	188	0	0	0	0	206	0	0	8	4	0	13	0	0	0	0	112	0	0	0	1	0	0	0	3	0	0	0	3	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	375	"AWI"	375	7529	8772	8168	116	0	0	0	0	259	0	0	10	6	0	4	0	0	0	0	107	0	0	0	1	1	0	0	3	0	0	0	4	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	380	"AWI"	380	7750	8914	8353	70	0	0	0	0	320	0	0	6	4	0	13	0	2	0	0	105	0	0	0	0	0	0	0	6	0	0	1	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	390	"AWI"	390	8291	9215	8712	44	0	1	0	0	325	0	0	5	6	0	15	0	0	0	0	163	0	0	0	0	1	0	3	5	1	0	0	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	395	"AWI"	395	8473	9393	8894	13	0	0	0	0	315	0	0	3	10	0	20	1	0	0	0	225	0	0	0	0	0	0	1	5	0	0	0	4	3
3022	3937	"Blåvasstjønn"	64.910744	11.6594	400	"AWI"	400	8603	9594	9058	7	0	1	0	0	277	0	0	5	6	0	11	0	0	0	0	201	0	0	0	0	0	0	0	9	0	0	0	1	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	405	"AWI"	405	8725	9835	9216	3	0	0	0	0	312	0	0	3	3	0	12	0	0	0	0	105	0	0	0	1	3	0	2	12	0	0	0	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	410	"AWI"	410	8833	10051	9381	3	0	1	0	0	303	0	0	5	10	3	10	0	0	1	0	179	0	0	0	0	3	0	2	9	1	0	0	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	415	"AWI"	415	8981	10235	9550	1	0	0	0	0	300	0	0	2	1	5	11	0	0	0	0	180	0	0	0	0	2	0	0	10	0	0	0	2	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	420	"AWI"	420	9132	10449	9711	0	0	0	0	0	367	0	0	5	9	3	11	0	0	0	0	108	0	0	0	0	5	0	0	16	0	0	0	1	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	425	"AWI"	425	9261	10659	9868	0	0	0	1	0	347	0	0	0	10	0	12	0	18	0	0	125	0	0	0	0	0	0	5	0	0	0	4	0	0
3022	3937	"Blåvasstjønn"	64.910744	11.6594	430	"AWI"	430	9434	10829	10027	0	0	0	1	0	420	0	0	8	0	12	41	0	0	0	0	65	0	0	0	0	7	0	11	9	0	0	0	0	1
3022	3937	"Blåvasstjønn"	64.910744	11.6594	435	"AWI"	435	9594	11013	10190	0	1	0	3	0	391	0	0	0	11	12	34	1	17	0	0	63	0	0	0	0	6	0	7	0	0	0	2	0	1
3022	3937	"Blåvasstjønn"	64.910744	11.6594	440	"AWI"	440	9731	11276	10370	0	0	0	4	0	408	0	0	11	14	15	40	0	0	0	0	51	0	0	0	0	4	0	5	20	0	0	0	1	0
