"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23786	41201	"Exebridge"	51.01722	-3.51722	0	"AWI"	0	6541	7081	6824	38.771186440678	0	0.211864406779661	0.211864406779661	0	0	0.211864406779661	0	1.27118644067797	0	0	0	0.423728813559322	0	0	8.26271186440678	0.847457627118644	15.0423728813559	0	0	0.211864406779661	0	0	0	0	0	0.211864406779661	1.69491525423729	0	24.364406779661	0	0	5.93220338983051	0.423728813559322	0	0	0.423728813559322	0.847457627118644	0	0	0	0	0	0	0.635593220338983	0
23786	41201	"Exebridge"	51.01722	-3.51722	8	"AWI"	8	6663	7160	6928	14.5491803278689	0	0.204918032786885	0	0	0	0.614754098360656	0	0	0	0	0	0	0	0	11.0655737704918	0	55.327868852459	0	0	0.204918032786885	0	0	0	0	0	0	7.58196721311475	0	1.4344262295082	0	0	6.55737704918033	0.204918032786885	0	0	0.204918032786885	0	0	0	0	0	0	0.204918032786885	1.84426229508197	0
23786	41201	"Exebridge"	51.01722	-3.51722	16	"AWI"	16	6790	7245	7031	15.3846153846154	0	0	0.427350427350427	0	0	2.35042735042735	0	0	0	0	0	0.427350427350427	0	0	14.957264957265	0	50.2136752136752	0	0	0	0	0	0	0	0	0	8.33333333333333	0	0	0	0	6.41025641025641	0	0	0.213675213675214	0	0.213675213675214	0	0	0	0	0	0.213675213675214	0.854700854700855	0
23786	41201	"Exebridge"	51.01722	-3.51722	24	"AWI"	24	6907	7328	7134	11.7043121149897	0	0.205338809034908	0	0	0	0	0	0	0	0	0	0	0	0	7.18685831622177	0	62.0123203285421	0	0	0.205338809034908	0	0	0	0	0	0	10.0616016427105	0	0	0	0	6.16016427104723	0	0	0	0.205338809034908	0.410677618069815	0	0	0	0	0	0.82135523613963	1.02669404517454	0
23786	41201	"Exebridge"	51.01722	-3.51722	32	"AWI"	32	7028	7409	7237	40.702479338843	0.206611570247934	1.03305785123967	0	0	0	0	0	0.206611570247934	0	0	0	0	0	0	16.1157024793388	0.206611570247934	27.4793388429752	0	0	0.413223140495868	0	0	0	0	0	0	1.03305785123967	0	0	0	0	8.88429752066116	0.413223140495868	0	0	0	1.44628099173554	0	0	0	0	0	0.619834710743802	1.2396694214876	0
23786	41201	"Exebridge"	51.01722	-3.51722	40	"AWI"	40	7154	7492	7339	38.1632653061225	0	0	0.204081632653061	0	0	0.408163265306122	0	0	0	0	0	0	0	0	8.97959183673469	0	34.6938775510204	0	0	0.204081632653061	0	0	0	0	0	0	3.6734693877551	0	0	0	0	10.4081632653061	0	0	0	0.204081632653061	0.204081632653061	0	0	0	0	0	0.408163265306122	2.44897959183673	0
23786	41201	"Exebridge"	51.01722	-3.51722	48	"AWI"	48	7278	7570	7442	47.6578411405295	0.203665987780041	0.203665987780041	0	0	0	0.610997963340122	0	0	0	0.610997963340122	0	0.407331975560081	0	0	14.0529531568228	0	15.6822810590631	0	0	0	0	0	0	0	0	0	2.44399185336049	0	0	0	0	15.071283095723	0	0	0	0	0.610997963340122	0	0	0	0	0	0.203665987780041	2.24032586558045	0
23786	41201	"Exebridge"	51.01722	-3.51722	56	"AWI"	56	7415	7637	7543	25.6147540983607	0	0	0.204918032786885	0	0	1.02459016393443	0	0	0	0	0	0	0	0	17.2131147540984	0	35.2459016393443	0	0	0.409836065573771	0	0	0	0	0	0	5.73770491803279	0	0	0	0	12.5	0.204918032786885	0	0	0	0.614754098360656	0	0	0	0	0	0.204918032786885	1.02459016393443	0
23786	41201	"Exebridge"	51.01722	-3.51722	58	"AWI"	58	7449	7655	7568	37.5510204081633	0	0.204081632653061	0	0	0	0.816326530612245	0	0.408163265306122	0	0	0	0	0	0.204081632653061	15.7142857142857	0.204081632653061	23.8775510204082	0	0	0.816326530612245	0	0	0	0	0.204081632653061	0	4.08163265306122	0	0	0	0	11.0204081632653	0.204081632653061	0	0.204081632653061	0.204081632653061	0.408163265306122	0	0	0	0	0	0.204081632653061	3.6734693877551	0
23786	41201	"Exebridge"	51.01722	-3.51722	60	"AWI"	60	7481	7672	7592	36.9477911646586	0.200803212851406	0.401606425702811	0	0	0	0.803212851405622	0	0	0.401606425702811	0	0	0.200803212851406	0	0	15.863453815261	0.200803212851406	30.5220883534137	0	0	0	0	0	0	0	0	0	1.40562248995984	0	0	0	0	8.03212851405623	0.200803212851406	0	0	0.602409638554217	0.602409638554217	0	0.401606425702811	0	0	0	0.803212851405622	2.40963855421687	0
