"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Gentianaceae"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	2	"AWI"	2	-114	-25	-54	56.043956043956	2.1978021978022	0	1.0989010989011	0	0	1.0989010989011	0	0	0	0	0	0	5.49450549450549	0	0	1.0989010989011	0	4.3956043956044	25.2747252747253	0	0	0	0	0	0	1.0989010989011	0	0	1.0989010989011	0	1.0989010989011
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	6	"AWI"	6	-81	-22	-42	38.0952380952381	1.19047619047619	1.19047619047619	0	0	0	0	0	0	0	1.19047619047619	0	0	3.57142857142857	0	0	0	0	3.57142857142857	46.4285714285714	0	0	0	0	0	0	0	0	1.19047619047619	2.38095238095238	1.19047619047619	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	10	"AWI"	10	-62	-15	-29	22.4669603524229	0	0	0.881057268722467	0	48.4581497797357	0	0	0	0	0	0	0	2.6431718061674	0	0	0	0	3.08370044052863	22.4669603524229	0	0	0	0	0	0	0	0	0	0	0	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	14	"AWI"	14	-29	0	-8	17.7631578947368	0	0	0.328947368421053	0	41.7763157894737	0	0	0	0	1.31578947368421	0	0	5.26315789473684	0	0	0	0	1.97368421052632	29.6052631578947	0.328947368421053	0	0	0	0	0	0.657894736842105	0	0.657894736842105	0.328947368421053	0	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	18	"AWI"	18	-3	28	12	25.3968253968254	4.76190476190476	0	1.58730158730159	0	0	0	1.58730158730159	0	0	1.58730158730159	0	0	15.8730158730159	0	0	0	1.58730158730159	4.76190476190476	33.3333333333333	1.58730158730159	0	0	0	1.58730158730159	0	0	1.58730158730159	3.17460317460317	1.58730158730159	0	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	22	"AWI"	22	21	58	37	17.8571428571429	1.78571428571429	0	5.35714285714286	0	0	0	0	0	1.78571428571429	1.78571428571429	0	0	12.5	0	0	0	0	1.78571428571429	33.9285714285714	0	14.2857142857143	0	0	0	0	0	1.78571428571429	3.57142857142857	3.57142857142857	0	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	32	"AWI"	32	49	194	107	24.0506329113924	2.53164556962025	0	2.53164556962025	0	0	2.53164556962025	1.26582278481013	0	0	5.06329113924051	0	0	3.79746835443038	0	0	0	0	5.06329113924051	26.5822784810127	0	20.253164556962	0	0	1.26582278481013	0	0	0	5.06329113924051	0	0	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	42	"AWI"	42	103	257	185	18.5714285714286	0	1.42857142857143	1.42857142857143	0	0	0	1.42857142857143	0	0	5.71428571428571	0	0	7.14285714285714	0	2.85714285714286	0	0	4.28571428571429	30	0	22.8571428571429	0	0	0	0	0	1.42857142857143	2.85714285714286	0	0	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	52	"AWI"	52	198	322	284	25	2	0	4	0	0	1	1	1	0	4	0	0	11	0	1	0	0	5	23	0	14	0	0	2	0	0	0	4	2	0	0
26576	46477	"Nikolsko-Lutinskoye bog"	58.089326	30.983034	60	"AWI"	60	278	532	416	20.8333333333333	2.08333333333333	1.04166666666667	1.04166666666667	0	0	1.04166666666667	0	1.04166666666667	0	3.125	0	0	9.375	0	0	0	0	14.5833333333333	41.6666666666667	0	0	0	2.08333333333333	0	0	0	1.04166666666667	0	1.04166666666667	0	0
