"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3478	4497	"Mire Johvika"	58.4848	22.38803	10	"AWI"	10	-44	453	131	0	0	46	1	0	2	0	204	0	0	2	0	1	9	15	0	0	0	0	1	10	0	1	0	18	315	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1
3478	4497	"Mire Johvika"	58.4848	22.38803	15	"AWI"	15	19	592	232	0	0	66	1	0	6	0	183	0	0	1	0	0	8	22	0	0	0	0	2	0	0	1	0	13	302	1	0	0	0	0	5	1	0	1	0	0	0	1	1	0	0	2	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	25	"AWI"	25	159	867	435	0	0	71	1	2	4	0	185	0	0	2	0	0	22	26	0	0	0	0	3	9	3	2	0	23	171	1	37	0	0	0	12	0	0	3	0	0	2	1	0	0	0	0	3	0
3478	4497	"Mire Johvika"	58.4848	22.38803	30	"AWI"	30	247	1029	534	0	0	70	1	1	2	0	139	0	0	0	0	0	13	20	0	1	0	0	1	1	2	0	0	26	338	1	17	0	0	0	3	1	0	0	0	0	4	1	0	0	2	1	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	35	"AWI"	35	328	1173	633	0	0	55	1	0	1	0	231	0	0	2	0	1	15	4	0	0	0	0	3	0	0	0	3	37	380	0	0	0	1	0	10	0	0	0	0	3	0	1	0	0	0	1	1	0
3478	4497	"Mire Johvika"	58.4848	22.38803	40	"AWI"	40	414	1306	730	0	0	22	0	0	1	0	58	0	0	0	0	0	2	5	0	0	0	0	0	2	0	0	1	11	151	1	0	0	1	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	45	"AWI"	45	517	1467	828	0	0	65	0	0	1	0	200	0	0	0	0	0	8	1	0	0	1	0	1	0	0	0	0	42	269	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	6	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	55	"AWI"	55	725	1764	1021	0	0	33	1	4	2	0	201	0	0	1	0	0	22	2	0	0	0	0	2	0	0	0	1	40	343	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	7	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	60	"AWI"	60	847	1901	1107	0	0	30	0	0	1	0	75	1	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	25	116	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	1	0
3478	4497	"Mire Johvika"	58.4848	22.38803	65	"AWI"	65	1008	2098	1253	0	0	119	0	1	3	0	261	0	0	0	0	0	21	79	0	0	0	0	1	0	1	1	0	29	311	1	0	0	0	0	16	0	0	0	0	0	0	3	0	0	1	2	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	70	"AWI"	70	1221	2435	1705	0	0	96	0	1	4	0	267	0	0	0	0	0	23	11	0	0	0	0	1	4	0	0	0	32	225	0	0	0	0	0	7	0	0	3	0	0	0	1	0	0	3	10	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	75	"AWI"	75	1675	2709	2297	0	1	171	2	0	7	0	705	0	0	0	0	0	45	7	0	0	0	0	7	2	0	5	0	109	230	0	0	2	0	0	57	0	0	0	0	0	3	8	0	1	18	5	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	80	"AWI"	80	2391	3269	2788	0	0	75	0	0	2	0	350	0	0	0	0	0	20	4	0	0	0	0	1	0	0	3	0	10	51	0	0	0	0	1	7	1	0	0	0	0	0	2	0	0	7	7	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	85	"AWI"	85	2664	3897	3191	0	0	241	0	0	0	0	304	0	0	0	0	0	55	1	0	0	0	0	6	0	0	4	0	29	92	0	0	2	0	0	10	0	0	0	0	1	0	1	6	0	16	15	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	90	"AWI"	90	2936	4312	3611	0	0	78	0	0	0	0	276	0	0	0	0	0	44	3	0	0	0	0	7	4	0	3	0	7	84	0	0	0	0	0	18	0	0	0	0	0	0	1	1	0	12	16	1	0
3478	4497	"Mire Johvika"	58.4848	22.38803	95	"AWI"	95	3288	4665	4011	0	1	119	0	1	2	0	215	0	0	0	0	0	62	1	0	0	1	0	3	32	0	0	0	9	267	0	0	0	0	0	19	0	3	0	0	0	0	1	0	0	31	25	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	100	"AWI"	100	3780	4957	4419	0	4	142	0	1	2	0	322	2	1	0	0	0	59	3	0	0	0	0	5	75	0	5	1	11	332	0	0	0	1	0	15	0	8	0	0	1	1	2	0	1	37	26	4	1
3478	4497	"Mire Johvika"	58.4848	22.38803	110	"AWI"	110	4527	5573	5095	0	0	81	0	0	0	0	196	0	0	0	0	0	3	6	0	0	0	0	3	0	0	0	0	0	127	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	17	1	0
3478	4497	"Mire Johvika"	58.4848	22.38803	120	"AWI"	120	5420	5961	5712	1	0	79	0	0	0	0	162	0	0	0	0	0	5	6	0	0	0	0	3	0	0	0	0	2	171	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	8	12	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	130	"AWI"	130	5824	6979	6255	0	0	96	0	0	0	0	197	1	0	1	0	0	9	20	0	0	0	0	1	1	0	0	0	1	112	0	0	0	0	0	5	0	0	0	0	0	1	2	0	0	5	15	1	0
3478	4497	"Mire Johvika"	58.4848	22.38803	140	"AWI"	140	6182	7685	6845	0	0	39	0	0	2	0	222	0	0	0	0	0	6	36	0	0	0	0	4	0	0	1	1	3	214	1	0	1	2	0	5	0	0	0	0	0	0	4	0	0	0	19	1	0
3478	4497	"Mire Johvika"	58.4848	22.38803	150	"AWI"	150	6643	8310	7434	0	0	8	1	0	2	0	184	1	0	0	0	0	7	5	0	0	0	1	1	1	0	0	0	2	286	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	15	1	0
3478	4497	"Mire Johvika"	58.4848	22.38803	160	"AWI"	160	7179	8836	8005	0	0	1	0	0	1	0	200	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	253	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	180	"AWI"	180	8564	9824	9160	0	0	5	0	1	0	0	150	1	0	0	0	0	2	22	0	0	0	1	0	0	0	0	1	1	215	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0
3478	4497	"Mire Johvika"	58.4848	22.38803	190	"AWI"	190	9046	10866	9792	0	0	3	0	0	2	0	62	0	0	0	0	0	0	200	0	0	0	0	2	0	0	0	0	0	115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
