"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23673	46280	"Moossee"	47.02139	7.48381	272	"AWI"	272	1004	1204	1081	10	1	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	3	0	0	0	64	0	25	0	0	0	0	0	38	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	15	0	0	0	0	0	0	0	0	30	0	0	0	0	0	19	6	0	0	0	0	0	0	0	0	3	15	0	0
23673	46280	"Moossee"	47.02139	7.48381	288	"AWI"	288	1042	1325	1180	9	1	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	65	0	22	0	0	0	0	0	87	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	8	0	0	7	0	0	0	0	0	6	0	0	21	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	1	4	0	0
23673	46280	"Moossee"	47.02139	7.48381	304	"AWI"	304	1141	1388	1255	14	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	31	0	30	0	0	0	0	0	117	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	16	0	0	0	0	0	0	0	0	18	0	0	0	0	2	26	2	0	0	0	0	0	0	0	0	1	4	0	0
23673	46280	"Moossee"	47.02139	7.48381	320	"AWI"	320	1286	1458	1355	3	1	0	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	34	0	13	0	0	0	0	0	156	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	52	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	5	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	336	"AWI"	336	1417	1562	1489	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	14	0	0	0	0	0	91	0	51	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	20	0	0	5	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	8	2	0	0
23673	46280	"Moossee"	47.02139	7.48381	352	"AWI"	352	1451	1787	1662	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	21	0	0	0	0	0	67	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	2	0	0	9	0	0	0	0	0	1	0	0	85	0	0	0	0	0	14	2	0	0	0	0	0	1	0	0	3	2	0	0
23673	46280	"Moossee"	47.02139	7.48381	360	"AWI"	360	1529	1891	1745	12	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	27	0	0	0	0	0	63	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	1	99	0	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	9	0	0
23673	46280	"Moossee"	47.02139	7.48381	368	"AWI"	368	1691	1939	1817	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	64	0	23	0	0	0	0	0	51	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	109	0	0	0	0	0	26	7	0	0	0	1	0	0	0	0	3	3	0	0
23673	46280	"Moossee"	47.02139	7.48381	376	"AWI"	376	1775	2023	1893	8	0	0	1	0	0	0	5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	48	0	20	0	0	0	0	0	50	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	139	0	0	0	0	0	22	3	0	0	0	0	0	0	0	0	5	12	0	0
23673	46280	"Moossee"	47.02139	7.48381	384	"AWI"	384	1877	2104	1988	8	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	21	0	0	0	0	0	48	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	59	0	0	0	0	1	8	2	0	0	0	0	0	0	0	0	4	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	392	"AWI"	392	1984	2220	2093	6	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	20	0	0	0	0	0	40	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	157	0	0	0	0	1	20	4	0	0	0	0	0	0	0	0	6	8	0	0
23673	46280	"Moossee"	47.02139	7.48381	400	"AWI"	400	2071	2394	2195	11	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	12	0	0	0	0	0	84	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	72	0	0	1	0	0	5	6	0	0	0	0	0	0	0	0	7	6	0	0
23673	46280	"Moossee"	47.02139	7.48381	408	"AWI"	408	2175	2436	2284	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	17	0	0	0	0	0	58	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	36	0	0	1	0	2	6	1	0	0	0	0	0	0	0	1	5	2	0	0
23673	46280	"Moossee"	47.02139	7.48381	416	"AWI"	416	2266	2465	2373	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100	0	13	0	0	0	0	0	58	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	28	0	0	1	0	2	16	3	0	0	0	0	0	0	0	0	6	2	0	0
23673	46280	"Moossee"	47.02139	7.48381	424	"AWI"	424	2338	2568	2469	18	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	8	0	0	0	0	0	74	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	51	0	0	1	0	0	20	2	0	0	0	0	0	0	0	0	8	3	0	0
23673	46280	"Moossee"	47.02139	7.48381	432	"AWI"	432	2555	2674	2624	18	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	11	0	0	0	0	0	192	0	48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	42	0	0	2	0	0	6	1	0	0	0	0	0	0	0	0	1	4	0	0
23673	46280	"Moossee"	47.02139	7.48381	440	"AWI"	440	2751	2822	2779	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	7	0	0	0	0	0	165	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	11	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	448	"AWI"	448	2879	2999	2927	10	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	3	0	0	0	0	0	171	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	35	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	456	"AWI"	456	3007	3116	3050	11	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	6	0	0	0	0	0	123	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	53	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0
23673	46280	"Moossee"	47.02139	7.48381	464	"AWI"	464	3092	3258	3173	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	4	0	0	0	0	0	62	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	464.4	"AWI"	464.4	3095.6	3265.6	3179.4	1	1	149	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	6	0	0	0	0	0	51	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	25	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	1	1	1	0
23673	46280	"Moossee"	47.02139	7.48381	465.15	"AWI"	465.15	3102.35	3280.15	3191.4	7	0	153	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	2	0	0	0	0	0	50	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0
23673	46280	"Moossee"	47.02139	7.48381	465.85	"AWI"	465.85	3108.65	3294.85	3202.6	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	1	0	0	0	0	0	82	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	37	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	1	0	1	0
23673	46280	"Moossee"	47.02139	7.48381	466.55	"AWI"	466.55	3114.95	3308.45	3213.25	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	5	0	0	0	0	0	67	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	36	0	0	1	0	0	2	3	0	0	0	0	0	0	0	1	0	1	2	0
23673	46280	"Moossee"	47.02139	7.48381	467.2	"AWI"	467.2	3120.4	3321.2	3223	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	2	0	0	0	0	0	60	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	32	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0
23673	46280	"Moossee"	47.02139	7.48381	467.9	"AWI"	467.9	3125.3	3335.9	3233.5	7	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	4	0	0	0	0	0	55	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	37	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	468.65	"AWI"	468.65	3133.8	3340.6	3239.55	6	0	127	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	4	0	0	0	0	0	64	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	469.35	"AWI"	469.35	3141.85	3343.05	3243.75	14	0	150	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	5	0	0	0	0	0	41	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	28	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	2	2	1	0
23673	46280	"Moossee"	47.02139	7.48381	470.05	"AWI"	470.05	3149.55	3345.1	3247.3	7	0	162	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	2	0	0	0	0	0	29	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	34	0	0	0	0	0	1	5	0	0	0	0	1	1	0	0	3	6	0	0
23673	46280	"Moossee"	47.02139	7.48381	470.8	"AWI"	470.8	3157.8	3346.6	3251.8	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	9	0	0	0	0	0	42	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	37	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0
23673	46280	"Moossee"	47.02139	7.48381	471.6	"AWI"	471.6	3166.6	3348.8	3256.6	14	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	8	0	0	0	0	0	42	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	30	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	1	4	0	0
23673	46280	"Moossee"	47.02139	7.48381	472.35	"AWI"	472.35	3175.2	3351.05	3260.75	8	0	119	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	112	0	7	0	0	0	0	0	40	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	40	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	2	0	0
23673	46280	"Moossee"	47.02139	7.48381	473.05	"AWI"	473.05	3183.45	3353.15	3264.35	10	0	117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	1	7	0	0	0	0	0	42	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	41	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0
23673	46280	"Moossee"	47.02139	7.48381	473.65	"AWI"	473.65	3188.85	3354.95	3268.55	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	7	0	0	0	0	0	42	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0
23673	46280	"Moossee"	47.02139	7.48381	474.2	"AWI"	474.2	3193.8	3356.8	3272.4	7	0	155	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	6	0	0	0	0	0	56	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	2	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	474.85	"AWI"	474.85	3199.65	3359.4	3276.95	7	0	181	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	90	0	8	0	0	0	0	0	37	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	4	0	1	0
23673	46280	"Moossee"	47.02139	7.48381	475.5	"AWI"	475.5	3205.5	3362.5	3281.5	6	0	194	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	7	0	0	0	0	0	37	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	26	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0
23673	46280	"Moossee"	47.02139	7.48381	476.15	"AWI"	476.15	3211.65	3365.6	3286.05	12	0	154	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	6	0	0	0	0	0	53	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	30	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	1	1	0	0
23673	46280	"Moossee"	47.02139	7.48381	476.95	"AWI"	476.95	3220.45	3368.8	3291.65	11	0	155	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	6	0	0	0	0	0	56	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	3	1	0
23673	46280	"Moossee"	47.02139	7.48381	477.85	"AWI"	477.85	3226.95	3371.55	3297.1	9	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	9	0	0	0	0	0	46	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	39	0	0	0	0	1	2	2	0	0	0	0	0	1	0	1	1	1	0	0
23673	46280	"Moossee"	47.02139	7.48381	478.65	"AWI"	478.65	3233.2	3375.25	3302.55	13	0	201	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	86	0	1	0	0	0	0	0	54	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0
23673	46280	"Moossee"	47.02139	7.48381	479.4	"AWI"	479.4	3238.4	3379	3307.4	12	0	172	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	1	9	0	0	0	0	0	44	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	480.15	"AWI"	480.15	3242.75	3383.35	3311.9	8	0	159	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	4	0	0	0	0	0	76	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	51	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0
23673	46280	"Moossee"	47.02139	7.48381	480.95	"AWI"	480.95	3246.75	3390.55	3316.7	9	0	158	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	9	0	0	0	0	0	65	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	65	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	2	0	1
23673	46280	"Moossee"	47.02139	7.48381	481.8	"AWI"	481.8	3251.8	3400.6	3321.8	12	0	159	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	7	0	0	0	0	0	65	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	77	0	0	0	0	0	4	3	1	0	0	0	0	0	0	2	3	2	0	0
23673	46280	"Moossee"	47.02139	7.48381	482.6	"AWI"	482.6	3256	3411.4	3327.2	9	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	1	10	0	0	0	0	0	67	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	55	0	0	1	0	0	3	3	1	0	0	0	0	0	0	0	5	2	1	1
23673	46280	"Moossee"	47.02139	7.48381	483.4	"AWI"	483.4	3259.2	3422.6	3332.4	8	0	117	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	1	7	0	0	0	0	0	108	0	8	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	56	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	2	3	0	0
23673	46280	"Moossee"	47.02139	7.48381	484.2	"AWI"	484.2	3262	3433.8	3337.2	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	1	7	0	0	0	0	0	64	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	2	0	0
