"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15915	24507	"Challerie"	47.85861	1.69972	120	"AWI"	120	1162	1676	1440	0	0	9	1	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	5	0	114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	0	0	0	0	0	21	0	1	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	130	"AWI"	130	1225	1749	1501	0	0	51	1	5	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	92	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	35	0	1	0	0	7	0	4	0	0	0	0	0	0	0	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	140	"AWI"	140	1271	1827	1562	0	0	15	0	4	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	8	0	108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	31	0	1	0	0	4	0	5	0	0	0	2	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	150	"AWI"	150	1327	1892	1628	0	0	18	1	1	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	6	0	152	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	3	1	0	0	0	1	25	0	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	160	"AWI"	160	1386	1959	1691	0	0	15	3	4	0	0	0	4	0	1	0	0	0	0	1	1	0	0	0	0	6	0	172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	38	0	0	1	26	0	1	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	170	"AWI"	170	1461	2007	1756	1	0	4	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	175	"AWI"	175	1502	2041	1790	0	0	13	4	2	0	0	0	2	0	1	0	0	1	0	2	0	0	0	0	0	6	0	193	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	42	0	0	0	23	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	230	"AWI"	230	1986	2288	2154	0	0	4	2	3	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	3	0	148	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	45	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	254	"AWI"	254	2134	2403	2263	0	0	8	5	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	4	0	29	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	59	0	0	0	0	0	0	8	0	0	0	3	0	0	0	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	259	"AWI"	259	2156	2433	2286	0	0	7	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	107	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	6	0	61	0	0	1	84	0	4	0	0	1	0	5	0	0	0	1	0	0	1	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	280	"AWI"	280	2236	2647	2406	0	0	14	1	2	0	2	0	7	0	1	0	0	0	0	0	0	0	0	0	0	7	0	33	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	89	0	0	1	0	0	0	8	0	0	0	0	0	0	1	3	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	300	"AWI"	300	2326	2779	2527	1	0	8	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	30	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	1	0	41	0	0	0	9	0	2	0	0	3	0	4	0	0	0	0	0	0	0	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	328	"AWI"	328	2465	2955	2719	0	0	18	1	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	12	1	70	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	43	0	0	4	34	0	4	0	0	2	0	1	0	0	0	1	0	0	2	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	333	"AWI"	333	2504	2979	2749	2	0	16	3	2	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	33	0	63	0	0	0	0	0	11	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	11	0	78	0	0	1	52	0	7	0	0	2	0	4	0	0	0	1	0	0	2	4	0	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	338	"AWI"	338	2543	3002	2780	1	0	22	2	1	0	2	0	12	0	1	0	0	0	0	0	0	0	0	0	0	22	1	80	0	0	0	0	0	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	41	0	0	1	50	0	3	0	0	2	0	5	0	0	0	3	0	0	1	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	342	"AWI"	342	2572	3021	2807	0	0	13	2	2	0	2	0	7	0	0	0	0	0	0	1	0	1	0	0	0	21	1	45	0	0	0	0	0	25	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	3	81	0	3	0	0	1	0	3	0	0	0	5	0	0	2	3	0	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	347	"AWI"	347	2597	3056	2839	0	0	17	4	3	1	4	0	7	0	0	0	0	0	0	1	0	0	0	0	0	28	0	24	0	0	0	0	0	39	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	0	70	0	0	2	79	0	4	0	0	1	0	0	0	0	0	1	0	1	4	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	352	"AWI"	352	2657	3075	2870	0	0	36	6	0	1	2	0	3	0	0	0	0	0	0	2	0	0	0	0	0	19	0	25	0	0	0	0	0	36	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	6	0	39	0	0	0	110	0	0	0	0	1	0	2	0	0	0	4	1	1	3	3	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	356	"AWI"	356	2693	3091	2896	1	0	27	3	1	0	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	26	0	54	0	0	0	0	0	51	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	2	0	39	0	0	0	77	0	1	0	0	1	0	4	0	0	0	2	0	0	3	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	360	"AWI"	360	2728	3106	2925	0	0	50	2	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	34	0	0	0	0	0	35	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	4	7	0	39	0	0	0	81	0	2	0	0	2	0	7	0	0	0	1	0	0	6	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	370	"AWI"	370	2787	3153	2981	0	0	71	1	1	0	1	0	5	0	1	0	0	1	0	0	0	0	0	0	0	5	0	56	0	0	0	0	0	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	375	"AWI"	375	2820	3171	3007	0	0	24	0	0	0	3	0	6	0	2	0	0	0	0	0	0	0	0	0	0	4	0	109	0	0	0	0	0	15	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	5	1	0	64	0	0	2	63	0	1	0	0	3	0	1	0	0	0	1	0	0	9	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	380	"AWI"	380	2844	3200	3030	0	0	17	1	2	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	11	0	81	0	0	0	0	0	37	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	89	0	0	0	0	2	0	2	0	0	0	1	0	0	9	5	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	390	"AWI"	390	2888	3244	3073	2	0	18	1	0	1	2	0	8	0	0	0	0	0	0	0	0	1	0	0	0	12	0	43	0	0	0	0	0	77	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	101	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	1
15915	24507	"Challerie"	47.85861	1.69972	399	"AWI"	399	2916	3291	3110	2	1	13	0	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	73	0	0	0	0	0	29	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	2	60	0	2	0	0	1	0	1	0	0	0	0	0	0	1	4	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	403	"AWI"	403	2942	3306	3129	0	1	25	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	22	0	17	0	0	0	0	0	69	14	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	4	0	30	0	0	0	114	0	1	0	0	3	0	2	0	0	0	0	0	0	4	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	405	"AWI"	405	2955	3315	3138	0	0	18	1	1	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	21	0	20	0	0	0	0	0	64	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	119	0	0	0	0	2	2	1	0	0	0	0	0	1	2	8	0	0	0	1
15915	24507	"Challerie"	47.85861	1.69972	410	"AWI"	410	2972	3335	3160	2	0	39	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	28	0	52	0	0	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	415	"AWI"	415	2995	3354	3182	1	0	11	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	92	0	0	0	0	0	28	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	82	0	1	0	0	2	0	7	0	0	0	0	0	0	0	4	0	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	430	"AWI"	430	3064	3423	3247	0	0	9	0	4	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	15	0	71	0	0	0	0	0	32	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	77	0	1	0	0	1	0	2	0	0	0	3	0	0	3	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	435	"AWI"	435	3081	3450	3269	0	0	17	2	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	16	1	95	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	83	0	2	0	0	3	0	7	0	0	0	0	0	1	10	5	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	485	"AWI"	485	3342	3841	3577	0	0	68	14	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	55	0	30	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	490	"AWI"	490	3378	3875	3610	0	0	21	0	1	4	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	79	0	28	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	1	0	0	11	7	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	510	"AWI"	510	3505	4014	3749	0	0	48	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15	0	55	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	78	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	520	"AWI"	520	3569	4086	3823	0	0	13	0	2	2	0	0	5	0	38	0	0	0	0	0	0	0	0	0	0	31	0	58	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	2	0	0	0	0	0	62	0	2	1	0	0	0	2	0	0	0	1	0	0	12	6	0	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	530	"AWI"	530	3668	4136	3891	0	0	10	0	3	2	1	0	3	0	12	0	0	1	0	1	0	0	0	0	0	59	0	36	0	0	1	0	0	2	13	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	71	0	3	0	0	1	0	2	0	0	0	2	0	0	9	8	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	545	"AWI"	545	3813	4235	4006	0	1	18	1	3	8	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	64	0	23	0	0	0	0	0	2	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	115	0	0	0	0	1	0	1	0	0	0	0	0	0	8	10	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	550	"AWI"	550	3849	4282	4050	0	1	7	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	40	0	70	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	555	"AWI"	555	3871	4357	4088	0	0	13	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	51	0	31	0	0	0	0	0	2	7	0	0	0	0	1	0	0	1	0	0	0	2	0	4	0	0	0	4	0	0	0	0	0	0	106	0	0	0	0	0	0	1	0	0	0	0	0	0	5	4	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	560	"AWI"	560	3909	4408	4130	0	1	10	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	60	0	21	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	570	"AWI"	570	3958	4541	4212	1	0	15	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	39	0	56	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	99	0	1	0	0	0	0	1	0	0	0	1	0	0	8	3	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	580	"AWI"	580	4014	4643	4292	0	0	9	0	0	1	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	54	0	66	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	590	"AWI"	590	4079	4748	4371	1	0	8	1	4	2	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	47	0	95	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	93	0	1	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	595	"AWI"	595	4126	4794	4412	1	0	12	0	4	2	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	84	0	45	0	0	0	0	0	5	17	0	0	0	0	2	0	0	4	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	78	0	3	0	0	0	0	2	0	0	0	1	0	0	2	2	0	0	0	1
15915	24507	"Challerie"	47.85861	1.69972	600	"AWI"	600	4160	4841	4457	0	0	7	0	2	3	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	76	1	51	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	103	0	1	0	0	1	0	0	0	0	0	2	0	0	4	3	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	605	"AWI"	605	4185	4895	4499	0	0	12	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	117	0	41	0	0	0	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	71	0	1	0	0	1	5	0	0	0	0	0	0	0	3	4	0	4	0	0
15915	24507	"Challerie"	47.85861	1.69972	610	"AWI"	610	4223	4949	4541	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	88	0	74	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	68	0	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	615	"AWI"	615	4268	4979	4583	0	1	9	2	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	78	0	101	0	0	0	0	0	3	15	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	7	2	0	0	0	0	0	73	0	2	0	0	1	0	2	0	0	0	0	0	0	3	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	624	"AWI"	624	4329	5076	4655	2	0	12	0	2	2	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	121	0	17	0	0	0	0	0	3	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	2	0	48	0	0	0	61	0	0	0	0	2	0	2	0	0	0	0	0	0	4	3	0	2	0	0
15915	24507	"Challerie"	47.85861	1.69972	634	"AWI"	634	4445	5143	4738	1	0	17	1	1	2	2	0	1	0	2	1	0	0	0	2	0	0	0	0	1	113	0	30	0	0	0	0	0	3	3	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	3	2	0	59	0	0	0	67	1	2	0	0	1	0	2	0	1	0	0	0	0	6	3	0	4	1	0
15915	24507	"Challerie"	47.85861	1.69972	639	"AWI"	639	4494	5183	4785	0	0	10	0	2	2	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	89	0	50	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	47	0	0	0	53	0	0	0	0	1	0	1	0	0	0	0	0	0	7	1	0	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	649	"AWI"	649	4609	5267	4889	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	63	0	62	0	0	0	0	0	2	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	10	2	0	54	0	0	0	75	0	2	1	0	3	0	2	0	0	0	1	0	1	7	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	654	"AWI"	654	4668	5327	4954	0	2	4	0	3	1	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	73	0	68	0	0	0	0	0	2	4	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	86	0	4	0	0	2	0	2	0	0	0	1	0	0	6	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	659	"AWI"	659	4694	5455	5009	0	0	3	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	44	0	0	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	669	"AWI"	669	4830	5588	5176	0	0	17	0	5	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	69	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	79	0	1	0	0	0	0	0	0	1	0	0	0	0	16	4	0	0	0	1
