"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3106	4041	"Flaatevatn"	59.70032	6.171564	15	"AWI"	15	100	1688	650	2.81954887218045	0.18796992481203	0	0	0.18796992481203	1.12781954887218	15.7894736842105	0.18796992481203	0	0	0.37593984962406	0	33.2706766917293	0	0	0	0	0	0	5.07518796992481	0	0	0.18796992481203	0	21.2406015037594	0.18796992481203	15.7894736842105	0	0	1.12781954887218	0	0	1.50375939849624	0.18796992481203	0.37593984962406	0	0	0	0.37593984962406
3106	4041	"Flaatevatn"	59.70032	6.171564	25	"AWI"	25	390	2305	1191	2.53378378378378	0	0	0	0.168918918918919	0	23.3108108108108	0	0	0	0.337837837837838	0	47.4662162162162	0	0	0	0	0	0	4.05405405405405	1.52027027027027	0	0.506756756756757	0.168918918918919	15.3716216216216	0.844594594594595	0	0.168918918918919	0	0.844594594594595	0.168918918918919	0	1.35135135135135	0.168918918918919	0.168918918918919	0	0	0.506756756756757	0.337837837837838
3106	4041	"Flaatevatn"	59.70032	6.171564	35	"AWI"	35	835	2910	1769	5.35055350553506	0	0	0	0	0	19.7416974169742	0	0	0	0	0	53.3210332103321	0	0	0.18450184501845	0	0	0	3.87453874538745	0	0	0	0	14.0221402214022	0.738007380073801	0	0	0	1.29151291512915	0.18450184501845	0	0.55350553505535	0.3690036900369	0	0	0	0.18450184501845	0.18450184501845
3106	4041	"Flaatevatn"	59.70032	6.171564	45	"AWI"	45	1167	3612	2373	5.58789289871944	0	0	0	0	0	22.8172293364377	0.232828870779977	0	0	0.232828870779977	0	54.5983701979045	0	0	0	0.465657741559953	0	0	1.0477299185099	0	0	0.349243306169965	0	12.4563445867288	0.116414435389988	0	0.116414435389988	0	0.465657741559953	0	0	0.582072176949942	0.232828870779977	0.116414435389988	0	0.116414435389988	0.232828870779977	0.232828870779977
3106	4041	"Flaatevatn"	59.70032	6.171564	55	"AWI"	55	1670	4062	2934	7.63636363636364	0	0	0	0.181818181818182	0	29.0909090909091	0.181818181818182	0	0	0.181818181818182	0	31.2727272727273	0	0	0	0.181818181818182	0.181818181818182	0	2	0.181818181818182	0	0.181818181818182	0	21.6363636363636	0	0	0	0	4	0	0	0.909090909090909	0	0.363636363636364	0	0	1.63636363636364	0.181818181818182
3106	4041	"Flaatevatn"	59.70032	6.171564	65	"AWI"	65	2208	4386	3496	7.48175182481752	0	0.182481751824818	0	0	0	22.6277372262774	0.182481751824818	0	0	0.182481751824818	0	33.029197080292	0	0	0	0	0	0	1.09489051094891	0	0	0.547445255474453	0	27.7372262773723	0	0	0	0	2.37226277372263	0.182481751824818	0	0.547445255474453	0	0	0	0	3.64963503649635	0.182481751824818
3106	4041	"Flaatevatn"	59.70032	6.171564	85	"AWI"	85	4125	4904	4644	13.4419551934827	0	0.203665987780041	0	0	0	27.9022403258656	0	0	0	0.407331975560081	0	23.2179226069246	0	0	0	0	0	0	1.0183299389002	0	0	0	0.203665987780041	22.1995926680244	0	0	0	0	6.5173116089613	0	0	0.407331975560081	0.203665987780041	0.814663951120163	0	0.203665987780041	3.05498981670061	0.203665987780041
3106	4041	"Flaatevatn"	59.70032	6.171564	105	"AWI"	105	4862	5596	5160	22.8511530398323	0	0.209643605870021	0	0.209643605870021	0.838574423480084	31.2368972746331	0.209643605870021	0	0	0.628930817610063	0	19.2872117400419	0	0	0	0.209643605870021	0	0	0	0	0	0.838574423480084	0.209643605870021	14.2557651991614	0	0	0	0	2.09643605870021	0.209643605870021	0	1.0482180293501	0.628930817610063	1.46750524109015	0	0	3.35429769392034	0.209643605870021
3106	4041	"Flaatevatn"	59.70032	6.171564	125	"AWI"	125	5163	6057	5577	18.580375782881	0	0	0	0	1.25260960334029	27.9749478079332	0	0	0	1.67014613778706	0.208768267223382	23.3820459290188	0	0	0	0.417536534446764	0.208768267223382	0	0.626304801670146	0	0	1.04384133611691	0	14.8225469728601	0	0	0	0	3.75782881002088	0.208768267223382	0	1.87891440501044	0	0.835073068893528	0	0.626304801670146	2.50521920668058	0
3106	4041	"Flaatevatn"	59.70032	6.171564	135	"AWI"	135	5334	6252	5792	21.6704288939052	0.225733634311512	0	0	0	2.25733634311512	29.5711060948081	0	0	0	0	0	27.9909706546275	0	0	0	0	0	0	0.677200902934537	0	0	0.225733634311512	0	11.2866817155756	0	0	0	0	0.90293453724605	0.225733634311512	0	0.451467268623025	0.225733634311512	0.90293453724605	0	0	2.93453724604966	0.451467268623025
