"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Juniperus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
355	363	"Chernikhovo"	53.41667	26.43333	5	"AWI"	5	53	1175	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	300	4	3	0	0	0	0	2	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	10	"AWI"	10	176	2390	1474	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	23	210	2	4	0	0	0	0	0	0	0	0	1	0
355	363	"Chernikhovo"	53.41667	26.43333	15	"AWI"	15	293	3611	2238	0	0	1	0	9	0	0	3	1	5	0	1	0	0	0	0	0	2	32	494	2	3	0	0	0	0	0	3	0	0	2	0
355	363	"Chernikhovo"	53.41667	26.43333	20	"AWI"	20	1027	4244	2894	1	0	4	0	8	0	0	3	0	4	0	1	0	0	0	0	0	1	54	408	4	2	0	0	0	0	0	1	0	0	1	1
355	363	"Chernikhovo"	53.41667	26.43333	25	"AWI"	25	2296	4357	3440	0	0	8	0	5	0	0	6	1	1	0	0	0	0	0	0	0	2	40	320	7	0	0	2	0	0	0	0	0	0	2	1
355	363	"Chernikhovo"	53.41667	26.43333	30	"AWI"	30	3443	4530	3988	0	0	8	0	3	0	0	0	0	4	0	1	0	0	0	0	0	1	6	270	2	0	0	4	2	0	0	0	0	0	2	1
355	363	"Chernikhovo"	53.41667	26.43333	35	"AWI"	35	4011	5090	4537	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	203	0	0	0	3	2	0	0	0	0	0	1	2
355	363	"Chernikhovo"	53.41667	26.43333	40	"AWI"	40	4165	5358	4758	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	4	194	0	0	0	3	0	0	0	1	0	0	5	1
355	363	"Chernikhovo"	53.41667	26.43333	45	"AWI"	45	4270	5802	4969	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	8	241	0	0	0	4	0	0	0	0	0	0	3	2
355	363	"Chernikhovo"	53.41667	26.43333	50	"AWI"	50	4330	6330	5150	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	7	270	0	0	0	1	1	0	0	0	0	0	1	4
355	363	"Chernikhovo"	53.41667	26.43333	55	"AWI"	55	4492	6644	5360	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	9	190	0	0	0	0	2	0	0	0	0	0	3	2
355	363	"Chernikhovo"	53.41667	26.43333	60	"AWI"	60	4635	6822	5595	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	210	0	0	0	0	2	0	0	0	0	0	3	2
355	363	"Chernikhovo"	53.41667	26.43333	65	"AWI"	65	4760	7087	5807	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2	5	270	0	0	0	0	2	0	0	0	0	0	4	2
355	363	"Chernikhovo"	53.41667	26.43333	70	"AWI"	70	4861	7376	6016	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	308	0	0	0	0	0	0	0	0	0	0	2	3
355	363	"Chernikhovo"	53.41667	26.43333	75	"AWI"	75	5116	7522	6243	0	0	1	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	5	268	0	0	0	0	0	0	0	0	0	0	2	2
355	363	"Chernikhovo"	53.41667	26.43333	80	"AWI"	80	5292	7700	6475	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	250	0	0	0	0	0	0	0	0	0	0	1	1
355	363	"Chernikhovo"	53.41667	26.43333	85	"AWI"	85	5438	7944	6705	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	260	0	0	0	0	1	0	0	0	0	0	3	1
355	363	"Chernikhovo"	53.41667	26.43333	90	"AWI"	90	5664	8096	6917	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	300	0	0	0	0	1	0	0	0	0	0	1	2
355	363	"Chernikhovo"	53.41667	26.43333	95	"AWI"	95	5897	8209	7126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	287	2	0	0	1	1	0	0	0	0	0	1	2
355	363	"Chernikhovo"	53.41667	26.43333	100	"AWI"	100	6093	8359	7359	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	2	280	1	0	0	2	1	0	0	0	0	0	1	1
