"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26210	45698	"Haugtjernet"	60.834762	10.87398	897	"AWI"	897	3617	4124	3882	0	91	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	4	0	0	0	0	0	0	2	2	0	6	0	0	0	0	0	0	0	0	0	28	0	12	0	0	0	0	0	0	0	0	9	5	3	0
26210	45698	"Haugtjernet"	60.834762	10.87398	899	"AWI"	899	3753	4258	4004	0	80	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	7	0	0	0	0	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0	47	0	8	0	0	0	0	0	0	0	0	20	10	6	0
26210	45698	"Haugtjernet"	60.834762	10.87398	901	"AWI"	901	3850	4422	4123	0	62	0	0	1	0	303	0	0	0	0	0	0	0	0	25	0	12	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	116	0	0	0	26	0	6	0	0	0	0	0	0	0	0	17	12	3	0
26210	45698	"Haugtjernet"	60.834762	10.87398	903	"AWI"	903	3941	4571	4236	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	4	0	0	0	0	0	0	1	3	0	6	0	0	0	1	0	114	0	0	0	18	0	8	0	0	0	0	0	0	0	0	30	21	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	905	"AWI"	905	4036	4692	4351	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	4	3	0	7	0	0	0	0	0	0	0	0	0	25	0	5	0	0	0	0	0	0	0	0	17	16	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	907	"AWI"	907	4125	4827	4473	0	84	0	0	1	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	4	3	0	6	0	0	0	0	0	120	0	0	0	11	0	14	0	0	0	0	0	0	0	0	28	17	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	909	"AWI"	909	4244	4938	4596	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	8	1	0	4	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	0	0	38	15	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	911	"AWI"	911	4398	5040	4708	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	0	3	3	0	9	0	0	0	0	0	0	0	0	0	17	0	7	0	0	1	0	0	0	0	0	31	11	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	913	"AWI"	913	4556	5146	4819	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	3	1	0	8	0	0	0	0	0	153	0	0	0	18	0	11	0	0	0	0	0	0	0	0	21	19	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	915	"AWI"	915	4723	5236	4926	0	64	1	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	3	1	0	7	0	0	0	0	0	166	0	0	0	33	0	9	0	0	0	0	0	0	0	0	29	11	2	0
26210	45698	"Haugtjernet"	60.834762	10.87398	917	"AWI"	917	4858	5404	5058	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	5	1	0	7	0	0	0	0	0	167	0	0	0	39	1	7	0	0	0	0	0	0	0	0	43	21	3	0
26210	45698	"Haugtjernet"	60.834762	10.87398	919	"AWI"	919	4941	5590	5211	0	81	0	0	1	0	0	0	0	0	0	0	0	0	0	35	0	5	0	0	0	0	0	0	5	1	0	12	0	0	0	0	0	0	0	0	0	11	0	14	0	0	1	0	0	0	0	0	26	16	2	0
26210	45698	"Haugtjernet"	60.834762	10.87398	921	"AWI"	921	5037	5775	5363	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	10	3	0	9	0	0	0	0	0	130	0	0	0	28	0	7	0	0	0	0	0	0	0	0	30	14	3	0
26210	45698	"Haugtjernet"	60.834762	10.87398	923	"AWI"	923	5135	5942	5514	0	56	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	6	1	0	5	0	0	0	0	0	138	0	0	0	23	0	5	0	0	1	0	0	0	0	0	36	28	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	925	"AWI"	925	5252	6099	5665	0	82	0	0	1	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	5	1	1	13	0	0	0	0	0	114	0	0	0	30	0	10	0	0	0	0	0	0	0	0	30	15	2	0
26210	45698	"Haugtjernet"	60.834762	10.87398	927	"AWI"	927	5364	6235	5808	0	74	0	0	0	0	274	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	133	0	0	0	15	0	9	0	0	0	0	0	0	0	0	28	22	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	929	"AWI"	929	5530	6328	5956	0	92	0	0	0	0	0	0	0	0	0	0	0	1	0	59	0	0	0	0	0	0	0	0	7	1	0	8	0	0	0	0	0	120	0	0	0	45	0	6	0	0	0	0	0	0	0	0	24	22	3	0
26210	45698	"Haugtjernet"	60.834762	10.87398	930	"AWI"	930	5605	6387	6027	0	67	0	0	1	0	0	0	0	0	0	0	0	0	0	54	0	2	0	0	0	0	0	0	2	1	0	9	0	0	0	0	0	0	0	0	0	49	0	4	0	0	0	0	0	0	0	0	14	19	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	932	"AWI"	932	5749	6505	6171	0	78	0	0	0	0	338	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	1	0	2	1	0	5	0	0	0	0	0	0	0	0	0	34	0	7	0	0	0	0	0	0	0	0	9	28	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	934	"AWI"	934	5961	6593	6311	0	81	0	0	0	0	318	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	1	4	0	6	0	0	0	0	0	0	0	0	0	56	0	2	0	0	0	0	0	0	0	0	10	20	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	936	"AWI"	936	6214	6694	6442	0	86	0	0	0	0	0	0	0	0	0	0	0	1	0	86	0	5	0	0	0	0	0	0	4	1	0	6	0	0	0	0	0	0	0	0	0	91	0	6	0	0	0	0	0	0	0	0	4	38	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	938	"AWI"	938	6349	6849	6583	0	109	0	0	1	0	0	0	0	0	0	0	0	0	0	89	0	6	0	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	53	0	3	0	0	0	0	0	0	0	0	3	45	2	0
26210	45698	"Haugtjernet"	60.834762	10.87398	940	"AWI"	940	6427	7052	6710	0	105	0	0	0	0	241	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	66	0	4	0	0	0	0	0	0	0	0	2	35	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	942	"AWI"	942	6514	7265	6840	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	9	0	0	0	0	0	0	2	3	0	4	0	0	0	0	0	0	0	0	0	46	0	5	0	0	0	0	0	0	0	0	3	35	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	944	"AWI"	944	6618	7395	6980	0	73	0	0	1	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	55	0	3	0	0	0	0	0	0	0	0	2	35	3	0
26210	45698	"Haugtjernet"	60.834762	10.87398	946	"AWI"	946	6735	7517	7118	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	11	0	0	0	0	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	28	0	4	0	0	0	0	0	0	0	0	1	32	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	948	"AWI"	948	6864	7647	7255	0	114	0	0	0	0	265	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	1	3	3	0	8	0	0	0	0	0	85	0	0	0	56	0	3	0	0	0	0	0	0	0	1	0	32	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	950	"AWI"	950	6992	7776	7397	0	152	0	0	0	0	314	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	1	6	0	3	0	0	0	0	0	0	0	0	0	41	0	4	0	0	0	0	0	0	0	0	0	39	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	952	"AWI"	952	7113	7900	7531	0	124	0	0	0	0	214	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	3	8	0	5	0	0	0	0	0	0	0	0	0	34	1	2	0	0	0	0	0	0	0	0	1	25	3	0
26210	45698	"Haugtjernet"	60.834762	10.87398	954	"AWI"	954	7276	7994	7665	0	116	0	0	0	0	262	0	0	0	0	0	0	0	0	107	0	3	0	0	0	0	0	0	2	5	0	2	0	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	0	0	0	1	30	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	956	"AWI"	956	7492	8078	7797	0	98	0	0	0	0	252	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	33	0	3	0	0	0	0	0	0	0	0	0	30	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	958	"AWI"	958	7710	8182	7932	0	99	1	0	1	0	0	0	0	0	0	0	0	0	0	98	0	3	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	37	0	5	0	0	0	0	0	0	0	0	1	26	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	960	"AWI"	960	7857	8350	8081	0	92	0	0	0	0	240	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	142	0	0	0	38	0	6	0	0	0	0	0	0	0	0	0	26	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	962	"AWI"	962	7944	8622	8234	0	97	0	0	0	0	274	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	1	11	0	10	0	0	0	0	0	153	0	0	0	34	0	3	0	0	0	0	0	0	0	0	0	24	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	964	"AWI"	964	8067	8811	8398	0	94	0	0	0	0	313	0	0	0	0	0	0	0	0	72	0	3	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	1	19	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	966	"AWI"	966	8193	8978	8566	0	116	0	0	0	0	361	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	1	14	0	6	0	0	0	0	0	189	0	0	0	45	0	3	0	0	0	0	0	0	0	0	0	13	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	968	"AWI"	968	8347	9132	8726	0	108	0	0	0	0	293	0	0	0	0	0	0	0	0	79	0	7	0	0	0	0	0	0	2	15	0	2	0	0	0	0	0	178	0	0	0	44	0	3	0	0	0	0	0	0	0	0	0	10	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	970	"AWI"	970	8493	9264	8889	0	83	0	0	0	0	246	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	172	0	0	0	51	0	4	0	0	0	0	0	0	0	0	0	1	1	0
26210	45698	"Haugtjernet"	60.834762	10.87398	972	"AWI"	972	8655	9379	9054	0	106	0	0	0	0	247	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	1	0	5	0	5	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	4	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	974	"AWI"	974	8938	9468	9216	0	72	0	0	0	0	258	0	0	0	0	0	0	0	0	62	0	2	0	0	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0	28	0	4	0	0	0	0	0	0	0	0	0	0	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	976	"AWI"	976	9207	9920	9552	0	48	0	0	0	0	256	0	0	0	0	0	0	0	0	44	0	3	0	0	0	0	0	0	1	7	0	6	0	0	0	0	0	326	0	0	0	13	0	1	0	0	2	0	0	0	0	0	0	2	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	977	"AWI"	977	9269	10314	9734	0	16	0	0	0	0	247	0	0	0	0	0	0	0	0	26	0	3	1	0	0	0	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	4	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	978	"AWI"	978	9610	10390	9976	0	2	0	0	0	0	234	0	0	0	0	0	0	0	0	18	0	2	3	0	0	0	0	0	2	3	0	6	0	0	0	0	0	410	0	0	0	11	0	3	0	0	0	0	0	0	0	0	1	1	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	979	"AWI"	979	9794	10511	10226	0	0	0	0	1	0	248	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	8	0	7	0	0	0	0	0	294	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	980	"AWI"	980	9931	10738	10417	0	1	0	0	0	0	269	0	0	0	0	0	0	0	0	7	1	7	17	0	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	981	"AWI"	981	10023	11116	10541	0	2	0	0	0	0	296	0	0	0	0	0	0	0	0	16	0	7	41	0	0	0	0	0	0	9	0	14	0	0	0	0	0	245	0	0	0	5	0	0	0	0	0	0	23	0	0	0	0	1	0	0
26210	45698	"Haugtjernet"	60.834762	10.87398	982	"AWI"	982	10096	11557	10654	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	212	0	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	5	1	0
