"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
947	977	"Grasvatn"	63.702696	8.68858	30	"AWI"	30	-71	566	130	55	0	0	0	0	173	0	0	0	27	0	0	15	2	0	0	0	24	0	0	0	7	242	1	1	153	0	2	2	0	0	1	0	1	0	0	4	2	1
947	977	"Grasvatn"	63.702696	8.68858	40	"AWI"	40	147	1238	575	44	0	0	0	0	173	0	1	0	9	0	0	0	1	0	0	0	59	0	0	0	3	216	1	0	103	0	0	0	0	1	1	0	0	0	0	4	4	0
947	977	"Grasvatn"	63.702696	8.68858	50	"AWI"	50	448	1725	1062	48	0	0	1	0	200	1	0	0	8	0	0	0	0	0	0	0	12	2	2	0	3	226	1	2	27	0	0	1	91	1	2	0	1	0	1	7	5	0
947	977	"Grasvatn"	63.702696	8.68858	60	"AWI"	60	884	2114	1532	50	0	0	0	0	181	2	0	0	6	0	0	233	0	0	1	0	0	0	0	0	5	245	0	0	111	0	1	4	0	1	0	0	0	0	0	4	2	0
947	977	"Grasvatn"	63.702696	8.68858	70	"AWI"	70	1393	2414	1993	48	0	0	0	0	265	0	0	0	11	0	0	46	0	0	0	0	2	0	0	1	1	163	0	0	116	0	2	4	0	4	5	0	0	0	0	9	6	1
947	977	"Grasvatn"	63.702696	8.68858	80	"AWI"	80	2006	2684	2391	35	0	0	2	0	197	3	0	4	7	0	0	0	2	0	0	0	24	0	0	0	4	222	0	0	135	0	0	1	0	3	0	1	0	0	0	10	0	0
947	977	"Grasvatn"	63.702696	8.68858	90	"AWI"	90	2223	3075	2642	56	0	0	2	0	221	0	0	14	12	0	0	0	0	0	0	0	5	0	0	1	3	232	1	0	96	0	2	7	0	0	0	0	0	0	0	5	3	0
947	977	"Grasvatn"	63.702696	8.68858	100	"AWI"	100	2416	3411	2881	61	0	3	2	0	173	0	0	2	12	0	0	0	9	0	1	0	7	0	0	0	0	255	0	0	72	0	4	1	0	0	0	0	0	0	0	10	5	1
947	977	"Grasvatn"	63.702696	8.68858	110	"AWI"	110	2598	3720	3131	37	0	0	0	0	209	0	0	0	14	0	0	0	0	0	0	0	12	0	0	0	0	230	0	0	89	0	2	4	0	0	5	0	0	0	0	4	2	0
947	977	"Grasvatn"	63.702696	8.68858	120	"AWI"	120	2819	3989	3387	37	0	0	0	0	197	0	0	0	17	0	0	0	2	0	0	0	12	0	0	0	2	275	0	0	50	0	3	0	0	1	3	0	0	0	0	7	4	0
