"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
947	977	"Grasvatn"	63.702696	8.68858	130	"AWI"	130	3034	4250	3636	46	0	0	0	0	166	0	1	0	10	0	0	0	0	1	0	1	13	0	0	1	1	264	0	0	69	0	6	1	0	0	1	0	0	1	1	12	6	0
947	977	"Grasvatn"	63.702696	8.68858	140	"AWI"	140	3267	4499	3888	46	0	1	0	0	246	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	218	0	0	38	0	3	0	0	0	1	0	0	0	0	12	9	0
947	977	"Grasvatn"	63.702696	8.68858	150	"AWI"	150	3495	4766	4135	46	0	0	0	0	187	0	0	0	18	0	0	0	0	0	2	0	5	0	0	0	0	281	0	0	73	0	5	2	0	0	0	0	0	0	1	11	4	0
947	977	"Grasvatn"	63.702696	8.68858	155	"AWI"	155	3631	4881	4256	41	0	0	0	0	176	2	0	0	12	0	0	0	2	0	1	0	10	0	0	0	0	264	0	0	65	0	4	2	0	1	3	0	0	0	0	0	2	0
947	977	"Grasvatn"	63.702696	8.68858	165	"AWI"	165	3876	5104	4507	57	0	0	1	0	212	0	0	0	16	0	1	0	0	0	1	0	10	0	0	0	0	329	0	0	46	0	2	5	0	2	4	0	0	0	1	7	4	0
947	977	"Grasvatn"	63.702696	8.68858	170	"AWI"	170	3998	5225	4634	32	1	0	0	0	191	0	0	0	25	0	0	0	0	1	1	0	5	0	0	0	0	258	0	0	52	0	0	0	0	1	4	0	0	0	1	7	6	0
947	977	"Grasvatn"	63.702696	8.68858	180	"AWI"	180	4274	5420	4877	49	0	1	0	7	188	0	0	0	34	0	1	0	1	0	2	0	11	0	1	1	0	203	0	0	62	0	7	5	0	1	3	0	0	0	1	16	6	0
947	977	"Grasvatn"	63.702696	8.68858	190	"AWI"	190	4535	5641	5126	42	0	0	0	0	239	0	0	1	3	0	0	0	1	0	9	0	6	0	1	0	0	196	0	0	34	0	0	1	0	2	0	0	0	0	0	3	6	0
947	977	"Grasvatn"	63.702696	8.68858	200	"AWI"	200	4846	5824	5377	51	0	0	0	0	318	2	0	1	49	0	0	0	1	1	0	0	5	0	0	1	0	208	0	0	46	0	5	0	0	4	5	0	0	0	0	8	3	0
947	977	"Grasvatn"	63.702696	8.68858	210	"AWI"	210	5151	6016	5619	35	1	0	0	0	225	0	0	0	47	0	0	0	0	0	1	0	12	0	0	0	0	180	0	0	18	0	2	0	0	1	7	0	0	0	0	15	12	0
947	977	"Grasvatn"	63.702696	8.68858	220	"AWI"	220	5593	6180	5861	67	0	0	2	0	262	1	0	0	68	0	2	0	0	0	1	0	12	0	3	0	0	169	0	0	35	0	2	0	0	3	11	0	0	0	0	20	17	0
947	977	"Grasvatn"	63.702696	8.68858	230	"AWI"	230	5875	6963	6295	151	0	0	0	0	337	0	0	0	70	0	0	0	0	0	0	0	23	0	0	0	0	174	0	0	20	0	2	0	0	5	6	0	0	24	0	20	18	0
947	977	"Grasvatn"	63.702696	8.68858	240	"AWI"	240	6204	7583	6834	151	0	0	0	0	303	0	1	0	43	0	0	0	0	0	0	0	15	0	3	0	0	104	0	0	14	0	6	0	0	2	6	0	0	0	0	10	3	0
947	977	"Grasvatn"	63.702696	8.68858	250	"AWI"	250	6621	8080	7361	184	0	0	0	0	281	0	0	0	33	31	0	35	0	0	30	0	30	0	2	0	0	122	0	0	16	0	1	0	0	2	11	0	1	0	0	9	8	0
947	977	"Grasvatn"	63.702696	8.68858	260	"AWI"	260	7156	8467	7901	131	1	1	0	0	213	0	0	0	23	0	0	0	0	0	1	0	50	0	3	0	0	147	0	0	16	0	3	0	0	2	10	0	0	0	0	7	3	0
947	977	"Grasvatn"	63.702696	8.68858	270	"AWI"	270	7894	8804	8421	103	0	0	0	0	308	0	0	0	38	0	0	0	1	0	0	0	92	0	1	0	0	191	0	0	31	0	5	2	0	1	24	0	0	0	1	8	3	0
947	977	"Grasvatn"	63.702696	8.68858	275	"AWI"	275	8412	8951	8650	39	0	1	1	2	284	0	2	0	30	0	1	0	0	0	2	0	25	0	3	0	0	195	0	0	17	0	2	1	0	3	21	0	1	0	0	4	0	0
947	977	"Grasvatn"	63.702696	8.68858	280	"AWI"	280	8489	9097	8762	29	0	0	0	0	361	0	1	0	43	0	5	0	0	0	0	0	56	0	1	0	0	345	0	0	50	0	3	0	0	21	24	0	0	2	0	11	8	1
947	977	"Grasvatn"	63.702696	8.68858	290	"AWI"	290	8646	9416	8976	12	0	0	1	0	350	0	0	0	31	0	5	0	2	0	0	0	82	0	1	0	0	299	0	0	12	0	1	0	0	6	33	0	0	0	0	6	5	0
947	977	"Grasvatn"	63.702696	8.68858	300	"AWI"	300	8805	9683	9195	8	1	0	1	0	269	0	0	0	23	0	2	0	1	0	119	0	42	0	5	0	0	249	0	0	29	0	0	0	0	10	1	0	0	0	0	4	26	3
947	977	"Grasvatn"	63.702696	8.68858	310	"AWI"	310	8993	9936	9414	5	0	0	1	0	233	0	0	0	13	0	0	0	0	0	0	0	85	0	1	0	0	147	0	0	34	0	1	0	0	6	23	0	0	0	0	4	3	1
947	977	"Grasvatn"	63.702696	8.68858	320	"AWI"	320	9173	10168	9633	1	1	0	0	0	319	0	0	0	10	0	2	0	0	0	2	0	52	0	0	0	0	190	0	0	59	0	5	1	0	7	22	0	0	0	0	0	0	1
947	977	"Grasvatn"	63.702696	8.68858	330	"AWI"	330	9382	10391	9853	2	0	0	0	0	498	0	0	0	23	0	2	0	0	0	1	0	25	0	3	0	0	229	0	0	63	0	2	0	0	2	19	0	0	0	0	9	6	0
947	977	"Grasvatn"	63.702696	8.68858	340	"AWI"	340	9600	10597	10074	0	0	2	0	0	323	0	0	0	20	0	10	0	0	0	1	0	25	0	6	0	0	186	0	0	148	0	1	2	0	10	23	0	0	0	0	6	4	3
947	977	"Grasvatn"	63.702696	8.68858	350	"AWI"	350	9853	10809	10289	0	0	0	2	0	457	1	0	0	23	0	33	0	0	0	0	0	10	0	2	0	0	133	1	0	350	0	12	0	0	5	28	0	1	0	0	0	9	0
947	977	"Grasvatn"	63.702696	8.68858	360	"AWI"	360	10122	10995	10496	0	0	1	1	0	445	0	0	0	24	0	25	0	0	0	0	0	49	0	6	0	0	46	0	0	102	0	2	2	0	11	32	0	0	0	0	4	2	0
947	977	"Grasvatn"	63.702696	8.68858	365	"AWI"	365	10287	11087	10611	0	1	2	1	2	478	0	0	0	14	0	8	0	1	0	0	0	50	0	5	0	0	53	1	0	200	0	3	0	0	28	49	0	0	0	0	6	3	1
947	977	"Grasvatn"	63.702696	8.68858	370	"AWI"	370	10406	11254	10764	0	0	0	0	0	386	0	0	0	6	0	1	0	0	0	0	0	125	0	0	0	0	28	0	0	105	0	2	1	0	12	30	0	0	0	0	3	1	0
947	977	"Grasvatn"	63.702696	8.68858	380	"AWI"	380	10640	11696	11128	0	0	1	0	0	337	0	0	1	4	0	0	0	0	0	1	0	624	0	0	0	0	15	0	0	93	0	3	0	0	13	55	0	0	0	0	6	2	0
947	977	"Grasvatn"	63.702696	8.68858	385	"AWI"	385	10789	11861	11314	0	1	1	1	0	294	0	0	0	1	0	0	0	0	0	0	0	195	0	0	0	0	9	0	0	102	0	0	0	0	8	41	0	0	0	0	0	1	0
947	977	"Grasvatn"	63.702696	8.68858	390	"AWI"	390	10954	12028	11501	0	0	1	1	3	415	0	0	1	1	0	0	0	3	0	0	0	32	0	1	0	0	21	2	0	117	0	2	5	0	34	30	0	1	0	0	2	0	0
947	977	"Grasvatn"	63.702696	8.68858	400	"AWI"	400	11281	12342	11857	0	0	0	4	0	471	0	0	0	1	0	0	0	1	0	0	0	3	0	1	0	0	15	0	0	176	0	2	6	0	60	19	0	1	0	0	0	0	0
947	977	"Grasvatn"	63.702696	8.68858	405	"AWI"	405	11492	12457	12022	0	0	1	4	0	442	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	126	0	0	0	0	69	27	0	2	0	0	0	0	0
947	977	"Grasvatn"	63.702696	8.68858	410	"AWI"	410	11624	12663	12179	1	0	5	8	15	306	0	13	0	0	0	0	0	3	0	2	0	0	0	0	0	1	85	0	0	268	0	1	3	0	132	110	0	5	0	0	4	1	0
947	977	"Grasvatn"	63.702696	8.68858	420	"AWI"	420	11842	13179	12467	12	70	31	32	43	229	0	10	0	15	41	0	57	1	0	0	0	0	0	0	0	4	122	0	0	86	21	8	7	50	62	137	0	7	0	0	9	1	0
