"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Staphylea"	"Syringa"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
14630	22944	"Woryty"	53.7525	20.206322	260	"AWI"	260	4710	5433	5039	0	1	185	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	1	2	42	0	0	0	0	2	0	0	0	0	0	0	0	6	0	4	0	0	0	0	4	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	75	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	265	"AWI"	265	4825	5502	5164	0	0	201	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	270	"AWI"	270	4893	5626	5289	0	4	178	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	2	1	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	4	0	0	97	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	27	0	2	0	0
14630	22944	"Woryty"	53.7525	20.206322	275	"AWI"	275	5041	5679	5415	0	1	297	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	4	0	0	135	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	57	14	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	280	"AWI"	280	5126	5786	5548	0	6	258	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	3	2	36	0	0	0	0	0	0	0	0	0	0	1	0	5	0	7	0	0	0	0	11	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46	21	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	285	"AWI"	285	5201	5849	5626	0	5	308	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	1	0	38	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	3	0	0	118	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	290	"AWI"	290	5267	5966	5700	0	3	156	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	8	0	0	85	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	67	8	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	295	"AWI"	295	5329	6033	5756	0	6	188	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	2	2	50	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	0	141	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	52	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	301	"AWI"	301	5392	6156	5816	0	5	207	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	3	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	3	0	0	92	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	43	76	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	310	"AWI"	310	5473	6332	5916	0	1	131	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	39	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	320	"AWI"	320	5568	6488	6023	0	2	275	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	2	36	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	130	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	74	107	0	2	0	0
14630	22944	"Woryty"	53.7525	20.206322	330	"AWI"	330	5670	6626	6140	0	15	222	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	2	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	16	0	0	107	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	74	101	7	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	340	"AWI"	340	5773	6780	6255	0	2	128	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	9	0	0	76	0	2	0	0	0	0	0	2	0	0	3	0	0	3	1	92	92	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	350	"AWI"	350	5866	6901	6372	0	1	286	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	2	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	74	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	98	91	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	360	"AWI"	360	5970	7061	6490	0	7	279	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	2	43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	11	0	0	68	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	86	99	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	370	"AWI"	370	6075	7184	6600	0	4	239	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	4	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	80	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	98	99	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	380	"AWI"	380	6177	7326	6713	0	5	254	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	2	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	38	0	0	0	0	0	0	0	7	0	0	2	0	0	0	4	83	103	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	390	"AWI"	390	6273	7469	6825	0	1	237	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	69	79	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	400	"AWI"	400	6387	7609	6946	0	0	218	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	22	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	70	61	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	410	"AWI"	410	6484	7726	7057	0	0	181	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	420	"AWI"	420	6583	7877	7173	0	0	184	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	26	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	40	44	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	425	"AWI"	425	6643	7931	7229	0	0	272	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	2	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	28	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	62	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	430	"AWI"	430	6689	7998	7286	0	0	196	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	31	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	29	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	435	"AWI"	435	6746	8063	7346	0	0	160	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	75	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	440	"AWI"	440	6803	8130	7402	0	0	213	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	45	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	445	"AWI"	445	6862	8205	7459	0	0	220	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	23	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	52	0	2	0	0
14630	22944	"Woryty"	53.7525	20.206322	450	"AWI"	450	6906	8268	7514	0	0	219	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	42	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	455	"AWI"	455	6967	8327	7576	0	0	259	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	19	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	53	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	460	"AWI"	460	7011	8402	7632	0	0	234	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	63	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	465	"AWI"	465	7083	8462	7690	0	0	52	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	470	"AWI"	470	7137	8539	7746	0	0	25	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	6	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	32	0	2	0	0
14630	22944	"Woryty"	53.7525	20.206322	475	"AWI"	475	7196	8592	7803	0	0	29	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	52	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	480	"AWI"	480	7241	8661	7856	0	0	31	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	438	0	0	0	18	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	37	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	485	"AWI"	485	7307	8714	7914	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	1	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	33	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	490	"AWI"	490	7357	8781	7974	0	0	16	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	495	"AWI"	495	7412	8842	8040	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	500	"AWI"	500	7461	8924	8106	0	0	2	1	0	0	0	0	8	0	0	0	393	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	505	"AWI"	505	7520	8995	8172	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	510	"AWI"	510	7568	9071	8237	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	515	"AWI"	515	7624	9135	8305	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	520	"AWI"	520	7685	9216	8372	0	0	0	1	0	0	0	0	10	0	0	0	479	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	27	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	20	0	1	0	0
14630	22944	"Woryty"	53.7525	20.206322	525	"AWI"	525	7756	9286	8440	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	17	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	530	"AWI"	530	7806	9360	8505	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	535	"AWI"	535	7869	9432	8575	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	540	"AWI"	540	7920	9509	8641	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	14	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	545	"AWI"	545	7977	9566	8708	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	550	"AWI"	550	8029	9640	8773	0	0	0	2	0	0	0	0	6	0	0	0	443	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	555	"AWI"	555	8093	9709	8839	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	560	"AWI"	560	8132	9779	8895	0	0	0	2	0	0	0	0	7	0	0	0	424	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	565	"AWI"	565	8204	9843	8961	0	0	0	1	0	0	0	0	4	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5	0	3	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	570	"AWI"	570	8257	9917	9026	0	0	0	2	0	0	0	0	8	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	575	"AWI"	575	8322	9974	9093	0	0	0	7	0	0	0	0	11	0	0	0	802	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	580	"AWI"	580	8376	10055	9157	0	0	0	11	0	0	0	0	40	0	0	0	235	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	585	"AWI"	585	8448	10120	9225	0	0	0	14	0	0	0	0	54	0	0	0	263	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	590	"AWI"	590	8510	10212	9292	0	0	0	16	0	0	0	0	72	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
14630	22944	"Woryty"	53.7525	20.206322	595	"AWI"	595	8580	10286	9357	0	0	0	5	0	0	0	0	67	0	0	0	160	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	1	112	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
