"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
3012	3926	"Besbog"	41.732864	23.524038	5	"AWI"	5	-71	439	90	2.42718446601942	0	0.485436893203883	0	0	1.45631067961165	0	0.485436893203883	0	0	0	0	0	3.39805825242718	0	0	1.45631067961165	0	0	0	0.485436893203883	0.485436893203883	0	0	0	0	0.970873786407767	75.2427184466019	0	0	11.1650485436893	0	0	0.970873786407767	0	0	0	0.970873786407767	0	0	0	0	0	0
3012	3926	"Besbog"	41.732864	23.524038	15	"AWI"	15	123	839	436	3.5650623885918	0	0.89126559714795	0.17825311942959	0	0.89126559714795	0	0.35650623885918	0.17825311942959	0	0	1.06951871657754	0	1.24777183600713	0	0	2.85204991087344	0	0	0	0.17825311942959	0.17825311942959	0.17825311942959	0	0	0	1.96078431372549	77.1836007130125	1.06951871657754	0	6.23885918003565	0	0	0.53475935828877	0.17825311942959	0	0	0.53475935828877	0	0	0	0.35650623885918	0	0.17825311942959
3012	3926	"Besbog"	41.732864	23.524038	20	"AWI"	20	250	1001	604	3.92156862745098	0	0	0.196078431372549	0	0.784313725490196	0	0.784313725490196	0	0	0	0	0	0.588235294117647	0	0	0.784313725490196	0	0.196078431372549	0	0	0	0.196078431372549	0	0	0	5.68627450980392	82.3529411764706	0	0	0	0	0	2.35294117647059	0.588235294117647	0	0	0.588235294117647	0	0	0.196078431372549	0.392156862745098	0.392156862745098	0
3012	3926	"Besbog"	41.732864	23.524038	25	"AWI"	25	404	1144	779	3.41151385927505	0	0.426439232409382	0.213219616204691	0	0.852878464818763	0	0.639658848614073	0	0	0	0.639658848614073	0	0.852878464818763	0	0.213219616204691	2.55863539445629	0	0.213219616204691	0	0	0.213219616204691	0.213219616204691	0	0	0	2.55863539445629	84.6481876332623	0	0	0	0	0	0.213219616204691	0.213219616204691	0	0	1.49253731343284	0	0.213219616204691	0	0.213219616204691	0	0
3012	3926	"Besbog"	41.732864	23.524038	30	"AWI"	30	554	1272	947	1.99203187250996	0	0.398406374501992	0.199203187250996	0	0.398406374501992	0	0.398406374501992	0	0	0	0	0	0.199203187250996	0	0	1.59362549800797	0	0.199203187250996	0	0	0	0	0.199203187250996	0	0	4.18326693227092	88.2470119521912	0	0	0	0	0	1.19521912350598	0.199203187250996	0	0.199203187250996	0.398406374501992	0	0	0	0	0	0
3012	3926	"Besbog"	41.732864	23.524038	35	"AWI"	35	764	1410	1111	4.40917107583774	0	0.352733686067019	0.17636684303351	0	0.881834215167548	0	0.352733686067019	0.17636684303351	0	0	0	0.17636684303351	1.05820105820106	0	0	1.94003527336861	0	0	0	0.17636684303351	0.17636684303351	0	0	0	0.352733686067019	6.87830687830688	80.5996472663139	0	0	0	0	0	0.881834215167548	0.352733686067019	0	0	0.705467372134039	0	0	0	0.17636684303351	0.17636684303351	0
3012	3926	"Besbog"	41.732864	23.524038	40	"AWI"	40	1072	1537	1268	2.12765957446809	0.193423597678917	0.193423597678917	0.193423597678917	0	0.773694390715667	0	0	0.193423597678917	0.193423597678917	0	0	0	0.386847195357834	0	0	0.967117988394584	0	0	0	0	0.193423597678917	0.193423597678917	0	0	0	4.83558994197292	87.6208897485493	0	0	0	0	0.193423597678917	0.580270793036751	0.580270793036751	0	0	0.386847195357834	0	0	0.193423597678917	0	0	0
3012	3926	"Besbog"	41.732864	23.524038	45	"AWI"	45	1233	2087	1532	2.82485875706215	0	0.753295668549906	0.188323917137476	0	0.376647834274953	0	0.188323917137476	0.188323917137476	0	0	0	0.188323917137476	0	0	0	0.941619585687382	0	0	0	0	0	0	0	0.188323917137476	0	3.95480225988701	89.8305084745763	0	0	0	0	0	0	0	0	0	0.188323917137476	0	0.188323917137476	0	0	0	0
3012	3926	"Besbog"	41.732864	23.524038	50	"AWI"	50	1389	2569	1848	2.42085661080074	0	0	0.186219739292365	0	0.74487895716946	0	0.186219739292365	0	0	0	2.42085661080074	0.186219739292365	0.37243947858473	0	0	0.74487895716946	0	0.37243947858473	0	0	0.186219739292365	0.186219739292365	0.186219739292365	0.186219739292365	0	2.79329608938547	87.5232774674115	0	0	0	0	0	0.37243947858473	0.558659217877095	0	0	0.186219739292365	0	0	0	0	0	0.186219739292365
3012	3926	"Besbog"	41.732864	23.524038	55	"AWI"	55	1591	2970	2179	4.21455938697318	0.383141762452107	0.383141762452107	0	0	0.766283524904214	0	0.766283524904214	0	0.383141762452107	0	1.14942528735632	0.191570881226054	0.574712643678161	0	0	1.91570881226054	0.191570881226054	0.191570881226054	0	0.191570881226054	0	0.191570881226054	0.383141762452107	0	0	2.68199233716475	81.8007662835249	0	0	0	0	0	0.957854406130268	0.957854406130268	0	0	0.957854406130268	0	0	0.383141762452107	0.383141762452107	0	0
