"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Melanthiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14286	22367	"Popradské  pleso"	49.153142	20.079368	51	"AWI"	51	655	2560	1530	70	1	107	2	0	2	13	0	96	0	1	0	0	0	1	36	10	0	0	0	0	0	92	0	5	0	0	11	1	0	0	0	0	0	0	0	0	39	0	179	208	2	0	0	0	0	0	40	0	0	1	7	5	0	0	1	0	3	13	3
14286	22367	"Popradské  pleso"	49.153142	20.079368	53	"AWI"	53	679	2666	1595	90	2	139	3	0	0	22	0	89	0	2	0	0	0	0	50	6	0	0	0	0	0	96	0	8	1	2	5	2	0	1	0	0	0	0	0	0	46	0	165	156	0	0	0	0	0	0	61	0	0	0	3	3	0	0	2	0	1	16	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	55	"AWI"	55	751	2717	1661	108	0	117	1	0	0	14	0	109	0	1	0	0	0	0	43	11	0	0	0	0	0	117	0	6	0	1	6	0	0	3	0	0	0	0	0	0	54	0	180	220	5	0	0	0	0	0	59	0	0	0	1	0	0	0	4	0	1	11	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	61	"AWI"	61	906	2857	1869	100	1	136	3	0	0	11	0	119	0	6	0	0	0	0	35	8	0	0	0	0	0	90	0	7	0	0	8	3	0	0	0	0	0	0	0	0	49	0	145	241	2	0	0	0	1	0	45	0	0	1	4	2	0	2	1	1	2	17	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	65	"AWI"	65	975	3014	2005	100	0	139	5	0	0	17	0	107	0	3	0	0	0	0	49	6	0	0	0	0	0	101	0	2	1	0	5	4	0	2	0	0	2	0	0	0	41	0	145	165	0	0	0	0	0	0	62	0	0	1	5	1	0	0	4	1	4	24	3
14286	22367	"Popradské  pleso"	49.153142	20.079368	71	"AWI"	71	1159	3162	2186	107	1	141	4	0	0	14	0	83	0	3	0	0	0	0	24	7	0	0	0	0	0	108	1	4	0	2	11	0	0	1	1	0	0	0	0	0	39	0	186	160	2	0	0	0	0	0	55	0	0	2	6	2	0	0	1	0	0	8	3
14286	22367	"Popradské  pleso"	49.153142	20.079368	75	"AWI"	75	1272	3263	2322	90	1	123	3	0	1	10	0	81	0	5	0	0	0	0	46	7	0	0	0	0	0	101	0	2	0	2	7	2	0	2	0	0	0	0	0	0	56	0	165	150	2	0	0	0	0	0	62	0	0	0	4	3	0	0	3	1	4	9	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	81	"AWI"	81	1421	3456	2516	103	0	125	3	0	0	8	0	106	0	4	0	0	0	0	36	6	0	0	0	0	0	91	0	5	0	0	6	0	0	2	0	0	1	0	0	0	52	0	173	150	0	0	0	0	0	0	75	0	0	0	2	1	0	0	1	2	4	10	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	85	"AWI"	85	1608	3517	2642	109	0	100	1	0	0	11	0	114	0	0	0	0	0	0	38	6	0	0	0	0	0	89	0	2	0	0	5	1	0	4	0	0	0	0	0	0	39	0	197	185	0	0	0	0	1	0	62	0	0	0	0	0	0	0	3	0	2	17	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	91	"AWI"	91	1792	3650	2850	109	1	126	1	0	0	13	0	99	0	2	0	0	0	0	42	8	0	0	0	0	0	68	0	4	0	3	10	2	0	3	0	0	0	0	0	0	35	0	200	164	0	0	0	0	0	0	59	0	0	0	0	1	0	0	1	1	3	18	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	95	"AWI"	95	1957	3765	2971	117	2	125	0	0	1	15	0	79	0	3	0	0	0	0	45	14	0	0	0	0	1	72	1	3	1	0	1	2	0	1	0	0	0	0	0	0	37	0	205	186	0	0	0	0	0	0	63	0	0	0	0	1	0	0	2	1	4	8	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	101	"AWI"	101	2229	3871	3161	111	0	128	0	0	0	8	0	98	0	2	0	0	0	0	59	5	0	0	0	0	0	83	0	4	2	0	5	0	0	1	0	0	1	0	0	0	41	0	211	165	0	0	0	0	0	0	55	0	0	0	1	2	0	0	1	0	3	12	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	105	"AWI"	105	2356	3977	3300	113	1	85	2	0	1	11	0	84	0	2	0	0	0	0	67	3	0	0	0	0	0	92	0	4	0	0	3	3	0	6	0	0	0	0	0	0	49	0	243	184	0	0	0	0	0	0	65	0	0	0	1	0	0	0	2	1	6	12	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	111	"AWI"	111	2619	4075	3490	163	1	108	1	0	0	10	0	64	0	1	0	0	0	0	45	3	0	0	0	0	0	67	0	3	0	0	5	0	0	0	0	0	0	0	0	0	42	0	250	184	2	0	0	0	0	0	42	0	0	0	3	0	0	0	1	0	7	16	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	115	"AWI"	115	2773	4131	3616	132	3	87	2	0	1	15	0	47	1	2	0	0	0	0	48	5	0	0	0	0	0	101	0	6	0	0	4	1	0	1	0	0	0	0	1	0	45	1	275	153	0	0	0	0	0	0	35	0	0	2	1	2	0	0	2	1	3	16	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	121	"AWI"	121	3002	4268	3807	151	2	74	0	0	0	16	0	50	0	1	0	0	0	0	51	2	0	0	0	0	0	92	0	6	0	0	4	0	0	0	0	0	0	0	0	0	65	0	248	164	0	0	0	0	0	0	31	0	0	1	1	0	0	0	3	1	4	22	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	125	"AWI"	125	3311	4308	3912	104	0	79	0	0	0	6	0	44	0	2	0	0	0	0	58	6	0	0	0	0	0	90	1	9	0	0	3	2	0	1	0	0	0	0	1	0	77	0	250	156	0	0	0	0	1	0	42	0	0	0	0	1	0	0	2	1	3	35	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	131	"AWI"	131	3652	4395	4081	94	1	83	3	0	0	13	0	57	0	0	0	0	0	0	65	6	0	0	0	0	0	97	0	14	0	0	5	0	0	0	0	0	0	0	0	0	77	0	246	179	0	0	0	0	0	0	39	0	0	0	1	0	0	0	0	0	6	39	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	135	"AWI"	135	3830	4471	4192	65	2	85	1	0	0	12	0	41	0	1	0	0	0	0	77	9	0	5	0	0	0	98	0	7	0	0	4	2	0	0	0	0	0	0	0	0	88	0	231	177	2	0	0	0	0	0	52	0	0	2	0	1	0	0	2	2	5	32	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	141	"AWI"	141	4091	4598	4350	61	1	79	1	0	0	9	0	56	0	0	0	0	0	0	76	10	0	0	0	0	0	80	0	5	0	1	6	1	0	0	0	0	0	0	0	0	88	0	271	137	0	0	0	0	0	0	41	0	0	0	5	1	0	0	1	0	13	34	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	143	"AWI"	143	4130	4684	4403	112	2	99	1	0	0	5	0	37	0	1	0	0	0	0	55	3	0	0	0	0	0	92	0	4	1	2	4	1	0	0	0	0	0	0	0	0	66	0	282	170	0	0	0	0	0	0	31	0	0	0	0	1	0	0	2	0	5	27	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	151	"AWI"	151	4261	4978	4587	14	1	101	2	0	0	5	0	59	0	3	0	0	0	0	99	9	0	0	0	0	0	41	0	14	0	0	10	0	0	0	0	0	0	0	0	0	39	0	350	173	0	0	0	0	0	0	61	0	0	0	1	0	0	0	1	0	9	30	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	153	"AWI"	153	4295	5021	4633	23	2	127	0	0	0	8	0	76	0	2	0	0	0	0	86	4	0	0	0	0	0	53	1	20	1	0	5	1	0	2	0	0	0	0	1	0	81	0	274	135	0	0	0	0	2	0	63	0	0	1	0	2	0	0	5	0	9	45	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	155	"AWI"	155	4313	5082	4682	28	2	100	0	0	1	5	0	46	0	3	0	0	0	0	68	5	0	0	0	0	0	77	0	9	0	0	5	2	0	2	0	0	0	0	0	0	59	0	277	171	0	0	0	0	0	0	76	0	0	1	2	2	0	0	6	0	9	28	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	161	"AWI"	161	4401	5286	4814	16	2	116	1	0	0	11	0	57	0	1	0	0	0	0	92	7	0	0	0	0	0	62	0	8	0	0	3	1	0	1	0	0	0	0	0	0	58	0	287	164	0	0	0	0	0	0	63	0	0	0	1	1	0	0	4	0	13	39	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	165	"AWI"	165	4516	5331	4908	14	1	121	1	0	0	8	0	78	0	0	0	0	0	0	81	7	0	0	0	0	0	53	0	8	0	0	5	2	0	0	0	0	0	0	0	0	49	0	318	116	0	0	0	0	0	0	59	0	0	1	0	1	0	0	4	1	10	38	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	171	"AWI"	171	4614	5455	5058	6	3	113	0	0	0	4	0	52	0	1	0	0	0	0	90	4	0	0	0	0	0	36	0	7	2	0	4	0	0	2	0	0	0	0	1	0	43	0	376	173	0	0	0	0	0	0	64	0	0	2	1	1	0	0	0	0	6	34	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	175	"AWI"	175	4712	5541	5147	6	2	104	0	0	0	9	0	65	0	2	0	0	0	0	97	7	0	0	0	0	0	32	0	20	0	0	1	4	0	0	0	0	3	0	0	0	40	0	378	140	0	0	0	0	1	0	51	0	0	0	0	2	0	0	7	1	12	28	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	181	"AWI"	181	4921	5605	5276	3	6	80	1	0	0	11	0	53	0	1	0	0	0	0	108	6	0	0	0	0	0	22	0	17	0	0	0	1	0	1	0	0	0	0	1	0	41	0	330	182	0	0	0	0	1	0	63	0	0	1	3	2	0	0	1	0	8	51	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	185	"AWI"	185	5012	5672	5372	2	1	101	1	0	1	10	0	69	0	0	0	0	0	0	101	4	0	0	0	0	0	26	0	21	0	0	3	1	0	3	0	0	0	0	0	0	28	0	345	169	0	0	0	0	0	0	75	0	0	0	0	1	0	0	2	1	12	52	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	191	"AWI"	191	5287	5808	5510	1	0	95	0	0	0	0	0	61	0	2	0	0	0	1	96	4	0	0	0	0	0	17	0	21	0	1	3	1	0	2	0	0	0	0	0	0	17	0	418	164	0	0	0	0	0	0	59	0	0	0	3	2	0	0	3	0	7	37	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	195	"AWI"	195	5380	5921	5621	1	2	97	0	0	0	11	0	76	0	0	0	0	0	0	109	18	0	0	0	0	0	7	0	24	0	0	3	4	0	1	0	0	1	0	1	0	20	0	344	150	0	0	0	0	0	0	50	0	0	0	0	2	1	0	1	1	14	53	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	201	"AWI"	201	5461	6253	5771	1	0	112	2	0	0	9	0	82	0	2	0	0	0	0	125	9	0	0	0	0	0	6	0	21	0	0	6	1	0	1	0	0	0	0	0	0	20	0	324	141	0	0	0	0	0	0	68	0	0	0	4	0	0	0	1	0	9	47	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	205	"AWI"	205	5536	6392	5881	1	1	83	0	0	0	9	0	76	0	0	0	0	0	0	151	6	0	0	0	0	0	12	0	24	0	0	2	0	0	2	0	0	0	0	0	0	15	0	312	149	0	0	0	0	0	0	73	0	0	1	0	1	0	0	2	0	12	64	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	211	"AWI"	211	5603	6698	6034	2	3	118	0	0	0	4	0	100	0	1	0	0	0	0	124	17	0	0	0	0	0	10	0	25	1	0	3	3	0	2	0	0	0	0	0	0	3	0	325	159	0	0	0	0	0	0	70	0	0	0	0	2	0	0	2	1	7	65	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	215	"AWI"	215	5671	6889	6135	1	1	96	0	0	0	5	0	48	0	0	0	0	0	0	144	4	0	0	0	0	0	7	0	13	0	0	0	0	0	1	0	0	0	0	0	0	7	0	367	174	0	0	0	0	0	0	63	0	0	0	1	2	0	0	1	0	16	72	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	221	"AWI"	221	5766	7071	6315	0	0	110	1	0	0	0	0	81	0	2	0	0	0	0	125	24	0	0	0	0	0	7	0	23	1	0	4	0	0	4	0	0	0	0	0	0	4	0	283	180	0	0	0	0	0	0	66	0	0	0	3	4	0	0	1	1	10	61	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	225	"AWI"	225	5822	7254	6426	0	1	71	0	0	0	8	0	0	0	2	0	0	0	0	122	4	0	0	0	0	1	7	0	26	0	2	2	0	0	1	0	0	0	0	1	0	13	0	316	244	0	0	0	0	0	0	61	0	0	1	1	2	0	0	1	2	11	51	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	231	"AWI"	231	5966	7444	6599	0	0	65	1	0	0	7	0	51	0	0	0	0	0	0	118	13	0	0	0	0	0	2	0	15	0	1	1	0	0	1	0	0	0	0	0	0	4	0	355	239	0	0	0	0	0	0	51	0	0	0	3	0	0	0	1	1	8	64	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	235	"AWI"	235	6052	7552	6717	0	3	112	0	0	0	6	0	0	0	0	0	0	0	0	180	7	0	0	0	0	0	2	0	26	0	0	2	1	0	1	0	0	0	0	0	0	2	0	270	208	0	0	0	0	0	0	64	0	0	0	0	0	0	0	1	0	7	90	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	241	"AWI"	241	6156	7774	6883	1	1	88	0	0	0	5	0	59	0	1	0	0	0	0	174	12	0	0	0	1	0	7	0	18	0	1	5	2	0	0	0	2	0	0	0	0	2	0	278	219	0	0	0	0	2	0	41	0	0	0	3	1	0	0	0	0	12	70	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	243	"AWI"	243	6212	7808	6940	1	1	79	0	0	0	8	0	0	0	4	0	0	0	0	174	6	0	0	0	0	0	4	0	18	0	0	5	1	0	0	0	0	1	0	0	0	4	0	320	211	0	0	0	0	0	0	46	0	0	0	2	1	0	0	3	0	15	60	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	251	"AWI"	251	6373	7997	7187	1	0	76	1	0	0	8	0	44	0	3	0	0	0	0	121	12	0	0	0	0	0	7	0	24	0	0	3	0	0	1	0	0	0	0	1	0	4	0	317	212	0	0	0	0	0	0	56	0	0	1	3	1	0	0	0	2	18	56	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	255	"AWI"	255	6487	8114	7304	0	2	48	0	0	0	10	0	0	0	0	0	0	0	0	156	12	0	0	0	0	0	7	0	20	0	0	4	3	0	2	0	0	0	0	0	0	4	0	308	257	0	0	0	0	0	0	45	0	0	0	1	3	1	0	3	0	8	62	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	261	"AWI"	261	6671	8238	7484	1	2	87	2	0	0	4	0	68	0	1	0	0	0	0	141	9	0	0	0	0	0	5	0	22	0	1	3	1	0	3	0	0	0	0	0	0	1	0	314	170	0	0	0	0	0	0	48	0	0	0	0	2	0	0	1	0	8	100	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	265	"AWI"	265	6752	8371	7609	0	2	70	0	0	0	8	0	65	0	1	0	0	0	0	198	10	0	0	0	0	0	2	0	21	1	1	2	2	0	2	0	0	0	0	0	0	0	0	219	224	0	0	0	0	0	0	48	0	0	1	0	2	1	0	2	0	14	102	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	271	"AWI"	271	6935	8508	7784	0	2	105	0	0	0	4	0	56	0	2	0	0	0	0	141	16	0	0	0	0	0	1	0	31	1	3	1	2	0	4	0	0	0	0	0	0	0	0	289	195	0	0	0	0	0	0	72	0	0	0	1	2	2	0	0	0	12	88	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	275	"AWI"	275	7056	8573	7903	0	1	92	1	0	0	4	0	77	0	1	0	0	0	0	152	10	0	0	0	0	0	2	0	35	2	0	1	4	0	3	0	0	0	0	0	0	1	0	240	239	0	0	0	0	0	0	62	0	0	0	0	1	0	0	2	0	7	126	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	281	"AWI"	281	7243	8720	8078	0	0	79	1	0	0	3	0	95	0	1	0	0	0	0	246	21	0	0	0	0	0	6	0	15	1	0	3	0	0	1	0	0	0	0	0	0	0	0	179	214	0	0	0	0	0	0	49	0	0	2	3	1	0	0	2	0	10	97	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	285	"AWI"	285	7441	8773	8187	0	0	36	0	0	0	13	0	53	0	1	0	0	0	0	151	16	0	0	0	0	0	1	0	11	0	0	1	1	0	2	0	0	0	0	1	0	0	0	301	287	0	0	0	0	0	0	56	0	0	0	0	0	0	0	2	1	8	68	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	291	"AWI"	291	7616	8873	8359	0	0	61	1	0	0	3	0	68	0	0	0	0	0	0	148	40	0	0	0	0	0	1	0	15	0	0	2	4	0	3	0	0	0	0	0	0	0	0	310	198	0	0	0	0	0	0	47	0	0	0	1	1	0	0	0	0	9	72	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	295	"AWI"	295	7780	8952	8464	0	0	51	0	0	0	4	0	46	0	0	0	0	0	1	210	3	0	0	0	0	0	2	0	17	0	0	1	0	0	3	0	0	0	0	0	0	0	0	296	255	0	0	0	0	0	0	54	0	0	0	1	0	0	0	1	0	8	83	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	301	"AWI"	301	8185	9048	8615	0	1	50	1	0	0	6	0	74	0	1	0	0	0	0	205	29	0	0	0	0	0	1	0	16	0	0	2	2	0	3	0	0	0	0	0	0	0	0	266	204	0	0	0	0	0	0	47	0	0	1	0	1	0	0	1	1	12	81	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	305	"AWI"	305	8362	9139	8723	0	1	80	0	0	0	8	0	87	0	2	0	0	0	0	297	12	0	0	0	0	0	0	0	23	1	0	4	2	0	2	0	0	0	0	0	0	0	0	217	187	0	0	0	0	0	0	53	0	0	0	0	3	0	0	0	1	9	73	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	311	"AWI"	311	8660	9306	8949	0	0	56	0	0	0	5	0	82	0	0	0	0	0	0	312	31	0	0	0	0	0	0	0	18	0	0	1	3	0	0	0	0	0	0	1	0	0	0	202	219	0	0	0	0	0	0	42	0	0	1	3	0	1	0	0	2	5	77	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	315	"AWI"	315	8745	9506	9114	0	0	56	1	0	0	2	0	80	0	0	0	0	0	0	356	8	0	0	0	0	0	0	0	17	0	0	1	0	0	2	0	0	0	0	0	0	0	0	158	204	0	0	0	0	0	0	34	0	0	0	0	0	1	0	3	0	16	66	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	321	"AWI"	321	8890	9918	9346	0	0	60	0	0	0	3	0	102	0	1	0	0	0	0	292	17	0	0	0	0	0	3	0	7	0	1	2	0	0	2	0	0	0	0	0	0	0	0	182	242	0	0	0	0	0	0	35	0	0	0	3	2	0	0	0	0	6	63	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	325	"AWI"	325	9145	10003	9496	0	0	43	0	0	0	6	0	98	0	0	0	0	0	0	299	10	0	0	0	0	0	1	0	8	0	0	1	0	0	5	0	0	0	0	0	0	0	0	137	279	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	4	97	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	331	"AWI"	331	9431	10190	9731	0	0	31	0	0	0	5	0	83	0	0	0	0	0	0	268	45	0	0	0	0	0	1	0	3	0	0	1	2	0	1	0	0	0	0	0	0	0	0	126	355	0	0	0	0	1	0	30	0	0	0	0	2	0	0	0	1	9	67	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	335	"AWI"	335	9809	10613	10127	0	0	36	1	0	0	6	0	207	0	1	0	0	0	0	164	22	0	0	0	0	0	0	0	2	0	0	2	1	0	2	0	0	0	0	0	0	0	0	195	404	0	0	0	0	0	0	24	0	0	1	4	3	0	0	2	1	4	51	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	337	"AWI"	337	10103	10959	10498	0	0	12	4	0	0	22	0	125	0	2	0	0	0	0	104	32	0	0	0	0	0	0	0	10	2	1	2	6	0	6	0	0	1	0	1	0	0	0	124	514	0	0	0	0	0	0	21	0	0	3	6	4	0	0	1	0	4	43	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	341	"AWI"	341	10563	11760	11263	0	0	3	20	0	0	107	0	67	0	1	0	0	0	0	4	54	0	0	0	0	0	0	0	0	0	0	8	26	0	3	0	0	0	0	0	0	0	0	4	591	0	1	0	0	0	0	2	0	0	4	2	8	0	0	0	4	0	1	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	345	"AWI"	345	10973	12643	12019	0	0	1	31	0	0	114	0	63	0	0	0	0	0	0	4	56	2	0	0	0	0	0	0	1	0	2	9	30	0	3	0	0	0	0	0	0	0	0	8	608	0	0	0	0	0	0	3	0	0	4	9	7	0	0	0	1	1	1	1
14286	22367	"Popradské  pleso"	49.153142	20.079368	351	"AWI"	351	11591	13119	12504	0	0	2	14	0	0	70	0	50	0	4	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	4	5	0	2	0	0	0	0	0	0	0	0	11	721	0	0	0	0	0	0	1	0	0	2	1	7	0	0	0	0	1	0	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	355	"AWI"	355	11837	13247	12684	0	0	2	5	0	0	34	0	110	0	1	0	0	0	0	6	14	0	0	0	0	0	0	0	1	0	0	1	13	0	6	0	0	0	0	0	0	0	0	8	766	0	0	0	0	0	0	1	0	0	2	4	3	0	0	1	5	1	3	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	361	"AWI"	361	12079	13635	12935	0	0	7	4	0	0	21	0	82	0	1	0	0	0	0	6	35	0	0	0	0	0	2	0	0	0	0	10	9	0	7	0	0	0	0	0	0	1	0	24	744	0	0	0	0	0	0	1	0	0	0	1	4	0	0	1	2	1	2	0
14286	22367	"Popradské  pleso"	49.153142	20.079368	365	"AWI"	365	12208	13742	13063	0	0	6	9	0	0	31	0	105	0	2	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	1	2	4	0	4	0	0	0	0	0	0	1	0	17	795	0	0	0	0	0	0	1	0	0	4	0	3	0	0	1	4	1	2	0
